rank,question_id,alignment_score,concern_25,behavior_25,capability_25,construct_25,missing_fields,best_signal_band,bridge_tag,question
397,Q_CEP_001_022,43,10,25,8,0,2,strong,CLASSROOM_ENGAGEMENT,"If training or classroom analytics tools were available, how willing would you be to use them?"
398,Q_CEP_001_023,43,10,25,8,0,2,strong,CLASSROOM_ENGAGEMENT,How strongly do you believe that observing engagement is essential for effective teaching?
399,Q_CEP_001_024,43,10,25,8,0,2,strong,CLASSROOM_ENGAGEMENT,"If given a simple tool to track student engagement, how likely are you to use it regularly?"
400,Q_CEP_001_025,43,10,25,8,0,2,strong,CLASSROOM_ENGAGEMENT,"Even if monitoring engagement feels difficult now, how hopeful are you that you can master it over time?"
401,Q_DIGI_001_001,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How aware are you of how your online habits affect your daily productivity?
402,Q_DIGI_001_002,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do you lose track of time while using social media or online platforms?
403,Q_DIGI_001_003,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How accurately can you estimate your daily screen time?
404,Q_DIGI_001_004,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,Do you feel dependent on checking notifications throughout the day?
405,Q_DIGI_001_005,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How confident are you that your current digital habits support your long-term goals?
406,Q_DIGI_001_006,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How stressed do you feel when you cannot access your phone or the internet?
407,Q_DIGI_001_007,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often does excessive screen time affect your concentration on important tasks?
408,Q_DIGI_001_008,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How much does online entertainment interfere with your academic or work responsibilities?
409,Q_DIGI_001_009,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do online activities reduce the quality of your in-person interactions?
410,Q_DIGI_001_010,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How difficult is it for you to stay offline when you need to focus?
411,Q_DIGI_001_011,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"How often do you check your phone during study, work, or important activities?"
412,Q_DIGI_001_012,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do you continue scrolling online longer than you originally intended?
413,Q_DIGI_001_013,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do you delay important tasks because of online activities?
414,Q_DIGI_001_014,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do you compare your life with what you see online?
415,Q_DIGI_001_015,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"How often do online comments, likes, or reactions affect your mood?"
416,Q_DIGI_001_016,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How effectively can you limit your screen time when necessary?
417,Q_DIGI_001_017,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do you set boundaries for your digital device usage?
418,Q_DIGI_001_018,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"How often do you use tools such as app timers, focus modes, or screen-time limits?"
419,Q_DIGI_001_019,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"After reducing screen time, how much improvement do you notice in your focus or mood?"
420,Q_DIGI_001_020,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How confident are you that you can maintain healthy digital habits in the future?
421,Q_DIGI_001_021,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How ready are you to improve your digital discipline and online habits?
422,Q_DIGI_001_022,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How willing are you to reduce unnecessary screen time if it improves your productivity?
423,Q_DIGI_001_023,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How strongly do you believe digital discipline is important for personal success?
424,Q_DIGI_001_024,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"If given a structured plan to improve online discipline, how likely are you to follow it?"
425,Q_DIGI_001_025,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How hopeful are you that you can build healthier digital habits over time?
426,Q_DIGIADDICT_001_001,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How well are you able to control your digital device usage while trying to study or learn?
427,Q_DIGIADDICT_001_002,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do social media or entertainment apps interrupt your study or learning sessions?
428,Q_DIGIADDICT_001_003,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"Compared to others, how effectively do you manage your screen time during study hours?"
429,Q_DIGIADDICT_001_004,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,Do you feel that you spend more time on digital devices than you intend to while studying?
430,Q_DIGIADDICT_001_005,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"If you needed to study for long hours tomorrow, how confident are you that you could avoid digital distractions?"
431,Q_DIGIADDICT_001_006,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How mentally distracted do you feel due to digital devices during learning sessions?
432,Q_DIGIADDICT_001_007,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"How often do you postpone studying because you are engaged in digital content (videos, reels, games)?"
433,Q_DIGIADDICT_001_008,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do you find yourself switching between study and phone usage repeatedly?
434,Q_DIGIADDICT_001_009,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How strongly do notifications affect your ability to stay focused while studying?
435,Q_DIGIADDICT_001_010,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"Compared to last year, how much more dependent have you become on digital devices during study time?"
436,Q_DIGIADDICT_001_011,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do you check your phone even when you have planned to study without interruptions?
437,Q_DIGIADDICT_001_012,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do you lose track of study time due to scrolling or watching online content?
438,Q_DIGIADDICT_001_013,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"During study sessions, how often do you feel mentally pulled toward your phone or apps?"
439,Q_DIGIADDICT_001_014,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How likely are you to continue using digital devices even when it affects your study performance?
440,Q_DIGIADDICT_001_015,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do you feel guilty about the amount of time spent on digital devices instead of studying?
441,Q_DIGIADDICT_001_016,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"When you realize digital distractions are affecting your studies, how effectively can you refocus?"
442,Q_DIGIADDICT_001_017,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How often do you use techniques like app limits or study timers to control digital usage?
443,Q_DIGIADDICT_001_018,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,Some students feel unable to study without checking their phone repeatedly. How true is this for you?
444,Q_DIGIADDICT_001_019,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"After completing focused study without digital distraction, how satisfied and productive do you usually feel?"
445,Q_DIGIADDICT_001_020,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"Even if digital distractions are strong, how confident are you that you can gradually reduce them and improve your learning habits?"
446,Q_DIGIADDICT_001_021,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How ready are you to reduce digital distractions and improve your study habits?
447,Q_DIGIADDICT_001_022,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"If strategies were given (like digital detox or focus apps), how willing would you be to apply them?"
448,Q_DIGIADDICT_001_023,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,How strongly do you believe controlling digital usage is essential for academic success?
449,Q_DIGIADDICT_001_024,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"If you learned one practical method today to reduce digital distraction, how likely are you to use it regularly?"
450,Q_DIGIADDICT_001_025,43,10,25,8,0,2,strong,LIFESTYLE_PRESSURE,"Even if digital addiction feels strong now, how hopeful are you that you can regain full control and improve your learning habits?"
451,Q_ECONANX_001_001,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How confident are you in making stable career or financial decisions during uncertain economic conditions?
452,Q_ECONANX_001_002,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How often does news about economic instability affect your future planning or decisions?
453,Q_ECONANX_001_003,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"Compared to others, how well do you think you maintain strategic clarity during uncertain economic periods?"
454,Q_ECONANX_001_004,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,Do you feel anxious when thinking about long-term financial or career stability during unstable economies?
455,Q_ECONANX_001_005,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"If the economy became more unstable tomorrow, how confident are you that you could still make rational long-term decisions?"
456,Q_ECONANX_001_006,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How emotionally stressful do you find discussions about economic uncertainty and market instability?
457,Q_ECONANX_001_007,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How often does economic uncertainty make you doubt your career or financial direction?
458,Q_ECONANX_001_008,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How often do you delay important decisions due to fear of economic instability?
459,Q_ECONANX_001_009,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"How strongly do peer discussions about layoffs, inflation, or recession affect your mindset?"
460,Q_ECONANX_001_010,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"Compared to previous years, how much more uncertain do you feel about your future due to economic changes?"
461,Q_ECONANX_001_011,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How often do you overthink multiple career or financial scenarios due to economic uncertainty?
462,Q_ECONANX_001_012,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How often do you avoid long-term planning because the economic future feels unpredictable?
463,Q_ECONANX_001_013,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"During uncertain times, how often do you feel mentally stuck when trying to plan your next steps?"
464,Q_ECONANX_001_014,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How likely are you to change your career plans frequently due to economic fear rather than strategy?
465,Q_ECONANX_001_015,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How often does uncertainty about the economy disturb your emotional calm for long periods?
466,Q_ECONANX_001_016,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"When facing economic uncertainty, how effectively can you separate fear from rational decision-making?"
467,Q_ECONANX_001_017,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How often do you actively seek reliable information before making decisions during uncertain economic conditions?
468,Q_ECONANX_001_018,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,Some people lose clarity and become overly reactive during economic instability. How true is this for you?
469,Q_ECONANX_001_019,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"After making a well-informed decision during uncertainty, how confident and relieved do you usually feel?"
470,Q_ECONANX_001_020,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"Even if the economy becomes more unstable, how confident are you that you can still make strategic and calm decisions?"
471,Q_ECONANX_001_021,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How ready are you to improve your ability to handle economic uncertainty in a calm and strategic way?
472,Q_ECONANX_001_022,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"If guided properly, how willing would you be to develop strategies to manage economic anxiety effectively?"
473,Q_ECONANX_001_023,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,How strongly do you believe uncertainty can be managed through strategy rather than fear?
474,Q_ECONANX_001_024,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"If you learned one practical method to reduce economic anxiety in decision-making, how likely are you to use it consistently?"
475,Q_ECONANX_001_025,43,10,25,8,0,2,strong,ADJUSTMENT_COPING,"Even if economic uncertainty continues, how hopeful are you that you can develop strong strategic clarity and emotional stability?"
476,Q_EMCAREER_001_001,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How often do students have awareness of emerging or future career options?
477,Q_EMCAREER_001_002,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How often do students rely only on traditional career paths due to lack of awareness?
478,Q_EMCAREER_001_003,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,"Compared to others, how aware are students of new and evolving career opportunities?"
479,Q_EMCAREER_001_004,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,Do students feel confused when exploring unfamiliar or emerging careers?
480,Q_EMCAREER_001_005,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,"If guided, how confident are students in understanding emerging career paths?"
481,Q_EMCAREER_001_006,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How stressful is the lack of awareness about emerging careers?
482,Q_EMCAREER_001_007,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How often does limited awareness affect students� career decisions?
483,Q_EMCAREER_001_008,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How overwhelming is it for students to explore new career options without guidance?
484,Q_EMCAREER_001_009,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How much does lack of exposure (school/system) limit awareness of emerging careers?
485,Q_EMCAREER_001_010,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,"Compared to before, how has awareness of emerging careers changed?"
486,Q_EMCAREER_001_011,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How often do students actively research new or future career options?
487,Q_EMCAREER_001_012,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How often do students ignore emerging careers due to unfamiliarity?
488,Q_EMCAREER_001_013,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How often do students feel unsure about skills required for future careers?
489,Q_EMCAREER_001_014,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How likely are students to explore unconventional career paths?
490,Q_EMCAREER_001_015,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How often does lack of awareness reduce confidence in future planning?
491,Q_EMCAREER_001_016,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How effectively can students build awareness of emerging careers over time?
492,Q_EMCAREER_001_017,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,"How often do students engage with resources (webinars, mentors, research) on new careers?"
493,Q_EMCAREER_001_018,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,Some students lack awareness of emerging careers. How true is this here?
494,Q_EMCAREER_001_019,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,"After support, how much improvement is seen in awareness and exploration?"
495,Q_EMCAREER_001_020,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,"Even if unaware now, how confident are students in understanding future careers?"
496,Q_EMCAREER_001_021,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How ready are students to explore and learn about emerging careers?
497,Q_EMCAREER_001_022,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,"If guidance was available, how willing would students be to follow it?"
498,Q_EMCAREER_001_023,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,How strongly do students believe exploring new careers is important?
499,Q_EMCAREER_001_024,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,"If given tools, how likely are students to explore emerging careers consistently?"
500,Q_EMCAREER_001_025,43,10,25,8,0,2,strong,EMOTIONAL_REGULATION,"Even if unaware now, how hopeful are students about discovering future career paths?"
