question_id,concern_id,response_type,distinctiveness,diagnostic_power,signal_value,human_readability,behavioral_realism,composite,options
Q_CAREER_001_001,CAREER_001,decision_clarity,100,100,100,100,77,95,Completely Confused | Slightly Clear | Moderately Clear | Clear | Very Clear
Q_CONFIDENTCAP_001_025,CONFIDENTCAP_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_EXTERNALVAL_001_001,EXTERNALVAL_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EXTERNALVAL_001_002,EXTERNALVAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXTERNALVAL_001_003,EXTERNALVAL_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_EXTERNALVAL_001_004,EXTERNALVAL_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EXTERNALVAL_001_005,EXTERNALVAL_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_EXTERNALVAL_001_006,EXTERNALVAL_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_EXTERNALVAL_001_007,EXTERNALVAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXTERNALVAL_001_008,EXTERNALVAL_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EXTERNALVAL_001_009,EXTERNALVAL_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EXTERNALVAL_001_010,EXTERNALVAL_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EXTERNALVAL_001_011,EXTERNALVAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXTERNALVAL_001_012,EXTERNALVAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXTERNALVAL_001_013,EXTERNALVAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXTERNALVAL_001_014,EXTERNALVAL_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_EXTERNALVAL_001_015,EXTERNALVAL_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_EXTERNALVAL_001_016,EXTERNALVAL_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_EXTERNALVAL_001_017,EXTERNALVAL_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXTERNALVAL_001_018,EXTERNALVAL_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_EXTERNALVAL_001_019,EXTERNALVAL_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_EXTERNALVAL_001_020,EXTERNALVAL_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_EXTERNALVAL_001_021,EXTERNALVAL_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_EXTERNALVAL_001_022,EXTERNALVAL_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_EXTERNALVAL_001_023,EXTERNALVAL_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_EXTERNALVAL_001_024,EXTERNALVAL_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_EXTERNALVAL_001_025,EXTERNALVAL_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_REF_001_001_v2,REF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REF_001_002_v2,REF_001,clarity_level,100,100,100,100,77,95,Very Unclear | Unclear | Neutral | Clear | Very Clear
Q_REF_001_003_v2,REF_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_REF_001_004_v2,REF_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_REF_001_005_v2,REF_001,readiness,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_REF_001_008_v2,REF_001,intensity,100,100,100,100,100,100,Not difficult | Slightly difficult | Moderately difficult | Very difficult | Extremely difficult
Q_REF_001_009_v2,REF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REF_001_010_v2,REF_001,improvement,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_REF_001_011_v2,REF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REF_001_012_v2,REF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REF_001_013_v2,REF_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_REF_001_014_v2,REF_001,transition_speed,100,100,100,100,100,100,Very Slowly | Slowly | Moderately | Quickly | Very Quickly
Q_REF_001_015_v2,REF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REF_001_016_v2,REF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REF_001_017_v2,REF_001,effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_REF_001_018_v2,REF_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_REF_001_019_v2,REF_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_REF_001_020_v2,REF_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_REF_001_021_v2,REF_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_REF_001_022_v2,REF_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_REF_001_023_v2,REF_001,likelihood,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_REF_001_024_v2,REF_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_REF_001_025_v2,REF_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONF_002_001,CONF_002,self_evaluation,100,100,100,100,77,95,Very Unfairly | Unfairly | Neutral | Fairly | Very Fairly
Q_CONF_002_002,CONF_002,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONF_002_003,CONF_002,perception_distortion,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CONF_002_004,CONF_002,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONF_002_005,CONF_002,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONF_002_006,CONF_002,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CONF_002_007,CONF_002,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONF_002_008,CONF_002,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONF_002_009,CONF_002,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONF_002_010,CONF_002,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONF_002_011,CONF_002,intensity,100,100,100,100,100,100,Not difficult | Slightly difficult | Moderately difficult | Very difficult | Extremely difficult
Q_CONF_002_012,CONF_002,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONF_002_013,CONF_002,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONF_002_014,CONF_002,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONF_002_015,CONF_002,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CONF_002_016,CONF_002,coping_effectiveness,100,100,100,100,100,100,Very difficult | Difficult | Neutral | Easy | Very easy
Q_CONF_002_017,CONF_002,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONF_002_018,CONF_002,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ACA_001_015,ACA_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONF_002_019,CONF_002,recovery_speed,100,100,100,100,100,100,Very slowly | Slowly | Neutral | Quickly | Very quickly
Q_CONF_002_020,CONF_002,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONF_002_021,CONF_002,readiness,100,100,100,100,77,95,Not ready | Slightly ready | Somewhat ready | Ready | Fully ready
Q_CONF_002_022,CONF_002,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONF_002_023,CONF_002,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONF_002_024,CONF_002,situational_fit,100,100,100,100,100,100,Not like me | Slightly like me | Somewhat like me | Mostly like me | Exactly like me
Q_CONF_002_025,CONF_002,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACA_001_001,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_002,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_003,ACA_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ACA_001_004,ACA_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ACA_001_005,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_006,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_007,ACA_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ACA_001_008,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_009,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_010,ACA_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ACA_001_011,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_012,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_013,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_014,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_016,ACA_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_ACA_001_017,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_018,ACA_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACA_001_019,ACA_001,energy_motivation,100,100,100,100,100,100,Completely Drained | Low Energy | Moderate Energy | Motivated | Highly Energized
Q_ACA_001_020,ACA_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACA_001_021,ACA_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ACA_001_022,ACA_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ACA_001_023,ACA_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ACA_001_024,ACA_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ACA_001_025,ACA_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONC_001_001,CONC_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONC_001_002,CONC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONC_001_003,CONC_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CONC_001_004,CONC_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONC_001_005,CONC_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONC_001_006,CONC_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_CONC_001_007,CONC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONC_001_008,CONC_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CONC_001_009,CONC_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_CONC_001_010,CONC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONC_001_011,CONC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONC_001_012,CONC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONC_001_013,CONC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONC_001_014,CONC_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CONC_001_015,CONC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONC_001_016,CONC_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_CONC_001_017,CONC_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_CONC_001_018,CONC_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_CONC_001_019,CONC_001,energy_motivation,100,100,100,100,100,100,Completely Drained | Low Energy | Moderate Energy | Motivated | Highly Energized
Q_CONC_001_020,CONC_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_CONC_001_021,CONC_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CONC_001_022,CONC_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_CONC_001_023,CONC_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_CONC_001_024,CONC_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_CONC_001_025,CONC_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACAD_001_001_v2,ACAD_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACAD_001_002_v2,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_003_v2,ACAD_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ACAD_001_004_v2,ACAD_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ACAD_001_005_v2,ACAD_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACAD_001_006_v2,ACAD_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_ACAD_001_007_v2,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_008_v2,ACAD_001,energy_motivation,100,100,100,100,100,100,Completely Drained | Low Energy | Moderate Energy | Motivated | Highly Energized
Q_ACAD_001_009_v2,ACAD_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ACAD_001_010_v2,ACAD_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ACAD_001_011_v2,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_012_v2,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_013_v2,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_014_v2,ACAD_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ACAD_001_015_v2,ACAD_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_ACAD_001_016_v2,ACAD_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_ACAD_001_017_v2,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_018_v2,ACAD_001,behavioral_consistency,100,100,100,100,100,100,Never True | Rarely True | Sometimes True | Mostly True | Always True
Q_ACAD_001_019_v2,ACAD_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_ACAD_001_020_v2,ACAD_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACAD_001_021_v2,ACAD_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ACAD_001_022_v2,ACAD_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ACAD_001_023_v2,ACAD_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ACAD_001_024_v2,ACAD_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ACAD_001_025_v2,ACAD_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_EXAM_001_001,EXAM_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_EXAM_001_002,EXAM_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXAM_001_003,EXAM_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_EXAM_001_004,EXAM_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_EXAM_001_005,EXAM_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_EXAM_001_006,EXAM_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild Impact | Moderate Impact | Major Impact | Severe Impact
Q_EXAM_001_007,EXAM_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXAM_001_008,EXAM_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EXAM_001_009,EXAM_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EXAM_001_010,EXAM_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EXAM_001_011,EXAM_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXAM_001_012,EXAM_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXAM_001_013,EXAM_001,coping_effectiveness,100,100,100,100,77,95,Very Calm | Calm | Neutral | Nervous | Very Nervous
Q_EXAM_001_014,EXAM_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_EXAM_001_015,EXAM_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXAM_001_016,EXAM_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_EXAM_001_018,EXAM_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_EXAM_001_019,EXAM_001,intensity,100,100,100,100,100,100,Very slowly | Slowly | Moderately | Quickly | Very quickly
Q_EXAM_001_020,EXAM_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_EXAM_001_021,EXAM_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_EXAM_001_022,EXAM_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_EXAM_001_023,EXAM_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_EXAM_001_024,EXAM_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_EXAM_001_025,EXAM_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACAD_001_001_v3,ACAD_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACAD_001_002_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_003_v3,ACAD_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ACAD_001_004_v3,ACAD_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ACAD_001_005_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_006_v3,ACAD_001,emotional_impact,100,100,100,100,100,100,No Impact | Mild | Moderate | Major | Severe
Q_ACAD_001_007_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_008_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_009_v3,ACAD_001,coping_effectiveness,100,100,100,100,77,95,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_ACAD_001_010_v3,ACAD_001,frequency,100,100,100,100,100,100,Very Fast | Fast | Moderate | Slow | Very Slow
Q_ACAD_001_011_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_012_v3,ACAD_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ACAD_001_013_v3,ACAD_001,social_comfort,100,100,100,100,77,95,Very Uncomfortable | Uncomfortable | Neutral | Comfortable | Very Comfortable
Q_ACAD_001_014_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_015_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_016_v3,ACAD_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACAD_001_017_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_018_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_019_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_020_v3,ACAD_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACAD_001_021_v3,ACAD_001,readiness,100,100,100,100,77,95,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_ACAD_001_022_v3,ACAD_001,situational_fit,100,100,100,100,100,100,Not Like Me | Slightly Like Me | Somewhat Like Me | Mostly Like Me | Exactly Like Me
Q_ACAD_001_023_v3,ACAD_001,agreement,100,100,100,100,77,95,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_ACAD_001_024_v3,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_025_v3,ACAD_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACAD_001_001_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_002_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_003_v4,ACAD_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ACAD_001_004_v4,ACAD_001,emotional_impact,100,100,100,100,100,100,No Stress | Mild | Moderate | High | Severe
Q_ACAD_001_005_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_006_v4,ACAD_001,impact,100,100,100,100,100,100,No Impact | Mild | Moderate | High | Severe
Q_ACAD_001_007_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_008_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_009_v4,ACAD_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ACAD_001_010_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_011_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_012_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_013_v4,ACAD_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
Q_ACAD_001_014_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_015_v4,ACAD_001,coping_effectiveness,100,100,100,100,77,95,Very Poor | Poor | Neutral | Good | Excellent
Q_ACAD_001_016_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_017_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_018_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_019_v4,ACAD_001,intensity,100,100,100,100,77,95,Not at all | Slightly | Moderately | Strongly | Extremely
Q_ACAD_001_020_v4,ACAD_001,frequency,100,100,100,100,100,100,Never | Rarely | Sometimes | Often | Very Often
Q_ACAD_001_021_v4,ACAD_001,confidence,100,100,100,100,100,100,Very Low | Low | Moderate | High | Very High
