question_id,concern_id,bridge_tag,composite,relevance,grammar,sophistication,personalization,information_gain,root_cause_utility,question_text
Q_CURR_001_005,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,How prepared do you feel for your future job based on what you learn in class?
Q_CURR_001_007,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,How often do you feel classroom learning does not help in practical problem solving?
Q_CURR_001_008,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,How much of your coursework feels exam-oriented rather than skill-oriented?
Q_CURR_001_009,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,How often do you feel unprepared for internships despite completing coursework?
Q_CURR_001_021,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,How ready are you to learn skills beyond your syllabus?
Q_ASSESS_001_002_v2,ASSESS_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel that exam or test results do not reflect what you truly know?
Q_ASSESS_001_005_v2,ASSESS_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How confident are you that your current academic evaluations truly represent your readiness for real-world skills?
Q_ASSESS_001_006_v2,ASSESS_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How emotionally disappointing do you find situations where you perform poorly despite understanding the subject well?
Q_ASSESS_001_007_v2,ASSESS_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel that exam formats force memorization rather than real understanding?
Q_ASSESS_001_009_v2,ASSESS_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do you feel academic success is more about scoring than understanding?
Q_CURR_001_002_v2,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,How often do you feel that classes are delivered in a way that improves real understanding rather than just covering syllabus?
Q_CURR_001_006_v2,CURR_001,COMPETENCY_INTELLIGENCE,75,41,100,90,65,100,53,How mentally exhausting is it to attend classes that do not fully engage you or add practical value?
Q_RISK_001_012,RISK_001,THINKING_QUALITY,75,41,100,90,65,100,53,How confident are you in recognizing patterns that indicate long-term disengagement?
Q_EMPREAD_001_003,EMPREAD_001,EMPLOYABILITY,75,41,100,90,65,100,53,Do you sometimes feel uncertain about how prepared you truly are for industry expectations?
Q_EMPREAD_001_006,EMPREAD_001,EMPLOYABILITY,75,41,100,90,65,100,53,How stressful is it for you not knowing whether your skills meet actual industry expectations?
Q_EXA_001_006,EXA_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How stressful do exams feel to you regardless of preparation level?
Q_STEM_001_019,STEM_001,STEM_LEARNING,75,41,100,90,65,100,53,How willing are you to revisit basic concepts to strengthen your understanding?
Q_STEM_001_021,STEM_001,STEM_LEARNING,75,41,100,90,65,100,53,How strongly do you believe that understanding concepts is more important than memorizing formulas?
Q_STEM_001_023,STEM_001,STEM_LEARNING,75,41,100,90,65,100,53,How ready are you to connect different topics together instead of studying them in isolation?
Q_EMO_001_022_v3,EMO_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How strongly do you believe one bad result affects your entire future?
Q_STREAM_001_002_v2,STREAM_001,THINKING_QUALITY,75,41,100,90,65,100,53,How often do you feel that your academic choices are influenced more by parents than your own preferences?
Q_STREAM_001_003_v2,STREAM_001,THINKING_QUALITY,75,41,100,90,65,100,53,Do you feel emotionally disconnected from the stream you are currently studying or planning to study?
Q_STREAM_001_005_v2,STREAM_001,THINKING_QUALITY,75,41,100,90,65,100,53,How confident are you that your current academic stream will align with your long-term career goals?
Q_STREAM_001_009_v2,STREAM_001,THINKING_QUALITY,75,41,100,90,65,100,53,How strongly do you feel obligated to follow your familys expectations regarding your stream?
Q_SKL_001_001,SKL_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How clear are you about the skills required for your target career or role?
Q_SKL_001_002,SKL_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel confused about which skills are important for getting a job in your field?
Q_SKL_001_008,SKL_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How difficult is it for you to distinguish between essential skills and optional skills in your field?
Q_SKL_001_009,SKL_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do you feel that you are missing guidance about industry-relevant skills?
Q_SKL_001_021,SKL_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How ready are you to actively learn and map required skills for your career goals?
Q_APT_001_004,APT_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,Do you feel your strengths are aligned with what your course or job demands?
Q_APT_001_009,APT_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel good at tests but unsure in real interests?
Q_COMMCAREER_001_001,COMMCAREER_001,COMMUNICATION_EXPRESSION,75,41,100,90,65,100,53,How confident are you in your ability to communicate clearly in academic or professional settings?
Q_FEAR_EXAM_001_009,FEAR_EXAM_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How strongly do you feel others are more prepared or likely to succeed than you?
Q_SI_001_008,SI_001,PERSONAL_VISION,75,41,100,90,65,100,53,How difficult is it for you to decide which activities or subjects truly interest you?
Q_FUTURE_001_004,FUTURE_001,SELF_REFLECTION,75,41,100,90,65,100,53,Do discussions about automation and AI make you question your career decisions?
Q_FUTURE_001_005,FUTURE_001,SELF_REFLECTION,75,41,100,90,65,100,53,How confident are you that your current skills will still be valuable 10 years from now?
Q_FUTURE_001_007,FUTURE_001,SELF_REFLECTION,75,41,100,90,65,100,53,How often do you worry that your career choice may become outdated?
Q_SELF_001_008,SELF_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How much pressure do you feel to score high to feel good enough?
Q_MOT_001_010,MOT_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How strongly do you feel pressure to achieve success quickly instead of steadily?
Q_CONFIDENCE_001_002,CONFIDENCE_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How often do you doubt your ability to complete important tasks successfully?
Q_STRESS_001_015_v2,STRESS_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How confident are you in handling unexpected problems calmly?
Q_COMP_001_001,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you compare your academic performance with your classmates?
Q_COMP_001_004,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,Do you judge your success based on what others are achieving?
Q_COMP_001_005,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do peer achievements change your confidence about your own future?
Q_COMP_001_008,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How much time do you spend thinking about how others are performing?
Q_COMP_001_023,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,Do you believe everyone has different timelines for success?
Q_COMP_001_025,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How hopeful are you that focusing on yourself will improve your confidence over time?
Q_DIGIDISC_001_008,DIGIDISC_001,LIFESTYLE_PRESSURE,75,41,100,90,65,100,53,How difficult is it for you to stop using your phone once you start scrolling or watching content?
Q_OWNERSHIP_001_003,OWNERSHIP_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,Do you feel emotionally responsible for improving your own skills and future outcomes?
Q_OWNERSHIP_001_006,OWNERSHIP_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How often do you feel disconnected from responsibility for your own learning and improvement?
Q_OWNERSHIP_001_007,OWNERSHIP_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How much do you rely on external instructions or systems to decide what you should learn or improve?
Q_DECISION_001_006,DECISION_001,THINKING_QUALITY,75,41,100,90,65,100,53,How stressful do you find situations where you must decide quickly without consulting anyone?
Q_FOF_001_007,FOF_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How often do you replay past mistakes and let them affect your willingness to lead again?
Q_VAL_001_001,VAL_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How often do you feel your self-worth depends on what others think about you?
Q_VAL_001_003,VAL_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How often do you change your opinion just to be liked by others?
Q_VAL_001_005,VAL_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How difficult is it for you to feel confident without reassurance from others?
Q_VAL_001_022,VAL_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How much does social media feedback affect your self-esteem?
Q_COMM_001_002,COMM_001,COMMUNICATION_EXPRESSION,75,41,100,90,65,100,53,How often do you struggle to express your thoughts clearly under pressure?
Q_COMM_001_005,COMM_001,COMMUNICATION_EXPRESSION,75,41,100,90,65,100,53,How confident are you about performing well in a future job interview?
Q_SELFLEAD_001_001,SELFLEAD_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How disciplined do you feel in managing your daily study or work routine without external pressure?
Q_SELFLEAD_001_003,SELFLEAD_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How consistently do you follow a planned schedule without deviating frequently?
Q_SELFLEAD_001_006,SELFLEAD_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How confident are you in managing your long-term goals without external reminders or pressure?
Q_SELFLEAD_001_008,SELFLEAD_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How emotionally difficult is it for you to stay disciplined consistently?
Q_SELFLEAD_001_014,SELFLEAD_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How often do you require external pressure to complete important work?
Q_SELFLEAD_001_024,SELFLEAD_001,LEADERSHIP_OWNERSHIP,75,41,100,90,65,100,53,How likely are you to consistently follow a personal productivity system?
Q_STRENGTH_001_023,STRENGTH_001,SELF_REFLECTION,75,41,100,90,65,100,53,Do you feel you are aware of your unique abilities and talents?
Q_INTEREST_001_002,INTEREST_001,SELF_REFLECTION,75,41,100,90,65,100,53,How often do you feel unsure about what activities or subjects you genuinely enjoy?
Q_INTEREST_001_008,INTEREST_001,SELF_REFLECTION,75,41,100,90,65,100,53,How difficult is it for you to stick to one hobby or interest for a meaningful period?
Q_INTEREST_001_009,INTEREST_001,SELF_REFLECTION,75,41,100,90,65,100,53,How strongly do other peoples opinions influence what you think you should be interested in?
Q_SELFCONF_001_003,SELFCONF_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,Do you sometimes feel that you are not as capable as others perceive you to be?
Q_SELFCONF_001_007,SELFCONF_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How often do you feel uncertain even in areas where you have strong knowledge or experience?
Q_SELFCONF_001_021,SELFCONF_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How ready are you to trust your abilities and act fully on your actual potential?
Q_LTG_001_002,LTG_001,LONG_TERM,75,41,100,90,65,100,53,How often do you feel confused about your future career direction?
Q_LTG_001_008,LTG_001,LONG_TERM,75,41,100,90,65,100,53,How difficult is it for you to make decisions about your future direction?
Q_LTG_001_009,LTG_001,LONG_TERM,75,41,100,90,65,100,53,How strongly do you feel that others seem more certain about their future than you?
Q_CONFLICT_001_015,CONFLICT_001,WORKPLACE_ADAPTATION,75,41,100,90,65,100,53,How strongly do you believe you should prioritize your own interests in career decisions?
Q_COMP_001_003_v2,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How similar do you try to make your goals compared to your peers?
Q_COMP_001_005_v2,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do others success stories change your career plans?
Q_COMP_001_021_v2,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How ready are you to focus on your own progress instead of others achievements?
Q_COMP_001_023_v2,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do you believe your journey should be different from others?
Q_COMP_001_025_v2,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How hopeful are you that you can build a strong identity independent of others?
Q_IDENTITY_SOCIAL_001_003,IDENTITY_SOCIAL_001,ACADEMIC_IDENTITY,75,41,100,90,65,100,53,Do you sometimes feel emotionally conflicted between being yourself and meeting what others expect from you?
Q_IDENTITY_SOCIAL_001_009,IDENTITY_SOCIAL_001,ACADEMIC_IDENTITY,75,41,100,90,65,100,53,How strongly do you feel that others expect you to behave in a way that doesnt match your true self?
Q_SA_001_008,SA_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How difficult is it for you to identify skills you can confidently rely on?
Q_SA_001_018,SA_001,CONFIDENCE_SELF,75,41,100,75,65,100,68,How often do you feel unsure about what kind of roles or tasks suit you best?
Q_EXTVAL_001_004,EXTVAL_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,Do you feel unsure about your abilities until someone confirms you are doing well?
Q_EXTVAL_001_012,EXTVAL_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,Do you feel your worth is tied to how others evaluate your performance?
Q_EXTVAL_001_013,EXTVAL_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How difficult is it for you to feel confident without encouragement from others?
Q_EXTVAL_001_019,EXTVAL_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How much does social approval determine your sense of achievement?
Q_STR_001_001,STR_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How clearly can you identify your strongest skills or abilities?
Q_STR_001_007,STR_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How often do you feel you have no standout skill compared to others?
Q_STR_001_008,STR_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How much do you rely on others to tell you what you are good at?
Q_INTEREST_STREAM_001_002,INTEREST_STREAM_001,SELF_REFLECTION,75,41,100,90,65,100,53,How often do you feel your studies are not connected to what you truly enjoy learning?
Q_INTEREST_STREAM_001_008,INTEREST_STREAM_001,SELF_REFLECTION,75,41,100,90,65,100,53,How much has studying an uninteresting subject reduced your motivation to learn?
Q_CONV_001_002,CONV_001,COMMUNICATION_EXPRESSION,75,41,100,90,65,100,53,How often do you feel that your career choices are influenced more by family or society than by your own interests?
Q_CONV_001_007,CONV_001,COMMUNICATION_EXPRESSION,75,41,100,90,65,100,53,How often do you feel torn between your interests and what others expect you to become?
Q_CONV_001_009,CONV_001,COMMUNICATION_EXPRESSION,75,41,100,90,65,100,53,How strongly do people around you discourage exploring unconventional career paths?
Q_CONV_001_023,CONV_001,COMMUNICATION_EXPRESSION,75,41,100,90,65,100,53,How strongly do you believe success can be achieved in non-traditional career paths?
Q_CONF_ACAD_001_023,CONF_ACAD_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How strongly do you believe failures help you understand your learning gaps?
Q_LLS_001_008,LLS_001,LEARNING_AWARENESS,75,41,100,90,65,100,53,How difficult is it for you to choose the right study method for a new topic?
Q_ACAD_001_001,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How clear are you about which subjects you are genuinely good at?
Q_ACAD_001_003,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How easy is it for you to identify your weak subjects without external help?
Q_ACAD_001_009,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you rely on teachers or friends to tell you what you are good at?
Q_ACAD_001_011,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,Do you often feel your marks do not clearly reflect your actual abilities?
Q_ACAD_001_024,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you reflect on what study methods work best for you?
Q_ROTE_001_001,ROTE_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you rely on memorizing answers instead of understanding concepts?
Q_ROTE_001_004,ROTE_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,Do you feel you can score well even without fully understanding concepts?
Q_ROTE_001_005,ROTE_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How confident are you in applying what you studied in real-life situations?
Q_ROTE_001_009,ROTE_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you feel you can pass exams without true understanding?
Q_HARDSMART_001_007,HARDSMART_001,LEARNING_DEPENDENCY,75,41,100,90,65,100,53,How often do you feel that your study time is not producing meaningful understanding?
Q_HARDSMART_001_009,HARDSMART_001,LEARNING_DEPENDENCY,75,41,100,90,65,100,53,How strongly do peer study habits (like long hours) influence your idea of effective studying?
Q_HARDSMART_001_021,HARDSMART_001,LEARNING_DEPENDENCY,75,41,100,90,65,100,53,How ready are you to improve your study methods to focus more on efficiency than just effort?
Q_HARDSMART_001_023,HARDSMART_001,LEARNING_DEPENDENCY,75,41,100,90,65,100,53,How strongly do you believe success depends more on strategy than on long hours of study?
Q_CONCEPT_001_002_v2,CONCEPT_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you realize later that you misunderstood a concept you thought you had understood?
Q_CONCEPT_001_003_v2,CONCEPT_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,Do you sometimes feel uncertain about whether you truly understand a topic or are just familiar with it superficially?
Q_CONCEPT_001_009_v2,CONCEPT_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How strongly do you feel others understand concepts more deeply and clearly than you do?
Q_CONCEPT_001_010_v2,CONCEPT_001,ACADEMIC_COGNITIVE,75,41,100,91,65,100,53,"Compared to earlier, how difficult has it become to identify what you truly understand versus what you assume you understand?"
Q_REF_001_005,REF_001,SELF_REFLECTION,75,41,100,90,65,100,53,How often do you plan improvements based on past mistakes?
Q_REF_001_007,REF_001,SELF_REFLECTION,75,41,100,90,65,100,53,How often do you repeat the same mistakes without noticing them?
Q_CONFIDENTCAP_001_006,CONFIDENTCAP_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How emotionally distressing is it for you to feel less confident than your actual ability suggests?
Q_CONFIDENTCAP_001_008,CONFIDENTCAP_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How difficult is it for you to speak confidently about your achievements or strengths?
Q_EXTERNALVAL_001_008,EXTERNALVAL_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How much does lack of recognition reduce your willingness to continue putting effort?
Q_EXTERNALVAL_001_009,EXTERNALVAL_001,MOTIVATION_VALUES,75,41,100,90,65,100,53,How strongly do you compare your progress with others to feel motivated?
Q_ACA_001_005,ACA_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you finish planned study tasks on time?
Q_ACA_001_007,ACA_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How much does distraction affect your exam preparation?
Q_ACA_001_008,ACA_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you switch between tasks without completing them?
Q_ACA_001_010,ACA_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How hard is it for you to stay focused in a quiet study environment?
Q_ACA_001_025,ACA_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How hopeful are you about becoming a more focused learner over time?
Q_ACAD_001_009_v2,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How strongly do you feel others are more academically capable than you?
Q_EXAM_001_021,EXAM_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How ready are you to work on reducing your exam anxiety through preparation or techniques?
Q_ACAD_001_002_v3,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do exams or deadlines make you feel overwhelmed?
Q_ACAD_001_021_v3,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How ready are you to handle upcoming exams without stress affecting you?
Q_ACAD_001_022_v3,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How likely are you to stick to a study schedule consistently?
Q_ACAD_001_007_v4,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you feel anxious about upcoming exams or deadlines?
Q_ACAD_001_012_v4,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How often do you feel mentally exhausted due to studies?
Q_ACAD_001_024_v4,ACAD_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How quickly do you recover from exam-related stress?
Q_SCREEN_001_007,SCREEN_001,LIFESTYLE_PRESSURE,75,41,100,90,65,100,53,How often do you feel you are wasting time on your phone instead of doing important tasks?
Q_SCREEN_001_008,SCREEN_001,LIFESTYLE_PRESSURE,75,41,100,90,65,100,53,How often do you check your phone without a specific reason?
Q_FOF_001_002_v2,FOF_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,Do you feel anxious about making mistakes even in simple situations?
Q_FOF_001_007_v2,FOF_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How often do you replay past mistakes in your mind and worry about them?
Q_FOF_001_009_v2,FOF_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How strongly do you feel pressure to appear perfect in front of others?
Q_LOWCONF_001_005,LOWCONF_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How confident are you in your ability to succeed in competitive exams or placements?
Q_LOWCONF_001_009,LOWCONF_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How comfortable are you speaking in front of unfamiliar people?
Q_LOWCONF_001_014,LOWCONF_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How confident are you in learning new skills compared to your peers?
Q_LOWCONF_001_016,LOWCONF_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How often do you feel you are not good enough in competitive situations?
Q_LOWCONF_001_021,LOWCONF_001,CONFIDENCE_SELF,75,41,100,90,65,100,53,How confident are you that you can improve your performance with practice?
Q_COMP_001_010_v3,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel behind in life compared to your peers?
Q_COMP_001_017_v3,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How ready are you to focus on your own progress instead of comparing with others?
Q_COMP_001_018_v3,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do you believe everyone has a different timeline for success?
Q_PARENTCOMP_001_004,PARENTCOMP_001,SOCIAL_EMOTIONAL,75,41,100,90,65,100,53,How strongly do you feel your worth is judged based on comparisons with others in academics?
Q_PARENTCOMP_001_007,PARENTCOMP_001,SOCIAL_EMOTIONAL,75,41,100,90,65,100,53,How often do parental comparisons reduce your motivation to study or improve academically?
Q_EXAM_001_006_v2,EXAM_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How stressful do you find the idea of competing with thousands of students?
Q_SHORTVID_001_010,SHORTVID_001,LIFESTYLE_PRESSURE,75,78,100,100,20,100,53,"Compared to last year, how much has short video usage increased in daily routine?"
Q_CONCEPT_001_005_v3,CONCEPT_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How confident are you that you can independently master new concepts in your field over time?
Q_CONCEPT_001_007_v3,CONCEPT_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How difficult is it for you to explain learned concepts in your own words?
Q_BAL_001_001,BAL_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel that studying is affecting your personal health or rest?
Q_BAL_001_003,BAL_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often do you skip meals or sleep due to academic pressure?
Q_BAL_001_008,BAL_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How often do you sacrifice sleep to complete academic tasks?
Q_BAL_001_020,BAL_001,HOLISTIC_DEVELOPMENT,75,41,100,90,65,100,53,How confident are you that you can manage studies without harming your health?
Q_PANIC_001_008,PANIC_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How much do you rush or make careless mistakes due to exam panic?
Q_PANIC_001_021,PANIC_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How ready are you to learn techniques to reduce exam panic and improve calmness?
Q_STR_001_004_v2,STR_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How often do exam thoughts interfere with your ability to focus on daily tasks?
Q_STR_001_006_v2,STR_001,EXAMINATION_STRESS,75,41,100,90,65,100,53,How stressful does the exam period feel to you overall?
Q_COMP_001_003_v4,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,Do academic comparisons with others reduce your motivation to study or improve?
Q_COMP_001_012_v4,COMP_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How strongly do peer achievements affect your mood?
Q_SCREEN_001_007_v2,SCREEN_001,LIFESTYLE_PRESSURE,75,41,100,90,55,100,65,How often do you delay studying because of social media or entertainment apps?
Q_SCREEN_001_008_v2,SCREEN_001,LIFESTYLE_PRESSURE,75,41,100,90,65,100,53,How difficult is it for you to stop using your phone once you start?
Q_SCREEN_001_024_v2,SCREEN_001,LIFESTYLE_PRESSURE,75,41,100,90,65,100,53,How likely are you to follow a strict study schedule without distractions?
Q_SDL_001_010,SDL_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,How ready are you to explore new topics without being told exactly what to do?
Q_BURNOUT_001_009_v3,BURNOUT_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How strongly does comparison with high-performing peers affect your confidence?
Q_BURNOUT_001_023_v3,BURNOUT_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How strongly do you believe consistent performance is possible without mental exhaustion?
Q_MARKS_001_008,MARKS_001,STRATEGIC_PREPARATION,75,41,100,90,65,100,53,How much do your academic results affect your motivation to continue studying?
Q_SDL_001_013,SDL_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,How strongly do you believe you can learn difficult topics on your own?
Q_SDL_001_020,SDL_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,How confident are you that you can independently prepare for exams or interviews?
Q_SDL_001_021,SDL_001,LEARNING_ADAPTABILITY,75,41,100,90,65,100,53,How likely are you to create your own study plan without external help?
Q_EMP_CONF_001_006,EMP_CONF_001,EMPLOYABILITY,75,41,100,90,65,100,53,"How stressful does thinking about ""getting placed"" feel to you?"
Q_EMP_CONF_001_008,EMP_CONF_001,EMPLOYABILITY,75,41,100,90,65,100,53,How much do you feel your resume is not strong enough compared to industry standards?
Q_EMP_CONF_001_016,EMP_CONF_001,EMPLOYABILITY,75,41,100,90,65,100,53,How ready are you to actively prepare for placements with a structured plan?
Q_EMP_CONF_001_021,EMP_CONF_001,EMPLOYABILITY,75,41,100,90,65,100,53,How likely are you to start improving your placement preparation from today itself?
Q_EMP_CONF_001_023,EMP_CONF_001,EMPLOYABILITY,75,41,100,90,65,100,53,Do you believe your college preparation is enough for real industry roles?
Q_COMM_001_007_v2,COMM_001,COMMUNICATION_EXPRESSION,75,41,100,90,65,100,53,How often do you avoid speaking opportunities due to fear or hesitation?
Q_COMM_001_010_v2,COMM_001,COMMUNICATION_EXPRESSION,75,41,100,90,65,100,53,How comfortable are you speaking spontaneously in meetings without preparation?
Q_BACKLOG_001_008,BACKLOG_001,ACADEMIC_COGNITIVE,75,41,100,90,65,100,53,How difficult is it for you to restart studying subjects that you have already delayed?
Q_INT_001_005_v2,INT_001,EMPLOYABILITY,75,41,100,90,65,100,53,How often do you feel overwhelmed and avoid preparing for interviews?
Q_INT_001_019_v2,INT_001,EMPLOYABILITY,75,41,100,90,65,100,53,How often do you feel guilty about not preparing enough for interviews?
Q_PSC_001_002,PSC_001,CONFIDENCE_DEVELOPMENT,75,41,100,90,65,100,53,How often do you feel unsure about how to approach practical problems outside academics?
Q_SEM_001_002,SEM_001,LIFESTYLE_PRESSURE,75,41,100,90,65,100,53,How often do multiple deadlines in the same week make you feel overwhelmed?
Q_SEM_001_021,SEM_001,LIFESTYLE_PRESSURE,75,41,100,90,65,100,53,How ready are you to improve your study planning system for future semesters?
Q_ANALYTICS_001_025,ANALYTICS_001,COMPETENCY_DEVELOPMENT,75,41,100,90,65,100,53,How hopeful are you that you can improve your problem-solving ability over time?
Q_EMC_001_007,EMC_001,EMOTIONAL_REGULATION,75,41,100,90,65,100,53,How often do thoughts about competition or job insecurity make you emotionally exhausted?
Q_PEER_001_004,PEER_001,SOCIAL_EMOTIONAL,75,41,100,90,65,100,53,Do you often feel pressure to match the achievements of your classmates?
