concern_id,concern,domain,persona,severity,priority,curated_questions,root_cause_group,intervention_lens
CONCERN_LIF_1586,Feeling overwhelmed by too many career choices,Career Decision Overload,Self Exploration User,High,P1,0,Information overload,Guided narrowing frameworks
CONCERN_CAR_1587,awareness about personal learning style,Self Exploration,Learner,High,P1,0,Lack of self-reflection,Personalized learning guidance
CONCERN_SEL_1588,identifying academic strengths and weaknesses,Learning Reflection,Learner,High,P1,0,Poor introspection,Guided self-analysis
CONCERN_LEA_1590,reflect on learning mistakes,Metacognitive Development,Learner,Medium,P2,0,Lack of reflective habits,Reflective journaling
CONCERN_MET_1591,understanding of attention span limitations,Cognitive Reflection,Learner,Medium,P2,0,Poor energy awareness,Focus management coaching
CONCERN_COG_1592,awareness about effective revision methods,Study Strategy Reflection,Learner,Medium,P2,0,Poor revision systems,Active recall training
CONCERN_STU_1593,Confusion between hard work and smart learning,Learning Effectiveness,Learner,High,P1,0,Ineffective strategies,Productivity optimization
CONCERN_LEA_1594,understanding personal motivation triggers,Self Motivation Awareness,Learner,Medium,P3,0,Dependency on external validation,Motivation discovery
CONCERN_SEL_1596,awareness about learning blockers,Self-Diagnostic Reflection,Learner,Medium,P2,0,Lack of introspection,Barrier analysis coaching
CONCERN_SEL_1597,recognizing conceptual understanding gaps,Academic Reflection,Learner,High,P1,0,Superficial learning,Diagnostic assessments
CONCERN_ACA_1598,awareness of personal stress responses,Emotional Reflection,Learner,Medium,P2,0,Lack of emotional literacy,Emotional self-monitoring
CONCERN_PER_1600,awareness of cognitive fatigue,Cognitive Wellness,Learner,Medium,P3,0,Overstudy culture,Cognitive recovery strategies
CONCERN_COG_1601,Dependence on external validation for learning confidence,Learning Psychology,Learner,Medium,P2,0,External approval dependency,Internal confidence building
CONCERN_LEA_1602,identifying preferred learning environments,Learning Optimization,Learner,Medium,P3,0,Lack of experimentation,Learning environment mapping
CONCERN_LEA_1603,curiosity-driven self-learning,Exploratory Learning,Learner,Medium,P2,0,Extrinsic learning focus,Inquiry-based reflection
CONCERN_EXP_1604,understanding personal problem-solving style,Cognitive Awareness,Learner,Medium,P2,0,Lack of cognitive profiling,Problem-solving analysis
CONCERN_COG_1605,reflection after failures and setbacks,Growth Reflection,Learner,High,P1,0,Failure stigma,Reflective recovery coaching
CONCERN_GRO_1606,track personal improvement trends,Self Progress Awareness,Learner,Medium,P3,0,Lack of reflection systems,Learning analytics visualization
CONCERN_SEL_1607,understanding of multitasking limitations,Attention Reflection,Learner,Medium,P3,0,Digital distraction habits,Attention discipline
CONCERN_ATT_1608,differentiating interest from competency,Self Discovery,Learner,Medium,P2,0,Poor self-assessment,Strength-interest mapping
CONCERN_SEL_1609,awareness about communication strengths,Personal Development,Learner,Medium,P3,0,Limited feedback,Communication reflection
CONCERN_PER_1610,identifying emotional impact on learning,Emotional Learning Reflection,Learner,Medium,P2,0,Poor emotional awareness,Emotional reflection practices
CONCERN_LEA_1613,reflecting on collaborative learning skills,Team Learning Reflection,Learner,Medium,P3,0,Individualistic learning mindset,Peer-feedback systems
CONCERN_TEA_1614,awareness about procrastination triggers,Productivity Reflection,Learner,High,P2,0,Avoidance behaviors,Productivity coaching
CONCERN_ACA_1616,Absence of structured self-reflection habits,Reflective Development,Learner,High,P1,0,Lack of structured introspection,Reflective frameworks
CONCERN_REF_1617,accurately evaluate personal strengths,Self Exploration,Performance Reflection,High,P1,0,Limited introspection,Guided reflection
CONCERN_SEL_1618,identifying improvement areas,Growth Tracking,Performance Reflection,Medium,P2,0,Weak feedback processing,Reflective coaching
CONCERN_GRO_1619,Overestimating personal performance,Self-Evaluation,Performance Reflection,Medium,P3,0,Lack of benchmarking,Evidence-based reflection
CONCERN_SEL_1620,confidence despite strong capability,Emotional Reflection,Performance Reflection,High,P1,0,External validation dependency,Confidence reinforcement
CONCERN_EMO_1621,Failure to learn from past mistakes,Reflective Learning,Performance Reflection,High,P2,0,Poor reflection habits,Error-analysis routines
CONCERN_REF_1622,measurable personal growth tracking,Personal Development,Performance Reflection,Medium,P3,0,No structured monitoring,Milestone tracking systems
CONCERN_PER_1623,Emotional breakdown after negative feedback,Self-Regulation,Performance Reflection,High,P1,0,Fragile self-esteem,Feedback resilience coaching
CONCERN_SEL_1624,Dependence on external validation for motivation,Motivation Psychology,Performance Reflection,High,P1,0,External reward conditioning,Internal motivation building
CONCERN_MOT_1625,recognize behavioral patterns,Self-Observation,Performance Reflection,Medium,P3,0,Weak self-monitoring,Behavioral journaling
CONCERN_SEL_1626,reflection after exam performance,Academic Reflection,Performance Reflection,Medium,P2,0,Lack of process review,Post-performance analysis
CONCERN_ACA_1627,setting realistic personal goals,Goal Reflection,Performance Reflection,Medium,P2,0,Poor self-understanding,SMART goal coaching
CONCERN_GOA_1628,sustain self-improvement routines,Habit Development,Performance Reflection,Medium,P2,0,Weak discipline systems,Habit reinforcement
CONCERN_HAB_1629,Comparing personal progress unfairly with peers,Self-Identity Reflection,Performance Reflection,High,P1,0,Peer comparison pressure,Self-progress orientation
CONCERN_PER_1631,accepting weaknesses constructively,Self-Acceptance,Performance Reflection,Medium,P2,0,Ego protection,Strength-weakness balancing
CONCERN_SEL_1632,awareness of emotional triggers,Emotional Reflection,Performance Reflection,High,P2,0,Limited emotional literacy,Emotional mapping
CONCERN_EMO_1633,tracking behavioral improvement over time,Behavioral Growth,Performance Reflection,Medium,P3,0,Weak reflection routines,Behavioral tracking systems
CONCERN_BEH_1634,distinguish effort from effectiveness,Productivity Reflection,Performance Reflection,Medium,P2,0,Poor strategy use,Productivity coaching
CONCERN_PRO_1635,Fear of self-reflection due to insecurity,Personal Insight,Performance Reflection,Medium,P3,0,Fear of inadequacy,Safe reflection environments
CONCERN_PER_1636,recognizing personal progress milestones,Growth Recognition,Performance Reflection,Medium,P3,0,Unrealistic expectations,Progress reinforcement
CONCERN_EMO_1638,ownership for personal performance,Accountability Reflection,Performance Reflection,Medium,P2,0,Lack of responsibility habits,Accountability coaching
CONCERN_ACC_1639,reflection on communication and relationships,Social Reflection,Performance Reflection,Medium,P3,0,Weak empathy,Social feedback coaching
CONCERN_SOC_1640,adapting after poor performance outcomes,Adaptive Reflection,Performance Reflection,High,P2,0,Failure intolerance,Resilience-building support
CONCERN_ADA_1641,consistency between goals and actions,Integrity Reflection,Performance Reflection,Medium,P3,0,Weak discipline,Alignment coaching
CONCERN_INT_1642,understanding of personal learning style,Learning Reflection,Performance Reflection,Medium,P2,0,Lack of personalization,Personalized learning guidance
CONCERN_LEA_1643,motivation during slow progress,Growth Persistence,Performance Reflection,Medium,P2,0,Weak resilience,Persistence reinforcement
CONCERN_GRO_1644,Overfocus on weaknesses ignoring strengths,Balanced Reflection,Performance Reflection,Medium,P3,0,Negativity bias,Strength-based reflection
CONCERN_BAL_1645,structured self-review mechanisms,Reflective Systems,Performance Reflection,Medium,P3,0,No structured processes,Reflective frameworks
CONCERN_REF_1646,connect personal growth with future goals,Purpose Reflection,Performance Reflection,High,P2,0,Lack of future vision,Purpose discovery coaching
CONCERN_DIS_1662,Consistency in Performance,Academic Performance,Student,High,P1,0,Inconsistent Execution,Performance Stabilization
CONCERN_ACA_1664,Revising Effectively,Examination Readiness,Student,Medium,P2,0,Poor Revision Habits,Revision Optimization
CONCERN_EXA_1666,Exam Preparation Strategy,Examination Readiness,Student,High,P1,0,Poor Planning Habits,Exam Planning Coaching
CONCERN_LEA_1673,Digital Learning Discipline,Digital Learning,Student,High,P1,0,Screen Dependency,Digital Regulation
CONCERN_FOU_1675,Independent Learning Ability,Self Learning,Student,High,P1,0,External Dependency,Self-Learning Coaching
CONCERN_COM_1684,Multiple Subjects,Academic Performance,Student,High,P1,0,Cognitive Overload,Academic Planning
CONCERN_COM_1701,Framing Answers in Exams,Examination Readiness,Student,High,P1,0,Structuring Difficulty,Answer Writing Coaching
CONCERN_CLA_1706,Academic Planning Skills,Academic Planning & Recovery Intelligence,Student,High,P1,0,Planning Gaps,Academic Structuring
CONCERN_ACA_1707,Tracking Academic Progress,Academic Performance,Student,Medium,P2,0,Lack of Reflection,Progress Coaching
CONCERN_ACA_1708,Maintain Revision Schedules,Examination Readiness,Student,High,P1,0,Inconsistent Habits,Revision Scheduling
CONCERN_COM_1712,Interpreting Graphs and Data,Analytical Development,Student,Medium,P2,0,Data Processing Gaps,Data Analysis Coaching
CONCERN_EXA_1715,Academic Endurance,Academic Performance,Student,Medium,P2,0,Mental Exhaustion,Endurance Building
CONCERN_ACA_1716,Revising Large Syllabus,Examination Readiness,Student,High,P1,0,Overwhelm Patterns,Revision Structuring
CONCERN_COM_1718,Aptitude in Quantitative Reasoning,Analytical Development,Student,High,P1,0,Analytical Weakness,Quantitative Coaching
CONCERN_ANA_1719,Verbal Reasoning Skills,Analytical Development,Student,Medium,P2,0,Weak Language Reasoning,Verbal Coaching
CONCERN_ACA_1722,Linking Concepts Across Subjects,Interdisciplinary Learning,Student,Medium,P2,0,Fragmented Learning,Integration Coaching
CONCERN_COM_1961,Exam Strategy,Examination Readiness,Parent,Medium,P2,0,Lack of Exam Planning,Exam Strategy Coaching
CONCERN_DIS_1971,Memory Recall During Exams,Examination Readiness,Parent,High,P1,0,Stress-Induced Recall Loss,Memory Recall Coaching
CONCERN_LEA_1987,Preparedness for Surprise Tests,Examination Readiness,Student,Medium,P2,0,Lack of Revision Habits,Preparation Coaching
CONCERN_COM_2004,Focus During Long Exams,Examination Readiness,Student,High,P1,0,Mental Exhaustion,Attention Endurance Coaching
CONCERN_DIS_2011,Revising Without Guidance,Examination Readiness,Student,Medium,P2,0,Lack of Independent Planning,Revision Coaching
CONCERN_ACA_2014,Exam Writing Speed,Examination Readiness,Student,Medium,P2,0,Weak Writing Fluency,Speed Writing Coaching
CONCERN_SEL_2019,Revision Consistency,Examination Readiness,Student,Medium,P2,0,Poor Study Discipline,Revision Habit Coaching
CONCERN_COM_2027,Balancing Speed and Accuracy,Examination Readiness,Student,High,P1,0,Poor Exam Strategy,Speed-Accuracy Coaching
CONCERN_ACA_2031,Attention During Revision,Examination Readiness,Student,Medium,P2,0,Cognitive Fatigue,Attention Reinforcement Coaching
CONCERN_SEL_2036,Concept Transfer Across Subjects,Interdisciplinary Learning,Student,Medium,P2,0,Weak Knowledge Mapping,Integration Coaching
CONCERN_ACA_2045,Structuring Revision Priorities,Examination Readiness,Student,Medium,P2,0,Poor Planning Skills,Revision Planning Coaching
CONCERN_LEA_2048,Learning Ownership During Group Tasks,Collaboration & Ownership,Student,Medium,P2,0,Dependence on Others,Group Responsibility Coaching
CONCERN_MOT_2056,Academic Prioritization During Exams,Examination Readiness,Student,Medium,P2,0,Weak Exam Planning,Exam Prioritization Coaching
CONCERN_LEA_2059,Simultaneous Exam Preparation,Examination Readiness,Student,High,P1,0,Excessive Workload,Multi-Exam Planning Coaching
CONCERN_EXA_2061,Consistency Across Subjects,Academic Performance,Student,Medium,P2,0,Uneven Preparation,Performance Balancing Coaching
CONCERN_SEL_2063,Organizing Revision Materials,Examination Readiness,Student,Medium,P3,0,Weak Structuring Systems,Revision Organization Coaching
CONCERN_ACA_2067,Understanding Examination Patterns,Examination Readiness,Student,Medium,P2,0,Weak Exposure,Exam Orientation Coaching
CONCERN_EXA_2070,Strategic Guessing Ability in MCQs,Examination Readiness,Student,Medium,P2,0,Weak Pattern Recognition,MCQ Strategy Coaching
CONCERN_LEA_2096,Understanding Interdisciplinary Concepts,Interdisciplinary Learning,Student,Medium,P2,0,Fragmented Knowledge Structures,Interdisciplinary Coaching
CONCERN_INT_2097,Strategic Preparation for Exams,Examination Readiness,Student,High,P1,0,Weak Preparation Systems,Exam Planning Coaching
CONCERN_FOU_2102,Accuracy in Objective-Type Exams,Examination Readiness,Student,High,P1,0,Weak Elimination Strategy,MCQ Accuracy Coaching
CONCERN_LEA_2111,Continuous Assessments,Examination Readiness,Student,High,P1,0,Continuous Performance Pressure,Assessment Management Coaching
CONCERN_EXA_2112,Subject Integration Across Curriculum,Interdisciplinary Learning,Student,Medium,P2,0,Subject Isolation,Integrated Learning Coaching
CONCERN_CON_2140,Supporting Students with Weak Exam Strategy,Examination Readiness,Teacher,Medium,P2,0,Weak Preparation Systems,Exam Strategy Coaching
CONCERN_ACA_2147,Building Collaborative Learning Culture,Collaboration & Ownership,Teacher,Medium,P2,0,Competitive Isolation,Collaboration Coaching
CONCERN_ACA_2156,Students with Poor Revision Habits,Examination Readiness,Teacher,Medium,P2,0,Weak Study Habits,Revision Coaching
CONCERN_EXA_2157,Supporting Students with Weak Conceptual Integration,Interdisciplinary Learning,Teacher,Medium,P2,0,Silo-Based Learning,Integration Coaching
CONCERN_STE_2163,Supporting Students with Weak Exam Temperament,Examination Readiness,Teacher,High,P1,0,Fear of High-Stakes Testing,Exam Stability Coaching
CONCERN_MOT_2181,Students with Weak Writing Speed,Examination Readiness,Teacher,Medium,P2,0,Weak Writing Fluency,Speed Writing Coaching
CONCERN_COM_2183,Helping Students Interpret Questions Correctly,Examination Readiness,Teacher,High,P1,0,Weak Analytical Reading,Interpretation Coaching
CONCERN_DIS_2194,Handling Students with Weak Exam Writing Structure,Examination Readiness,Teacher,Medium,P2,0,Weak Organizational Skills,Writing Structure Coaching
CONCERN_EXA_2195,Helping Students Handle Time-Bound Assessments,Examination Readiness,Teacher,High,P1,0,Weak Exam Strategy,Time Management Coaching
CONCERN_COM_2197,Students Who Avoid Group Work,Collaboration & Ownership,Teacher,Medium,P2,0,Social Discomfort,Collaboration Coaching
CONCERN_CON_2204,Managing Students with Weak Collaborative Communication,Collaboration & Ownership,Teacher,Medium,P2,0,Social Anxiety,Communication Coaching
CONCERN_DIS_2208,Managing Students with Weak Focus During Revision Sessions,Examination Readiness,Teacher,Medium,P2,0,Cognitive Fatigue,Attention Coaching
CONCERN_ADJ_2216,Supporting Students with Weak Subject Integration Skills,Interdisciplinary Learning,Teacher,Medium,P2,0,Subject Isolation,Integration Coaching
CONCERN_MOT_2220,Supporting Students with Weak Exam Strategy Skills,Examination Readiness,Teacher,High,P1,0,Weak Planning Systems,Exam Strategy Coaching
CONCERN_EXA_2278,Managing Students with Weak Conceptual Recall During Viva,Examination Readiness,Teacher,Medium,P2,0,Anxiety-Induced Forgetfulness,Viva Coaching
CONCERN_CON_2234,Handling Students with Weak Concept Revision Methods,Examination Readiness,Teacher,Medium,P2,0,Lack of Structured Revision,Revision Coaching
CONCERN_THI_2237,Helping Students Build Exam Confidence,Examination Readiness,Teacher,High,P1,0,Fear of Failure,Confidence Coaching
CONCERN_ACA_2240,Handling Students with Weak Subject Prioritization During Exams,Examination Readiness,Teacher,Medium,P2,0,Weak Planning Ability,Prioritization Coaching
CONCERN_EXA_2241,Supporting Students with Weak Peer Collaboration,Collaboration & Ownership,Teacher,Medium,P2,0,Social Hesitation,Collaboration Coaching
CONCERN_ACA_2245,Students with Weak Performance Consistency Across Subjects,Academic Performance,Teacher,High,P1,0,Uneven Preparation Habits,Performance Coaching
CONCERN_THI_2250,Supporting Students with Weak Question Interpretation Skills,Examination Readiness,Teacher,High,P1,0,Weak Analytical Reading,Interpretation Coaching
CONCERN_DIS_2252,Handling Students with Weak Concept Transfer Skills,Interdisciplinary Learning,Teacher,Medium,P2,0,Fragmented Learning,Transfer Coaching
CONCERN_SEL_2255,Helping Students Build Independent Revision Strategies,Examination Readiness,Teacher,High,P1,0,Weak Planning Systems,Revision Coaching
CONCERN_EXA_2258,Handling Students with Weak Academic Ownership During Projects,Collaboration & Ownership,Teacher,Medium,P2,0,Dependency on Peers,Ownership Coaching
CONCERN_SEL_2272,Managing Students with Weak Collaborative Problem-Solving Skills,Collaboration & Ownership,Teacher,Medium,P2,0,Individualistic Learning Habits,Collaboration Coaching
CONCERN_CON_2282,Handling Students with Weak Time Allocation During Exams,Examination Readiness,Teacher,High,P1,0,Weak Exam Planning,Time Management Coaching
CONCERN_LEA_2285,Helping Students Sustain Revision Momentum,Examination Readiness,Teacher,Medium,P2,0,Weak Reinforcement Systems,Momentum Coaching
CONCERN_EXA_2286,Supporting Students with Weak Interpretation of Case-Based Questions,Examination Readiness,Teacher,High,P1,0,Surface-Level Reading,Interpretation Coaching
CONCERN_COM_2290,Managing Students with Weak Interdisciplinary Thinking Skills,Interdisciplinary Learning,Teacher,Medium,P2,0,Subject Isolation,Integration Coaching
CONCERN_HOL_2302,Students Realizing Errors Too Late During Exams,Metacognition & Self-Regulation,Parent,Medium,P2,0,Weak Review Habits,Error Awareness Coaching
CONCERN_MET_2303,Hesitation in Asking for Academic Help,Help-Seeking & Support Utilization,Parent,High,P1,0,Fear of Judgement,Help-Seeking Coaching
CONCERN_HEL_2304,Child Avoiding Teacher Guidance Due to Fear,Help-Seeking & Support Utilization,Parent,Medium,P2,0,Fear-Based Avoidance,Trust Building Coaching
CONCERN_HEL_2305,Response to Corrective Feedback,Help-Seeking & Support Utilization,Parent,Medium,P2,0,Fragile Self-Perception,Feedback Coaching
CONCERN_ACA_2311,Adapting to Academic Changes,Transition & Change Adaptability,Parent,Medium,P2,0,Change Resistance,Adaptability Coaching
CONCERN_TRA_2312,Child Unable to Handle Sudden Routine Changes,Transition & Change Adaptability,Parent,Medium,P2,0,Low Flexibility,Transition Coaching
CONCERN_TRA_2313,Slow Adaptation After School or Coaching Transition,Transition & Change Adaptability,Parent,Medium,P2,0,Environmental Adjustment Difficulty,Transition Support Coaching
CONCERN_TRA_2314,Persistent Disengagement After Academic Failure,Transition & Change Adaptability,Parent,High,P1,0,Fear-Based Shutdown,Recovery Coaching
CONCERN_ACA_2324,Academic Recovery After Long Vacations,Academic Planning & Recovery Intelligence,Parent,Medium,P2,0,Weak Reinforcement Habits,Recovery Coaching
CONCERN_CON_2462,Handling Students with Weak Time Allocation During Exams,Examination Readiness,Teacher,High,P1,0,Weak Exam Planning,Time Management Coaching
CONCERN_MOT_2464,Managing Students with Weak Understanding of Exam Expectations,Examination Readiness,Teacher,Medium,P2,0,Lack of Assessment Clarity,Exam Orientation Coaching
CONCERN_LEA_2475,Preparedness for Surprise Tests,Examination Readiness,Student,Medium,P2,0,Reactive Learning Habits,Readiness Coaching
CONCERN_CLA_2486,Accuracy Under Time Pressure,Examination Readiness,Student,High,P1,0,Anxiety Overload,Accuracy Coaching
