question_id,concern_id,bridge_tag,relevance,grammar,sophistication,personalization,information_gain,root_cause_utility,composite,question_text
Q_TIME_001_010_v3,TIME_001,DISCIPLINE_HABITS,41,100,90,65,100,75,79,How often do you delay starting tasks until the last minute?
Q_TIME_001_011_v3,TIME_001,DISCIPLINE_HABITS,41,100,90,65,100,90,81,How often do you prioritize academic tasks based on importance rather than urgency?
Q_TIME_001_012_v3,TIME_001,DISCIPLINE_HABITS,41,100,90,85,100,90,84,How often do you get distracted by social media or non-academic activities while studying?
Q_TIME_001_013_v3,TIME_001,DISCIPLINE_HABITS,41,100,100,85,100,90,86,"During exam preparation, how well are you able to maintain consistent study hours?"
Q_TIME_001_014_v3,TIME_001,DISCIPLINE_HABITS,66,100,90,65,100,90,85,How likely are you to underestimate the time needed to complete academic tasks?
Q_TIME_001_015_v3,TIME_001,DISCIPLINE_HABITS,66,100,90,65,100,90,85,How often do you feel guilty for not using your time productively?
Q_TIME_001_016_v3,TIME_001,DISCIPLINE_HABITS,41,100,100,85,100,90,86,"When your schedule becomes overloaded, how effectively can you reorganize your tasks?"
Q_TIME_001_017_v3,TIME_001,DISCIPLINE_HABITS,66,100,100,65,100,90,87,"How often do you use planners, calendars, or tools to manage your academic time?"
Q_TIME_001_018_v3,TIME_001,DISCIPLINE_HABITS,41,100,90,85,100,90,84,How often do you continue working inefficiently even when you know better strategies exist?
Q_TIME_001_019_v3,TIME_001,DISCIPLINE_HABITS,66,100,100,85,100,90,90,"After missing a deadline, how quickly are you able to recover and plan better next time?"
Q_TIME_001_020_v3,TIME_001,DISCIPLINE_HABITS,84,100,90,65,100,90,88,How confident are you that you can improve your time management skills with practice?
Q_TIME_001_021_v3,TIME_001,DISCIPLINE_HABITS,66,100,90,65,100,75,83,How ready are you to adopt better study routines and discipline for academic success?
Q_TIME_001_022_v3,TIME_001,DISCIPLINE_HABITS,98,100,100,85,100,75,93,"If guidance was available, how willing would you be to improve your time management habits?"
Q_TIME_001_023_v3,TIME_001,DISCIPLINE_HABITS,84,100,90,65,100,75,86,How strongly do you believe good time management is essential for academic success?
Q_TIME_001_024_v3,TIME_001,DISCIPLINE_HABITS,84,100,100,85,100,75,91,"If given one simple technique to improve time management, how likely are you to apply it consistently?"
Q_TIME_001_025_v3,TIME_001,DISCIPLINE_HABITS,66,100,100,85,100,75,88,"Even if managing time feels difficult now, how hopeful are you that you can become well-organized in the future?"
Q_EMP_CONF_001_001,EMP_CONF_001,EMPLOYABILITY,41,100,100,85,100,53,80,"When you think about getting a job after graduation, how confident do you feel about your chances?"
Q_EMP_CONF_001_002,EMP_CONF_001,EMPLOYABILITY,41,100,100,85,100,53,80,"When you see job descriptions in your field, how often do you feel ""I am not ready yet""?"
Q_EMP_CONF_001_003,EMP_CONF_001,EMPLOYABILITY,41,100,100,65,100,53,77,"Compared to students who got placements, how prepared do you feel?"
Q_EMP_CONF_001_004,EMP_CONF_001,EMPLOYABILITY,41,100,90,85,100,53,78,Do you feel nervous when thinking about interviews or HR rounds?
Q_EMP_CONF_001_005,EMP_CONF_001,EMPLOYABILITY,41,100,100,85,100,53,80,"If you had to attend a placement drive tomorrow, how ready would you feel overall?"
Q_EMP_CONF_001_006,EMP_CONF_001,EMPLOYABILITY,41,100,90,65,100,53,75,"How stressful does thinking about ""getting placed"" feel to you?"
Q_EMP_CONF_001_007,EMP_CONF_001,EMPLOYABILITY,41,100,90,65,100,65,77,How often do you avoid applying for internships because you feel underqualified?
Q_EMP_CONF_001_008,EMP_CONF_001,EMPLOYABILITY,41,100,90,65,100,53,75,How much do you feel your resume is not strong enough compared to industry standards?
Q_EMP_CONF_001_009,EMP_CONF_001,EMPLOYABILITY,41,100,90,65,100,80,79,How often do you delay learning skills needed for placements because you feel you won't succeed anyway?
Q_EMP_CONF_001_010,EMP_CONF_001,EMPLOYABILITY,66,100,100,65,100,53,81,"Compared to last semester, how much has your confidence in getting placed changed?"
Q_EMP_CONF_001_011,EMP_CONF_001,EMPLOYABILITY,41,100,100,85,100,68,82,"When mock interviews are announced, how often do you feel like skipping them?"
Q_EMP_CONF_001_012,EMP_CONF_001,EMPLOYABILITY,41,100,100,85,100,68,82,"During group discussions or technical tests, how often do you feel less capable than others?"
Q_EMP_CONF_001_013,EMP_CONF_001,EMPLOYABILITY,41,100,100,85,100,68,82,"When you face rejection or low scores, how well are you able to stay motivated?"
Q_EMP_CONF_001_014,EMP_CONF_001,EMPLOYABILITY,41,100,90,85,100,68,81,How often do you seek feedback after interviews or tests to improve yourself?
Q_EMP_CONF_001_015,EMP_CONF_001,EMPLOYABILITY,41,100,100,85,100,80,84,"After seeing peers get placed, how discouraged do you usually feel?"
Q_EMP_CONF_001_016,EMP_CONF_001,EMPLOYABILITY,41,100,90,65,100,53,75,How ready are you to actively prepare for placements with a structured plan?
Q_EMP_CONF_001_017,EMP_CONF_001,EMPLOYABILITY,66,100,100,85,100,53,84,"If guided properly, how willing are you to improve your employability skills?"
Q_EMP_CONF_001_018,EMP_CONF_001,EMPLOYABILITY,41,100,90,85,100,53,78,How strongly do you believe you can actually get placed if you try consistently?
Q_EMP_CONF_001_019,EMP_CONF_001,EMPLOYABILITY,41,100,90,65,100,68,77,How often do you distract yourself instead of preparing for placements?
Q_EMP_CONF_001_020,EMP_CONF_001,EMPLOYABILITY,41,100,100,85,100,53,80,"Even if you are not confident now, how hopeful are you that you can become placement-ready?"
Q_EMP_CONF_001_021,EMP_CONF_001,EMPLOYABILITY,41,100,90,65,100,53,75,How likely are you to start improving your placement preparation from today itself?
Q_EMP_CONF_001_022,EMP_CONF_001,EMPLOYABILITY,41,100,90,85,100,53,78,How often do you feel overwhelmed when thinking about all the skills needed for jobs?
Q_EMP_CONF_001_023,EMP_CONF_001,EMPLOYABILITY,41,100,90,65,100,53,75,Do you believe your college preparation is enough for real industry roles?
Q_EMP_CONF_001_024,EMP_CONF_001,EMPLOYABILITY,41,100,100,85,100,68,82,"When thinking about placements, how often do you feel anxious or tense?"
Q_EMP_CONF_001_025,EMP_CONF_001,EMPLOYABILITY,41,100,100,65,100,53,77,"Overall, how confident are you that you will succeed in getting a job in your desired field?"
Q_COMM_001_001_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,85,100,53,82,How confident are you while speaking in formal or professional situations?
Q_COMM_001_002_v2,COMM_001,COMMUNICATION_EXPRESSION,41,100,90,85,100,53,78,How often do you feel nervous while speaking in interviews or meetings?
Q_COMM_001_003_v2,COMM_001,COMMUNICATION_EXPRESSION,84,100,100,65,100,53,84,"Compared to your peers, how comfortable are you expressing your ideas in group discussions?"
Q_COMM_001_004_v2,COMM_001,COMMUNICATION_EXPRESSION,84,100,90,65,100,65,84,Do you hesitate to speak because you fear being judged in professional settings?
Q_COMM_001_005_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,65,100,53,79,How confident are you about handling client or workplace communication in the future?
Q_COMM_001_006_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,85,100,53,82,How stressed do you feel before speaking in professional environments?
Q_COMM_001_007_v2,COMM_001,COMMUNICATION_EXPRESSION,41,100,90,65,100,53,75,How often do you avoid speaking opportunities due to fear or hesitation?
Q_COMM_001_008_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,65,100,53,79,How much does communication anxiety affect your performance in presentations?
Q_COMM_001_009_v2,COMM_001,COMMUNICATION_EXPRESSION,84,100,90,65,100,53,82,How often do you feel your ideas are not clearly expressed in professional discussions?
Q_COMM_001_010_v2,COMM_001,COMMUNICATION_EXPRESSION,41,100,90,65,100,53,75,How comfortable are you speaking spontaneously in meetings without preparation?
Q_COMM_001_011_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,85,100,68,85,How often do you rehearse or avoid speaking before professional interactions?
Q_COMM_001_012_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,65,100,68,82,How often do you feel your message is misunderstood in professional conversations?
Q_COMM_001_013_v2,COMM_001,COMMUNICATION_EXPRESSION,41,100,90,85,100,68,81,How confident are you while answering unexpected questions in interviews?
Q_COMM_001_014_v2,COMM_001,COMMUNICATION_EXPRESSION,41,100,90,65,100,68,77,How often do you compare your speaking ability with others and feel less confident?
Q_COMM_001_015_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,65,100,68,82,Do you feel your communication improves or worsens under pressure?
Q_COMM_001_016_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,85,100,68,85,How effectively can you recover after a poor communication experience?
Q_COMM_001_017_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,65,100,68,82,How often do you seek feedback to improve your communication skills?
Q_COMM_001_018_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,65,100,68,82,Do you actively practice communication skills like presentations or speaking exercises?
Q_COMM_001_019_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,85,100,68,85,How confident do you feel after receiving positive feedback on your communication?
Q_COMM_001_020_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,65,100,68,82,How confident are you that you can improve your communication skills with practice?
Q_COMM_001_021_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,55,100,53,77,How ready are you to actively improve your communication skills?
Q_COMM_001_022_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,65,100,53,79,How willing are you to participate in communication training or workshops?
Q_COMM_001_023_v2,COMM_001,COMMUNICATION_EXPRESSION,66,100,90,65,100,53,79,How strongly do you believe communication skills are essential for career success?
Q_COMM_001_024_v2,COMM_001,COMMUNICATION_EXPRESSION,84,100,90,85,100,53,85,How likely are you to take initiative in speaking during professional discussions?
Q_COMM_001_025_v2,COMM_001,COMMUNICATION_EXPRESSION,84,100,90,65,100,53,82,How hopeful are you that you will become confident in professional communication over time?
Q_BACKLOG_001_001,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,90,65,100,53,82,How confident do you feel about clearing your current academic backlogs on time?
Q_BACKLOG_001_002,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,90,65,100,53,82,How often do pending subjects or backlogs create stress about your academic progress?
Q_BACKLOG_001_003,BACKLOG_001,ACADEMIC_COGNITIVE,98,100,100,65,100,53,86,"Compared to your peers, how well do you think you are managing your academic backlogs?"
Q_BACKLOG_001_004,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,90,65,100,53,82,Do you feel that your academic backlogs are affecting your confidence or self-belief?
Q_BACKLOG_001_005,BACKLOG_001,ACADEMIC_COGNITIVE,41,100,100,85,100,53,80,"If exams were scheduled soon, how confident are you that you could clear all pending subjects successfully?"
Q_BACKLOG_001_006,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,90,65,100,53,82,How emotionally stressful does dealing with academic backlogs feel to you?
Q_BACKLOG_001_007,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,90,65,100,53,82,How often do academic backlogs make you feel overwhelmed or demotivated?
Q_BACKLOG_001_008,BACKLOG_001,ACADEMIC_COGNITIVE,41,100,90,65,100,53,75,How difficult is it for you to restart studying subjects that you have already delayed?
Q_BACKLOG_001_009,BACKLOG_001,ACADEMIC_COGNITIVE,66,100,90,65,100,53,79,How strongly do comparisons with classmates who have no backlogs affect your confidence?
Q_BACKLOG_001_010,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,100,65,100,53,84,"Compared to earlier semesters, how much more difficult do you feel managing your academic load has become?"
Q_BACKLOG_001_011,BACKLOG_001,ACADEMIC_COGNITIVE,41,100,90,80,100,68,80,How often do you postpone studying backlog subjects until the last moment?
Q_BACKLOG_001_012,BACKLOG_001,ACADEMIC_COGNITIVE,66,100,90,85,100,68,85,How often do you feel stuck and unsure where to begin when clearing backlogs?
Q_BACKLOG_001_013,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,100,85,100,68,90,"During exam preparation, how often do backlogs reduce your focus on current subjects?"
Q_BACKLOG_001_014,BACKLOG_001,ACADEMIC_COGNITIVE,41,100,90,65,100,80,79,How likely are you to ignore current coursework because of pressure from backlog subjects?
Q_BACKLOG_001_015,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,90,65,100,68,85,How often do thoughts about academic backlogs disturb your peace of mind?
Q_BACKLOG_001_016,BACKLOG_001,ACADEMIC_COGNITIVE,66,100,100,85,100,68,87,"When you think about clearing backlogs, how effectively can you plan and take action?"
Q_BACKLOG_001_017,BACKLOG_001,ACADEMIC_COGNITIVE,66,100,90,65,100,68,82,How often do you create structured study plans specifically to clear backlogs?
Q_BACKLOG_001_018,BACKLOG_001,ACADEMIC_COGNITIVE,41,100,90,85,100,68,81,Some students avoid revisiting difficult subjects they have failed before. How true is this for you?
Q_BACKLOG_001_019,BACKLOG_001,ACADEMIC_COGNITIVE,41,100,100,85,100,80,84,"After successfully studying a backlog subject, how motivated do you usually feel to continue further preparation?"
Q_BACKLOG_001_020,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,100,85,100,68,90,"Even if you currently have academic backlogs, how confident are you that you can clear them in the coming months?"
Q_BACKLOG_001_021,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,90,65,100,53,82,How ready are you to take consistent action to clear your academic backlogs?
Q_BACKLOG_001_022,BACKLOG_001,ACADEMIC_COGNITIVE,66,100,100,85,100,53,84,"If guidance or support were available, how willing would you be to change your study habits to clear backlogs faster?"
Q_BACKLOG_001_023,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,90,65,100,53,82,How strongly do you believe that consistent effort can help you clear all academic backlogs regardless of past performance?
Q_BACKLOG_001_024,BACKLOG_001,ACADEMIC_COGNITIVE,66,100,100,85,100,53,84,"If you learned a proven strategy today for clearing backlogs efficiently, how likely are you to apply it consistently?"
Q_BACKLOG_001_025,BACKLOG_001,ACADEMIC_COGNITIVE,84,100,100,85,100,53,87,"Even if managing backlogs feels stressful now, how hopeful are you that you can recover academically and perform well in the future?"
Q_INT_001_001_v2,INT_001,EMPLOYABILITY,41,100,90,85,100,53,78,How consistently do you follow a structured plan while preparing for interviews?
Q_INT_001_002_v2,INT_001,EMPLOYABILITY,84,100,90,85,100,53,85,How often do you postpone interview preparation even when you have time?
Q_INT_001_003_v2,INT_001,EMPLOYABILITY,41,100,100,85,100,53,80,"When interviews are approaching, how quickly do you start preparing seriously?"
Q_INT_001_004_v2,INT_001,EMPLOYABILITY,84,100,100,65,100,53,84,"How organized is your interview preparation routine (schedule, practice, revision)?"
Q_INT_001_005_v2,INT_001,EMPLOYABILITY,41,100,90,65,100,53,75,How often do you feel overwhelmed and avoid preparing for interviews?
Q_INT_001_006_v2,INT_001,EMPLOYABILITY,66,100,90,65,100,68,82,How frequently do you stick to daily practice goals for coding or interview topics?
Q_INT_001_007_v2,INT_001,EMPLOYABILITY,66,100,90,65,100,68,82,How often do you revise previously learned interview concepts?
Q_INT_001_008_v2,INT_001,EMPLOYABILITY,41,100,100,85,100,53,80,"When you see peers preparing seriously, how motivated do you feel to prepare?"
Q_INT_001_009_v2,INT_001,EMPLOYABILITY,84,100,90,65,100,68,85,How often do you track your interview preparation progress?
Q_INT_001_010_v2,INT_001,EMPLOYABILITY,66,100,90,65,100,53,79,How confident are you that your current preparation will help you clear interviews?
Q_INT_001_011_v2,INT_001,EMPLOYABILITY,41,100,90,65,100,68,77,How often do you practice mock interviews or simulations?
Q_INT_001_012_v2,INT_001,EMPLOYABILITY,41,100,100,85,100,80,84,"When you fail to solve problems during practice, what do you usually do?"
Q_INT_001_013_v2,INT_001,EMPLOYABILITY,84,100,90,85,100,53,85,How often do you feel distracted during interview preparation sessions?
Q_INT_001_014_v2,INT_001,EMPLOYABILITY,41,100,85,65,100,68,77,"How regularly do you study core subjects (DSA, system design, etc.) for interviews?"
Q_INT_001_015_v2,INT_001,EMPLOYABILITY,84,100,90,65,100,53,82,How confident are you in managing time effectively for interview preparation?
Q_INT_001_017_v2,INT_001,EMPLOYABILITY,66,100,100,85,100,68,87,"When preparation becomes difficult, how likely are you to quit for a few days?"
Q_INT_001_018_v2,INT_001,EMPLOYABILITY,41,100,90,65,100,68,77,How often do you follow online study plans or structured courses consistently?
Q_INT_001_019_v2,INT_001,EMPLOYABILITY,41,100,90,65,100,53,75,How often do you feel guilty about not preparing enough for interviews?
Q_INT_001_020_v2,INT_001,EMPLOYABILITY,41,100,90,65,100,68,77,How often do you practice problem-solving under timed conditions?
Q_INT_001_021_v2,INT_001,EMPLOYABILITY,84,100,90,65,100,53,82,How ready are you to follow a strict daily interview preparation schedule?
Q_INT_001_022_v2,INT_001,EMPLOYABILITY,66,100,85,65,100,53,78,"How willing are you to sacrifice distractions (social media, etc.) for preparation?"
Q_INT_001_023_v2,INT_001,EMPLOYABILITY,41,100,90,85,100,68,81,How often do you reflect on your mistakes after mock interviews?
Q_INT_001_024_v2,INT_001,EMPLOYABILITY,41,100,90,65,100,68,77,How consistent are you in maintaining a daily study streak?
Q_INT_001_025_v2,INT_001,EMPLOYABILITY,98,100,90,65,100,53,84,How confident are you that your current preparation discipline will lead to interview success?
Q_PSC_001_001,PSC_001,CONFIDENCE_DEVELOPMENT,98,100,90,65,100,53,84,How confident do you feel about solving unfamiliar real-world problems on your own?
Q_PSC_001_002,PSC_001,CONFIDENCE_DEVELOPMENT,41,100,90,65,100,53,75,How often do you feel unsure about how to approach practical problems outside academics?
Q_PSC_001_003,PSC_001,CONFIDENCE_DEVELOPMENT,41,100,90,85,100,53,78,Do you feel anxious when you face problems that dont have a clear or known solution?
Q_PSC_001_004,PSC_001,CONFIDENCE_DEVELOPMENT,84,100,100,65,100,53,84,"Compared to your peers, how confident do you feel about handling real-world challenges independently?"
Q_PSC_001_005,PSC_001,CONFIDENCE_DEVELOPMENT,84,100,100,85,100,53,87,"If faced with a real-world issue (workplace, finance, or daily life), how ready would you feel to solve it effectively?"
Q_PSC_001_006,PSC_001,CONFIDENCE_DEVELOPMENT,41,100,90,85,100,53,78,How stressful does it feel when you are expected to solve problems without clear instructions?
Q_PSC_001_007,PSC_001,CONFIDENCE_DEVELOPMENT,66,100,90,85,100,53,82,How often do you feel mentally blocked when trying to solve real-life problems?
Q_PSC_001_008,PSC_001,CONFIDENCE_DEVELOPMENT,84,100,90,65,100,53,82,How difficult is it for you to break down complex real-world problems into smaller steps?
Q_PSC_001_009,PSC_001,CONFIDENCE_DEVELOPMENT,41,100,90,85,100,53,78,How strongly do you feel pressure when others expect you to solve practical problems quickly?
Q_PSC_001_010,PSC_001,CONFIDENCE_DEVELOPMENT,98,100,100,65,100,53,86,"Compared to last year, how much more uncertain do you feel about solving real-world challenges?"
Q_PSC_001_011,PSC_001,CONFIDENCE_DEVELOPMENT,66,100,90,65,100,80,84,How often do you avoid trying to solve problems because you fear failure?
Q_PSC_001_012,PSC_001,CONFIDENCE_DEVELOPMENT,41,100,90,65,100,68,77,How often do you wait for others to solve problems instead of trying yourself?
Q_PSC_001_013,PSC_001,CONFIDENCE_DEVELOPMENT,84,100,100,85,100,68,90,"When faced with a difficult real-world task, how confident are you in starting the solution process?"
Q_PSC_001_014,PSC_001,CONFIDENCE_DEVELOPMENT,66,100,90,85,100,68,85,How likely are you to give up when a problem becomes complex or unclear?
Q_PSC_001_015,PSC_001,CONFIDENCE_DEVELOPMENT,66,100,90,65,100,68,82,How often do you doubt your ability to find practical solutions in real-life situations?
Q_PSC_001_016,PSC_001,CONFIDENCE_DEVELOPMENT,98,100,100,85,100,68,92,"When a real-world problem arises, how effectively can you stay calm and think logically?"
Q_PSC_001_017,PSC_001,CONFIDENCE_DEVELOPMENT,84,100,90,65,100,68,85,How often do you actively practice solving real-life or practical problems (beyond academics)?
Q_PSC_001_018,PSC_001,CONFIDENCE_DEVELOPMENT,98,100,90,85,100,68,90,How often do you overthink instead of taking action when solving real-world problems?
Q_PSC_001_019,PSC_001,CONFIDENCE_DEVELOPMENT,98,100,100,85,100,68,92,"After successfully solving a difficult real-world problem, how confident do you feel about handling the next one?"
Q_PSC_001_020,PSC_001,CONFIDENCE_DEVELOPMENT,98,100,90,65,100,68,87,How confident are you that you can become good at solving real-world problems with experience?
Q_PSC_001_021,PSC_001,CONFIDENCE_DEVELOPMENT,84,100,90,65,100,53,82,How ready are you to face unfamiliar real-world problems without prior preparation?
Q_PSC_001_022,PSC_001,CONFIDENCE_DEVELOPMENT,98,100,100,85,100,53,89,"If guidance is available, how willing are you to improve your real-world problem-solving skills?"
Q_PSC_001_023,PSC_001,CONFIDENCE_DEVELOPMENT,84,100,100,65,100,53,84,"How strongly do you believe problem-solving ability improves mainly through practice, not talent?"
Q_PSC_001_024,PSC_001,CONFIDENCE_DEVELOPMENT,98,100,100,85,100,53,89,"If given a real-world problem today, how likely are you to attempt solving it yourself?"
Q_PSC_001_025,PSC_001,CONFIDENCE_DEVELOPMENT,98,100,100,85,100,53,89,"Even if real-world problem solving feels difficult now, how hopeful are you that you can improve significantly?"
Q_SEM_001_001,SEM_001,LIFESTYLE_PRESSURE,84,100,100,85,100,53,87,"During peak exam or assignment weeks, how manageable does your semester workload feel?"
Q_SEM_001_002,SEM_001,LIFESTYLE_PRESSURE,41,100,90,65,100,53,75,How often do multiple deadlines in the same week make you feel overwhelmed?
Q_SEM_001_003,SEM_001,LIFESTYLE_PRESSURE,66,100,100,85,100,53,84,"When syllabus pressure increases, how confident are you in handling it without stress?"
Q_SEM_001_004,SEM_001,LIFESTYLE_PRESSURE,66,100,100,65,100,53,81,"Compared to your classmates, how effectively do you manage semester workload?"
Q_SEM_001_005,SEM_001,LIFESTYLE_PRESSURE,66,100,100,85,100,53,84,"During exam season, how difficult is it for you to plan your study schedule effectively?"
Q_SEM_001_006,SEM_001,LIFESTYLE_PRESSURE,41,100,90,85,100,53,78,How stressed do you feel when multiple subjects have exams close together?
Q_SEM_001_007,SEM_001,LIFESTYLE_PRESSURE,41,100,90,85,100,53,78,How often do you feel unable to complete syllabus on time before exams?
Q_SEM_001_008,SEM_001,LIFESTYLE_PRESSURE,66,100,100,65,100,53,81,"Compared to earlier semesters, how much more pressure do you feel now?"
Q_SEM_001_009,SEM_001,LIFESTYLE_PRESSURE,66,100,90,65,100,53,79,How often do you sacrifice sleep due to semester workload?
Q_SEM_001_010,SEM_001,LIFESTYLE_PRESSURE,66,100,90,85,100,53,82,How mentally exhausted do you feel during midterm or final exam periods?
Q_SEM_001_011,SEM_001,LIFESTYLE_PRESSURE,66,100,90,80,100,68,84,How often do you delay starting assignments until the last moment due to pressure?
Q_SEM_001_012,SEM_001,LIFESTYLE_PRESSURE,66,100,90,85,100,68,85,How often do you feel lost about what to study during exam preparation?
Q_SEM_001_013,SEM_001,LIFESTYLE_PRESSURE,66,100,85,85,100,68,84,"During exam weeks, how often do you feel anxious about forgetting everything?"
Q_SEM_001_014,SEM_001,LIFESTYLE_PRESSURE,41,100,90,65,100,68,77,How likely are you to skip revision due to feeling overwhelmed?
Q_SEM_001_015,SEM_001,LIFESTYLE_PRESSURE,41,100,100,85,100,68,82,"After exams, how often do you feel you could have managed time better?"
Q_SEM_001_016,SEM_001,LIFESTYLE_PRESSURE,84,100,100,85,100,68,90,"When semester pressure increases, how effectively can you reorganize your study plan?"
Q_SEM_001_017,SEM_001,LIFESTYLE_PRESSURE,66,100,90,65,100,68,82,How often do you take short breaks to manage semester stress effectively?
Q_SEM_001_018,SEM_001,LIFESTYLE_PRESSURE,41,100,100,85,100,68,82,"When stressed about exams, how often do you avoid studying altogether?"
Q_SEM_001_019,SEM_001,LIFESTYLE_PRESSURE,41,100,100,85,100,80,84,"After discussing academic stress with someone, how relieved do you usually feel?"
Q_SEM_001_020,SEM_001,LIFESTYLE_PRESSURE,84,100,85,85,100,68,87,"Even during heavy semester load, how confident are you in completing everything on time?"
Q_SEM_001_021,SEM_001,LIFESTYLE_PRESSURE,41,100,90,65,100,53,75,How ready are you to improve your study planning system for future semesters?
Q_SEM_001_022,SEM_001,LIFESTYLE_PRESSURE,41,100,100,85,100,53,80,"If guided properly, how willing are you to adopt better time management strategies?"
Q_SEM_001_023,SEM_001,LIFESTYLE_PRESSURE,66,100,90,65,100,53,79,How strongly do you believe good planning can reduce semester stress?
Q_SEM_001_024,SEM_001,LIFESTYLE_PRESSURE,41,100,100,85,100,53,80,"If you had a clear weekly study plan, how likely are you to follow it consistently?"
Q_SEM_001_025,SEM_001,LIFESTYLE_PRESSURE,41,100,100,85,100,53,80,"Even if semesters feel stressful now, how hopeful are you that you can manage better in future?"
Q_ANALYTICS_001_001,ANALYTICS_001,COMPETENCY_DEVELOPMENT,84,100,90,65,100,53,82,How confident are you in breaking down real-world industry problems into smaller parts?
Q_ANALYTICS_001_002,ANALYTICS_001,COMPETENCY_DEVELOPMENT,41,100,100,85,100,53,80,"When given a case study, how often do you feel confused about where to start?"
Q_ANALYTICS_001_003,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,100,65,100,53,81,"Compared to peers, how strong do you feel in solving logic-based industry questions?"
Q_ANALYTICS_001_004,ANALYTICS_001,COMPETENCY_DEVELOPMENT,84,100,90,65,100,53,82,Do you struggle to connect theory learned in class with real industry problems?
Q_ANALYTICS_001_005,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,90,85,100,53,82,How confident are you in solving real company problems during internships or jobs?
Q_ANALYTICS_001_006,ANALYTICS_001,COMPETENCY_DEVELOPMENT,41,100,90,85,100,53,78,How overwhelmed do you feel when facing complex problem-solving tasks?
Q_ANALYTICS_001_007,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,90,65,100,65,81,How often do you avoid analytical questions because they feel too difficult?
Q_ANALYTICS_001_008,ANALYTICS_001,COMPETENCY_DEVELOPMENT,41,100,90,85,100,53,78,How much time do you spend understanding a problem before jumping to solutions?
Q_ANALYTICS_001_009,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,90,85,100,53,82,How often do you feel stuck when solving unfamiliar problems?
Q_ANALYTICS_001_010,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,100,65,100,53,81,"In hackathons or coding problems, how quickly do you lose direction?"
Q_ANALYTICS_001_011,ANALYTICS_001,COMPETENCY_DEVELOPMENT,41,100,90,85,100,68,81,How often do you try multiple approaches before solving a problem?
Q_ANALYTICS_001_012,ANALYTICS_001,COMPETENCY_DEVELOPMENT,41,100,90,65,100,80,79,How often do you analyze why a solution worked or failed?
Q_ANALYTICS_001_013,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,100,85,100,68,87,"When solving problems, how often do you rush to answers without analysis?"
Q_ANALYTICS_001_014,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,90,85,100,68,85,How often do you discuss and break down problems with peers before solving?
Q_ANALYTICS_001_015,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,90,85,100,68,85,Do you feel anxious when problems dont have a clear step-by-step solution?
Q_ANALYTICS_001_016,ANALYTICS_001,COMPETENCY_DEVELOPMENT,41,100,100,85,100,68,82,"When stuck, how effectively do you reframe the problem differently?"
Q_ANALYTICS_001_017,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,90,65,100,68,82,How often do you look for patterns in problems instead of solving randomly?
Q_ANALYTICS_001_018,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,90,85,100,68,85,How often do you break problems into steps before solving?
Q_ANALYTICS_001_019,ANALYTICS_001,COMPETENCY_DEVELOPMENT,41,100,100,85,100,68,82,"After solving a problem, how confident are you that your reasoning was correct?"
Q_ANALYTICS_001_020,ANALYTICS_001,COMPETENCY_DEVELOPMENT,66,100,90,65,100,68,82,How confident are you in handling complex industry case studies in future jobs?
Q_ANALYTICS_001_021,ANALYTICS_001,COMPETENCY_DEVELOPMENT,84,100,90,65,100,53,82,How ready are you to improve your analytical thinking skills?
