question_id,concern_id,response_type,composite,distinctiveness,diagnostic_power,signal_value,human_readability,behavioral_realism,options
Q_HOLISTIC_001_015_v2,HOLISTIC_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_HOLISTIC_001_016_v2,HOLISTIC_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_HOLISTIC_001_021_v2,HOLISTIC_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_HOLISTIC_001_022_v2,HOLISTIC_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_HOLISTIC_001_023_v2,HOLISTIC_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_HOLISTIC_001_004_v3,HOLISTIC_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_HOLISTIC_001_009_v3,HOLISTIC_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_HOLISTIC_001_010_v3,HOLISTIC_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_HOLISTIC_001_016_v3,HOLISTIC_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_HOLISTIC_001_021_v3,HOLISTIC_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_HOLISTIC_001_022_v3,HOLISTIC_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_HOLISTIC_001_023_v3,HOLISTIC_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_INTERNSHIP_001_003,INTERNSHIP_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_INTERNSHIP_001_004,INTERNSHIP_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_INTERNSHIP_001_009,INTERNSHIP_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_INTERNSHIP_001_010,INTERNSHIP_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_INTERNSHIP_001_015,INTERNSHIP_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_INTERNSHIP_001_016,INTERNSHIP_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_INTERNSHIP_001_021,INTERNSHIP_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_INTERNSHIP_001_022,INTERNSHIP_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_INTERNSHIP_001_023,INTERNSHIP_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_INTERVIEWCONF_001_004,INTERVIEWCONF_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_INTERVIEWCONF_001_009,INTERVIEWCONF_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_INTERVIEWCONF_001_010,INTERVIEWCONF_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_INTERVIEWCONF_001_016,INTERVIEWCONF_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_INTERVIEWCONF_001_021,INTERVIEWCONF_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_INTERVIEWCONF_001_022,INTERVIEWCONF_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_INTERVIEWCONF_001_023,INTERVIEWCONF_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_WORK_001_003_v2,WORK_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_WORK_001_009_v2,WORK_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_WORK_001_015_v2,WORK_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_WORK_001_016_v2,WORK_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_WORK_001_021_v2,WORK_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_WORK_001_022_v2,WORK_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_WORK_001_023_v2,WORK_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_PLACEREJ_001_004,PLACEREJ_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_PLACEREJ_001_009,PLACEREJ_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_PLACEREJ_001_010,PLACEREJ_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_PLACEREJ_001_016,PLACEREJ_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_PLACEREJ_001_021,PLACEREJ_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_PLACEREJ_001_022,PLACEREJ_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_PLACEREJ_001_023,PLACEREJ_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_TECH_001_003,TECH_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_TECH_001_008,TECH_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_TECH_001_009,TECH_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_TECH_001_010,TECH_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_TECH_001_016,TECH_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_TECH_001_021,TECH_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_TECH_001_022,TECH_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_TECH_001_023,TECH_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_PRO_001_004,PRO_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_PRO_001_007,PRO_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_PRO_001_009,PRO_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_PRO_001_010,PRO_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_PRO_001_014,PRO_001,social_comfort,95,100,100,100,100,77,Very Uncomfortable | Uncomfortable | Neutral | Comfortable | Very Comfortable
Q_PRO_001_016,PRO_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_PRO_001_021,PRO_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_PRO_001_022,PRO_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_PRO_001_023,PRO_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_PLACEMENT_001_003,PLACEMENT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_PLACEMENT_001_004,PLACEMENT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_PLACEMENT_001_009,PLACEMENT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_PLACEMENT_001_010,PLACEMENT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_PLACEMENT_001_015,PLACEMENT_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_PLACEMENT_001_016,PLACEMENT_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_PLACEMENT_001_021,PLACEMENT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_PLACEMENT_001_022,PLACEMENT_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_PLACEMENT_001_023,PLACEMENT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_EMO_001_001,EMO_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EMO_001_003,EMO_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EMO_001_008,EMO_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EMO_001_009,EMO_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EMO_001_010,EMO_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_EMO_001_016,EMO_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_EMO_001_021,EMO_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_EMO_001_022,EMO_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_EMO_001_023,EMO_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_JOB_001_003,JOB_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_JOB_001_009,JOB_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_JOB_001_010,JOB_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_JOB_001_015,JOB_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_JOB_001_016,JOB_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_JOB_001_021,JOB_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_JOB_001_022,JOB_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_JOB_001_023,JOB_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FAM_001_003,FAM_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAM_001_004,FAM_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_FAM_001_008,FAM_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAM_001_009,FAM_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_FAM_001_014,FAM_001,social_comfort,95,100,100,100,100,77,Very Uncomfortable | Uncomfortable | Neutral | Comfortable | Very Comfortable
Q_FAM_001_016,FAM_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_FAM_001_021,FAM_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_FAM_001_022,FAM_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_FAM_001_023,FAM_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_GROWTH_001_003,GROWTH_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_GROWTH_001_009,GROWTH_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_GROWTH_001_010,GROWTH_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
Q_GROWTH_001_015,GROWTH_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_GROWTH_001_016,GROWTH_001,coping_effectiveness,95,100,100,100,100,77,Very Ineffective | Ineffective | Neutral | Effective | Very Effective
Q_GROWTH_001_021,GROWTH_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_GROWTH_001_022,GROWTH_001,readiness,95,100,100,100,100,77,Not Ready | Slightly Ready | Somewhat Ready | Ready | Fully Ready
Q_GROWTH_001_023,GROWTH_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_INT_001_004,INT_001,agreement,95,100,100,100,100,77,Strongly Disagree | Disagree | Neutral | Agree | Strongly Agree
Q_INT_001_007,INT_001,intensity,95,100,100,100,100,77,Not at all | Slightly | Moderately | Strongly | Extremely
