family_id,domain_id,Domain,family_name,family_purpose,key_behavioral_scope,relational_bridge_tag
FAM_COL_013,DOM_018,Collaboration Intelligence,adaptability_in_teams_signals,Measure adaptability to changing team dynamics,"flexibility, role adjustment, openness to change",ADJUSTMENT_COPING
FAM_COL_014,DOM_018,Collaboration Intelligence,feedback_acceptance_signals,Evaluate openness to receiving and using feedback,"feedback handling, improvement orientation",GENERAL_CONCERN
FAM_COL_015,DOM_018,Collaboration Intelligence,feedback_delivery_signals,Assess ability to provide constructive feedback respectfully,"communication maturity, constructive criticism",GENERAL_CONCERN
FAM_COL_016,DOM_018,Collaboration Intelligence,coordination_signals,Measure coordination and synchronization with team processes,"workflow coordination, timing, collaboration efficiency",GENERAL_CONCERN
FAM_COL_017,DOM_018,Collaboration Intelligence,inclusiveness_signals,Assess inclusiveness and fairness within group interactions,"inclusivity, equal participation, acceptance",GENERAL_CONCERN
FAM_COL_018,DOM_018,Collaboration Intelligence,dependency_balance_signals,Measure healthy balance between independence and dependence in teams,"autonomy, collaboration balance",GENERAL_CONCERN
FAM_COL_019,DOM_018,Collaboration Intelligence,group_confidence_signals,Assess confidence while functioning in collaborative settings,"collaborative confidence, social comfort",GENERAL_CONCERN
FAM_COL_020,DOM_018,Collaboration Intelligence,collaborative_resilience_signals,Measure resilience and stability during difficult team situations,"persistence, emotional stability, recovery in teams",ADJUSTMENT_COPING
FAM_CRE_001,DOM_019,Creativity Intelligence,curiosity_signals,Measure intellectual curiosity and exploration tendency,"curiosity, exploration, questioning behavior",GENERAL_CONCERN
FAM_CRE_002,DOM_019,Creativity Intelligence,ideation_signals,Assess idea generation capability,"idea creation, brainstorming, originality",GENERAL_CONCERN
FAM_CRE_003,DOM_019,Creativity Intelligence,experimentation_signals,Measure willingness to experiment and try new approaches,"experimentation, trial behavior, innovation attempts",GENERAL_CONCERN
FAM_CRE_004,DOM_019,Creativity Intelligence,innovation_signals,Evaluate innovation orientation and creative problem-solving,"innovation, solution creation, inventive thinking",GENERAL_CONCERN
FAM_CRE_005,DOM_019,Creativity Intelligence,divergent_thinking_signals,Assess ability to think in multiple directions,"divergent thinking, idea flexibility",GENERAL_CONCERN
FAM_CRE_006,DOM_019,Creativity Intelligence,imagination_signals,Measure imaginative thinking and conceptual visualization,"imagination, conceptual thinking",GENERAL_CONCERN
FAM_CRE_007,DOM_019,Creativity Intelligence,creative_confidence_signals,Evaluate confidence in expressing creative ideas,"creative confidence, idea sharing",GENERAL_CONCERN
FAM_CRE_008,DOM_019,Creativity Intelligence,originality_signals,Assess uniqueness and originality in thought patterns,"originality, uniqueness",GENERAL_CONCERN
FAM_CRE_009,DOM_019,Creativity Intelligence,problem_reframing_signals,Measure ability to reinterpret problems creatively,"reframing, alternative perspectives",GENERAL_CONCERN
FAM_CRE_010,DOM_019,Creativity Intelligence,exploration_drive_signals,Assess intrinsic drive toward discovery and experimentation,"exploration drive, curiosity motivation",GENERAL_CONCERN
FAM_CRE_011,DOM_019,Creativity Intelligence,creative_risk_taking_signals,Measure willingness to take creative and unconventional risks,"risk-taking, unconventional thinking",GENERAL_CONCERN
FAM_CRE_012,DOM_019,Creativity Intelligence,adaptive_ideation_signals,Assess flexibility in generating ideas under changing situations,"adaptive ideation, flexible creativity",GENERAL_CONCERN
FAM_CRE_013,DOM_019,Creativity Intelligence,conceptual_linking_signals,Measure ability to connect unrelated concepts creatively,"association building, conceptual linking",GENERAL_CONCERN
FAM_CRE_014,DOM_019,Creativity Intelligence,innovation_execution_signals,Assess ability to convert ideas into actionable outcomes,"creative execution, innovation implementation",GENERAL_CONCERN
FAM_CRE_015,DOM_019,Creativity Intelligence,creative_persistence_signals,Measure persistence in solving problems creatively,"creative endurance, persistence",GENERAL_CONCERN
FAM_CRE_016,DOM_019,Creativity Intelligence,experimentation_resilience_signals,Assess recovery after failed experiments or rejected ideas,"resilience after failure, iteration mindset",GENERAL_CONCERN
FAM_CRE_017,DOM_019,Creativity Intelligence,artistic_expression_signals,Measure expressive and artistic communication patterns,"artistic expression, emotional creativity",ADJUSTMENT_COPING
FAM_CRE_018,DOM_019,Creativity Intelligence,curiosity_depth_signals,Assess depth and intensity of intellectual curiosity,"deep inquiry, analytical curiosity",GENERAL_CONCERN
FAM_CRE_019,DOM_019,Creativity Intelligence,future_visioning_signals,Measure ability to imagine future possibilities and scenarios,"future imagination, visionary thinking",GENERAL_CONCERN
FAM_CRE_020,DOM_019,Creativity Intelligence,unconventional_thinking_signals,Assess tendency to challenge norms and think differently,"unconventional thinking, norm disruption",GENERAL_CONCERN
FAM_EII_001,DOM_020,Ethical & Integrity Intelligence,integrity_signals,Measure ethical consistency and honesty in behavior,"honesty, ethical consistency, moral stability",GENERAL_CONCERN
FAM_EII_002,DOM_020,Ethical & Integrity Intelligence,accountability_signals,Assess accountability and responsibility ownership,"responsibility, accountability, ownership",GENERAL_CONCERN
FAM_EII_003,DOM_020,Ethical & Integrity Intelligence,ethical_judgment_signals,Measure ethical reasoning and moral decision quality,"ethical reasoning, moral evaluation",EXAM_STRESS
FAM_EII_004,DOM_020,Ethical & Integrity Intelligence,trustworthiness_signals,Detect reliability and credibility in behavior,"dependability, credibility, trustworthiness",GENERAL_CONCERN
FAM_EII_005,DOM_020,Ethical & Integrity Intelligence,transparency_signals,Assess openness and transparency in actions and communication,"openness, honesty in communication",GENERAL_CONCERN
FAM_EII_006,DOM_020,Ethical & Integrity Intelligence,value_alignment_signals,Measure alignment between values and behavior,"principle alignment, value consistency",GENERAL_CONCERN
FAM_EII_007,DOM_020,Ethical & Integrity Intelligence,fairness_signals,Detect fairness and unbiased decision-making,"fairness, impartiality, equal treatment",GENERAL_CONCERN
FAM_EII_008,DOM_020,Ethical & Integrity Intelligence,responsibility_commitment_signals,Assess commitment toward duties and obligations,"responsibility fulfillment, commitment reliability",GENERAL_CONCERN
FAM_EII_009,DOM_020,Ethical & Integrity Intelligence,rule_adherence_signals,Measure adherence to ethical rules and systems,"compliance, discipline, ethical boundaries",DISCIPLINE_HABITS
FAM_EII_010,DOM_020,Ethical & Integrity Intelligence,honesty_under_pressure_signals,Detect integrity stability during stressful situations,"pressure ethics, truthfulness under stress",ADJUSTMENT_COPING
FAM_EII_011,DOM_020,Ethical & Integrity Intelligence,moral_courage_signals,Assess willingness to stand for ethical principles,"ethical courage, standing against wrong behavior",GENERAL_CONCERN
FAM_EII_012,DOM_020,Ethical & Integrity Intelligence,ethical_conflict_resolution_signals,Measure handling of ethical conflicts and dilemmas,"ethical decision resolution, moral balancing",GENERAL_CONCERN
FAM_EII_013,DOM_020,Ethical & Integrity Intelligence,consistency_of_values_signals,Detect stability of ethical behavior across contexts,"behavioral consistency, value stability",GENERAL_CONCERN
FAM_EII_014,DOM_020,Ethical & Integrity Intelligence,social_responsibility_signals,Assess awareness toward social and collective responsibility,"social ethics, collective accountability",GENERAL_CONCERN
FAM_EII_015,DOM_020,Ethical & Integrity Intelligence,professional_ethics_signals,Measure workplace and professional ethical standards,"workplace ethics, professional responsibility",GENERAL_CONCERN
FAM_EII_016,DOM_020,Ethical & Integrity Intelligence,ethical_self_regulation_signals,Assess self-control against unethical impulses,"impulse control, ethical restraint",GENERAL_CONCERN
FAM_EII_017,DOM_020,Ethical & Integrity Intelligence,confidentiality_respect_signals,Measure respect for confidentiality and privacy,"trust protection, confidentiality handling",GENERAL_CONCERN
FAM_EII_018,DOM_020,Ethical & Integrity Intelligence,authenticity_signals,Detect genuineness and authenticity in behavior,"authenticity, genuine self-expression",GENERAL_CONCERN
FAM_EII_019,DOM_020,Ethical & Integrity Intelligence,integrity_under_observation_signals,Assess whether ethical behavior changes under supervision,"consistency under monitoring, authentic integrity",GENERAL_CONCERN
FAM_EII_020,DOM_020,Ethical & Integrity Intelligence,ethical_leadership_signals,Measure ethical influence and responsible leadership behavior,"ethical influence, principled leadership",GENERAL_CONCERN
