concern_id,concern_name,canonical_type,archetype_key,assignment_score,token_matches,assignment_method,grounding_source,governed
CONCERN_EMO_356,Build Identity Around Continuous Learning,Capability,learning_comprehension,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_366,Group Discussions,Problem,collaboration_teamwork,0.28,1,signature,name_only,false
CONCERN_EMO_376,Salary Negotiation,Problem,negotiation_advocacy,0.4,2,signature,propagated,false
CONCERN_EMO_379,Building Long-Term Career Direction Early,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_384,Understanding of Corporate Communication Etiquette,Capability,communication_expression,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_397,Understanding Employer Expectations Beyond Academics,Capability,expectations_pressure,0.4,2,signature,direct_cpb,false
CONCERN_EMO_421,Confidence During Probation Periods,Capability,performance_anxiety,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_424,Cross-Functional Collaboration,Capability,collaboration_teamwork,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_431,Ambiguous Career Roles During Early Employment,Problem,adaptability_change,0.28,1,signature,name_only,false
CONCERN_EMO_436,Awareness of Professional Growth Opportunities,Capability,career_professional_growth,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EMO_450,Align Personal Values with Workplace Culture,Problem,identity_self_awareness,0.28,1,signature,name_only,false
CONCERN_EMO_454,Understand Informal Workplace Expectations,Problem,expectations_pressure,0.28,1,signature,propagated,false
CONCERN_EMO_457,Building a Stable Professional Identity,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_460,Holistic Readiness for Sustainable Professional Growth,Outcome,career_professional_growth,0.4,2,signature,name_only,false
CONCERN_EMO_467,Identifying Market-Relevant Skills,Capability,identity_self_awareness,0.28,1,signature,direct_cpb,false
CONCERN_EMO_470,Career Direction During Transition,Problem,identity_self_awareness,0.28,1,signature,name_only,false
CONCERN_EMO_487,Building a Consistent Job Search Routine,Capability,time_self_discipline,0.28,1,signature,direct_cpb,false
CONCERN_EMO_507,Building Confidence for Senior Role Applications,Capability,confidence_self_efficacy,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_512,Showcase Leadership Potential,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_514,Build Recruiter Relationships,Capability,social_connection_belonging,0.28,1,signature,direct_cpb,false
CONCERN_EMO_519,Emotional Fatigue from Constant Comparison,Outcome,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_MOT_1946,Curiosity & Exploration,Trait,curiosity_innovation,0.4,2,signature,name_only,false
CONCERN_EMO_524,Applying for International Opportunities,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_528,Career Rebuilding After Business Failure,Outcome,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EMO_529,Balancing Upskilling with Family Commitments,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMO_532,Awareness of Role-Industry Fitment,Capability,identity_self_awareness,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_534,Position Career Breaks Positively,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_EMO_542,Awareness of Hidden Job Market Opportunities,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_552,Awareness of Executive Presence Expectations,Capability,identity_self_awareness,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_556,Sustain Career Learning Momentum,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EMO_558,Rebuild Professional Networks After Career Disruptions,Problem,career_professional_growth,0.4,2,signature,name_only,false
CONCERN_EMO_560,Holistic Readiness for Sustainable Employability and Transition,Outcome,adaptability_change,0.28,1,signature,name_only,false
CONCERN_EMO_564,Prioritize Competing Responsibilities,Capability,time_self_discipline,0.28,1,signature,direct_cpb,false
CONCERN_EMO_577,Handling Difficult Conversations,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMO_584,Build Trust with Teams Quickly,Capability,collaboration_teamwork,0.28,1,signature,direct_cpb,false
CONCERN_EMO_589,Innovation in Routine Roles,Problem,curiosity_innovation,0.28,1,signature,name_only,false
CONCERN_EMO_600,"Holistic Alignment Between Performance, Growth, and Wellbeing",Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_EMO_605,Work-Life Boundaries,Problem,negotiation_advocacy,0.28,1,signature,name_only,false
CONCERN_EMO_612,Manage Upward Communication,Capability,communication_expression,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_616,Build Career Sponsorship Relationships,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_626,Transition from Individual Contributor to Manager,Problem,adaptability_change,0.28,1,signature,name_only,false
CONCERN_EMO_628,Handle Workplace Recognition Imbalances,Capability,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_EMO_638,Maintain Curiosity in Mature Career Stages,Trait,curiosity_innovation,0.28,1,signature,name_only,false
CONCERN_EMO_656,Manage Strategic Career Transitions Internally,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_664,Understand Workplace Expectations Quickly,Problem,expectations_pressure,0.28,1,signature,name_only,false
CONCERN_EMO_668,Asking Questions at Work,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_EMO_679,Understanding Long-Term Career Growth Pathways,Capability,career_professional_growth,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EMO_683,Building Workplace Relationships Quickly,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMO_692,Understand Organizational Dynamics,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EMO_696,Build Professional Credibility Early,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_706,Build Structured Professional Learning Plans,Capability,learning_comprehension,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_708,Understand Workplace Accountability Standards,Problem,expectations_pressure,0.28,1,signature,propagated,false
CONCERN_EMO_714,Negotiating Workload Boundaries,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_EMO_717,Focus in Distracting Corporate Environments,Problem,focus_attention,0.28,1,signature,name_only,false
CONCERN_EMO_732,Build Ownership Beyond Assigned Tasks,Capability,motivation_drive,0.28,1,signature,name_only,false
CONCERN_EMO_734,Cross-Team Collaboration,Capability,collaboration_teamwork,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_740,Long-Term Leadership Potential,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_744,Learn Organizational Processes Quickly,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EMO_747,Organizational Change During Early Career Stages,Problem,adaptability_change,0.28,1,signature,name_only,false
CONCERN_EMO_754,Build Career Portability Early,Capability,career_professional_growth,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EMO_760,"Holistic Integration of Adaptability, Confidence, and Professional Growth",Trait,career_professional_growth,0.4,2,signature,name_only,false
CONCERN_EMO_784,Driving Organizational Change,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMO_790,Build Strategic Thinking Across Teams,Capability,critical_reflective_thinking,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_814,Align Teams Around Long-Term Vision,Problem,leadership_influence,0.28,1,signature,name_only,false
CONCERN_EMO_820,"Holistic Integration Between Leadership, Wellbeing, and Organizational Impact",Capability,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EMO_824,Handling Enterprise-Wide Responsibilities,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMO_828,Managing Global or Cross-Cultural Teams,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMO_832,Becoming a Vision-Led Leader,Problem,leadership_influence,0.28,1,signature,name_only,false
CONCERN_EMO_836,Integrate Innovation into Mature Teams,Problem,curiosity_innovation,0.28,1,signature,name_only,false
CONCERN_EMO_850,Driving Long-Term Organizational Vision,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_868,Build High-Performance Leadership Teams,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_880,Holistic Readiness for Enterprise Leadership and Strategic Growth,Outcome,leadership_influence,0.7,2,signature+behavior,propagated,false
CONCERN_EMO_886,Build Leadership Alignment Across Geographies,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_890,Driving Enterprise-Wide Strategic Alignment,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMO_896,Navigating Investor or Board Expectations,Capability,expectations_pressure,0.4,2,signature,direct_cpb,false
CONCERN_EMO_904,Handling Enterprise-Level Crisis Communication,Capability,communication_expression,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_914,Leading High-Uncertainty Strategic Initiatives,Capability,leadership_influence,0.4667,3,signature,direct_cpb,false
CONCERN_EMO_920,"Holistic Alignment Between Enterprise Leadership, Strategic Growth, and Personal Stability",Capability,leadership_influence,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EMO_924,Leading Enterprise Innovation Programs,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMO_928,Managing Enterprise-Wide Stakeholder Expectations,Capability,expectations_pressure,0.4,2,signature,direct_cpb,false
CONCERN_EMO_932,Integrate Long-Term Vision into Daily Leadership Decisions,Capability,leadership_influence,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EMO_946,Build Adaptive Leadership Cultures,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_948,Transitioning from Operational Leadership to Visionary Leadership,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_980,Holistic Readiness for Cross-Industry Career Reinvention,Outcome,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_EMO_984,Navigating New Industry Hierarchies,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMO_988,Demonstrate Cross-Domain Strategic Thinking,Capability,critical_reflective_thinking,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMO_996,Adapting to Younger Industry Cultures,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMP_1023,Family Resistance to Career Changes,Behavior,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_EMP_1053,Emotional Pressure from Past Career Success Comparisons,Outcome,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EMP_1071,Emotional Reactions to Workplace Politics,Problem,emotional_regulation,0.58,1,signature+behavior,propagated,false
CONCERN_EMP_1092,Taking Initiative Independently,Problem,motivation_drive,0.28,1,signature,name_only,false
CONCERN_EMP_1095,Emotional Stress During Leadership Reviews,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EMP_1145,Emotional Frustration During Slow Recognition Cycles,Problem,emotional_regulation,0.4,2,signature,name_only,false
CONCERN_EMP_1160,"Holistic Integration of Productivity, Emotional Stability, Career Growth, and Wellbeing",Capability,career_professional_growth,0.4667,3,signature,name_only,false
CONCERN_EMP_1195,Institutional Emotional Resilience Levels,Trait,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EMP_1214,Visibility into Institutional Collaboration Culture,Capability,collaboration_teamwork,0.28,1,signature,direct_cpb,false
CONCERN_EMP_1238,Visibility into Student Self-Learning Capability,Capability,learning_comprehension,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_1313,Student Belongingness and Inclusion Trends,Problem,social_connection_belonging,0.28,1,signature,name_only,false
CONCERN_EMP_1318,Visibility into Student Career Direction Clarity,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_1324,Detect Students at Risk of Placement Failure,Risk,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EMP_1393,Fear of competitive exams and failure,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EMP_14,Networking and Relationship Building Skills,Capability,networking_relationships,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_17,Placement Pressure,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EMP_20,Problem-Solving Confidence in Real-World Tasks,Capability,performance_anxiety,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_21,Building Consistent Learning Habits in College,Capability,learning_comprehension,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_245,Balancing Multiple Career Interests Simultaneously,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_27,Collaborating in Team Projects,Capability,collaboration_teamwork,0.7667,3,signature+behavior,direct_cpb,false
CONCERN_EMP_3,Time Management in College Environment,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_31,Building Long-Term Career Vision,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_329,Building Structured Revision Systems for Skills,Capability,learning_comprehension,0.28,1,signature,direct_cpb,false
CONCERN_EMP_33,Rejection During Placements,Problem,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EMP_373,Transitioning from Student Mindset to Professional Mindset,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_395,Building Confidence in Professional Writing,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMP_398,Prioritize Career Opportunities Strategically,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_409,Building Confidence in Virtual Interviews,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EMP_413,Building Long-Term Confidence After Low Salary Offers,Capability,confidence_self_efficacy,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EMP_429,Building Confidence in Client Interactions,Capability,performance_anxiety,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_462,Job Interviews,Problem,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_EMP_468,Communicate Professional Achievements,Capability,career_professional_growth,0.28,1,signature,name_only,false
CONCERN_EMP_478,Awareness of ATS and Hiring Filters,Capability,identity_self_awareness,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_49,Emotional Burnout During Placements,Outcome,emotional_regulation,0.4,2,signature,name_only,false
CONCERN_EMP_498,Prioritize Relevant Upskilling Paths,Capability,time_self_discipline,0.28,1,signature,direct_cpb,false
CONCERN_EMP_526,Showcase Adaptability During Interviews,Trait,adaptability_change,0.28,1,signature,name_only,false
CONCERN_EMP_61,Building Consistent Professional Learning Habits,Capability,learning_comprehension,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_615,Productivity During Emotional Stress,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EMP_649,Performance Expectations After Promotions,Problem,expectations_pressure,0.28,1,signature,name_only,false
CONCERN_EMP_659,Consistent Energy Across Career Demands,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_69,Building Consistent Coding Discipline,Capability,time_self_discipline,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EMP_7,Communicating in Professional Settings,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_755,Emotional Isolation in Remote Work Environments,Problem,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_EMP_794,Transitioning into Enterprise-Level Leadership,Capability,leadership_influence,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EMP_85,Failure in Competitive Exams After Graduation,Outcome,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EMP_88,Learn Independently Beyond Curriculum,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EMP_89,Uncertainty About Future Stability,Problem,adaptability_change,0.28,1,signature,name_only,false
CONCERN_EMP_935,Emotional Spillover from Leadership Stress into Family Life,Outcome,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EMP_99,Building Emotional Independence During Career Delays,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_ENG_1354,retaining learned concepts,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_ENG_1466,sustaining motivation over long academic cycles,Problem,academic_achievement,0.58,1,signature+behavior,propagated,false
CONCERN_ENT_1404,career adaptability during market shifts,Trait,adaptability_change,0.28,1,signature,name_only,false
CONCERN_ENT_1492,Students unable to inspire confidence in others,Capability,confidence_self_efficacy,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_100,Holistic Readiness for Professional Life Transition,Outcome,adaptability_change,0.28,1,signature,name_only,false
CONCERN_EXA_104,Revision Consistency During Preparation Cycles,Problem,time_self_discipline,0.28,1,signature,name_only,false
CONCERN_EXA_108,Retention of Previously Learned Concepts,Problem,learning_comprehension,0.4,2,signature,name_only,false
CONCERN_EXA_111,Difficulty Maintaining Focus During Long Study Hours,Problem,focus_attention,0.28,1,signature,name_only,false
CONCERN_EXA_114,Self-Discipline Without External Monitoring,Capability,time_self_discipline,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EXA_119,Staying Motivated After Repeated Attempts,Capability,motivation_drive,0.28,1,signature,name_only,false
CONCERN_EXA_122,Adaptive Strategy During Difficult Papers,Problem,leadership_influence,0.28,1,signature,name_only,false
CONCERN_EXA_1372,Emotional breakdown after poor results,Outcome,emotional_regulation,0.58,1,signature+behavior,propagated,false
CONCERN_EXA_142,Solving High-Weightage Problems,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EXA_145,Building Confidence in Current Affairs Retention,Capability,confidence_self_efficacy,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_150,Maintain Productivity After Emotional Setbacks,Capability,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EXA_161,Confidence During Low Mock Rank Phases,Capability,confidence_self_efficacy,0.28,1,signature,name_only,false
CONCERN_EXA_166,Attempt Strategy Decisions,Problem,decision_judgment,0.28,1,signature,name_only,false
CONCERN_EXA_1665,Fear of Exams,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_1666,Exam Preparation Strategy,Problem,academic_achievement,0.58,1,signature+behavior,propagated,false
CONCERN_EXA_1667,Academic Pressure,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_1668,Classroom Participation,Problem,academic_achievement,0.28,1,signature,name_only,false
CONCERN_EXA_167,Self-Doubt After Seeing Others Progress Faster,Problem,confidence_self_efficacy,0.28,1,signature,name_only,false
CONCERN_EXA_1683,Presentation Skills,Capability,communication_expression,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_169,Pressure of Limited Attempts,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_1696,Academic Direction and Goal Clarity,Capability,academic_achievement,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_170,Long-Term Planning for Competitive Preparation,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_1709,Solving Application-Based Questions,Capability,critical_reflective_thinking,0.28,1,signature,direct_cpb,false
CONCERN_EXA_1715,Academic Endurance,Problem,academic_achievement,0.58,1,signature+behavior,propagated,false
CONCERN_EXA_1717,Competitive Exam Aptitude,Problem,academic_achievement,0.28,1,signature,name_only,false
CONCERN_EXA_172,Handle Sudden Performance Drops,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EXA_1743,Motivation,Problem,motivation_drive,0.28,1,signature,name_only,false
CONCERN_EXA_1747,Anger & Irritability,Problem,emotional_regulation,0.4,2,signature,name_only,false
CONCERN_EXA_1748,Social Isolation,Problem,social_connection_belonging,0.7,2,signature+behavior,propagated,false
CONCERN_EXA_1755,Resilience,Trait,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EXA_1756,Bullying & Social Rejection,Problem,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EXA_1760,Purpose & Direction,Problem,identity_self_awareness,0.4,2,signature,name_only,false
CONCERN_EXA_1764,Study Burnout,Outcome,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_EXA_1765,Reading Habits,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EXA_1781,Fear of Judgement,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_1789,Fear of Authority Figures,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_18,Group Discussions,Problem,collaboration_teamwork,0.28,1,signature,name_only,false
CONCERN_EXA_180,Sustain Competitive Discipline Without Motivation,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_1803,Emotional Over-Sensitivity,Trait,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_EXA_1813,Decision-Making Skills,Capability,decision_judgment,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EXA_1820,Early Burnout Symptoms,Outcome,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_EXA_1821,Purpose,Problem,identity_self_awareness,0.28,1,signature,name_only,false
CONCERN_EXA_1824,Constant Overthinking,Behavior,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_1825,Emotional Exhaustion,Outcome,emotional_regulation,0.4,2,signature,name_only,false
CONCERN_EXA_1826,Self-Awareness,Capability,identity_self_awareness,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_1831,Chronic Academic Stress,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_1832,Fear of Competitive Exams,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_1833,Career Awareness,Capability,career_professional_growth,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_184,Last-Minute Revision Effectiveness,Capability,performance_anxiety,0.28,1,signature,direct_cpb,false
CONCERN_EXA_1841,Child Afraid of Failure Publicly,Outcome,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_1845,Conflict Resolution Skills,Capability,negotiation_advocacy,0.28,1,signature,name_only,false
CONCERN_EXA_185,Building Emotional Stability During Multiple Attempts,Capability,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_EXA_1853,Constant Need for Social Approval,Problem,expectations_pressure,0.28,1,signature,name_only,false
CONCERN_EXA_1879,Child Constantly Seeking Attention,Problem,focus_attention,0.28,1,signature,name_only,false
CONCERN_EXA_1907,Child Feeling Pressure to Succeed Early,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_1912,Child Avoiding Difficult Subjects Completely,Problem,academic_achievement,0.28,1,signature,name_only,false
CONCERN_EXA_1915,Child Showing Reduced Tolerance for Frustration,Problem,emotional_regulation,0.28,1,signature,name_only,false
CONCERN_EXA_1924,Child Becoming Too Dependent on Online Learning Support,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EXA_1928,Child Feeling Worthless After Failure,Outcome,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EXA_196,Revision Completion Before Exams,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EXA_1962,Goal Orientation,Problem,motivation_drive,0.58,1,signature+behavior,propagated,false
CONCERN_EXA_1965,Decision-Making Skills,Capability,decision_judgment,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EXA_197,Rational Thinking During Panic States,Problem,performance_anxiety,0.28,1,signature,name_only,false
CONCERN_EXA_1972,Multiple Subjects,Problem,academic_achievement,0.58,1,signature+behavior,propagated,false
CONCERN_EXA_2000,Academic Recovery After Poor Scores,Problem,academic_achievement,0.4,2,signature,name_only,false
CONCERN_EXA_2005,Conceptual Linking Across Chapters,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EXA_2015,Understanding Abstract Theories,Capability,learning_comprehension,0.28,1,signature,direct_cpb,false
CONCERN_EXA_2020,Interpretation of Word Problems,Problem,critical_reflective_thinking,0.28,1,signature,name_only,false
CONCERN_EXA_2028,Subject-Wise Confidence Balance,Capability,confidence_self_efficacy,0.28,1,signature,name_only,false
CONCERN_EXA_2030,Long-Term Academic Planning,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_2032,Concept Reinforcement Habits,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EXA_2046,Self-Confidence in Competitive Settings,Capability,confidence_self_efficacy,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EXA_2050,Learning Continuity After Academic Breaks,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EXA_2057,Recovering Focus After Distractions,Problem,focus_attention,0.28,1,signature,name_only,false
CONCERN_EXA_206,Long-Term Career Vision,Problem,career_professional_growth,0.58,1,signature+behavior,propagated,false
CONCERN_EXA_2060,Conceptual Recall Under Stress,Problem,performance_anxiety,0.28,1,signature,propagated,false
CONCERN_EXA_2061,Consistency Across Subjects,Problem,time_self_discipline,0.28,1,signature,name_only,false
CONCERN_EXA_2064,Learning Transfer Between Similar Concepts,Problem,learning_comprehension,0.4,2,signature,name_only,false
CONCERN_EXA_2068,Adaptive Problem-Solving Skills,Capability,critical_reflective_thinking,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_2070,Strategic Guessing Ability in MCQs,Problem,leadership_influence,0.28,1,signature,name_only,false
CONCERN_EXA_2071,Building Conceptual Depth,Capability,learning_comprehension,0.28,1,signature,direct_cpb,false
CONCERN_EXA_2077,Curiosity in Rigid Academic Systems,Trait,curiosity_innovation,0.28,1,signature,name_only,false
CONCERN_EXA_2080,Long-Term Academic Identity Formation,Problem,identity_self_awareness,0.28,1,signature,propagated,false
CONCERN_EXA_2098,Learning Accountability,Problem,time_self_discipline,0.28,1,signature,name_only,false
CONCERN_EXA_2103,School Projects with Academics,Problem,academic_achievement,0.28,1,signature,name_only,false
CONCERN_EXA_2112,Subject Integration Across Curriculum,Problem,academic_achievement,0.7,2,signature+behavior,propagated,false
CONCERN_EXA_2125,Mixed Learning Speeds in Classroom,Problem,learning_comprehension,0.28,1,signature,name_only,false
CONCERN_EXA_2137,Encouraging Analytical Thinking,Capability,critical_reflective_thinking,0.7,2,signature+behavior,direct_cpb,false
CONCERN_EXA_2139,Student Comparison Culture,Behavior,expectations_pressure,0.28,1,signature,name_only,false
CONCERN_EXA_2141,Helping Students Recover After Poor Results,Problem,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EXA_2146,Supporting Students with Weak Goal Clarity,Capability,motivation_drive,0.28,1,signature,direct_cpb,false
CONCERN_EXA_2153,Managing Students with Weak Classroom Engagement,Capability,academic_achievement,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_2157,Supporting Students with Weak Conceptual Integration,Problem,learning_comprehension,0.4,2,signature,propagated,false
CONCERN_EXA_2159,Supporting Students with Weak Attention Recovery,Problem,resilience_recovery,0.28,1,signature,name_only,false
CONCERN_EXA_2164,Balancing Personalized Attention in Large Classrooms,Capability,focus_attention,0.28,1,signature,direct_cpb,false
CONCERN_EXA_2168,Student Burnout During Competitive Preparation,Outcome,emotional_regulation,0.28,1,signature,propagated,false
CONCERN_EXA_2169,Supporting Students with Weak Verbal Participation,Problem,communication_expression,0.28,1,signature,name_only,false
CONCERN_EXA_2171,Supporting Students with Weak Goal Persistence,Capability,motivation_drive,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_218,Clarity Between Short-Term and Long-Term Goals,Capability,motivation_drive,0.4,2,signature,direct_cpb,false
CONCERN_EXA_2182,Supporting Students with Weak Reading Fluency,Capability,learning_comprehension,0.28,1,signature,direct_cpb,false
CONCERN_EXA_2184,Managing Students with Poor Subject Retention Over Time,Capability,time_self_discipline,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_2187,Building Student Confidence in Oral Examinations,Capability,performance_anxiety,0.58,1,signature+behavior,direct_cpb,false
CONCERN_EXA_2196,Supporting Students with Weak Interpretation Skills,Capability,critical_reflective_thinking,0.28,1,signature,direct_cpb,false
