bridge_tag,signal_family,domain_name,similarity,atomic_signal_count,evidence_strength,sample_signals
LEARNING_ADAPTABILITY,"academic_confidence_signals","Learning Intelligence",0.2131,40,moderate,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
TALENT_DISCOVERY,"curiosity_driven_learning_signals","Learning Intelligence",0.1203,40,moderate,"Self Initiated Learning Behavior | Self Directed Skill Acquisition | Intrinsic Learning Reward Orientation | Curiosity Fueled Mastery Drive | Long Term Intellectual Engagement"
PERSONAL_DECISION,"decision_signals","Cognitive Intelligence",0.2012,40,moderate,"Chronic Decision Fatigue | Decision Paralysis | Chronic Decision Instability | Fear-Based Decision Avoidance | Indecision Pattern"
PERSONAL_DECISION,"personal_values_signals","Identity Intelligence",0.1878,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
PERSONAL_DECISION,"direction_signals","Career Intelligence",0.1553,40,moderate,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
ADAPTIVE_DEVELOPMENT,"adaptability_signals","Adaptive Intelligence",0.1877,40,moderate,"Transformational Adaptability | Flexibility Under Pressure | Uncertainty Navigation Capacity | Cognitive Flexibility Index | Ambiguity Tolerance Strength"
ADAPTIVE_DEVELOPMENT,"adaptability_behavior_signals","Behavioral Intelligence",0.1824,40,moderate,"Adaptive Execution Under Complexity | Ambiguity Response Stability | Adaptive Stress Response | Behavioral Resilience Under Change | Behavior Under Resource Constraints"
ADAPTIVE_DEVELOPMENT,"workplace_adaptability_signals","Employability Intelligence",0.1802,40,moderate,"Transformational Workplace Adaptability | Crisis Workflow Adaptability | Pressure Environment Functionality | Strategic Adaptability Behavior | Adaptive Learning Orientation"
COGNITIVE_SELF,"self_belief_signals","Identity Intelligence",0.2016,40,moderate,"Transformational Self Belief | Mastery Orientation Confidence | Pressure Execution Belief | Learning Capability Belief | Strategic Self Efficacy"
COGNITIVE_SELF,"social_assertiveness_signals","Social Intelligence",0.2011,40,moderate,"Assertive Conflict Navigation | Interpersonal Self Respect Maintenance | Assertive Relationship Navigation | Emotional Boundary Enforcement | Peer Pressure Boundary Resistance"
GROWTH_MAPPING,"personal_values_signals","Identity Intelligence",0.1734,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
GROWTH_MAPPING,"work_life_balance_signals","Wellbeing Intelligence",0.1725,40,moderate,"Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior"
GROWTH_MAPPING,"self_awareness_signals","Identity Intelligence",0.1616,40,moderate,"Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity"
COGNITIVE_MAPPING,"comprehension_signals","Learning Intelligence",0.1764,40,moderate,"Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension"
COGNITIVE_MAPPING,"behavioral_shift_signals","Adaptive Intelligence",0.1589,40,moderate,"Learning Based Behavioral Evolution | Strategic Behavioral Switching | Adaptive Learning Transfer | Pressure Response Recalibration | Adaptive Stress Behavior"
COGNITIVE_MAPPING,"confusion_signals","Cognitive Intelligence",0.1552,40,moderate,"Cognitive Instability Persistence | Mental Disorientation | Stress-Triggered Disorientation | Chronic Cognitive Uncertainty | Chronic Execution Disorientation"
EMOTIONAL_SELF,"comprehension_signals","Learning Intelligence",0.1743,40,moderate,"Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension"
EMOTIONAL_SELF,"conceptual_clarity_signals","Learning Intelligence",0.1321,40,moderate,"Integrated Conceptual Mastery | Principle Based Learning | Deep Understanding Orientation | Higher Order Concept Reasoning | Foundational Concept Mastery"
EMOTIONAL_SELF,"communication_alignment_signals","Collaboration Intelligence",0.1288,80,moderate,"Ultimate Communication Alignment Intelligence | Ultimate Collaborative Communication Alignment Intelligence | Civilization Scale Communication Alignment | Civilization Scale Coordination Communication | Transformational Alignment Communication"
POTENTIAL_DISCOVERY,"role_fit_signals","Career Intelligence",0.1438,40,moderate,"Long Term Role Sustainability | Technical Depth Role Fit | Authentic Role Alignment | Strengths Role Matching | Analytical Role Fit"
POTENTIAL_DISCOVERY,"opportunity_readiness_signals","Career Intelligence",0.1093,40,moderate,"Opportunity Conversion Capability | Opportunity Execution Readiness | Interview Preparation Depth | Competitive Opportunity Engagement | Rejection Recovery Readiness"
POTENTIAL_DISCOVERY,"emotional_suppression_signals","Emotional Intelligence",0.1092,40,moderate,"Hidden Hopelessness | Concealed Emotional Overload | Silent Distress | Concealed Burnout | Emotional Shutdown Response"
GROWTH_MEASUREMENT,"personal_values_signals","Identity Intelligence",0.1532,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
GROWTH_MEASUREMENT,"structured_learning_signals","Learning Intelligence",0.1365,40,moderate,"Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation"
GROWTH_MEASUREMENT,"self_awareness_signals","Identity Intelligence",0.1196,40,moderate,"Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity"
SELF_EXPRESSION,"self_expression_signals","Identity Intelligence",0.1755,40,moderate,"Integrated Self Expression | Courageous Identity Expression | Emotional Identity Integration | Emotional Honesty Stability | Value Based Expression"
SELF_EXPRESSION,"expression_signals","Communication Intelligence",0.1548,40,moderate,"High Pressure Expression Stability | High Pressure Emotional Expression | Emotional Expression Clarity | Emotional Articulation Strength | Expressive Flexibility"
SELF_EXPRESSION,"identity_clarity_signals","Identity Intelligence",0.1443,40,moderate,"Integrated Identity Coherence | Self Identity Continuity | Identity Anchor Strength | Self Concept Stability | Identity Stress Resistance"
ACCOUNTABILITY_DEVELOPMENT,"growth_leadership_signals","Leadership Intelligence",0.2123,40,moderate,"Multidimensional Growth Synchronization | Ultimate Growth Leadership Intelligence | Multidimensional Growth Execution | Ultimate Growth Synchronization Intelligence | Transformational Self Improvement"
ACCOUNTABILITY_DEVELOPMENT,"ownership_signals","Leadership Intelligence",0.1932,40,moderate,"Ecosystem Scale Responsibility Orchestration | Civilization Scale Accountability Influence | Transformational Ownership Influence | Mission Critical Execution Ownership | Scalable Accountability Architecture"
ACCOUNTABILITY_DEVELOPMENT,"personal_values_signals","Identity Intelligence",0.1719,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
PERSONAL_EXPANSION,"dependency_behavior_signals","Behavioral Intelligence",0.1865,40,moderate,"Learned Helplessness Behavior | Fear Based Dependency | Approval Based Identity | Dependency Fueled Self Doubt | Dependency Reinforced Insecurity"
PERSONAL_EXPANSION,"procrastination_signals","Behavioral Intelligence",0.1730,40,moderate,"Chronic Behavioral Postponement | Avoidance Based Postponement | Fear Based Execution Delay | Anticipation Anxiety Delay | Execution Anxiety Freezing"
PERSONAL_EXPANSION,"fear_signals","Emotional Intelligence",0.1385,40,moderate,"Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear"
STRENGTH_DISCOVERY,"personal_values_signals","Identity Intelligence",0.1816,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
STRENGTH_DISCOVERY,"self_definition_signals","Identity Intelligence",0.1603,40,moderate,"Identity Centered Life Navigation | Self Awareness Depth | Internal Identity Validation | Identity Stability Under Pressure | Identity Reflection Depth"
STRENGTH_DISCOVERY,"self_awareness_signals","Identity Intelligence",0.1501,40,moderate,"Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity"
CAREER_TRADEOFF,"belonging_identity_signals","Identity Intelligence",0.1132,40,moderate,"Social Validation Independence | Identity Rejection Resistance | Social Identity Stabilization | Social Identity Resilience | Rejection Recovery Stability"
CAREER_TRADEOFF,"purpose_alignment_signals","Motivational Intelligence",0.1065,40,moderate,"Purpose Reinforced Resilience | Meaningful Adversity Tolerance | Existential Resilience Strength | Alignment Under Pressure | Authentic Career Alignment"
CAREER_TRADEOFF,"confidence_signals","Emotional Intelligence",0.1059,40,moderate,"Self-Worth Confidence | Career Confidence | Interview Confidence | Academic Confidence | Competitive Confidence"
MULTI_POTENTIALITY,"work_life_balance_signals","Wellbeing Intelligence",0.1591,40,moderate,"Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior"
MULTI_POTENTIALITY,"career_exploration_signals","Career Intelligence",0.1312,40,moderate,"Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity"
MULTI_POTENTIALITY,"learning_drive_signals","Motivational Intelligence",0.1259,40,moderate,"Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability"
LEARNING_AWARENESS,"emotional_dependency_signals","Emotional Intelligence",0.1655,40,moderate,"Emotional Autonomy Deficit | Abandonment Sensitivity | Dependency Driven Anxiety | Reassurance Dependence | Emotional Separation Distress"
LEARNING_AWARENESS,"approval_seeking_signals","Social Intelligence",0.1423,40,moderate,"Fear Of Social Disapproval | Approval Reactive Emotionality | Emotional Dependence On Acceptance | Approval Sensitive Identity Shift | Rejection Sensitivity Dependence"
METACOGNITIVE_DEVELOPMENT,"reflective_learning_signals","Learning Intelligence",0.1251,40,moderate,"Autonomous Reflective Growth | Reflective Self Awareness Depth | Lifelong Reflective Growth Orientation | Metacognitive Monitoring | Reflective Strategy Optimization"
METACOGNITIVE_DEVELOPMENT,"judgment_fear_signals","Social Intelligence",0.1126,40,moderate,"Judgment Triggered Avoidance | Performance Evaluation Anxiety | Humiliation Avoidance Pattern | Social Catastrophizing Pattern | Fear Of Looking Incompetent"
COGNITIVE_REFLECTION,"self_awareness_signals","Identity Intelligence",0.1814,40,moderate,"Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity"
COGNITIVE_REFLECTION,"clarity_signals","Cognitive Intelligence",0.1468,40,moderate,"Stress-Induced Confusion | Disorganized Thinking | Cognitive Overload | Cognitive Confusion | Cognitive Fragmentation"
COGNITIVE_REFLECTION,"comprehension_signals","Learning Intelligence",0.1213,40,moderate,"Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension"
LEARNING_EFFECTIVENESS,"confusion_signals","Cognitive Intelligence",0.1392,40,moderate,"Cognitive Instability Persistence | Mental Disorientation | Stress-Triggered Disorientation | Chronic Cognitive Uncertainty | Chronic Execution Disorientation"
LEARNING_EFFECTIVENESS,"accountability_for_work_signals","Employability Intelligence",0.1331,40,moderate,"Accountability Centered Work Ethic | Accountability Driven Execution | Ethical Work Responsibility | Consistent Work Dependability | Responsibility Driven Self Discipline"
LEARNING_EFFECTIVENESS,"identity_confusion_signals","Identity Intelligence",0.1236,40,moderate,"External Validation Dependency | Identity Projection Conflict | Internal External Self Conflict | Identity Masking Dependence | Identity Performance Dependency"
SELF_MOTIVATION,"self_awareness_signals","Identity Intelligence",0.1843,40,moderate,"Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity"
SELF_MOTIVATION,"personal_values_signals","Identity Intelligence",0.1573,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
SELF_MOTIVATION,"self_definition_signals","Identity Intelligence",0.1464,40,moderate,"Identity Centered Life Navigation | Self Awareness Depth | Internal Identity Validation | Identity Stability Under Pressure | Identity Reflection Depth"
PERFORMANCE_REFLECTION,"personal_values_signals","Identity Intelligence",0.1470,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
PERFORMANCE_REFLECTION,"work_life_balance_signals","Wellbeing Intelligence",0.1362,40,moderate,"Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior"
PERFORMANCE_REFLECTION,"structured_learning_signals","Learning Intelligence",0.1328,40,moderate,"Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation"
COGNITIVE_AWARENESS,"flexibility_signals","Adaptive Intelligence",0.1425,40,moderate,"Transformational Adaptation Capacity | Strategy Modification Capacity | Cognitive Rigidity Resistance | Cognitive Restructuring Capacity | Adaptive Complexity Navigation"
COGNITIVE_AWARENESS,"personal_values_signals","Identity Intelligence",0.1421,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
COGNITIVE_AWARENESS,"individuality_signals","Identity Intelligence",0.1386,40,moderate,"Autonomous Life Direction | Self Authorship Tendency | Self Defined Success Metrics | Individuality Visibility Resilience | Personal Principle Stability"
SELF_PROGRESS,"personal_values_signals","Identity Intelligence",0.1356,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
SELF_PROGRESS,"growth_orientation_signals","Motivational Intelligence",0.1342,40,moderate,"Evolution Driven Motivation | Transformational Growth Orientation | Continuous Learning Orientation | Mastery Orientation Strength | Disciplined Self Improvement"
SELF_PROGRESS,"work_life_balance_signals","Wellbeing Intelligence",0.1324,40,moderate,"Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior"
ATTENTION_REFLECTION,"multitasking_signals","Executive Function Intelligence",0.2113,40,moderate,"Adaptive Multitask Resilience | Multitask Operational Synchronization | Multitask Prioritization Accuracy | Operational Flow Coordination | Multitask Completion Consistency"
ATTENTION_REFLECTION,"multitasking_performance_signals","Performance Intelligence",0.2101,40,moderate,"Operational Parallelism Capacity | Strategic Multitask Orchestration | Simultaneous Priority Management | Multitask Stress Tolerance | Multitask Completion Discipline"
ATTENTION_REFLECTION,"self_awareness_signals","Identity Intelligence",0.1556,40,moderate,"Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity"
EMOTIONAL_LEARNING,"adaptive_learning_signals","Learning Intelligence",0.1763,40,moderate,"Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching"
EMOTIONAL_LEARNING,"decision_leadership_signals","Leadership Intelligence",0.1364,20,moderate,"Decisive Crisis Leadership | Transformational Decision Leadership | Ethical Decision Integrity | Pressure Decision Stability | Long Term Decision Foresight"
EMOTIONAL_LEARNING,"strategic_decision_signals","Decision Intelligence",0.1258,40,moderate,"Transformational Decision Engineering | Transformational Change Decisioning | Visionary Decision Architecture | Ethical Strategic Decisioning | Strategic Signal Evaluation"
REFLECTIVE_LEARNING,"reflective_learning_signals","Learning Intelligence",0.1731,40,moderate,"Autonomous Reflective Growth | Reflective Self Awareness Depth | Lifelong Reflective Growth Orientation | Metacognitive Monitoring | Reflective Strategy Optimization"
REFLECTIVE_LEARNING,"judgment_fear_signals","Social Intelligence",0.1502,40,moderate,"Judgment Triggered Avoidance | Performance Evaluation Anxiety | Humiliation Avoidance Pattern | Social Catastrophizing Pattern | Fear Of Looking Incompetent"
REFLECTIVE_LEARNING,"learning_resilience_signals","Learning Intelligence",0.1312,40,moderate,"Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength"
SELF_OBSERVATION,"responsiveness_signals","Behavioral Intelligence",0.1792,40,moderate,"High Velocity Feedback Adaptation | Anticipatory Behavioral Response | Proactive Response Behavior | Adaptive Priority Shifting | Response Follow Through Reliability"
SELF_OBSERVATION,"adaptability_behavior_signals","Behavioral Intelligence",0.1790,40,moderate,"Adaptive Execution Under Complexity | Ambiguity Response Stability | Adaptive Stress Response | Behavioral Resilience Under Change | Behavior Under Resource Constraints"
SELF_OBSERVATION,"avoidance_signals","Behavioral Intelligence",0.1744,40,moderate,"Pressure Triggered Disengagement | Challenge Escape Behavior | Evaluation Escape Pattern | Performance Pressure Escape | High Expectation Withdrawal"
HABIT_DEVELOPMENT,"routine_stability_signals","Behavioral Intelligence",0.1675,40,moderate,"Long Term Habit Persistence | Routine Identity Alignment | Consistency Under Pressure | Routine Based Goal Alignment | Sustainable Productivity Cycles"
HABIT_DEVELOPMENT,"growth_leadership_signals","Leadership Intelligence",0.1519,40,moderate,"Multidimensional Growth Synchronization | Ultimate Growth Leadership Intelligence | Multidimensional Growth Execution | Ultimate Growth Synchronization Intelligence | Transformational Self Improvement"
HABIT_DEVELOPMENT,"growth_orientation_signals","Motivational Intelligence",0.1435,40,moderate,"Evolution Driven Motivation | Transformational Growth Orientation | Continuous Learning Orientation | Mastery Orientation Strength | Disciplined Self Improvement"
SELF_ACCEPTANCE,"adaptive_learning_signals","Learning Intelligence",0.1664,40,moderate,"Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching"
SELF_ACCEPTANCE,"belonging_signals","Social Intelligence",0.1527,40,moderate,"Emotional Exclusion Memory Bias | Inclusion Hypervigilance | Conditional Belonging Perception | Exclusion Sensitivity | Exclusion Memory Retention"
SELF_ACCEPTANCE,"confusion_signals","Cognitive Intelligence",0.1398,40,moderate,"Cognitive Instability Persistence | Mental Disorientation | Stress-Triggered Disorientation | Chronic Cognitive Uncertainty | Chronic Execution Disorientation"
GROWTH_RECOGNITION,"personal_values_signals","Identity Intelligence",0.1679,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
GROWTH_RECOGNITION,"self_awareness_signals","Identity Intelligence",0.1610,40,moderate,"Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity"
GROWTH_RECOGNITION,"self_definition_signals","Identity Intelligence",0.1305,40,moderate,"Identity Centered Life Navigation | Self Awareness Depth | Internal Identity Validation | Identity Stability Under Pressure | Identity Reflection Depth"
ACCOUNTABILITY_REFLECTION,"personal_values_signals","Identity Intelligence",0.2043,40,moderate,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
ACCOUNTABILITY_REFLECTION,"ownership_signals","Leadership Intelligence",0.2028,40,moderate,"Ecosystem Scale Responsibility Orchestration | Civilization Scale Accountability Influence | Transformational Ownership Influence | Mission Critical Execution Ownership | Scalable Accountability Architecture"
ACCOUNTABILITY_REFLECTION,"accountability_decision_signals","Decision Intelligence",0.1857,40,moderate,"Principled Responsibility Preservation | Extreme Integrity Accountability | Pressure Resistant Ownership | Ethical Decision Accountability | Strategic Failure Ownership"
SOCIAL_REFLECTION,"self_reflection_signals","Cognitive Intelligence",0.1742,40,moderate,"Meta Cognitive Self Monitoring | Reflective Cognitive Maturity | Self Perception Accuracy | Self Improvement Orientation | Self Assumption Questioning"
SOCIAL_REFLECTION,"value_alignment_signals","Ethical & Integrity Intelligence",0.1627,40,moderate,"Integrity Under Temptation | Principled Value Integrity | Ultimate Value Alignment Integrity | Resilient Value Preservation | Anti Hypocrisy Integrity"
SOCIAL_REFLECTION,"relationship_trust_signals","Social Intelligence",0.1337,40,moderate,"Confidentiality Respect Behavior | Authentic Empathy Expression | Supportive Conflict Navigation | Psychological Safety Creation | Long Term Relationship Stability"
ADAPTIVE_REFLECTION,"resilience_stability_signals","Resilience Intelligence",0.1450,40,moderate,"Long Term Resilience Consistency | Resilience After Failure Cycles | Longitudinal Recovery Endurance | Resilience Identity Stability | Pressure Resilience Stability"
ADAPTIVE_REFLECTION,"coping_signals","Resilience Intelligence",0.1418,40,moderate,"Resilient Identity Stability | Adaptive Crisis Response | Resilient Goal Continuity | Burnout Resistance Capacity | Sustained Motivation Under Pressure"
ADAPTIVE_REFLECTION,"recovery_signals","Resilience Intelligence",0.1349,40,moderate,"Resilient Growth Orientation | Trauma Response Stabilization | Emotional Self Repair Capacity | Setback Bounce Back Capacity | Adversity Adaptation Strength"
BALANCED_REFLECTION,"self_reflection_signals","Cognitive Intelligence",0.1903,40,moderate,"Meta Cognitive Self Monitoring | Reflective Cognitive Maturity | Self Perception Accuracy | Self Improvement Orientation | Self Assumption Questioning"
BALANCED_REFLECTION,"overthinking_signals","Cognitive Intelligence",0.1655,40,moderate,"Chronic Cognitive Looping | Chronic Mental Overprocessing | Mental Exhaustion from Overanalysis | Cognitive Catastrophizing | Decision Looping"
BALANCED_REFLECTION,"rejection_response_signals","Performance Intelligence",0.1487,40,moderate,"Failure Persistence Strength | Resilience Driven Goal Commitment | Rejection Driven Growth Mindset | Long Term Failure Endurance | Optimism Preservation After Failure"
REFLECTIVE_SYSTEMS,"reflective_learning_signals","Learning Intelligence",0.1703,40,moderate,"Autonomous Reflective Growth | Reflective Self Awareness Depth | Lifelong Reflective Growth Orientation | Metacognitive Monitoring | Reflective Strategy Optimization"
REFLECTIVE_SYSTEMS,"setback_response_signals","Resilience Intelligence",0.1250,40,moderate,"Perseverance Under Repeated Failure | Long Term Resilience Consistency | Emotional Endurance Under Loss | Stress Resistant Execution | Persistence After Rejection"
REFLECTIVE_SYSTEMS,"organization_signals","Executive Function Intelligence",0.1156,40,moderate,"Holistic System Organization | Organization Under Pressure | Deadline Alignment Consistency | Long Term Structural Planning | Organization Scalability Capacity"
PURPOSE_REFLECTION,"self_definition_signals","Identity Intelligence",0.1804,40,moderate,"Identity Centered Life Navigation | Self Awareness Depth | Internal Identity Validation | Identity Stability Under Pressure | Identity Reflection Depth"
PURPOSE_REFLECTION,"learning_engagement_signals","Learning Intelligence",0.1606,40,moderate,"Resilient Learning Attention | Immersive Learning Focus | Self Initiated Learning Behavior | Cognitive Presence During Learning | Deep Topic Exploration"
PURPOSE_REFLECTION,"identity_clarity_signals","Identity Intelligence",0.1517,40,moderate,"Integrated Identity Coherence | Self Identity Continuity | Identity Anchor Strength | Self Concept Stability | Identity Stress Resistance"
METACOGNITION_SELF,"learning_resilience_signals","Learning Intelligence",0.1517,40,moderate,"Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength"
METACOGNITION_SELF,"academic_confidence_signals","Learning Intelligence",0.1438,40,moderate,"Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence"
METACOGNITION_SELF,"learning_consistency_signals","Learning Intelligence",0.1292,40,moderate,"Long Cycle Learning Endurance | Continuous Learning Identity | Sustainable Learning Persistence | Exam Preparation Consistency | Self Disciplined Learning"
