concern_id,concern_name,canonical_type,canonical_entity,confidence_score,reasoning
CONCERN_EXA_1717,Competitive Exam Aptitude,Problem,Competitive Exam Aptitude,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_172,Handle Sudden Performance Drops,Capability,Handle Sudden Performance Drops,0.7,"leading action verb ""handle"" → capability"
CONCERN_EXA_1732,Screen Addiction,Problem,Screen Addiction,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1743,Motivation,Problem,Motivation,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1747,Anger & Irritability,Problem,Anger & Irritability,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1748,Social Isolation,Problem,Social Isolation,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1755,Resilience,Trait,Resilience,0.85,"name head ""resilience"" → Trait"
CONCERN_EXA_1756,Bullying & Social Rejection,Problem,Bullying & Social Rejection,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1760,Purpose & Direction,Problem,Purpose & Direction,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1764,Study Burnout,Outcome,Study Burnout,0.85,"outcome cue ""burnout"""
CONCERN_EXA_1765,Reading Habits,Problem,Reading Habits,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1781,Fear of Judgement,Problem,Fear of Judgement,0.78,"problem cue ""fear"""
CONCERN_EXA_1789,Fear of Authority Figures,Problem,Fear of Authority Figures,0.78,"problem cue ""fear"""
CONCERN_EXA_18,Group Discussions,Problem,Group Discussions,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_180,Sustain Competitive Discipline Without Motivation,Capability,Sustain Competitive Discipline Without Motivation,0.75,"capability cue ""discipline"""
CONCERN_EXA_1803,Emotional Over-Sensitivity,Trait,Emotional Over-Sensitivity,0.85,"name head ""sensitivity"" → Trait"
CONCERN_EXA_1813,Decision-Making Skills,Capability,Decision-Making Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_1820,Early Burnout Symptoms,Outcome,Early Burnout Symptoms,0.85,"outcome cue ""burnout"""
CONCERN_EXA_1821,Purpose,Problem,Purpose,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1824,Constant Overthinking,Behavior,Constant Overthinking,0.85,"name head ""overthinking"" → Behavior"
CONCERN_EXA_1825,Emotional Exhaustion,Outcome,Emotional Exhaustion,0.85,"outcome cue ""exhaustion"""
CONCERN_EXA_1826,Self-Awareness,Capability,Self-Awareness,0.85,"name head ""awareness"" → Capability"
CONCERN_EXA_1829,Child Becoming Detached from Reality,Problem,Child Becoming Detached From Reality,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1831,Chronic Academic Stress,Problem,Chronic Academic Stress,0.85,"name head ""stress"" → Problem"
CONCERN_EXA_1832,Fear of Competitive Exams,Problem,Fear of Competitive Exams,0.78,"problem cue ""fear"""
CONCERN_EXA_1833,Career Awareness,Capability,Career Awareness,0.85,"name head ""awareness"" → Capability"
CONCERN_EXA_184,Last-Minute Revision Effectiveness,Capability,Last-Minute Revision Effectiveness,0.85,"name head ""effectiveness"" → Capability"
CONCERN_EXA_1841,Child Afraid of Failure Publicly,Outcome,Child Afraid of Failure Publicly,0.85,"outcome cue ""failure"""
CONCERN_EXA_1845,Conflict Resolution Skills,Capability,Conflict Resolution Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_185,Building Emotional Stability During Multiple Attempts,Capability,Building Emotional Stability During Multiple Attempts,0.75,"capability cue ""stability"""
CONCERN_EXA_1853,Constant Need for Social Approval,Problem,Constant Need For Social Approval,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1856,Gratitude,Problem,Gratitude,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_186,Prioritize Health Alongside Preparation,Capability,Prioritize Health Alongside Preparation,0.7,"leading action verb ""prioritize"" → capability"
CONCERN_EXA_1871,Child Avoiding Competitive Environments,Problem,Child Avoiding Competitive Environments,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1879,Child Constantly Seeking Attention,Problem,Child Constantly Seeking Attention,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1892,Child Showing Signs of Hopelessness,Problem,Child Showing Signs of Hopelessness,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1893,Child Feeling Emotionally Unsafe at School,Problem,Child Feeling Emotionally Unsafe at School,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1907,Child Feeling Pressure to Succeed Early,Problem,Child Feeling Pressure to Succeed Early,0.78,"problem cue ""pressure"""
CONCERN_EXA_1908,Child Constantly Comparing Lifestyle with Others,Problem,Child Constantly Comparing Lifestyle With Others,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1912,Child Avoiding Difficult Subjects Completely,Problem,Child Avoiding Difficult Subjects Completely,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_1915,Child Showing Reduced Tolerance for Frustration,Problem,Child Showing Reduced Tolerance For Frustration,0.85,"name head ""frustration"" → Problem"
CONCERN_EXA_1916,Child Becoming Emotionally Aggressive Online,Problem,Child Becoming Emotionally Aggressive Online,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1924,Child Becoming Too Dependent on Online Learning Support,Problem,Child Becoming Too Dependent on Online Learning Support,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1928,Child Feeling Worthless After Failure,Outcome,Child Feeling Worthless After Failure,0.85,"outcome cue ""failure"""
CONCERN_EXA_196,Revision Completion Before Exams,Problem,Revision Completion Before Exams,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1962,Goal Orientation,Problem,Goal Orientation,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1965,Decision-Making Skills,Capability,Decision-Making Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_197,Rational Thinking During Panic States,Problem,Rational Thinking During Panic States,0.78,"problem cue ""panic"""
CONCERN_EXA_1972,Multiple Subjects,Problem,Multiple Subjects,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_1988,Fast-Paced Teaching,Problem,Fast-Paced Teaching,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_199,Sustaining Hope During Long Competitive Journeys,Problem,Sustaining Hope During Long Competitive Journeys,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2000,Academic Recovery After Poor Scores,Problem,Academic Recovery After Poor Scores,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_2005,Conceptual Linking Across Chapters,Problem,Conceptual Linking Across Chapters,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2012,Pattern Recognition Skills,Capability,Pattern Recognition Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_2015,Understanding Abstract Theories,Capability,Understanding Abstract Theories,0.75,"capability cue ""understanding"""
CONCERN_EXA_2018,Self-Correction Ability,Problem,Self-Correction Ability,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2020,Interpretation of Word Problems,Problem,Interpretation of Word Problems,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2028,Subject-Wise Confidence Balance,Capability,Subject-Wise Confidence Balance,0.75,"capability cue ""confidence"""
CONCERN_EXA_2030,Long-Term Academic Planning,Capability,Long-Term Academic Planning,0.85,"name head ""planning"" → Capability"
CONCERN_EXA_2032,Concept Reinforcement Habits,Problem,Concept Reinforcement Habits,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2046,Self-Confidence in Competitive Settings,Capability,Self-Confidence in Competitive Settings,0.75,"capability cue ""confidence"""
CONCERN_EXA_2050,Learning Continuity After Academic Breaks,Problem,Learning Continuity After Academic Breaks,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2054,Error Detection Skills,Capability,Error Detection Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_2057,Recovering Focus After Distractions,Problem,Recovering Focus After Distractions,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_206,Long-Term Career Vision,Problem,Long-Term Career Vision,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2060,Conceptual Recall Under Stress,Problem,Conceptual Recall Under Stress,0.85,"name head ""stress"" → Problem"
CONCERN_EXA_2061,Consistency Across Subjects,Problem,Consistency Across Subjects,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2064,Learning Transfer Between Similar Concepts,Problem,Learning Transfer Between Similar Concepts,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2068,Adaptive Problem-Solving Skills,Capability,Adaptive Problem-Solving Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_2070,Strategic Guessing Ability in MCQs,Problem,Strategic Guessing Ability in MCQs,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2071,Building Conceptual Depth,Capability,Building Conceptual Depth,0.7,"leading action verb ""building"" → capability"
CONCERN_EXA_2077,Curiosity in Rigid Academic Systems,Trait,Curiosity in Rigid Academic Systems,0.8,"trait cue ""curiosity"""
CONCERN_EXA_2080,Long-Term Academic Identity Formation,Problem,Long-Term Academic Identity Formation,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2088,Performance Tracking Habits,Problem,Performance Tracking Habits,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2098,Learning Accountability,Problem,Learning Accountability,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2103,School Projects with Academics,Problem,School Projects With Academics,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2112,Subject Integration Across Curriculum,Problem,Subject Integration Across Curriculum,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2125,Mixed Learning Speeds in Classroom,Problem,Mixed Learning Speeds in Classroom,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2137,Encouraging Analytical Thinking,Capability,Encouraging Analytical Thinking,0.85,"name head ""thinking"" → Capability"
CONCERN_EXA_2139,Student Comparison Culture,Behavior,Student Comparison Culture,0.8,"behavior cue ""comparison"""
CONCERN_EXA_2141,Helping Students Recover After Poor Results,Problem,Helping Students Recover After Poor Results,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_2146,Supporting Students with Weak Goal Clarity,Capability,Supporting Students With Weak Goal Clarity,0.85,"name head ""clarity"" → Capability"
CONCERN_EXA_2153,Managing Students with Weak Classroom Engagement,Capability,Managing Students With Weak Classroom Engagement,0.7,"leading action verb ""managing"" → capability"
CONCERN_EXA_2157,Supporting Students with Weak Conceptual Integration,Problem,Supporting Students With Weak Conceptual Integration,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_2159,Supporting Students with Weak Attention Recovery,Problem,Supporting Students With Weak Attention Recovery,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_2164,Balancing Personalized Attention in Large Classrooms,Capability,Balancing Personalized Attention in Large Classrooms,0.7,"leading action verb ""balancing"" → capability"
CONCERN_EXA_2168,Student Burnout During Competitive Preparation,Outcome,Student Burnout During Competitive Preparation,0.85,"outcome cue ""burnout"""
CONCERN_EXA_2169,Supporting Students with Weak Verbal Participation,Problem,Supporting Students With Weak Verbal Participation,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_2171,Supporting Students with Weak Goal Persistence,Capability,Supporting Students With Weak Goal Persistence,0.85,"name head ""persistence"" → Capability"
CONCERN_EXA_2173,Supporting Students with Weak Practical Application Skills,Capability,Supporting Students With Weak Practical Application Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_218,Clarity Between Short-Term and Long-Term Goals,Capability,Clarity Between Short-Term And Long-Term Goals,0.75,"capability cue ""clarity"""
CONCERN_EXA_2182,Supporting Students with Weak Reading Fluency,Capability,Supporting Students With Weak Reading Fluency,0.85,"name head ""fluency"" → Capability"
CONCERN_EXA_2184,Managing Students with Poor Subject Retention Over Time,Capability,Managing Students With Poor Subject Retention Over Time,0.7,"leading action verb ""managing"" → capability"
CONCERN_EXA_2187,Building Student Confidence in Oral Examinations,Capability,Building Student Confidence in Oral Examinations,0.75,"capability cue ""confidence"""
CONCERN_EXA_2195,Helping Students Handle Time-Bound Assessments,Problem,Helping Students Handle Time-Bound Assessments,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2196,Supporting Students with Weak Interpretation Skills,Capability,Supporting Students With Weak Interpretation Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_2209,Improving Student Accuracy in Calculations,Capability,Improving Student Accuracy in Calculations,0.7,"leading action verb ""improving"" → capability"
CONCERN_EXA_221,Understanding the Difference Between Courses and Careers,Capability,Understanding The Difference Between Courses And Careers,0.75,"capability cue ""understanding"""
CONCERN_EXA_2221,Students with Poor Study Environment at Home,Problem,Students With Poor Study Environment at Home,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_2226,Supporting Students with Weak Reflection and Self-Correction Skills,Capability,Supporting Students With Weak Reflection And Self-Correction Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_2228,Handling Students with Weak Conceptual Depth,Capability,Handling Students With Weak Conceptual Depth,0.7,"leading action verb ""handling"" → capability"
CONCERN_EXA_2235,Supporting Students with Low Academic Curiosity,Trait,Supporting Students With Low Academic Curiosity,0.85,"name head ""curiosity"" → Trait"
CONCERN_EXA_2238,Supporting Students with Weak Long-Answer Structuring Skills,Capability,Supporting Students With Weak Long-Answer Structuring Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_2241,Supporting Students with Weak Peer Collaboration,Capability,Supporting Students With Weak Peer Collaboration,0.85,"name head ""collaboration"" → Capability"
CONCERN_EXA_2248,Managing Students with Weak Academic Resilience,Trait,Managing Students With Weak Academic Resilience,0.85,"name head ""resilience"" → Trait"
CONCERN_EXA_2249,Helping Students Develop Structured Thinking,Capability,Helping Students Develop Structured Thinking,0.85,"name head ""thinking"" → Capability"
CONCERN_EXA_2251,Students with Weak Study Execution Skills,Capability,Students With Weak Study Execution Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_2256,Supporting Students with Weak Learning Adaptability Across Subjects,Trait,Supporting Students With Weak Learning Adaptability Across Subjects,0.8,"trait cue ""adaptability"""
CONCERN_EXA_2258,Handling Students with Weak Academic Ownership During Projects,Capability,Handling Students With Weak Academic Ownership During Projects,0.75,"capability cue ""ownership"""
CONCERN_EXA_2269,Students with Weak Classroom Listening Skills,Capability,Students With Weak Classroom Listening Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_2278,Managing Students with Weak Conceptual Recall During Viva,Capability,Managing Students With Weak Conceptual Recall During Viva,0.7,"leading action verb ""managing"" → capability"
CONCERN_EXA_2279,Helping Students Maintain Learning Discipline in Hybrid Learning Models,Capability,Helping Students Maintain Learning Discipline in Hybrid Learning Models,0.75,"capability cue ""discipline"""
CONCERN_EXA_2283,Supporting Students with Weak Applied Reasoning Skills,Capability,Supporting Students With Weak Applied Reasoning Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_2286,Supporting Students with Weak Interpretation of Case-Based Questions,Problem,Supporting Students With Weak Interpretation of Case-Based Questions,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_2287,Students with Weak Study Planning Skills,Capability,Students With Weak Study Planning Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_2297,Helping Students Build Long-Term Learning Identity,Problem,Helping Students Build Long-Term Learning Identity,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2307,Child Lacking Sense of Academic Identity,Problem,Child Lacking Sense of Academic Identity,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_232,Exposure to Diverse Career Role Models,Problem,Exposure to Diverse Career Role Models,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2322,Healthy Academic Routine Stability,Capability,Healthy Academic Routine Stability,0.85,"name head ""stability"" → Capability"
CONCERN_EXA_2333,Child Avoiding Social Participation Due to Low Confidence,Capability,Child Avoiding Social Participation Due to Low Confidence,0.85,"name head ""confidence"" → Capability"
CONCERN_EXA_2356,Emotional Breakdown Affecting Academic Performance,Outcome,Emotional Breakdown Affecting Academic Performance,0.85,"outcome cue ""breakdown"""
CONCERN_EXA_2357,Emotional Regulation During Classroom Pressure,Problem,Emotional Regulation During Classroom Pressure,0.85,"name head ""pressure"" → Problem"
CONCERN_EXA_2358,Stress Spillover Affecting Daily Classroom Stability,Outcome,Stress Spillover Affecting Daily Classroom Stability,0.85,"outcome cue ""spillover"""
CONCERN_EXA_2359,Slow Emotional Recovery After Poor Scores,Problem,Slow Emotional Recovery After Poor Scores,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_2360,Students Unable to Cope with Continuous Assessments,Problem,Students Unable to Cope With Continuous Assessments,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_2361,Emotional Insight in Students Under Stress,Problem,Emotional Insight in Students Under Stress,0.85,"name head ""stress"" → Problem"
CONCERN_EXA_2362,Students Losing Confidence After Comparison,Behavior,Students Losing Confidence After Comparison,0.85,"name head ""comparison"" → Behavior"
CONCERN_EXA_24,Presentation Skills During Seminars,Capability,Presentation Skills During Seminars,0.75,"capability cue ""skills"""
CONCERN_EXA_241,Understanding the Difference Between Passion and Hobby,Capability,Understanding The Difference Between Passion And Hobby,0.75,"capability cue ""understanding"""
CONCERN_EXA_2463,Supporting Students with Weak Academic Initiative,Problem,Supporting Students With Weak Academic Initiative,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_2465,Helping Students Build Sustainable Academic Habits,Problem,Helping Students Build Sustainable Academic Habits,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2476,Fast-Paced Teaching,Problem,Fast-Paced Teaching,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_2487,Academic Stress Productively,Problem,Academic Stress Productively,0.78,"problem cue ""stress"""
CONCERN_EXA_2488,Academic Recovery After Poor Scores,Problem,Academic Recovery After Poor Scores,0.55,"negative polarity, no explicit cue"
CONCERN_EXA_254,Exposure to Real Workplace Environments,Problem,Exposure to Real Workplace Environments,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_325,Identifying High-Leverage Learning Resources,Capability,Identifying High-Leverage Learning Resources,0.7,"leading action verb ""identifying"" → capability"
CONCERN_EXA_34,Practical Communication in Workplace Simulations,Capability,Practical Communication in Workplace Simulations,0.75,"capability cue ""communication"""
CONCERN_EXA_37,Building Independent Decision-Making Skills,Capability,Building Independent Decision-Making Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_371,Internship Workloads,Problem,Internship Workloads,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_489,Rebuilding Professional Identity After Career Setbacks,Problem,Rebuilding Professional Identity After Career Setbacks,0.45,no semantic cue; defaulted to Problem
CONCERN_EXA_53,Building Long-Term Professional Consistency,Capability,Building Long-Term Professional Consistency,0.7,"leading action verb ""building"" → capability"
CONCERN_EXA_63,Building Practical Team Collaboration in Projects,Capability,Building Practical Team Collaboration in Projects,0.75,"capability cue ""collaboration"""
CONCERN_EXA_66,Professional Writing Skills,Capability,Professional Writing Skills,0.85,"name head ""skills"" → Capability"
CONCERN_EXA_75,Building Professional Confidence Without Validation,Capability,Building Professional Confidence Without Validation,0.75,"capability cue ""confidence"""
CONCERN_EXA_86,Strategic Planning for Career Milestones,Capability,Strategic Planning For Career Milestones,0.75,"capability cue ""planning"""
CONCERN_EXA_90,Cross-Cultural Communication,Capability,Cross-Cultural Communication,0.85,"name head ""communication"" → Capability"
CONCERN_EXA_94,Structured Thinking During Case Interviews,Capability,Structured Thinking During Case Interviews,0.75,"capability cue ""thinking"""
CONCERN_EXE_1482,teams during projects,Problem,Teams During Projects,0.45,no semantic cue; defaulted to Problem
CONCERN_EXP_1513,decision-making confidence,Capability,Decision-making Confidence,0.85,"name head ""confidence"" → Capability"
CONCERN_EXP_1604,understanding personal problem-solving style,Capability,Understanding Personal Problem-solving Style,0.75,"capability cue ""understanding"""
CONCERN_FAC_1183,Aligning Institutional Vision with Classroom Execution,Problem,Aligning Institutional Vision With Classroom Execution,0.45,no semantic cue; defaulted to Problem
CONCERN_FAC_1199,Detecting Student Identity and Self-Worth Issues Institutionally,Capability,Detecting Student Identity And Self-Worth Issues Institutionally,0.7,"leading action verb ""detecting"" → capability"
CONCERN_FAC_1210,Visibility into Student Attention Fatigue Institutionally,Outcome,Visibility Into Student Attention Fatigue Institutionally,0.85,"outcome cue ""fatigue"""
CONCERN_FAC_1218,Visibility into Student Stress Distribution Across Grades,Problem,Visibility Into Student Stress Distribution Across Grades,0.78,"problem cue ""stress"""
CONCERN_FAC_1233,Institutional Confidence Erosion Trends,Capability,Institutional Confidence Erosion Trends,0.75,"capability cue ""confidence"""
CONCERN_FAC_1250,Visibility into Student Adaptability During Curriculum Changes,Trait,Visibility Into Student Adaptability During Curriculum Changes,0.8,"trait cue ""adaptability"""
CONCERN_FAC_1268,Detect Learning Gaps Early in Academic Cycles,Problem,Detect Learning Gaps Early in Academic Cycles,0.78,"problem cue ""gaps"""
CONCERN_FAC_1284,Measure Learning Depth Across Subjects,Capability,Measure Learning Depth Across Subjects,0.7,"leading action verb ""measure"" → capability"
CONCERN_FAC_1286,Visibility into Student Learning Pace Differences,Capability,Visibility Into Student Learning Pace Differences,0.75,"capability cue ""visibility"""
CONCERN_FEE_1450,collaboration in group activities,Capability,Collaboration in Group Activities,0.75,"capability cue ""collaboration"""
CONCERN_FIN_449,Emotional Balance During Career Uncertainty,Problem,Emotional Balance During Career Uncertainty,0.45,no semantic cue; defaulted to Problem
CONCERN_FIN_511,Rebuilding Career Momentum After Burnout,Outcome,Rebuilding Career Momentum After Burnout,0.85,"outcome cue ""burnout"""
CONCERN_FOU_1675,Independent Learning Ability,Problem,Independent Learning Ability,0.45,no semantic cue; defaulted to Problem
CONCERN_FOU_1711,Diagrammatic Representation Skills,Capability,Diagrammatic Representation Skills,0.85,"name head ""skills"" → Capability"
CONCERN_FOU_1766,Reduced Attention Span,Problem,Reduced Attention Span,0.45,no semantic cue; defaulted to Problem
CONCERN_FOU_1797,Independent Thinking,Capability,Independent Thinking,0.85,"name head ""thinking"" → Capability"
CONCERN_FOU_1933,Problem-Solving Ability,Problem,Problem-Solving Ability,0.45,no semantic cue; defaulted to Problem
CONCERN_FOU_2072,Academic Confidence After Comparison,Behavior,Academic Confidence After Comparison,0.85,"name head ""comparison"" → Behavior"
CONCERN_FOU_2083,Academic Curiosity Beyond Textbooks,Trait,Academic Curiosity Beyond Textbooks,0.8,"trait cue ""curiosity"""
CONCERN_FOU_2102,Accuracy in Objective-Type Exams,Problem,Accuracy in Objective-Type Exams,0.45,no semantic cue; defaulted to Problem
CONCERN_FOU_2115,Identifying Student Learning Gaps,Problem,Identifying Student Learning Gaps,0.85,"name head ""gaps"" → Problem"
CONCERN_FOU_2117,Supporting Students with Low Confidence,Capability,Supporting Students With Low Confidence,0.85,"name head ""confidence"" → Capability"
CONCERN_FOU_2136,Managing Students with Emotional Instability,Problem,Managing Students With Emotional Instability,0.85,"name head ""instability"" → Problem"
CONCERN_FOU_2167,Supporting Students with Weak Academic Recovery Skills,Capability,Supporting Students With Weak Academic Recovery Skills,0.85,"name head ""skills"" → Capability"
CONCERN_FOU_2179,Encouraging Students to Think Independently,Problem,Encouraging Students to Think Independently,0.45,no semantic cue; defaulted to Problem
CONCERN_FOU_2229,Supporting Students During Subject Stream Transition,Problem,Supporting Students During Subject Stream Transition,0.45,no semantic cue; defaulted to Problem
CONCERN_FOU_2260,Managing Students with Weak Verbal Confidence in Presentations,Capability,Managing Students With Weak Verbal Confidence in Presentations,0.75,"capability cue ""confidence"""
CONCERN_FUT_1380,Students blindly following peer career trends,Problem,Students Blindly Following Peer Career Trends,0.45,no semantic cue; defaulted to Problem
CONCERN_FUT_1402,Students lacking portfolio and profile development,Problem,Students Lacking Portfolio And Profile Development,0.55,"negative polarity, no explicit cue"
CONCERN_FUT_1424,criticism and feedback,Problem,Criticism And Feedback,0.45,no semantic cue; defaulted to Problem
CONCERN_FUT_1556,No structured roadmap for continuous self-growth,Problem,No Structured Roadmap For Continuous Self-growth,0.45,no semantic cue; defaulted to Problem
CONCERN_FUT_1573,Overdependence on parental approval for decisions,Problem,Overdependence on Parental Approval For Decisions,0.45,no semantic cue; defaulted to Problem
CONCERN_FUT_1612,adaptability to different teaching styles,Trait,Adaptability to Different Teaching Styles,0.8,"trait cue ""adaptability"""
CONCERN_GEN_FALLBACK,General Behavioral Reflection,Problem,General Behavioral Reflection,0.45,no semantic cue; defaulted to Problem
CONCERN_GOA_1553,Overthinking personal decisions constantly,Behavior,Overthinking Personal Decisions Constantly,0.8,"behavior cue ""overthinking"""
CONCERN_GOA_1628,sustain self-improvement routines,Problem,Sustain Self-improvement Routines,0.45,no semantic cue; defaulted to Problem
CONCERN_GRO_1410,Excessive dependence on parents for decisions,Trait,Excessive Dependence on Parents For Decisions,0.8,"trait cue ""dependence"""
CONCERN_GRO_1425,persistence in difficult situations,Capability,Persistence in Difficult Situations,0.75,"capability cue ""persistence"""
CONCERN_GRO_1437,classroom attention span,Problem,Classroom Attention Span,0.45,no semantic cue; defaulted to Problem
CONCERN_GRO_1453,balancing academics and personal routines,Capability,Balancing Academics And Personal Routines,0.7,"leading action verb ""balancing"" → capability"
CONCERN_GRO_1509,understanding personal values,Capability,Understanding Personal Values,0.75,"capability cue ""understanding"""
CONCERN_GRO_1529,Confusion about long-term personal trajectory,Problem,Confusion About Long-term Personal Trajectory,0.78,"problem cue ""confusion"""
CONCERN_GRO_1539,Overestimating abilities without evidence,Problem,Overestimating Abilities Without Evidence,0.45,no semantic cue; defaulted to Problem
CONCERN_GRO_1606,track personal improvement trends,Problem,Track Personal Improvement Trends,0.45,no semantic cue; defaulted to Problem
CONCERN_GRO_1619,Overestimating personal performance,Problem,Overestimating Personal Performance,0.45,no semantic cue; defaulted to Problem
CONCERN_GRO_1637,Unrealistic self-criticism after setbacks,Problem,Unrealistic Self-criticism After Setbacks,0.45,no semantic cue; defaulted to Problem
CONCERN_GRO_1644,Overfocus on weaknesses ignoring strengths,Problem,Overfocus on Weaknesses Ignoring Strengths,0.78,"problem cue ""weaknesses"""
CONCERN_HAB_1629,Comparing personal progress unfairly with peers,Problem,Comparing Personal Progress Unfairly With Peers,0.45,no semantic cue; defaulted to Problem
CONCERN_HEL_2304,Child Avoiding Teacher Guidance Due to Fear,Problem,Child Avoiding Teacher Guidance Due to Fear,0.85,"name head ""fear"" → Problem"
CONCERN_HEL_2305,Response to Corrective Feedback,Problem,Response to Corrective Feedback,0.45,no semantic cue; defaulted to Problem
CONCERN_HEL_2306,Delayed Help-Seeking During Emotional Stress,Problem,Delayed Help-Seeking During Emotional Stress,0.85,"name head ""stress"" → Problem"
CONCERN_HIG_1388,career planning timeline management,Capability,Career Planning Timeline Management,0.85,"name head ""management"" → Capability"
CONCERN_HOL_1001,Emotional Uncertainty During Career Reinvention,Problem,Emotional Uncertainty During Career Reinvention,0.45,no semantic cue; defaulted to Problem
CONCERN_HOL_1021,Emotional Instability During Long Transition Phases,Problem,Emotional Instability During Long Transition Phases,0.78,"problem cue ""instability"""
CONCERN_HOL_1061,Sustaining Consistent Focus During High Cognitive Load,Capability,Sustaining Consistent Focus During High Cognitive Load,0.55,"positive polarity, no explicit cue"
CONCERN_HOL_1081,Emotional Pressure During Organizational Restructuring,Problem,Emotional Pressure During Organizational Restructuring,0.78,"problem cue ""pressure"""
CONCERN_HOL_1101,Emotional Exhaustion from Continuous Performance Pressure,Outcome,Emotional Exhaustion From Continuous Performance Pressure,0.85,"outcome cue ""exhaustion"""
CONCERN_HOL_1121,Emotional Instability During Continuous Workload Expansion,Problem,Emotional Instability During Continuous Workload Expansion,0.78,"problem cue ""instability"""
CONCERN_HOL_1161,Identifying School-Wide Learning Gaps Early,Problem,Identifying School-Wide Learning Gaps Early,0.78,"problem cue ""gaps"""
CONCERN_HOL_1177,Identifying Students at Risk of Academic Decline,Risk,Identifying Students at Risk of Academic Decline,0.9,"risk cue ""risk"""
