bridge_tag,concern_count,classification,rank,candidate_family,domain,family_signal_count,similarity,shared_tokens,example_signals,relationship_path
ACADEMIC_COGNITIVE,140,GREEN,1,"learning_processing_signals","Cognitive Intelligence",40,0.2932,"comprehension concept retention process cognitive conceptual","Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure","ACADEMIC_COGNITIVE -> Cognitive Intelligence -> learning_processing_signals"
CAREER_MAPPING,1,GREEN,2,"career_decision_signals","Career Intelligence",40,0.1998,"career confusion","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","CAREER_MAPPING -> Career Intelligence -> career_decision_signals"
CAREER_MAPPING,1,GREEN,3,"direction_signals","Career Intelligence",40,0.1717,"career confusion","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","CAREER_MAPPING -> Career Intelligence -> direction_signals"
VOCATIONAL_GUIDANCE,1,GREEN,1,"direction_signals","Career Intelligence",40,0.3259,"career lack awarenes","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","VOCATIONAL_GUIDANCE -> Career Intelligence -> direction_signals"
VOCATIONAL_GUIDANCE,1,GREEN,2,"guidance_dependency_signals","Career Intelligence",40,0.3144,"career guidance","Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance","VOCATIONAL_GUIDANCE -> Career Intelligence -> guidance_dependency_signals"
VOCATIONAL_GUIDANCE,1,GREEN,3,"career_clarity_signals","Career Intelligence",20,0.2467,"career awarenes","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","VOCATIONAL_GUIDANCE -> Career Intelligence -> career_clarity_signals"
PERSONALITY_CAREER,1,YELLOW,1,"career_execution_signals","Career Intelligence",40,0.2053,"career","Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior","PERSONALITY_CAREER -> Career Intelligence -> career_execution_signals"
PERSONALITY_CAREER,1,YELLOW,2,"career_clarity_signals","Career Intelligence",20,0.2007,"career","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","PERSONALITY_CAREER -> Career Intelligence -> career_clarity_signals"
PERSONALITY_CAREER,1,YELLOW,3,"career_decision_signals","Career Intelligence",40,0.196,"career","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","PERSONALITY_CAREER -> Career Intelligence -> career_decision_signals"
FUTURE_WORKFORCE,1,GREEN,1,"guidance_dependency_signals","Career Intelligence",40,0.2406,"career proof uncertainty","Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance","FUTURE_WORKFORCE -> Career Intelligence -> guidance_dependency_signals"
FUTURE_WORKFORCE,1,GREEN,2,"future_planning_signals","Career Intelligence",40,0.2322,"career future uncertainty","Long Term Learning Commitment | Delayed Gratification Orientation | Future Execution Discipline | Self Investment Orientation | Future Execution Alignment","FUTURE_WORKFORCE -> Career Intelligence -> future_planning_signals"
FUTURE_WORKFORCE,1,GREEN,3,"career_clarity_signals","Career Intelligence",20,0.2254,"career future uncertainty","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","FUTURE_WORKFORCE -> Career Intelligence -> career_clarity_signals"
ENTREPRENEURSHIP_GUIDANCE,1,YELLOW,1,"team_guidance_signals","Leadership Intelligence",40,0.1387,"guidance","Ecosystem Level Team Orchestration | Transformational Team Inspiration | Strategic Team Capacity Building | Role Clarity Guidance | Clear Direction Setting","ENTREPRENEURSHIP_GUIDANCE -> Leadership Intelligence -> team_guidance_signals"
ENTREPRENEURSHIP_GUIDANCE,1,YELLOW,2,"comprehension_signals","Learning Intelligence",40,0.1385,"understand","Advanced Theoretical Comprehension | Conceptual Abstraction Comprehension | Abstract Concept Comprehension | Conceptual Precision Understanding | Integrated Framework Comprehension","ENTREPRENEURSHIP_GUIDANCE -> Learning Intelligence -> comprehension_signals"
ENTREPRENEURSHIP_GUIDANCE,1,YELLOW,3,"guidance_dependency_signals","Career Intelligence",40,0.1119,"guidance","Career Identity Confusion Under Influence | Indecisive Career Navigation | Fear Of Independent Career Choice | Fear Of Wrong Career Choice | Independent Decision Avoidance","ENTREPRENEURSHIP_GUIDANCE -> Career Intelligence -> guidance_dependency_signals"
CAREER_FLEXIBILITY,1,GREEN,1,"career_clarity_signals","Career Intelligence",20,0.2776,"career market","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","CAREER_FLEXIBILITY -> Career Intelligence -> career_clarity_signals"
CAREER_FLEXIBILITY,1,GREEN,2,"career_decision_signals","Career Intelligence",40,0.2715,"career market adaptability","Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience","CAREER_FLEXIBILITY -> Career Intelligence -> career_decision_signals"
CAREER_FLEXIBILITY,1,GREEN,3,"future_planning_signals","Career Intelligence",40,0.2621,"career market shift adaptability","Long Term Learning Commitment | Delayed Gratification Orientation | Future Execution Discipline | Self Investment Orientation | Future Execution Alignment","CAREER_FLEXIBILITY -> Career Intelligence -> future_planning_signals"
TRANSITION_READINESS,1,YELLOW,1,"career_execution_signals","Career Intelligence",40,0.1902,"career action readines","Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior","TRANSITION_READINESS -> Career Intelligence -> career_execution_signals"
TRANSITION_READINESS,1,YELLOW,2,"practical_transition_signals","Career Intelligence",40,0.1788,"career transition without readines","Workplace Execution Maturity | Practical Problem Solving Shift | Real World Execution Orientation | Professional Learning Application | Ambiguity Handling Readiness","TRANSITION_READINESS -> Career Intelligence -> practical_transition_signals"
TRANSITION_READINESS,1,YELLOW,3,"career_clarity_signals","Career Intelligence",20,0.168,"career without","Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty","TRANSITION_READINESS -> Career Intelligence -> career_clarity_signals"
STUDENT_DEVELOPMENT,1,GREEN,1,"routine_stability_signals","Behavioral Intelligence",40,0.2273,"daily routin self","Long Term Habit Persistence | Routine Identity Alignment | Consistency Under Pressure | Routine Based Goal Alignment | Sustainable Productivity Cycles","STUDENT_DEVELOPMENT -> Behavioral Intelligence -> routine_stability_signals"
STUDENT_DEVELOPMENT,1,GREEN,2,"lifestyle_stability_signals","Wellbeing Intelligence",40,0.1356,"daily discipline self","Holistic Lifestyle Synchronization | Sustainable Daily Rhythm | Sustainable High Performance Lifestyle | Recovery Routine Consistency | Work Rest Boundary Stability","STUDENT_DEVELOPMENT -> Wellbeing Intelligence -> lifestyle_stability_signals"
STUDENT_DEVELOPMENT,1,GREEN,3,"direction_signals","Career Intelligence",40,0.1276,"lack development self","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","STUDENT_DEVELOPMENT -> Career Intelligence -> direction_signals"
GROWTH_MINDSET,1,YELLOW,1,"feedback_delivery_signals","Collaboration Intelligence",40,0.2074,"feedback criticism growth","Interdisciplinary Feedback Translation | Future Mission Feedback Alignment | Multidimensional Feedback Stability | Transformational Collective Feedback | Disruptive Future Feedback Systems","GROWTH_MINDSET -> Collaboration Intelligence -> feedback_delivery_signals"
GROWTH_MINDSET,1,YELLOW,2,"feedback_acceptance_signals","Collaboration Intelligence",40,0.1832,"feedback criticism growth","Multidimensional Feedback Receptivity | Multidimensional Feedback Adaptability | Interdisciplinary Feedback Learning | Future Growth Feedback Openness | Transformational Collective Learning Acceptance","GROWTH_MINDSET -> Collaboration Intelligence -> feedback_acceptance_signals"
GROWTH_MINDSET,1,YELLOW,3,"rejection_response_signals","Performance Intelligence",40,0.1746,"criticism mindset feedback growth","Failure Persistence Strength | Resilience Driven Goal Commitment | Rejection Driven Growth Mindset | Long Term Failure Endurance | Optimism Preservation After Failure","GROWTH_MINDSET -> Performance Intelligence -> rejection_response_signals"
PERFORMANCE_COACHING,1,YELLOW,1,"academic_confidence_signals","Learning Intelligence",40,0.2136,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","PERFORMANCE_COACHING -> Learning Intelligence -> academic_confidence_signals"
PERFORMANCE_COACHING,1,YELLOW,2,"disengagement_signals","Motivational Intelligence",40,0.1784,"toward academic","Apathy Toward Outcomes | Burnout Driven Detachment | Identity Disconnection | Hopeless Effort Perception | Disengagement From Identity Goals","PERFORMANCE_COACHING -> Motivational Intelligence -> disengagement_signals"
PERFORMANCE_COACHING,1,YELLOW,3,"learning_resilience_signals","Learning Intelligence",40,0.1638,"academic commitment","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","PERFORMANCE_COACHING -> Learning Intelligence -> learning_resilience_signals"
GROWTH_MENTORING,1,YELLOW,1,"employability_motivation_signals","Employability Intelligence",40,0.2056,"motivation growth goal long term","Transformational Career Ambition | Strategic Career Preparation | Long Term Employability Commitment | Strategic Upskilling Motivation | Skill Development Drive","GROWTH_MENTORING -> Employability Intelligence -> employability_motivation_signals"
GROWTH_MENTORING,1,YELLOW,2,"goal_commitment_signals","Motivational Intelligence",40,0.2038,"goal long term growth","Mission Resilience Under Pressure | Transformational Commitment Drive | Obstacle Endurance Capacity | Purpose Driven Persistence | Sacrifice For Goal Commitment","GROWTH_MENTORING -> Motivational Intelligence -> goal_commitment_signals"
GROWTH_MENTORING,1,YELLOW,3,"recovery_growth_signals","Resilience Intelligence",40,0.1916,"growth motivation long goal term","Transformational Recovery Growth | Resilience Wisdom Accumulation | Long Term Resilience Evolution | Adversity Inspired Maturity | Persistence After Failure","GROWTH_MENTORING -> Resilience Intelligence -> recovery_growth_signals"
PERSONAL_GROWTH,1,GREEN,1,"overthinking_decision_signals","Decision Intelligence",40,0.2397,"excessive dependence decision","Chronic Analysis Paralysis | Chronic Indecisiveness Pattern | Paralysis From Perfectionism | Perfectionistic Decision Delay | Mental Deadlock Decisioning","PERSONAL_GROWTH -> Decision Intelligence -> overthinking_decision_signals"
PERSONAL_GROWTH,1,GREEN,2,"approval_seeking_signals","Social Intelligence",40,0.1965,"dependence excessive decision","Fear Of Social Disapproval | Approval Reactive Emotionality | Emotional Dependence On Acceptance | Approval Sensitive Identity Shift | Rejection Sensitivity Dependence","PERSONAL_GROWTH -> Social Intelligence -> approval_seeking_signals"
PERSONAL_GROWTH,1,GREEN,3,"work_life_balance_signals","Wellbeing Intelligence",40,0.1863,"excessive dependence personal decision","Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior","PERSONAL_GROWTH -> Wellbeing Intelligence -> work_life_balance_signals"
SOCIAL_DEVELOPMENT,1,GREEN,1,"influence_signals","Leadership Intelligence",40,0.2239,"influence peer social","Civilization Scale Transformational Influence | Transformational Cultural Influence | Transformational Influence Leadership | Ecosystem Scale Social Influence | Ethical Persuasion Behavior","SOCIAL_DEVELOPMENT -> Leadership Intelligence -> influence_signals"
SOCIAL_DEVELOPMENT,1,GREEN,2,"influence_sensitivity_signals","Social Intelligence",40,0.2236,"influence peer social","Peer Risk Behavior Alignment | Social Identity Fragmentation | Peer Comparison Instability | Fear Based Conformity | Emotional Validation Dependency","SOCIAL_DEVELOPMENT -> Social Intelligence -> influence_sensitivity_signals"
SOCIAL_DEVELOPMENT,1,GREEN,3,"peer_comparison_signals","Social Intelligence",40,0.1388,"peer social management","Comparison Induced Burnout | Comparison Induced Emotional Shutdown | Comparison Based Identity Instability | Comparison Amplified Self Criticism | Comparison Driven Perfectionism","SOCIAL_DEVELOPMENT -> Social Intelligence -> peer_comparison_signals"
SELF_DEVELOPMENT,1,YELLOW,1,"personal_values_signals","Identity Intelligence",40,0.2007,"personal self","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","SELF_DEVELOPMENT -> Identity Intelligence -> personal_values_signals"
SELF_DEVELOPMENT,1,YELLOW,2,"direction_signals","Career Intelligence",40,0.1872,"lack development self","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","SELF_DEVELOPMENT -> Career Intelligence -> direction_signals"
SELF_DEVELOPMENT,1,YELLOW,3,"individuality_signals","Identity Intelligence",40,0.1845,"personal development confidence self","Autonomous Life Direction | Self Authorship Tendency | Self Defined Success Metrics | Individuality Visibility Resilience | Personal Principle Stability","SELF_DEVELOPMENT -> Identity Intelligence -> individuality_signals"
PRODUCTIVITY_COACHING,1,YELLOW,1,"focus_under_pressure_signals","Performance Intelligence",40,0.1097,"distraction","Mission Critical Focus Control | Crisis Focus Stabilization | High Stakes Attention Control | Strategic Attention Preservation | Sustained Focus Under Stress","PRODUCTIVITY_COACHING -> Performance Intelligence -> focus_under_pressure_signals"
PRODUCTIVITY_COACHING,1,YELLOW,2,"routine_stability_signals","Behavioral Intelligence",40,0.1035,"distraction productivity","Long Term Habit Persistence | Routine Identity Alignment | Consistency Under Pressure | Routine Based Goal Alignment | Sustainable Productivity Cycles","PRODUCTIVITY_COACHING -> Behavioral Intelligence -> routine_stability_signals"
PRODUCTIVITY_COACHING,1,YELLOW,3,"execution_reliability_signals","Employability Intelligence",40,0.097,"manag","Elite Execution Integrity | Principled Execution Integrity | Ethical Delivery Consistency | Consistent Task Completion | Execution Under Pressure","PRODUCTIVITY_COACHING -> Employability Intelligence -> execution_reliability_signals"
SOCIAL_CAPABILITY,1,GREEN,1,"interaction_signals","Communication Intelligence",40,0.262,"interpersonal communication capability social","High Pressure Interaction Stability | Active Listening Presence | Interaction Adaptability | Social Cue Recognition | Emotional Responsiveness","SOCIAL_CAPABILITY -> Communication Intelligence -> interaction_signals"
SOCIAL_CAPABILITY,1,GREEN,2,"communication_comfort_signals","Social Intelligence",40,0.2422,"interpersonal communication social","Interpersonal Authenticity Comfort | Situational Social Adaptability | Communication Pressure Stability | Social Environment Navigation | Inclusive Conversation Behavior","SOCIAL_CAPABILITY -> Social Intelligence -> communication_comfort_signals"
SOCIAL_CAPABILITY,1,GREEN,3,"interpersonal_resilience_signals","Social Intelligence",40,0.2396,"interpersonal social","Humiliation Resilience | Interpersonal Adversity Endurance | Resilient Social Identity | Interpersonal Stress Tolerance | Emotional Stability After Rejection","SOCIAL_CAPABILITY -> Social Intelligence -> interpersonal_resilience_signals"
ADAPTABILITY_COACHING,1,YELLOW,1,"adaptability_behavior_signals","Behavioral Intelligence",40,0.1339,"adaptability expectation","Adaptive Execution Under Complexity | Ambiguity Response Stability | Adaptive Stress Response | Behavioral Resilience Under Change | Behavior Under Resource Constraints","ADAPTABILITY_COACHING -> Behavioral Intelligence -> adaptability_behavior_signals"
ADAPTABILITY_COACHING,1,YELLOW,2,"stress_tolerance_signals","Resilience Intelligence",40,0.103,"adaptability expectation","High Load Execution Consistency | Prolonged Crisis Navigation | Sustained Resilience Momentum | Strategic Resilience Under Pressure | Cognitive Stress Endurance","ADAPTABILITY_COACHING -> Resilience Intelligence -> stress_tolerance_signals"
ADAPTABILITY_COACHING,1,YELLOW,3,"adaptability_recovery_signals","Resilience Intelligence",40,0.0936,"adaptability","Resilience During Instability | Long Term Adaptation Endurance | Future Uncertainty Adaptation | Resilience Against Uncertainty Stress | Psychological Recovery Endurance","ADAPTABILITY_COACHING -> Resilience Intelligence -> adaptability_recovery_signals"
CAPABILITY_DEVELOPMENT,1,GREEN,1,"employability_gap_signals","Employability Intelligence",40,0.2288,"weak practical think solv problem","Chronic Employability Instability | Employability Hopelessness Pattern | Technical Skill Deficiency | Analytical Reasoning Gap | Practical Experience Gap","CAPABILITY_DEVELOPMENT -> Employability Intelligence -> employability_gap_signals"
CAPABILITY_DEVELOPMENT,1,GREEN,2,"practical_exposure_signals","Employability Intelligence",40,0.2037,"practical solv problem","Holistic Workplace Readiness | Practical Professional Readiness | Project Execution Exposure | Practical Problem Solving Exposure | Professional Accountability Exposure","CAPABILITY_DEVELOPMENT -> Employability Intelligence -> practical_exposure_signals"
CAPABILITY_DEVELOPMENT,1,GREEN,3,"practical_transition_signals","Career Intelligence",40,0.1984,"practical solv problem","Workplace Execution Maturity | Practical Problem Solving Shift | Real World Execution Orientation | Professional Learning Application | Ambiguity Handling Readiness","CAPABILITY_DEVELOPMENT -> Career Intelligence -> practical_transition_signals"
MATURITY_DEVELOPMENT,1,GREEN,1,"fear_signals","Emotional Intelligence",40,0.2989,"fear tak responsibility","Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear","MATURITY_DEVELOPMENT -> Emotional Intelligence -> fear_signals"
MATURITY_DEVELOPMENT,1,GREEN,2,"risk_taking_performance_signals","Performance Intelligence",40,0.1893,"tak","High Stakes Execution Readiness | Breakthrough Attempt Drive | Disruptive Innovation Attempt | Transformational Risk Orientation | Stretch Goal Commitment","MATURITY_DEVELOPMENT -> Performance Intelligence -> risk_taking_performance_signals"
MATURITY_DEVELOPMENT,1,GREEN,3,"responsibility_acceptance_signals","Leadership Intelligence",40,0.1208,"responsibility","Operational Responsibility Precision | Multidimensional Responsibility Synchronization | Ultimate Responsibility Acceptance Intelligence | Resilient Accountability Endurance | Responsibility Under Operational Stress","MATURITY_DEVELOPMENT -> Leadership Intelligence -> responsibility_acceptance_signals"
CHARACTER_DEVELOPMENT,1,GREEN,1,"ethical_judgment_signals","Ethical & Integrity Intelligence",40,0.3335,"judgment ethical integrity awarenes","Ultimate Ethical Reasoning Integrity | Ultimate Moral Reasoning Integrity | Resilient Moral Reasoning | Ethical Priority Resilience | Justice Resilience Reasoning","CHARACTER_DEVELOPMENT -> Ethical & Integrity Intelligence -> ethical_judgment_signals"
CHARACTER_DEVELOPMENT,1,GREEN,2,"ethical_decision_signals","Decision Intelligence",40,0.2428,"ethical judgment integrity awarenes","Integrity Based Prioritization | Principled Long Term Decisioning | Ultimate Integrity Decisioning | Pressure Resistant Ethics | Ethical Courage Decisioning","CHARACTER_DEVELOPMENT -> Decision Intelligence -> ethical_decision_signals"
CHARACTER_DEVELOPMENT,1,GREEN,3,"fairness_signals","Ethical & Integrity Intelligence",40,0.2396,"ethical integrity judgment awarenes","Principled Fairness Integrity | Ultimate Fairness Integrity | Fairness Despite Personal Gain | Justice Resilience Behavior | Non Discriminatory Behavior","CHARACTER_DEVELOPMENT -> Ethical & Integrity Intelligence -> fairness_signals"
EMOTIONAL_RESILIENCE,1,GREEN,1,"rejection_response_signals","Performance Intelligence",40,0.229,"rejection social emotional resilience","Failure Persistence Strength | Resilience Driven Goal Commitment | Rejection Driven Growth Mindset | Long Term Failure Endurance | Optimism Preservation After Failure","EMOTIONAL_RESILIENCE -> Performance Intelligence -> rejection_response_signals"
EMOTIONAL_RESILIENCE,1,GREEN,2,"interpersonal_resilience_signals","Social Intelligence",40,0.1988,"rejection social resilience emotional","Humiliation Resilience | Interpersonal Adversity Endurance | Resilient Social Identity | Interpersonal Stress Tolerance | Emotional Stability After Rejection","EMOTIONAL_RESILIENCE -> Social Intelligence -> interpersonal_resilience_signals"
EMOTIONAL_RESILIENCE,1,GREEN,3,"emotional_resilience_signals","Emotional Intelligence",40,0.1908,"rejection emotional social resilience","Stress Absorption Capacity | Adversity Tolerance | Emotional Stability Under Pressure | Emotional Recovery Sustainability | Setback Recovery Strength","EMOTIONAL_RESILIENCE -> Emotional Intelligence -> emotional_resilience_signals"
INTELLECTUAL_GROWTH,1,GREEN,1,"curiosity_driven_learning_signals","Learning Intelligence",40,0.3211,"curiosity intellectual learn driven self","Self Initiated Learning Behavior | Self Directed Skill Acquisition | Intrinsic Learning Reward Orientation | Curiosity Fueled Mastery Drive | Long Term Intellectual Engagement","INTELLECTUAL_GROWTH -> Learning Intelligence -> curiosity_driven_learning_signals"
INTELLECTUAL_GROWTH,1,GREEN,2,"learning_drive_signals","Motivational Intelligence",40,0.2811,"curiosity intellectual learn driven growth self","Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability","INTELLECTUAL_GROWTH -> Motivational Intelligence -> learning_drive_signals"
INTELLECTUAL_GROWTH,1,GREEN,3,"academic_confidence_signals","Learning Intelligence",40,0.2747,"intellectual learn curiosity growth self driven","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","INTELLECTUAL_GROWTH -> Learning Intelligence -> academic_confidence_signals"
DIGITAL_RESPONSIBILITY,1,GREEN,1,"digital_communication_signals","Communication Intelligence",40,0.3593,"online digital","Transformational Digital Communication | Online Information Verification | Digital Confidentiality Awareness | Digital Instruction Precision | Digital Collaboration Clarity","DIGITAL_RESPONSIBILITY -> Communication Intelligence -> digital_communication_signals"
DIGITAL_RESPONSIBILITY,1,GREEN,2,"social_responsibility_signals","Ethical & Integrity Intelligence",40,0.166,"online digital responsibility","Deeply Internalized Social Ethics | Integrity Centered Social Stewardship | Sustainable Collective Ethics | Principled Collective Responsibility | Manipulative Mass Influence","DIGITAL_RESPONSIBILITY -> Ethical & Integrity Intelligence -> social_responsibility_signals"
DIGITAL_RESPONSIBILITY,1,GREEN,3,"employability_gap_signals","Employability Intelligence",40,0.0873,"digital discipline","Chronic Employability Instability | Employability Hopelessness Pattern | Technical Skill Deficiency | Analytical Reasoning Gap | Practical Experience Gap","DIGITAL_RESPONSIBILITY -> Employability Intelligence -> employability_gap_signals"
LIFE_READINESS,1,YELLOW,1,"practical_transition_signals","Career Intelligence",40,0.161,"transition readines","Workplace Execution Maturity | Practical Problem Solving Shift | Real World Execution Orientation | Professional Learning Application | Ambiguity Handling Readiness","LIFE_READINESS -> Career Intelligence -> practical_transition_signals"
LIFE_READINESS,1,YELLOW,2,"resilience_transition_signals","Adaptive Intelligence",40,0.1607,"transition","Resilience to Performance Pressure | Resilience Under Disruption | Adaptive Execution Continuity | Resilience to Operational Change | Resilience to Performance Disruption","LIFE_READINESS -> Adaptive Intelligence -> resilience_transition_signals"
LIFE_READINESS,1,YELLOW,3,"transition_signals","Adaptive Intelligence",40,0.1543,"transition","Long Term Transition Stability | Transition Resilience Capacity | Transition Growth Orientation | Transition Learning Agility | Adaptive Uncertainty Execution","LIFE_READINESS -> Adaptive Intelligence -> transition_signals"
DECISION_COACHING,1,YELLOW,1,"decision_signals","Cognitive Intelligence",40,0.1835,"mak decision uncertainty","Chronic Decision Fatigue | Decision Paralysis | Chronic Decision Instability | Fear-Based Decision Avoidance | Indecision Pattern","DECISION_COACHING -> Cognitive Intelligence -> decision_signals"
DECISION_COACHING,1,YELLOW,2,"direction_signals","Career Intelligence",40,0.1459,"weak mak decision","Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure","DECISION_COACHING -> Career Intelligence -> direction_signals"
DECISION_COACHING,1,YELLOW,3,"future_adjustment_signals","Adaptive Intelligence",40,0.1208,"mak decision uncertainty","Adaptive Future Visualization | Adaptive Future Decision Modeling | Future Disruption Navigation | Long Term Adaptation Planning | Future Risk Preparedness","DECISION_COACHING -> Adaptive Intelligence -> future_adjustment_signals"
GROWTH_ACCOUNTABILITY,1,YELLOW,1,"ownership_signals","Leadership Intelligence",40,0.1983,"ownership accountability","Ecosystem Scale Responsibility Orchestration | Civilization Scale Accountability Influence | Transformational Ownership Influence | Mission Critical Execution Ownership | Scalable Accountability Architecture","GROWTH_ACCOUNTABILITY -> Leadership Intelligence -> ownership_signals"
GROWTH_ACCOUNTABILITY,1,YELLOW,2,"personal_values_signals","Identity Intelligence",40,0.1764,"personal accountability","Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration","GROWTH_ACCOUNTABILITY -> Identity Intelligence -> personal_values_signals"
GROWTH_ACCOUNTABILITY,1,YELLOW,3,"growth_leadership_signals","Leadership Intelligence",40,0.1698,"growth accountability","Multidimensional Growth Synchronization | Ultimate Growth Leadership Intelligence | Multidimensional Growth Execution | Ultimate Growth Synchronization Intelligence | Transformational Self Improvement","GROWTH_ACCOUNTABILITY -> Leadership Intelligence -> growth_leadership_signals"
LEARNING_BEHAVIOR,1,YELLOW,1,"learning_engagement_signals","Learning Intelligence",40,0.2072,"classroom attention learn behavior","Resilient Learning Attention | Immersive Learning Focus | Self Initiated Learning Behavior | Cognitive Presence During Learning | Deep Topic Exploration","LEARNING_BEHAVIOR -> Learning Intelligence -> learning_engagement_signals"
LEARNING_BEHAVIOR,1,YELLOW,2,"engagement_signals","Behavioral Intelligence",40,0.1965,"classroom attention learn behavior","Intrinsic Motivation Activation | Deep Focus Involvement | Resilience Based Engagement | Persistence In Engagement | Mission Driven Involvement","LEARNING_BEHAVIOR -> Behavioral Intelligence -> engagement_signals"
LEARNING_BEHAVIOR,1,YELLOW,3,"academic_confidence_signals","Learning Intelligence",40,0.155,"classroom learn","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","LEARNING_BEHAVIOR -> Learning Intelligence -> academic_confidence_signals"
ACADEMIC_BEHAVIOR,1,GREEN,1,"structured_learning_signals","Learning Intelligence",40,0.2733,"study academic discipline behavior","Structured Learning Resilience | Consistency Driven Learning | Long Term Learning Planning | Structured Goal Alignment | Structured Exam Preparation","ACADEMIC_BEHAVIOR -> Learning Intelligence -> structured_learning_signals"
ACADEMIC_BEHAVIOR,1,GREEN,2,"learning_resilience_signals","Learning Intelligence",40,0.2333,"study academic behavior","Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength","ACADEMIC_BEHAVIOR -> Learning Intelligence -> learning_resilience_signals"
ACADEMIC_BEHAVIOR,1,GREEN,3,"academic_confidence_signals","Learning Intelligence",40,0.1647,"academic","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","ACADEMIC_BEHAVIOR -> Learning Intelligence -> academic_confidence_signals"
PERFORMANCE_BEHAVIOR,1,YELLOW,1,"approval_seeking_signals","Social Intelligence",40,0.1497,"before excessive performance behavior","Fear Of Social Disapproval | Approval Reactive Emotionality | Emotional Dependence On Acceptance | Approval Sensitive Identity Shift | Rejection Sensitivity Dependence","PERFORMANCE_BEHAVIOR -> Social Intelligence -> approval_seeking_signals"
PERFORMANCE_BEHAVIOR,1,YELLOW,2,"perfectionism_signals","Performance Intelligence",40,0.1428,"excessive procrastination performance behavior","Perfection Driven Burnout | Self Worth Performance Linkage | Performance Identity Fusion | Perfectionistic Exhaustion Cycle | Execution Delay Due To Precision","PERFORMANCE_BEHAVIOR -> Performance Intelligence -> perfectionism_signals"
PERFORMANCE_BEHAVIOR,1,YELLOW,3,"academic_confidence_signals","Learning Intelligence",40,0.1297,"exam","Long Term Learning Confidence | Growth Mindset Learning Confidence | Problem Solving Confidence | Failure Recovery Learning Confidence | Analytical Learning Confidence","PERFORMANCE_BEHAVIOR -> Learning Intelligence -> academic_confidence_signals"
