id,feeling,question,new_a,new_b,new_c,new_d,new_e
7548,confident,How confident do you feel after speaking to someone already studying abroad?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7549,confident,How confident are you that you can adapt to a new country if you try?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7553,confident,"If you got a scholarship opportunity, how confident are you in applying?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7554,hopeful,How hopeful are you that you can successfully study abroad in the future?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7558,confident,How confident are you in managing both academic performance and internship expectations without sacrificing either?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7564,confident,How confident are you that you can successfully manage academics and internships together throughout the semester?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7574,confident,How confident are you that this workload balance will improve with experience over time?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7575,prepared,How prepared do you feel to handle failure in competitive exams after graduation?,Not prepared at all — I'd struggle to begin,Slightly prepared — I'd need much more,Moderately prepared — I could manage parts of it,Well prepared — I'd handle it with some effort,Fully prepared — I'm ready right now
7579,ready,"If you fail an important competitive exam attempt, how ready do you feel to continue preparing without losing motivation?",Not ready at all — I'd struggle to begin,Slightly ready — I'd need much more,Moderately ready — I could manage parts of it,Mostly ready — I'd handle it with some effort,Fully ready — I could begin right now
7594,confident,How confident are you that you can eventually succeed in competitive exams even after failures?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7599,hopeful,"Even if you fail multiple times, how hopeful are you that you can eventually achieve success?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7600,clear,How clear are your short-term career goals for the next 612 months?,Not clear at all — I have no idea,Slightly clear — mostly unsure,Moderately clear — somewhat formed,Mostly clear — fairly defined,Completely clear — I know exactly
7604,clear,How clear is your plan for the next major milestone (internship/job/placement)?,Not clear at all — I have no idea,Slightly clear — mostly unsure,Moderately clear — somewhat formed,Mostly clear — fairly defined,Completely clear — I know exactly
7612,confident,How confident are you in adjusting your plan when opportunities change?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7618,confident,How confident are you that your current actions align with your long-term goals?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7619,confident,How confident are you that your career will progress in a planned direction?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7623,likely,"If you set a goal today, how likely are you to follow it consistently?",Very unlikely — I almost certainly wouldn't,Unlikely — probably not,Possibly — it could go either way,Likely — I probably would,Very likely — I almost certainly would
7624,hopeful,How hopeful are you that your career will become more structured over time?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7629,confident,How confident are you that you will have a stable job within the next few years?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7637,confident,How confident are you in making decisions without knowing all future outcomes?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7644,confident,How confident are you that things will eventually become stable even if they are uncertain now?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7646,confident,"If outcomes are uncertain, how confident are you in continuing your efforts anyway?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7648,confident,"If you had no guaranteed outcome, how willing are you to still take action?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7649,hopeful,How hopeful are you that your future will become stable with time and effort?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7653,confident,How confident are you that you can stay consistent for months of preparation?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7669,confident,How confident are you that you can stay motivated until your goal is achieved?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7674,hopeful,How hopeful are you that you can maintain motivation throughout long preparation journeys?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7675,confident,"When new technologies or trends emerge in your field, how quickly do you feel you can adapt?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7678,confident,"If your current skillset becomes less relevant, how confident are you that you can reskill quickly?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7687,confident,"When your current skills become outdated, how confident do you feel in your ability to recover?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7694,confident,"Even if industry changes happen rapidly, how confident are you that you can stay relevant?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7699,hopeful,"Even if industries change rapidly, how hopeful are you about maintaining a successful career?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7700,stable,"How emotionally prepared do you feel when facing professional rejection (interviews, internships, or job applications)?",Not stable at all — I feel easily shaken,Slightly stable — I waver often,Moderately stable — it varies a lot,Mostly stable — I stay steady most times,Very stable — I stay calm and grounded
7704,prepared,"If you face multiple rejections in a short period, how prepared do you feel to stay motivated?",Not prepared at all — I'd struggle to begin,Slightly prepared — I'd need much more,Moderately prepared — I could manage parts of it,Well prepared — I'd handle it with some effort,Fully prepared — I'm ready right now
7719,confident,How confident are you that you can handle rejection repeatedly without losing motivation?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7724,hopeful,"Even if rejection feels painful now, how hopeful are you that you can become emotionally strong over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7744,confident,How confident are you that you can handle future career delays emotionally on your own?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7746,confident,"If no one guided you, how confident are you in handling career stress alone?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7748,likely,"If faced with another career delay, how likely are you to stay emotionally stable?",Very unlikely — I almost certainly wouldn't,Unlikely — probably not,Possibly — it could go either way,Likely — I probably would,Very likely — I almost certainly would
7749,hopeful,How hopeful are you that you will become emotionally independent in your career journey?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7754,confident,How confident are you that your current revision habits will help in final exams?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7768,confident,"After revising, how confident do you feel about retaining the content?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7769,confident,How confident are you that your revision strategy will improve over time?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7773,likely,"If you miss one revision day, how likely are you to continue next day consistently?",Very unlikely — I almost certainly wouldn't,Unlikely — probably not,Possibly — it could go either way,Likely — I probably would,Very likely — I almost certainly would
7774,confident,How confident are you that you can develop strong revision habits before exams?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7794,confident,How confident are you that your mock test performance improves with practice?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7796,confident,"If mock tests were more frequent, how confident would you feel handling them?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7798,confident,How confident are you in simulating real exam conditions while practicing?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7799,hopeful,How hopeful are you that mock test anxiety will reduce over time?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7804,confident,"When exams are approaching for multiple subjects, how confident are you in covering everything on time?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7818,confident,"When subjects feel equally difficult, how confident are you in handling them step by step?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7819,confident,How confident are you that you can improve your ability to manage multiple subjects over time?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7823,confident,"If tomorrow you had exams in all subjects, how confident are you in preparing properly?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7824,hopeful,"Even when subjects pile up, how hopeful are you that you can manage them well with effort?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7829,confident,"After a poor mock exam, how confident are you in improving your performance in the next attempt?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7844,confident,How confident are you that you can handle future mock failures without losing motivation?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7849,hopeful,"Even after repeated poor mock scores, how hopeful are you that you can improve significantly over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7850,confident,How confident are you when you see a complex or advanced-level problem for the first time?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7854,confident,"If you are given a competitive exam problem, how confident are you about completing it correctly?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7859,confident,"In timed tests, how confident are you in handling complex questions?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7862,comfortable,How comfortable are you attempting problems without knowing the full solution approach?,Not comfortable at all — I'd avoid it,Slightly comfortable — quite uneasy,Moderately comfortable — it depends,Mostly comfortable — generally at ease,Completely comfortable — fully at ease
7868,confident,"After solving a difficult problem, how confident do you feel about your ability to handle similar ones?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7869,confident,How confident are you that you can improve in solving advanced problems with practice?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7874,hopeful,How hopeful are you that you can master advanced problem-solving skills over time?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7891,confident,"If no one tracked your progress, how confident are you in staying disciplined?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7898,confident,How confident are you in managing your time without supervision?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7899,hopeful,How hopeful are you that you can become self-disciplined without external monitoring?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7900,confident,How confident are you in making your own study decisions without being influenced by others in coaching?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7904,confident,How confident are you that your preparation pace is correct even if others are ahead?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7912,comfortable,How comfortable are you ignoring peer pressure and sticking to your own plan?,Not comfortable at all — I'd avoid it,Slightly comfortable — quite uneasy,Moderately comfortable — it depends,Mostly comfortable — generally at ease,Completely comfortable — fully at ease
7919,confident,How confident are you that you can succeed even without matching others pace?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7921,confident,"If peer pressure reduced, how much better would your learning focus become?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7923,confident,How confident are you in making decisions without discussing with peers first?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7924,hopeful,How hopeful are you that you can handle competition in coaching without stress?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7925,confident,How confident do you feel when attending interviews?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7929,ready,"If you had an interview tomorrow, how ready would you feel?",Not ready at all — I'd struggle to begin,Slightly ready — I'd need much more,Moderately ready — I could manage parts of it,Mostly ready — I'd handle it with some effort,Fully ready — I could begin right now
7949,hopeful,"Even if interviews are tough now, how hopeful are you about improving?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7950,confident,How confident do you feel about adapting your exam strategy when you encounter difficult questions during a paper?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7954,prepared,"If you face a very difficult exam tomorrow, how prepared would you feel to change your strategy during the paper?",Not prepared at all — I'd struggle to begin,Slightly prepared — I'd need much more,Moderately prepared — I could manage parts of it,Well prepared — I'd handle it with some effort,Fully prepared — I'm ready right now
7968,confident,How confident are you that you can improve your exam adaptability with practice?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7974,hopeful,"Even if exams feel difficult now, how hopeful are you that you can become more adaptive over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
7993,confident,"After a full nights sleep, how productive do you usually feel during preparation?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7994,confident,How confident are you that you can maintain healthy sleep during peak preparation periods?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7996,confident,"If you followed a structured plan, how confident are you that your sleep would improve?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
7999,hopeful,How hopeful are you that you can balance sleep and preparation effectively in future cycles?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
8004,confident,How confident are you in completing all tasks you plan for a day?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8019,confident,How confident are you that your current study planning method will help in exams?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8024,hopeful,How hopeful are you that you can become consistent with daily study planning?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
8026,confident,"In simple problems, how confident are you in your first instinct answer?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8044,confident,How confident are you that you can reduce overthinking in future exams?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8046,confident,"If you consciously avoided overthinking, how confident would you be in scoring better?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8049,hopeful,How hopeful are you that you can overcome overthinking in simple questions?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
8054,confident,"After a setback, how confident are you that you can improve again?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8069,confident,"Even after multiple failures, how confident are you about long-term success?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8075,prepared,How prepared do you feel to manage emotional exhaustion during intense revision periods?,Not prepared at all — I'd struggle to begin,Slightly prepared — I'd need much more,Moderately prepared — I could manage parts of it,Well prepared — I'd handle it with some effort,Fully prepared — I'm ready right now
8079,ready,"If exams were approaching in a month, how ready would you feel to handle revision without burnout?",Not ready at all — I'd struggle to begin,Slightly ready — I'd need much more,Moderately ready — I could manage parts of it,Mostly ready — I'd handle it with some effort,Fully ready — I could begin right now
8094,confident,How confident are you that you can handle future revision cycles without emotional burnout?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8099,hopeful,"Even if revision feels exhausting now, how hopeful are you that you can manage future exam preparation with balance and confidence?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
8101,confident,"Even after thorough preparation, how confident are you in remembering answers during exams?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8104,confident,"In high-pressure situations, how easily can you recall studied concepts?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8112,confident,How confident are you in recalling formulas or facts under time pressure?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8118,confident,"After exams, how quickly do you recover from memory lapses?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8132,confident,How confident do you feel after making small mistakes while studying?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8138,confident,"After self-doubt episodes, how quickly do you regain confidence?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8139,confident,How confident are you that you can overcome negative thinking in the future?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8144,hopeful,How hopeful are you that you can develop a positive inner voice over time?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
8149,confident,How confident are you that you can balance health and preparation in the long term?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8164,confident,How confident are you that your current preparation habits will not harm your long-term health?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8168,likely,"If given a routine plan, how likely are you to follow it consistently?",Very unlikely — I almost certainly wouldn't,Unlikely — probably not,Possibly — it could go either way,Likely — I probably would,Very likely — I almost certainly would
8169,hopeful,How hopeful are you that you can maintain both health and high performance together?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
8170,confident,"In interviews, how confident do you feel when you are asked unexpected questions?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8174,confident,"If you were given a completely new problem in an interview, how confident are you in attempting a logical answer?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8188,confident,"After practicing mock interviews, how confident do you feel about handling unknown questions?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8189,confident,"If you face an unexpected question tomorrow, how confident are you that you can still perform well?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8194,hopeful,"Even if interviews are unpredictable, how hopeful are you about improving your performance over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
8195,confident,How confident do you feel when attempting high-weightage or high-mark exam problems?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8199,prepared,"If you were given a high-weightage exam paper tomorrow, how prepared would you feel to attempt it?",Not prepared at all — I'd struggle to begin,Slightly prepared — I'd need much more,Moderately prepared — I could manage parts of it,Well prepared — I'd handle it with some effort,Fully prepared — I'm ready right now
8213,confident,"After solving a difficult problem successfully, how confident do you feel about future problems?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8214,confident,How confident are you that you can improve your ability to solve high-weightage problems with practice?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8219,hopeful,"Even if difficult problems feel challenging now, how hopeful are you that you can master them over time?",Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
8220,confident,"During long revision sessions, how easily are you able to maintain focus?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8228,confident,How consistent is your focus throughout a full revision session?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8238,satisfied,"After a long revision session, how satisfied do you feel with your focus level?",Not satisfied at all — far from it,Slightly satisfied — still lacking,Moderately satisfied — it's okay,Quite satisfied — mostly content,Completely satisfied — fully content
8239,confident,How confident are you that you can improve your focus with practice?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8243,confident,"If given a 2-hour revision task, how confident are you in completing it without distraction?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8244,hopeful,How hopeful are you that your focus during long study sessions will improve over time?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
8249,confident,"If you stop checking daily scores, how confident are you in your self-evaluation?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8264,confident,How confident are you that your growth is not dependent on daily scores?,Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8266,confident,"If scores were removed, how confident would you feel about tracking your progress?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
8269,hopeful,How hopeful are you that you can emotionally detach from daily scores over time?,Not hopeful at all — I can't see it improving,Slightly hopeful — but I have real doubts,Moderately hopeful — it might improve,Quite hopeful — I believe it can improve,Very hopeful — I'm confident it will improve
8270,calm,How calm do you usually feel when unexpected questions appear in exams?,Not calm at all — I feel very tense,Slightly calm — often on edge,Moderately calm — it varies,Mostly calm — usually relaxed,Completely calm — fully at ease
8274,confident,"In real exam situations, how confident are you about handling unexpected changes in difficulty?",Not confident at all — I really doubt I can,Slightly confident — I have strong doubts,Moderately confident — it could go either way,Quite confident — I believe I can with effort,Completely confident — I'm sure I can
