concern_id,concern_name,classification,confidence_score,reasoning,domain,concern_category
CONCERN_EMO_932,Integrate Long-Term Vision into Daily Leadership Decisions,Problem,0.92,"concern_category ends in ""disconnect"" → Problem; label cue ""leadership"" → Capability",Strategic Leadership,Vision-Execution Disconnect
CONCERN_EMO_946,Build Adaptive Leadership Cultures,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""leadership"" → Capability",Leadership & Ownership,Adaptive Culture Weakness
CONCERN_EMO_948,Transitioning from Operational Leadership to Visionary Leadership,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""leadership"" → Capability; label cue ""leadership"" → Capability; label cue ""confidence"" → Capability",Leadership Readiness,Visionary Leadership Anxiety
CONCERN_EMO_966,Competing with Experienced Domain Professionals,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""comparison"" → Behavior; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",Domain Comparison Anxiety
CONCERN_EMO_980,Holistic Readiness for Cross-Industry Career Reinvention,Behavior,0.92,"concern_category ends in ""fragmentation"" → Behavior; label cue ""readiness"" → Capability",Holistic Development,Career Transition Fragmentation
CONCERN_EMO_984,Navigating New Industry Hierarchies,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Workplace Adaptation,Industry Hierarchy Anxiety
CONCERN_EMO_988,Demonstrate Cross-Domain Strategic Thinking,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""thinking"" → Capability",Strategic Preparation,Cross-Domain Strategy Weakness
CONCERN_EMO_996,Adapting to Younger Industry Cultures,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Workplace Adaptation,Age-Culture Adjustment Anxiety
CONCERN_EMP_1004,Repositioning Personal Brand Across Industries,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""confidence"" → Capability",Career Growth,Career Rebranding Weakness
CONCERN_EMP_1023,Family Resistance to Career Changes,Behavior,0.92,"concern_category ends in ""resistance"" → Behavior; label cue ""resistance"" → Behavior; label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Career Shift Family Resistance
CONCERN_EMP_1053,Emotional Pressure from Past Career Success Comparisons,Problem,0.92,"concern_category ends in ""stress"" → Problem; category token ""comparison"" → Behavior; label cue ""pressure"" → Problem; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Past Success Comparison Stress
CONCERN_EMP_1071,Emotional Reactions to Workplace Politics,Problem,0.92,"concern_category ends in ""stress"" → Problem; label cue ""difficulty"" → Problem",Workplace Adaptation,Workplace Politics Stress
CONCERN_EMP_1092,Taking Initiative Independently,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Leadership & Ownership,Initiative Anxiety
CONCERN_EMP_1095,Emotional Stress During Leadership Reviews,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""leadership"" → Capability; label cue ""stress"" → Problem; label cue ""leadership"" → Capability; label cue ""difficulty"" → Problem",Leadership & Ownership,Leadership Review Anxiety
CONCERN_EMP_1145,Emotional Frustration During Slow Recognition Cycles,Problem,0.92,"concern_category ends in ""frustration"" → Problem; label cue ""frustration"" → Problem; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Recognition Delay Frustration
CONCERN_EMP_1160,"Holistic Integration of Productivity, Emotional Stability, Career Growth, and Wellbeing",Behavior,0.92,"concern_category ends in ""fragmentation"" → Behavior; label cue ""stability"" → Capability",Holistic Development,Professional Ecosystem Fragmentation
CONCERN_EMP_1173,Student Cognitive Overload,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""overload"" → Problem; label cue ""overload"" → Problem; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Cognitive Overload Blindness
CONCERN_EMP_1195,Institutional Emotional Resilience Levels,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""resilience"" → Capability; label cue ""resilience"" → Capability; label cue ""difficulty"" → Problem",Emotional Recovery,Emotional Resilience Blindness
CONCERN_EMP_1214,Visibility into Institutional Collaboration Culture,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""collaboration"" → Capability; label cue ""collaboration"" → Capability",Collaboration & Ownership,Collaboration Culture Weakness
CONCERN_EMP_1238,Visibility into Student Self-Learning Capability,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""capability"" → Capability",Competency Development,Self-Learning Visibility Weakness
CONCERN_EMP_1313,Student Belongingness and Inclusion Trends,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""difficulty"" → Problem",Social & Emotional Intelligence,Belongingness Visibility Weakness
CONCERN_EMP_1318,Visibility into Student Career Direction Clarity,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""clarity"" → Capability; label cue ""clarity"" → Capability",Career Growth,Career Clarity Blindness
CONCERN_EMP_1324,Detect Students at Risk of Placement Failure,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""risk"" → Risk; label cue ""risk"" → Risk; label cue ""failure"" → Outcome",Placement Risk Intelligence,Placement Risk Detection Weakness
CONCERN_EMP_1334,Visibility into Industry-Specific Skill Readiness,Problem,0.92,"concern_category ends in ""blindness"" → Problem; category token ""skill"" → Capability; label cue ""skill"" → Capability; label cue ""readiness"" → Capability",Competency Development,Industry-Specific Skill Blindness
CONCERN_EMP_1393,Fear of competitive exams and failure,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem; label cue ""failure"" → Outcome",Career Competition Readiness,Competitive Anxiety
CONCERN_EMP_14,Networking and Relationship Building Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability",Career Readiness,Networking Weakness
CONCERN_EMP_17,Placement Pressure,Problem,0.92,"concern_category ends in ""instability"" → Problem; category token ""stress"" → Problem; label cue ""pressure"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Placement Stress Instability
CONCERN_EMP_20,Problem-Solving Confidence in Real-World Tasks,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Employability,Applied Problem-Solving Anxiety
CONCERN_EMP_21,Building Consistent Learning Habits in College,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""discipline"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",College Learning Discipline Weakness
CONCERN_EMP_245,Balancing Multiple Career Interests Simultaneously,Problem,0.92,"concern_category ends in ""conflict"" → Problem; label cue ""difficulty"" → Problem",Academic Identity & Meaning,Multi-Career Interest Conflict
CONCERN_EMP_255,Choosing Between Higher Studies and Employment,Problem,0.92,"concern_category ends in ""conflict"" → Problem; label cue ""difficulty"" → Problem",Career Readiness,Higher Studies vs Job Conflict
CONCERN_EMP_27,Collaborating in Team Projects,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""difficulty"" → Problem",Collaboration & Ownership,Teamwork Coordination Weakness
CONCERN_EMP_29,Financial Independence in College,Problem,0.92,"concern_category ends in ""difficulty"" → Problem; label cue ""difficulty"" → Problem",Lifestyle & Adjustment,Financial Adjustment Difficulty
CONCERN_EMP_3,Time Management in College Environment,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""management"" → Capability; label cue ""management"" → Capability","Discipline, Habits & Consistency",Time Management Weakness
CONCERN_EMP_31,Building Long-Term Career Vision,Problem,0.92,"concern_category ends in ""ambiguity"" → Problem; label cue ""difficulty"" → Problem",Career Readiness,Long-Term Career Ambiguity
CONCERN_EMP_329,Building Structured Revision Systems for Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""skill"" → Capability; label cue ""skills"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Skill Revision Weakness
CONCERN_EMP_33,Rejection During Placements,Trait,0.92,"concern_category ends in ""sensitivity"" → Trait; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Placement Rejection Sensitivity
CONCERN_EMP_364,Resume and Profile Positioning,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Career Readiness,Resume Positioning Weakness
CONCERN_EMP_373,Transitioning from Student Mindset to Professional Mindset,Problem,0.92,"concern_category ends in ""gap"" → Problem; label cue ""mindset"" → Capability; label cue ""difficulty"" → Problem",Career Readiness,Student-to-Professional Transition Gap
CONCERN_EMP_395,Building Confidence in Professional Writing,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability; label cue ""difficulty"" → Problem",Communication & Expression,Professional Writing Anxiety
CONCERN_EMP_398,Prioritize Career Opportunities Strategically,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Strategic Preparation,Opportunity Prioritization Weakness
CONCERN_EMP_409,Building Confidence in Virtual Interviews,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability; label cue ""difficulty"" → Problem",Communication & Expression,Virtual Interview Anxiety
CONCERN_EMP_413,Building Long-Term Confidence After Low Salary Offers,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Low Salary Self-Worth Anxiety
CONCERN_EMP_429,Building Confidence in Client Interactions,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability; label cue ""difficulty"" → Problem",Communication & Expression,Client Interaction Anxiety
CONCERN_EMP_45,Constructive Feedback Professionally,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""difficulty"" → Problem",Communication & Expression,Feedback Handling Weakness
CONCERN_EMP_462,Job Interviews,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Communication & Expression,Interview Performance Anxiety
CONCERN_EMP_468,Communicate Professional Achievements,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Communication & Expression,Achievement Articulation Weakness
CONCERN_EMP_478,Awareness of ATS and Hiring Filters,Problem,0.92,"concern_category ends in ""deficit"" → Problem; category token ""awareness"" → Capability; label cue ""awareness"" → Capability",Career Readiness,ATS Awareness Deficit
CONCERN_EMP_49,Emotional Burnout During Placements,Risk,0.92,"concern_category ends in ""risk"" → Risk; category token ""burnout"" → Outcome; label cue ""burnout"" → Outcome; label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Placement Burnout Risk
CONCERN_EMP_498,Prioritize Relevant Upskilling Paths,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Strategic Preparation,Upskilling Prioritization Weakness
CONCERN_EMP_526,Showcase Adaptability During Interviews,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""adaptability"" → Capability; category token ""communication"" → Capability; label cue ""adaptability"" → Capability",Communication & Expression,Adaptability Communication Weakness
CONCERN_EMP_61,Building Consistent Professional Learning Habits,Problem,0.92,"concern_category ends in ""inconsistency"" → Problem; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Professional Learning Inconsistency
CONCERN_EMP_615,Productivity During Emotional Stress,Outcome,0.92,"concern_category ends in ""decline"" → Outcome; label cue ""stress"" → Problem; label cue ""difficulty"" → Problem",Emotional Regulation,Stress-Induced Productivity Decline
CONCERN_EMP_649,Performance Expectations After Promotions,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""pressure"" → Problem; label cue ""difficulty"" → Problem",Leadership & Ownership,Post-Promotion Pressure Anxiety
CONCERN_EMP_659,Consistent Energy Across Career Demands,Problem,0.55,"label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Career Energy Depletion
CONCERN_EMP_69,Building Consistent Coding Discipline,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""discipline"" → Capability; label cue ""difficulty"" → Problem","Discipline, Habits & Consistency",Coding Consistency Weakness
CONCERN_EMP_7,Communicating in Professional Settings,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""communication"" → Capability; label cue ""difficulty"" → Problem",Communication & Expression,Professional Communication Weakness
CONCERN_EMP_755,Emotional Isolation in Remote Work Environments,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""difficulty"" → Problem",Social & Emotional Intelligence,Remote Work Isolation Anxiety
CONCERN_EMP_794,Transitioning into Enterprise-Level Leadership,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""leadership"" → Capability; label cue ""leadership"" → Capability; label cue ""confidence"" → Capability",Leadership Readiness,Enterprise Leadership Anxiety
CONCERN_EMP_85,Failure in Competitive Exams After Graduation,Problem,0.92,"concern_category ends in ""stress"" → Problem; category token ""failure"" → Outcome; label cue ""failure"" → Outcome; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Post-Graduation Competitive Failure Stress
CONCERN_EMP_88,Learn Independently Beyond Curriculum,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Employability,Independent Upskilling Weakness
CONCERN_EMP_89,Uncertainty About Future Stability,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""stability"" → Capability; label cue ""stability"" → Capability; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Future Stability Anxiety
CONCERN_EMP_935,Emotional Spillover from Leadership Stress into Family Life,Outcome,0.92,"concern_category ends in ""spillover"" → Outcome; category token ""leadership"" → Capability; category token ""stress"" → Problem; label cue ""spillover"" → Outcome; label cue ""leadership"" → Capability; label cue ""stress"" → Problem; label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Leadership Stress Spillover
CONCERN_EMP_99,Building Emotional Independence During Career Delays,Problem,0.92,"concern_category ends in ""instability"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Career Delay Emotional Instability
CONCERN_ENG_1354,retaining learned concepts,Problem,0.55,"label cue ""difficulty"" → Problem",Cognitive Development,Memory Challenges
CONCERN_ENG_1466,sustaining motivation over long academic cycles,Outcome,0.92,"concern_category ends in ""fatigue"" → Outcome; label cue ""difficulty"" → Problem",Long-Term Engagement,Motivation Fatigue
CONCERN_ENT_1404,career adaptability during market shifts,Trait,0.92,"concern_category ends in ""rigidity"" → Trait; label cue ""adaptability"" → Capability",Career Flexibility,Career Rigidity
CONCERN_ENT_1492,Students unable to inspire confidence in others,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""confidence"" → Capability",Leadership Influence,Influence Weakness
CONCERN_EXA_100,Holistic Readiness for Professional Life Transition,Problem,0.92,"concern_category ends in ""gap"" → Problem; category token ""readiness"" → Capability; label cue ""readiness"" → Capability",Career Readiness & Holistic Development,Professional Life Readiness Gap
CONCERN_EXA_104,Revision Consistency During Preparation Cycles,Problem,0.92,"concern_category ends in ""inconsistency"" → Problem","Discipline, Habits & Consistency",Revision Inconsistency
CONCERN_EXA_108,Retention of Previously Learned Concepts,Problem,0.92,"concern_category ends in ""instability"" → Problem",Academic & Cognitive Effectiveness,Retention Instability
CONCERN_EXA_111,Difficulty Maintaining Focus During Long Study Hours,Outcome,0.92,"concern_category ends in ""fatigue"" → Outcome; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Long-Duration Attention Fatigue
CONCERN_EXA_114,Self-Discipline Without External Monitoring,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""discipline"" → Capability","Discipline, Habits & Consistency",Independent Discipline Weakness
CONCERN_EXA_119,Staying Motivated After Repeated Attempts,Outcome,0.92,"concern_category ends in ""collapse"" → Outcome; label cue ""difficulty"" → Problem","Motivation, Values & Responsibility",Reattempt Motivation Collapse
CONCERN_EXA_122,Adaptive Strategy During Difficult Papers,Problem,0.92,"concern_category ends in ""weakness"" → Problem",Thinking Quality Under Pressure,Exam Adaptation Weakness
CONCERN_EXA_1372,Emotional breakdown after poor results,Outcome,0.55,"label cue ""breakdown"" → Outcome",Student Recovery,Academic Emotional Crisis
CONCERN_EXA_139,Sustaining Physical Health During Preparation,Problem,0.55,"label cue ""difficulty"" → Problem",Lifestyle & Pressure Environment,Preparation Health Neglect
CONCERN_EXA_142,Solving High-Weightage Problems,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability","Confidence, Self-Concept & Comparison",High-Weightage Question Anxiety
CONCERN_EXA_145,Building Confidence in Current Affairs Retention,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""confidence"" → Capability; label cue ""difficulty"" → Problem",Academic & Cognitive Effectiveness,Current Affairs Recall Weakness
CONCERN_EXA_150,Maintain Productivity After Emotional Setbacks,Outcome,0.92,"concern_category ends in ""loss"" → Outcome","Motivation, Values & Responsibility",Emotional Setback Productivity Loss
CONCERN_EXA_161,Confidence During Low Mock Rank Phases,Outcome,0.92,"concern_category ends in ""collapse"" → Outcome; category token ""confidence"" → Capability; label cue ""confidence"" → Capability; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Mock Rank Confidence Collapse
CONCERN_EXA_166,Attempt Strategy Decisions,Behavior,0.92,"concern_category ends in ""hesitation"" → Behavior; label cue ""confidence"" → Capability",Examination Readiness,Attempt Strategy Hesitation
CONCERN_EXA_1665,Fear of Exams,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem",Examination Stress & Emotional Regulation,Exam Anxiety
CONCERN_EXA_1666,Exam Preparation Strategy,Capability,0.92,"concern_category ends in ""planning"" → Capability",Examination Readiness,Exam Planning
CONCERN_EXA_1667,Academic Pressure,Problem,0.92,"concern_category ends in ""stress"" → Problem; label cue ""pressure"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Academic Stress
CONCERN_EXA_1668,Classroom Participation,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Classroom Engagement,Participation Engagement
CONCERN_EXA_167,Self-Doubt After Seeing Others Progress Faster,Problem,0.92,"concern_category ends in ""stress"" → Problem; category token ""comparison"" → Behavior; label cue ""self-doubt"" → Problem; label cue ""difficulty"" → Problem","Confidence, Self-Concept & Comparison",Progress Comparison Stress
CONCERN_EXA_1683,Presentation Skills,Capability,0.55,"label cue ""skills"" → Capability",Communication & Expression,Presentation Ability
CONCERN_EXA_169,Pressure of Limited Attempts,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""pressure"" → Problem; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Limited Attempt Anxiety
CONCERN_EXA_1696,Academic Direction and Goal Clarity,Capability,0.55,"label cue ""clarity"" → Capability",Academic Identity & Meaning,Academic Direction
CONCERN_EXA_170,Long-Term Planning for Competitive Preparation,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""planning"" → Capability",Strategic Preparation,Long-Term Preparation Weakness
CONCERN_EXA_1702,Grammar and Language Accuracy,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Communication & Expression,Grammar Accuracy
CONCERN_EXA_1709,Solving Application-Based Questions,Problem,0.55,"label cue ""difficulty"" → Problem",Competency Development,Applied Problem Solving
CONCERN_EXA_1715,Academic Endurance,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Academic Performance,Learning Stamina
CONCERN_EXA_1717,Competitive Exam Aptitude,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Competitive Exam Readiness,Competitive Aptitude
CONCERN_EXA_172,Handle Sudden Performance Drops,Problem,0.92,"concern_category ends in ""anxiety"" → Problem","Confidence, Self-Concept & Comparison",Sudden Performance Anxiety
CONCERN_EXA_1732,Screen Addiction,Trait,0.92,"concern_category ends in ""dependency"" → Trait",Lifestyle & Pressure Environment,Digital Dependency
CONCERN_EXA_1743,Motivation,Problem,0.92,"concern_category ends in ""deficit"" → Problem","Motivation, Values & Responsibility",Motivation Deficit
CONCERN_EXA_1747,Anger & Irritability,Behavior,0.92,"concern_category ends in ""reactivity"" → Behavior",Examination Stress & Emotional Regulation,Emotional Reactivity
CONCERN_EXA_1748,Social Isolation,Behavior,0.92,"concern_category ends in ""withdrawal"" → Behavior",Adjustment & Coping Capacity,Social Withdrawal
CONCERN_EXA_1755,Resilience,Capability,0.92,"concern_category ends in ""resilience"" → Capability; label cue ""resilience"" → Capability",Examination Stress & Emotional Regulation,Low Resilience
CONCERN_EXA_1756,Bullying & Social Rejection,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Social & Emotional Intelligence,Social Rejection
CONCERN_EXA_1760,Purpose & Direction,Problem,0.92,"concern_category ends in ""confusion"" → Problem",Academic Identity & Meaning,Identity Confusion
CONCERN_EXA_1764,Study Burnout,Outcome,0.92,"concern_category ends in ""burnout"" → Outcome; label cue ""burnout"" → Outcome",Examination Stress & Emotional Regulation,Academic Burnout
CONCERN_EXA_1765,Reading Habits,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior",Foundational Learning,Reading Avoidance
CONCERN_EXA_1781,Fear of Judgement,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem","Confidence, Self-Concept & Comparison",Judgment Anxiety
CONCERN_EXA_1789,Fear of Authority Figures,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem","Confidence, Self-Concept & Comparison",Authority Anxiety
CONCERN_EXA_18,Group Discussions,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Communication & Expression,Group Discussion Anxiety
CONCERN_EXA_180,Sustain Competitive Discipline Without Motivation,Problem,0.92,"concern_category ends in ""weakness"" → Problem; category token ""discipline"" → Capability; label cue ""discipline"" → Capability","Motivation, Values & Responsibility",Motivation-Dependent Discipline Weakness
CONCERN_EXA_1803,Emotional Over-Sensitivity,Trait,0.92,"concern_category ends in ""sensitivity"" → Trait",Social & Emotional Intelligence,Emotional Sensitivity
CONCERN_EXA_1813,Decision-Making Skills,Problem,0.92,"concern_category ends in ""weakness"" → Problem; label cue ""skills"" → Capability",Thinking Quality Under Pressure,Decision Weakness
CONCERN_EXA_1820,Early Burnout Symptoms,Outcome,0.92,"concern_category ends in ""burnout"" → Outcome; label cue ""burnout"" → Outcome",Examination Stress & Emotional Regulation,Early Burnout
CONCERN_EXA_1821,Purpose,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Academic Identity & Meaning,Purpose Deficit
CONCERN_EXA_1824,Constant Overthinking,Behavior,0.92,"concern_category ends in ""rumination"" → Behavior; label cue ""overthinking"" → Behavior",Examination Stress & Emotional Regulation,Cognitive Rumination
CONCERN_EXA_1825,Emotional Exhaustion,Outcome,0.92,"concern_category ends in ""fatigue"" → Outcome; label cue ""exhaustion"" → Outcome",Examination Stress & Emotional Regulation,Emotional Fatigue
CONCERN_EXA_1826,Self-Awareness,Problem,0.92,"concern_category ends in ""deficit"" → Problem",Self Reflection,Self-Awareness Deficit
CONCERN_EXA_1829,Child Becoming Detached from Reality,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Lifestyle & Pressure Environment,Reality Detachment
CONCERN_EXA_1831,Chronic Academic Stress,Problem,0.92,"concern_category ends in ""stress"" → Problem; label cue ""stress"" → Problem",Examination Stress & Emotional Regulation,Chronic Stress
CONCERN_EXA_1832,Fear of Competitive Exams,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""fear"" → Problem",Examination Stress & Emotional Regulation,Competitive Exam Anxiety
CONCERN_EXA_1833,Career Awareness,Problem,0.92,"concern_category ends in ""gap"" → Problem; category token ""awareness"" → Capability; label cue ""awareness"" → Capability",Academic Identity & Meaning,Career Awareness Gap
CONCERN_EXA_184,Last-Minute Revision Effectiveness,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""effectiveness"" → Capability; label cue ""confidence"" → Capability",Examination Readiness,Last-Minute Revision Anxiety
CONCERN_EXA_1841,Child Afraid of Failure Publicly,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""failure"" → Outcome; label cue ""failure"" → Outcome","Confidence, Self-Concept & Comparison",Public Failure Anxiety
CONCERN_EXA_1845,Conflict Resolution Skills,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior; category token ""conflict"" → Problem; label cue ""conflict"" → Problem; label cue ""skills"" → Capability",Social & Emotional Intelligence,Conflict Avoidance
CONCERN_EXA_185,Building Emotional Stability During Multiple Attempts,Outcome,0.92,"concern_category ends in ""fatigue"" → Outcome; label cue ""stability"" → Capability; label cue ""difficulty"" → Problem",Examination Stress & Emotional Regulation,Multi-Attempt Emotional Fatigue
CONCERN_EXA_1853,Constant Need for Social Approval,Trait,0.92,"concern_category ends in ""dependency"" → Trait","Confidence, Self-Concept & Comparison",Approval Dependency
CONCERN_EXA_1856,Gratitude,Problem,0.92,"concern_category ends in ""deficit"" → Problem","Motivation, Values & Responsibility",Gratitude Deficit
CONCERN_EXA_186,Prioritize Health Alongside Preparation,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Lifestyle & Pressure Environment,Health Neglect During Preparation
CONCERN_EXA_1871,Child Avoiding Competitive Environments,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior","Confidence, Self-Concept & Comparison",Competitive Avoidance
CONCERN_EXA_1879,Child Constantly Seeking Attention,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Social & Emotional Intelligence,Attention-Seeking Behavior
CONCERN_EXA_1892,Child Showing Signs of Hopelessness,Problem,0.4,No explicit category signal in concern_category or label; defaulted to Problem (the CAPADEX concern master is problem-oriented).,Examination Stress & Emotional Regulation,Hopelessness Indicators
CONCERN_EXA_1893,Child Feeling Emotionally Unsafe at School,Risk,0.92,"concern_category ends in ""risk"" → Risk",Adjustment & Coping Capacity,Emotional Safety Risk
CONCERN_EXA_1907,Child Feeling Pressure to Succeed Early,Problem,0.92,"concern_category ends in ""pressure"" → Problem; label cue ""pressure"" → Problem",Examination Stress & Emotional Regulation,Early Achievement Pressure
CONCERN_EXA_1908,Child Constantly Comparing Lifestyle with Others,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; category token ""comparison"" → Behavior","Confidence, Self-Concept & Comparison",Lifestyle Comparison Anxiety
CONCERN_EXA_1912,Child Avoiding Difficult Subjects Completely,Behavior,0.92,"concern_category ends in ""avoidance"" → Behavior",Academic & Cognitive Effectiveness,Subject Avoidance
CONCERN_EXA_1915,Child Showing Reduced Tolerance for Frustration,Problem,0.92,"concern_category ends in ""intolerance"" → Problem; category token ""frustration"" → Problem; label cue ""frustration"" → Problem",Examination Stress & Emotional Regulation,Frustration Intolerance
CONCERN_EXA_1916,Child Becoming Emotionally Aggressive Online,Behavior,0.92,"concern_category ends in ""aggression"" → Behavior",Lifestyle & Pressure Environment,Online Aggression
CONCERN_EXA_1924,Child Becoming Too Dependent on Online Learning Support,Trait,0.92,"concern_category ends in ""dependency"" → Trait",Academic & Cognitive Effectiveness,Online Learning Dependency
CONCERN_EXA_1928,Child Feeling Worthless After Failure,Outcome,0.92,"concern_category ends in ""failure"" → Outcome; label cue ""failure"" → Outcome","Confidence, Self-Concept & Comparison",Worthlessness After Failure
CONCERN_EXA_196,Revision Completion Before Exams,Problem,0.92,"concern_category ends in ""anxiety"" → Problem; label cue ""confidence"" → Capability",Examination Readiness,Revision Completion Anxiety
CONCERN_EXA_1962,Goal Orientation,Problem,0.92,"concern_category ends in ""ambiguity"" → Problem","Motivation, Values & Responsibility",Goal Ambiguity
CONCERN_EXA_1965,Decision-Making Skills,Problem,0.92,"concern_category ends in ""instability"" → Problem; label cue ""skills"" → Capability",Thinking Quality Under Pressure,Decision Instability
