concern_id,behavior_statement,observability,human_realism,distinctiveness,actionability,total,accepted
CONCERN_EXA_2283,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_EXA_2283,freezes when a problem has no obvious answer,5,5,4,5,19,true
CONCERN_EXA_2283,struggles to organize {task},3,2,2,3,10,false
CONCERN_EXA_2286,struggles to organize {task},3,2,2,3,10,false
CONCERN_EXA_2286,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_EXA_2286,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_EXA_2287,loses track of {task} and materials,5,5,4,5,19,true
CONCERN_EXA_2287,works without a clear plan for {task},5,5,4,5,19,true
CONCERN_EXA_2287,struggles to decide what to do first,5,5,4,5,19,true
CONCERN_EXA_2287,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_EXA_2287,skips planned study sessions,5,5,4,5,19,true
CONCERN_EXA_2297,feels unsure of where they fit at {setting},5,5,4,5,19,true
CONCERN_EXA_2297,gives up after the first mistake,5,5,4,5,19,true
CONCERN_EXA_2297,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_EXA_2297,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_EXA_2307,avoids the hardest {task},5,5,4,5,19,true
CONCERN_EXA_2307,feels unsure of where they fit at {setting},5,5,4,5,19,true
CONCERN_EXA_2307,shows difficulty with {task},3,2,2,3,10,false
CONCERN_EXA_232,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_EXA_232,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_EXA_232,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_EXA_2322,avoids the hardest {task},5,5,4,5,19,true
CONCERN_EXA_2322,struggles to stay steady when routines change,5,5,4,5,19,true
CONCERN_EXA_2322,shows difficulty with {task},3,2,2,3,10,false
CONCERN_EXA_2333,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_EXA_2333,keeps to themselves around {peers},5,5,4,5,19,true
CONCERN_EXA_2333,holds back when interacting with {peers},3,2,2,3,10,false
CONCERN_EXA_2356,avoids the hardest {task},5,5,4,5,19,true
CONCERN_EXA_2356,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_EXA_2356,underperforms relative to their ability at {setting},5,5,4,5,19,true
CONCERN_EXA_2357,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_EXA_2357,avoids the hardest {task},5,5,4,5,19,true
CONCERN_EXA_2357,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_EXA_2358,avoids the hardest {task},5,5,4,5,19,true
CONCERN_EXA_2358,struggles to stay steady when routines change,5,5,4,5,19,true
CONCERN_EXA_2358,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_EXA_2359,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_EXA_2359,struggles to bounce back after setbacks,5,5,4,5,19,true
CONCERN_EXA_2359,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_EXA_2360,struggles to organize {task},3,2,2,3,10,false
CONCERN_EXA_2360,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_EXA_2360,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_EXA_2361,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_EXA_2361,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_EXA_2361,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_EXA_2362,compares themselves unfavourably to {peers},5,5,4,5,19,true
CONCERN_EXA_2362,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_EXA_2362,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_EXA_24,avoids presenting in front of {peers},5,5,4,5,19,true
CONCERN_EXA_24,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_EXA_24,holds back when interacting with {peers},3,2,2,3,10,false
CONCERN_EXA_241,misreads instructions for {task},5,5,4,5,19,true
CONCERN_EXA_241,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_EXA_241,gets stuck when {task} is unfamiliar,3,2,2,3,10,false
CONCERN_EXA_2463,avoids the hardest {task},5,5,4,5,19,true
CONCERN_EXA_2463,waits to be told what to do next,5,5,4,5,19,true
CONCERN_EXA_2463,shows difficulty with {task},3,2,2,3,10,false
CONCERN_EXA_2465,avoids the hardest {task},5,5,4,5,19,true
CONCERN_EXA_2465,abandons routines for {task} after a few days,5,5,4,5,19,true
CONCERN_EXA_2465,shows difficulty with {task},3,2,2,3,10,false
CONCERN_EXA_2476,struggles to organize {task},3,2,2,3,10,false
CONCERN_EXA_2476,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_EXA_2476,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_EXA_2487,avoids the hardest {task},5,5,4,5,19,true
CONCERN_EXA_2487,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_EXA_2487,shows difficulty with {task},3,2,2,3,10,false
CONCERN_EXA_2488,avoids the hardest {task},5,5,4,5,19,true
CONCERN_EXA_2488,struggles to bounce back after setbacks,5,5,4,5,19,true
CONCERN_EXA_2488,shows difficulty with {task},3,2,2,3,10,false
CONCERN_EXA_254,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_EXA_254,avoids tasks tied to career growth,3,2,2,3,10,false
CONCERN_EXA_254,hesitates to act on opportunities,3,2,2,3,10,false
CONCERN_EXA_325,gives up after the first mistake,5,5,4,5,19,true
CONCERN_EXA_325,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_EXA_325,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_EXA_34,avoids speaking up in {setting},5,5,4,5,19,true
CONCERN_EXA_34,"gives very short, vague answers",5,5,4,5,19,true
CONCERN_EXA_34,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_EXA_37,puts off making decisions about {task},5,5,4,5,19,true
CONCERN_EXA_37,changes the decision repeatedly after making it,5,5,4,5,19,true
CONCERN_EXA_37,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_EXA_371,struggles to organize {task},3,2,2,3,10,false
CONCERN_EXA_371,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_EXA_371,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_EXA_489,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_EXA_489,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_EXA_489,feels unsure of where they fit at {setting},5,5,4,5,19,true
CONCERN_EXA_489,avoids building professional relationships,5,5,4,5,19,true
CONCERN_EXA_53,abandons routines for {task} after a few days,5,5,4,5,19,true
CONCERN_EXA_53,avoids building professional relationships,5,5,4,5,19,true
CONCERN_EXA_53,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_EXA_63,stays silent during group work with {peers},5,5,4,5,19,true
CONCERN_EXA_63,holds back when interacting with {peers},3,2,2,3,10,false
CONCERN_EXA_63,avoids social situations at {setting},3,2,2,3,10,false
CONCERN_EXA_66,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_EXA_66,avoids building professional relationships,5,5,4,5,19,true
CONCERN_EXA_66,struggles to put ideas into writing,5,5,4,5,19,true
CONCERN_EXA_75,compares themselves unfavourably to {peers},5,5,4,5,19,true
CONCERN_EXA_75,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_EXA_75,avoids building professional relationships,5,5,4,5,19,true
CONCERN_EXA_86,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_EXA_86,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_EXA_86,struggles to set direction for {peers},5,5,4,5,19,true
CONCERN_EXA_86,loses track of {task} and materials,5,5,4,5,19,true
CONCERN_EXA_86,works without a clear plan for {task},5,5,4,5,19,true
CONCERN_EXA_90,avoids speaking up in {setting},5,5,4,5,19,true
CONCERN_EXA_90,"gives very short, vague answers",5,5,4,5,19,true
CONCERN_EXA_90,holds back when interacting with {peers},3,2,2,3,10,false
CONCERN_EXA_94,under-prepares for interviews,5,5,4,5,19,true
CONCERN_EXA_94,freezes when a problem has no obvious answer,5,5,4,5,19,true
CONCERN_EXA_94,accepts the first idea without checking it,5,5,4,5,19,true
CONCERN_EXE_1482,struggles to organize {task},3,2,2,3,10,false
CONCERN_EXE_1482,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_EXE_1482,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_EXP_1513,puts off making decisions about {task},5,5,4,5,19,true
CONCERN_EXP_1513,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_EXP_1513,changes the decision repeatedly after making it,5,5,4,5,19,true
CONCERN_EXP_1604,misreads instructions for {task},5,5,4,5,19,true
CONCERN_EXP_1604,freezes when a problem has no obvious answer,5,5,4,5,19,true
CONCERN_EXP_1604,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_FAC_1183,avoids the hardest {task},5,5,4,5,19,true
CONCERN_FAC_1183,struggles to set direction for {peers},5,5,4,5,19,true
CONCERN_FAC_1183,shows difficulty with {task},3,2,2,3,10,false
CONCERN_FAC_1199,feels unsure of where they fit at {setting},5,5,4,5,19,true
CONCERN_FAC_1199,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_FAC_1199,avoids tasks tied to career growth,3,2,2,3,10,false
CONCERN_FAC_1210,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_FAC_1210,loses focus within minutes of starting {task},5,5,4,5,19,true
CONCERN_FAC_1210,switches between tasks without finishing any,5,5,4,5,19,true
CONCERN_FAC_1210,lets their contributions go unnoticed at {setting},5,5,4,5,19,true
CONCERN_FAC_1218,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_FAC_1218,lets their contributions go unnoticed at {setting},5,5,4,5,19,true
CONCERN_FAC_1218,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_FAC_1233,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_FAC_1233,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_FAC_1233,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_FAC_1250,resists new ways of doing {task},5,4,4,4,17,true
CONCERN_FAC_1250,lets their contributions go unnoticed at {setting},5,5,4,5,19,true
CONCERN_FAC_1250,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_FAC_1268,avoids the hardest {task},5,5,4,5,19,true
CONCERN_FAC_1268,gives up after the first mistake,5,5,4,5,19,true
CONCERN_FAC_1268,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_FAC_1268,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_FAC_1284,avoids the hardest {task},5,5,4,5,19,true
CONCERN_FAC_1284,gives up after the first mistake,5,5,4,5,19,true
CONCERN_FAC_1284,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_FAC_1284,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_FAC_1286,gives up after the first mistake,5,5,4,5,19,true
CONCERN_FAC_1286,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_FAC_1286,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_FAC_1286,lets their contributions go unnoticed at {setting},5,5,4,5,19,true
CONCERN_FEE_1450,stays silent during group work with {peers},5,5,4,5,19,true
CONCERN_FEE_1450,holds back when interacting with {peers},3,2,2,3,10,false
CONCERN_FEE_1450,avoids social situations at {setting},3,2,2,3,10,false
CONCERN_FIN_449,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_FIN_449,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_FIN_449,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_FIN_449,freezes when the path forward is unclear,5,5,4,5,19,true
CONCERN_FIN_511,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_FIN_511,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_FIN_511,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_FOU_1675,gives up after the first mistake,5,5,4,5,19,true
CONCERN_FOU_1675,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_FOU_1675,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_FOU_1711,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_FOU_1711,struggles to organize {task},3,2,2,3,10,false
CONCERN_FOU_1711,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_FOU_1766,loses focus within minutes of starting {task},5,5,4,5,19,true
CONCERN_FOU_1766,switches between tasks without finishing any,5,5,4,5,19,true
CONCERN_FOU_1766,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_FOU_1797,freezes when a problem has no obvious answer,5,5,4,5,19,true
CONCERN_FOU_1797,accepts the first idea without checking it,5,5,4,5,19,true
CONCERN_FOU_1797,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_FOU_1933,freezes when a problem has no obvious answer,5,5,4,5,19,true
CONCERN_FOU_1933,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_FOU_1933,gets stuck when {task} is unfamiliar,3,2,2,3,10,false
CONCERN_FOU_2072,avoids the hardest {task},5,5,4,5,19,true
CONCERN_FOU_2072,compares themselves unfavourably to {peers},5,5,4,5,19,true
CONCERN_FOU_2072,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_FOU_2083,avoids the hardest {task},5,5,4,5,19,true
CONCERN_FOU_2083,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_FOU_2083,shows difficulty with {task},3,2,2,3,10,false
CONCERN_FOU_2102,crams the night before {evaluation},5,5,4,5,19,true
CONCERN_FOU_2102,shows difficulty with {task},3,2,2,3,10,false
CONCERN_FOU_2102,avoids tasks related to {task},3,2,2,3,10,false
CONCERN_FOU_2115,gives up after the first mistake,5,5,4,5,19,true
CONCERN_FOU_2115,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_FOU_2115,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_FOU_2117,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_FOU_2117,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_FOU_2117,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_FOU_2136,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_FOU_2136,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_FOU_2136,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_FOU_2167,avoids the hardest {task},5,5,4,5,19,true
CONCERN_FOU_2167,struggles to bounce back after setbacks,5,5,4,5,19,true
CONCERN_FOU_2167,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_FOU_2179,struggles to organize {task},3,2,2,3,10,false
CONCERN_FOU_2179,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_FOU_2179,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_FOU_2229,avoids the hardest {task},5,5,4,5,19,true
CONCERN_FOU_2229,resists new ways of doing {task},5,4,4,4,17,true
CONCERN_FOU_2229,struggles to organize {task},3,2,2,3,10,false
CONCERN_FOU_2260,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_FOU_2260,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_FOU_2260,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_FUT_1380,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_FUT_1380,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_FUT_1380,keeps to themselves around {peers},5,5,4,5,19,true
CONCERN_FUT_1402,struggles to organize {task},3,2,2,3,10,false
CONCERN_FUT_1402,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_FUT_1402,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_FUT_1424,ignores feedback meant to improve {task},5,5,4,5,19,true
CONCERN_FUT_1424,hesitates to give others honest feedback,5,5,4,5,19,true
CONCERN_FUT_1424,avoids learning new approaches to {task},3,2,2,3,10,false
CONCERN_FUT_1556,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_FUT_1556,avoids learning new approaches to {task},3,2,2,3,10,false
CONCERN_FUT_1556,repeats the same mistakes with {task},3,2,2,3,10,false
CONCERN_FUT_1573,struggles to organize {task},3,2,2,3,10,false
CONCERN_FUT_1573,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_FUT_1573,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_FUT_1612,resists new ways of doing {task},5,4,4,4,17,true
CONCERN_FUT_1612,avoids learning new approaches to {task},3,2,2,3,10,false
CONCERN_FUT_1612,repeats the same mistakes with {task},3,2,2,3,10,false
CONCERN_GEN_FALLBACK,rarely notices how their actions affect {peers},5,5,4,5,19,true
CONCERN_GEN_FALLBACK,struggles to organize {task},3,2,2,3,10,false
CONCERN_GEN_FALLBACK,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GOA_1553,replays the same worry without acting,5,5,4,5,19,true
CONCERN_GOA_1553,struggles to organize {task},3,2,2,3,10,false
CONCERN_GOA_1553,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GOA_1628,ignores feedback meant to improve {task},5,5,4,5,19,true
CONCERN_GOA_1628,struggles to organize {task},3,2,2,3,10,false
CONCERN_GOA_1628,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GRO_1410,struggles to organize {task},3,2,2,3,10,false
CONCERN_GRO_1410,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GRO_1410,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_GRO_1425,gives up after the first mistake,5,5,4,5,19,true
CONCERN_GRO_1425,struggles to organize {task},3,2,2,3,10,false
CONCERN_GRO_1425,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GRO_1437,avoids the hardest {task},5,5,4,5,19,true
CONCERN_GRO_1437,loses focus within minutes of starting {task},5,5,4,5,19,true
CONCERN_GRO_1437,switches between tasks without finishing any,5,5,4,5,19,true
CONCERN_GRO_1453,struggles to organize {task},3,2,2,3,10,false
CONCERN_GRO_1453,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GRO_1453,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_GRO_1509,misreads instructions for {task},5,5,4,5,19,true
CONCERN_GRO_1509,has difficulty thinking through {task},3,2,2,3,10,false
CONCERN_GRO_1509,gets stuck when {task} is unfamiliar,3,2,2,3,10,false
CONCERN_GRO_1529,struggles to organize {task},3,2,2,3,10,false
CONCERN_GRO_1529,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GRO_1529,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_GRO_1539,struggles to organize {task},3,2,2,3,10,false
CONCERN_GRO_1539,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GRO_1539,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_GRO_1606,ignores feedback meant to improve {task},5,5,4,5,19,true
CONCERN_GRO_1606,struggles to organize {task},3,2,2,3,10,false
CONCERN_GRO_1606,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GRO_1619,underperforms relative to their ability at {setting},5,5,4,5,19,true
CONCERN_GRO_1619,struggles to organize {task},3,2,2,3,10,false
CONCERN_GRO_1619,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GRO_1637,ignores feedback meant to improve {task},5,5,4,5,19,true
CONCERN_GRO_1637,struggles to organize {task},3,2,2,3,10,false
CONCERN_GRO_1637,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GRO_1644,struggles to organize {task},3,2,2,3,10,false
CONCERN_GRO_1644,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_GRO_1644,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_HAB_1629,struggles to organize {task},3,2,2,3,10,false
CONCERN_HAB_1629,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_HAB_1629,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_HEL_2304,avoids challenges for fear of failing,5,5,4,5,19,true
CONCERN_HEL_2304,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_HEL_2304,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_HEL_2305,hesitates to give others honest feedback,5,5,4,5,19,true
CONCERN_HEL_2305,ignores feedback meant to improve {task},5,5,4,5,19,true
CONCERN_HEL_2305,avoids learning new approaches to {task},3,2,2,3,10,false
CONCERN_HEL_2306,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_HEL_2306,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_HEL_2306,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_HIG_1388,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_HIG_1388,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_HIG_1388,loses track of {task} and materials,5,5,4,5,19,true
CONCERN_HIG_1388,works without a clear plan for {task},5,5,4,5,19,true
CONCERN_HIG_1388,struggles to decide what to do first,5,5,4,5,19,true
CONCERN_HOL_1001,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_HOL_1001,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_HOL_1001,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_HOL_1001,freezes when the path forward is unclear,5,5,4,5,19,true
CONCERN_HOL_1021,resists new ways of doing {task},5,4,4,4,17,true
CONCERN_HOL_1021,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_HOL_1021,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_HOL_1061,gets pulled away from {task} by distractions,5,5,4,5,19,true
CONCERN_HOL_1061,checks the phone repeatedly during {task},5,5,4,5,19,true
CONCERN_HOL_1061,loses focus within minutes of starting {task},5,5,4,5,19,true
CONCERN_HOL_1081,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_HOL_1081,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_HOL_1081,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_HOL_1101,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_HOL_1101,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_HOL_1101,underperforms relative to their ability at {setting},5,5,4,5,19,true
CONCERN_HOL_1101,feels overwhelmed by {task},5,5,4,5,19,true
CONCERN_HOL_1121,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_HOL_1121,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_HOL_1121,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_HOL_1161,gives up after the first mistake,5,5,4,5,19,true
CONCERN_HOL_1161,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_HOL_1161,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_HOL_1177,avoids the hardest {task},5,5,4,5,19,true
CONCERN_HOL_1177,shows difficulty with {task},3,2,2,3,10,false
CONCERN_HOL_1177,avoids tasks related to {task},3,2,2,3,10,false
CONCERN_HOL_1181,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_HOL_1181,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_HOL_1181,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_HOL_1201,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_HOL_1201,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_HOL_1201,struggles to stay composed under pressure,3,2,2,3,10,false
CONCERN_HOL_1221,avoids challenges for fear of failing,5,5,4,5,19,true
CONCERN_HOL_1221,struggles to fit into the culture at {setting},5,5,4,5,19,true
CONCERN_HOL_1221,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_HOL_1241,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_HOL_1241,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_HOL_1241,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_HOL_1260,feels drained and disengaged from {task},5,5,4,5,19,true
CONCERN_HOL_1260,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_HOL_1260,avoids taking the lead with {peers},5,5,4,5,19,true
CONCERN_HOL_1260,takes on everything instead of delegating,5,5,4,5,19,true
CONCERN_HOL_1260,hesitates to give others honest feedback,5,5,4,5,19,true
CONCERN_HOL_1261,gives up after the first mistake,5,5,4,5,19,true
CONCERN_HOL_1261,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_HOL_1261,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_HOL_1281,avoids the hardest {task},5,5,4,5,19,true
CONCERN_HOL_1281,gives up after the first mistake,5,5,4,5,19,true
CONCERN_HOL_1281,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_HOL_1281,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_HOL_1292,lets their contributions go unnoticed at {setting},5,5,4,5,19,true
CONCERN_HOL_1292,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_HOL_1292,avoids tasks tied to career growth,3,2,2,3,10,false
CONCERN_HOL_1307,struggles to organize {task},3,2,2,3,10,false
CONCERN_HOL_1307,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_HOL_1307,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_HOL_1317,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_HOL_1317,struggles to organize {task},3,2,2,3,10,false
CONCERN_HOL_1317,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_HOL_1347,avoids the hardest {task},5,5,4,5,19,true
CONCERN_HOL_1347,underperforms relative to their ability at {setting},5,5,4,5,19,true
CONCERN_HOL_1347,shows difficulty with {task},3,2,2,3,10,false
CONCERN_HOL_1524,struggles to organize {task},3,2,2,3,10,false
CONCERN_HOL_1524,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_HOL_1524,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_HOL_201,misses opportunities by not acting on them,5,5,4,5,19,true
CONCERN_HOL_201,cannot describe a clear next career step,5,5,4,5,19,true
CONCERN_HOL_201,struggles to make progress at {setting},3,2,2,3,10,false
CONCERN_HOL_2152,avoids challenges for fear of failing,5,5,4,5,19,true
CONCERN_HOL_2152,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_HOL_2152,struggles to bounce back after setbacks,5,5,4,5,19,true
CONCERN_HOL_2177,struggles to organize {task},3,2,2,3,10,false
CONCERN_HOL_2177,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_HOL_2177,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_HOL_2277,ignores feedback meant to improve {task},5,5,4,5,19,true
CONCERN_HOL_2277,reacts strongly to small setbacks,5,5,4,5,19,true
CONCERN_HOL_2277,avoids presenting in front of {peers},5,5,4,5,19,true
CONCERN_HOL_2277,struggles to bounce back after setbacks,5,5,4,5,19,true
CONCERN_HOL_2302,crams the night before {evaluation},5,5,4,5,19,true
CONCERN_HOL_2302,shows difficulty with {task},3,2,2,3,10,false
CONCERN_HOL_2302,avoids tasks related to {task},3,2,2,3,10,false
CONCERN_HOL_2479,gives up after the first mistake,5,5,4,5,19,true
CONCERN_HOL_2479,rarely explores topics beyond what is required,5,5,4,5,19,true
CONCERN_HOL_2479,re-reads notes without testing recall,5,5,4,5,19,true
CONCERN_HOL_321,doubts their ability to handle {task},5,5,4,5,19,true
CONCERN_HOL_321,repeats the same approach despite poor results,5,5,4,5,19,true
CONCERN_HOL_321,shows visible discomfort during {task},3,2,2,3,10,false
CONCERN_HOL_361,struggles to organize {task},3,2,2,3,10,false
CONCERN_HOL_361,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_HOL_361,lets {task} slip without follow-through,3,2,2,3,10,false
CONCERN_HOL_461,under-prepares for interviews,5,5,4,5,19,true
CONCERN_HOL_461,struggles to organize {task},3,2,2,3,10,false
CONCERN_HOL_461,needs prompting to keep up with {task},3,2,2,3,10,false
CONCERN_HOL_521,misses opportunities by not acting on them,5,5,4,5,19,true
