kind,redundant,text_a,text_b,overlap,archetype_a,archetype_b,stakeholder_a,stakeholder_b
stakeholder,false,"Over the next 30 days, help your child set realistic personal standards instead of trying to please everyone.","Over the next 30 days at work, set realistic personal standards instead of trying to please everyone.",0.786,expectations_pressure,expectations_pressure,parent,professional
stakeholder,false,"Over the next month, coach the student to set realistic personal standards instead of trying to please everyone.","Over the next 30 days at work, set realistic personal standards instead of trying to please everyone.",0.667,expectations_pressure,expectations_pressure,teacher,professional
stakeholder,false,"Across a 30-day plan, work with your client to set realistic personal standards instead of trying to please everyone.","Over the next 30 days at work, set realistic personal standards instead of trying to please everyone.",0.6,expectations_pressure,expectations_pressure,counselor,professional
stakeholder,false,"Over the next 90 days, ease the weight of others’ expectations through a term of self-set goals.","Across this term, help your child ease the weight of others’ expectations through a term of self-set goals.",0.643,expectations_pressure,expectations_pressure,student,parent
stakeholder,false,"Over the next 90 days, ease the weight of others’ expectations through a term of self-set goals.","Across the term, support the student to ease the weight of others’ expectations through a term of self-set goals.",0.643,expectations_pressure,expectations_pressure,student,teacher
stakeholder,false,"Over the next 90 days, ease the weight of others’ expectations through a term of self-set goals.","Over the next quarter at work, ease the weight of others’ expectations through a term of self-set goals.",0.786,expectations_pressure,expectations_pressure,student,professional
stakeholder,false,"Across this term, help your child ease the weight of others’ expectations through a term of self-set goals.","Across the term, support the student to ease the weight of others’ expectations through a term of self-set goals.",0.692,expectations_pressure,expectations_pressure,parent,teacher
stakeholder,false,"Across this term, help your child ease the weight of others’ expectations through a term of self-set goals.","Across a 90-day plan, guide your client to ease the weight of others’ expectations through a term of self-set goals.",0.6,expectations_pressure,expectations_pressure,parent,counselor
stakeholder,false,"Across this term, help your child ease the weight of others’ expectations through a term of self-set goals.","Over the next quarter at work, ease the weight of others’ expectations through a term of self-set goals.",0.6,expectations_pressure,expectations_pressure,parent,professional
stakeholder,false,"Across the term, support the student to ease the weight of others’ expectations through a term of self-set goals.","Across a 90-day plan, guide your client to ease the weight of others’ expectations through a term of self-set goals.",0.6,expectations_pressure,expectations_pressure,teacher,counselor
stakeholder,false,"Across the term, support the student to ease the weight of others’ expectations through a term of self-set goals.","Over the next quarter at work, ease the weight of others’ expectations through a term of self-set goals.",0.6,expectations_pressure,expectations_pressure,teacher,professional
stakeholder,false,Build a daily habit — a daily reminder that personal worth is not a comparison.,Help your child build a daily habit — a daily reminder that personal worth is not a comparison.,0.778,expectations_pressure,expectations_pressure,student,parent
stakeholder,false,Build a daily habit — a daily reminder that personal worth is not a comparison.,Encourage a daily classroom habit — a daily reminder that personal worth is not a comparison.,0.667,expectations_pressure,expectations_pressure,student,teacher
stakeholder,false,Build a daily habit — a daily reminder that personal worth is not a comparison.,Anchor a daily habit with your client — a daily reminder that personal worth is not a comparison.,0.667,expectations_pressure,expectations_pressure,student,counselor
stakeholder,false,Build a daily habit — a daily reminder that personal worth is not a comparison.,Build a daily workday habit — a daily reminder that personal worth is not a comparison.,0.875,expectations_pressure,expectations_pressure,student,professional
stakeholder,false,Help your child build a daily habit — a daily reminder that personal worth is not a comparison.,Build a daily workday habit — a daily reminder that personal worth is not a comparison.,0.7,expectations_pressure,expectations_pressure,parent,professional
stakeholder,false,Encourage a daily classroom habit — a daily reminder that personal worth is not a comparison.,Anchor a daily habit with your client — a daily reminder that personal worth is not a comparison.,0.6,expectations_pressure,expectations_pressure,teacher,counselor
stakeholder,false,Encourage a daily classroom habit — a daily reminder that personal worth is not a comparison.,Build a daily workday habit — a daily reminder that personal worth is not a comparison.,0.6,expectations_pressure,expectations_pressure,teacher,professional
stakeholder,false,Anchor a daily habit with your client — a daily reminder that personal worth is not a comparison.,Build a daily workday habit — a daily reminder that personal worth is not a comparison.,0.6,expectations_pressure,expectations_pressure,counselor,professional
stakeholder,false,Practise this skill each week — separating personal goals from other people’s expectations.,Practise this skill each week at work — separating personal goals from other people’s expectations.,0.917,expectations_pressure,expectations_pressure,student,professional
stakeholder,false,Give your child weekly practice — separating personal goals from other people’s expectations.,Set weekly practice for the student — separating personal goals from other people’s expectations.,0.692,expectations_pressure,expectations_pressure,parent,teacher
stakeholder,false,Give your child weekly practice — separating personal goals from other people’s expectations.,Assign your client weekly practice — separating personal goals from other people’s expectations.,0.692,expectations_pressure,expectations_pressure,parent,counselor
stakeholder,false,Set weekly practice for the student — separating personal goals from other people’s expectations.,Assign your client weekly practice — separating personal goals from other people’s expectations.,0.692,expectations_pressure,expectations_pressure,teacher,counselor
stakeholder,false,"Today, put the phone away and finish one task in a single twenty-five-minute focus block.","Today, help your child put the phone away and finish one task in a single twenty-five-minute focus block.",0.867,focus_attention,focus_attention,student,parent
stakeholder,false,"Today, put the phone away and finish one task in a single twenty-five-minute focus block.","In class today, have the student put the phone away and finish one task in a single twenty-five-minute focus block.",0.867,focus_attention,focus_attention,student,teacher
stakeholder,false,"Today, put the phone away and finish one task in a single twenty-five-minute focus block.","In today’s session, guide your client to put the phone away and finish one task in a single twenty-five-minute focus block.",0.813,focus_attention,focus_attention,student,counselor
stakeholder,false,"Today, put the phone away and finish one task in a single twenty-five-minute focus block.","Before the workday ends, put the phone away and finish one task in a single twenty-five-minute focus block.",0.75,focus_attention,focus_attention,student,professional
stakeholder,false,"Today, help your child put the phone away and finish one task in a single twenty-five-minute focus block.","In class today, have the student put the phone away and finish one task in a single twenty-five-minute focus block.",0.765,focus_attention,focus_attention,parent,teacher
stakeholder,false,"Today, help your child put the phone away and finish one task in a single twenty-five-minute focus block.","In today’s session, guide your client to put the phone away and finish one task in a single twenty-five-minute focus block.",0.722,focus_attention,focus_attention,parent,counselor
stakeholder,false,"Today, help your child put the phone away and finish one task in a single twenty-five-minute focus block.","Before the workday ends, put the phone away and finish one task in a single twenty-five-minute focus block.",0.667,focus_attention,focus_attention,parent,professional
stakeholder,false,"In class today, have the student put the phone away and finish one task in a single twenty-five-minute focus block.","In today’s session, guide your client to put the phone away and finish one task in a single twenty-five-minute focus block.",0.722,focus_attention,focus_attention,teacher,counselor
stakeholder,false,"In class today, have the student put the phone away and finish one task in a single twenty-five-minute focus block.","Before the workday ends, put the phone away and finish one task in a single twenty-five-minute focus block.",0.667,focus_attention,focus_attention,teacher,professional
stakeholder,false,"In today’s session, guide your client to put the phone away and finish one task in a single twenty-five-minute focus block.","Before the workday ends, put the phone away and finish one task in a single twenty-five-minute focus block.",0.632,focus_attention,focus_attention,counselor,professional
stakeholder,false,"Each day this week, log what pulled attention away from a task.","Each day this week, help your child log what pulled attention away from a task.",0.833,focus_attention,focus_attention,student,parent
stakeholder,false,"Each day this week, log what pulled attention away from a task.","Each day this week, have the student log what pulled attention away from a task.",0.909,focus_attention,focus_attention,student,teacher
stakeholder,false,"Each day this week, log what pulled attention away from a task.",Set a one-week task for your client to log what pulled attention away from a task.,0.615,focus_attention,focus_attention,student,counselor
stakeholder,false,"Each day this week, log what pulled attention away from a task.","Each workday this week, log what pulled attention away from a task.",0.818,focus_attention,focus_attention,student,professional
stakeholder,false,"Each day this week, help your child log what pulled attention away from a task.","Each day this week, have the student log what pulled attention away from a task.",0.769,focus_attention,focus_attention,parent,teacher
stakeholder,false,"Each day this week, help your child log what pulled attention away from a task.","Each workday this week, log what pulled attention away from a task.",0.692,focus_attention,focus_attention,parent,professional
stakeholder,false,"Each day this week, have the student log what pulled attention away from a task.","Each workday this week, log what pulled attention away from a task.",0.75,focus_attention,focus_attention,teacher,professional
stakeholder,false,Set a one-week task for your client to log what pulled attention away from a task.,"Each workday this week, log what pulled attention away from a task.",0.615,focus_attention,focus_attention,counselor,professional
stakeholder,false,"Over the next 30 days, follow a routine of distraction-free focus blocks to finish tasks on time.","Over the next 30 days, help your child follow a routine of distraction-free focus blocks to finish tasks on time.",0.857,focus_attention,focus_attention,student,parent
stakeholder,false,"Over the next 30 days, follow a routine of distraction-free focus blocks to finish tasks on time.","Over the next month, coach the student to follow a routine of distraction-free focus blocks to finish tasks on time.",0.733,focus_attention,focus_attention,student,teacher
stakeholder,false,"Over the next 30 days, follow a routine of distraction-free focus blocks to finish tasks on time.","Over the next 30 days at work, follow a routine of distraction-free focus blocks to finish tasks on time.",0.923,focus_attention,focus_attention,student,professional
stakeholder,false,"Over the next 30 days, help your child follow a routine of distraction-free focus blocks to finish tasks on time.","Over the next month, coach the student to follow a routine of distraction-free focus blocks to finish tasks on time.",0.647,focus_attention,focus_attention,parent,teacher
stakeholder,false,"Over the next 30 days, help your child follow a routine of distraction-free focus blocks to finish tasks on time.","Over the next 30 days at work, follow a routine of distraction-free focus blocks to finish tasks on time.",0.8,focus_attention,focus_attention,parent,professional
stakeholder,false,"Over the next month, coach the student to follow a routine of distraction-free focus blocks to finish tasks on time.","Over the next 30 days at work, follow a routine of distraction-free focus blocks to finish tasks on time.",0.688,focus_attention,focus_attention,teacher,professional
stakeholder,false,"Across a 30-day plan, work with your client to follow a routine of distraction-free focus blocks to finish tasks on time.","Over the next 30 days at work, follow a routine of distraction-free focus blocks to finish tasks on time.",0.625,focus_attention,focus_attention,counselor,professional
stakeholder,false,"Over the next 90 days, grow steady concentration through a term of daily focus practice.","Across this term, help your child grow steady concentration through a term of daily focus practice.",0.615,focus_attention,focus_attention,student,parent
stakeholder,false,"Over the next 90 days, grow steady concentration through a term of daily focus practice.","Across the term, support the student to grow steady concentration through a term of daily focus practice.",0.615,focus_attention,focus_attention,student,teacher
stakeholder,false,"Over the next 90 days, grow steady concentration through a term of daily focus practice.","Over the next quarter at work, grow steady concentration through a term of daily focus practice.",0.769,focus_attention,focus_attention,student,professional
stakeholder,false,"Across this term, help your child grow steady concentration through a term of daily focus practice.","Across the term, support the student to grow steady concentration through a term of daily focus practice.",0.667,focus_attention,focus_attention,parent,teacher
stakeholder,false,Build a daily habit — a twenty-five-minute phone-free focus block before each break.,Help your child build a daily habit — a twenty-five-minute phone-free focus block before each break.,0.867,focus_attention,focus_attention,student,parent
stakeholder,false,Build a daily habit — a twenty-five-minute phone-free focus block before each break.,Encourage a daily classroom habit — a twenty-five-minute phone-free focus block before each break.,0.8,focus_attention,focus_attention,student,teacher
stakeholder,false,Build a daily habit — a twenty-five-minute phone-free focus block before each break.,Anchor a daily habit with your client — a twenty-five-minute phone-free focus block before each break.,0.8,focus_attention,focus_attention,student,counselor
stakeholder,false,Build a daily habit — a twenty-five-minute phone-free focus block before each break.,Build a daily workday habit — a twenty-five-minute phone-free focus block before each break.,0.929,focus_attention,focus_attention,student,professional
stakeholder,false,Help your child build a daily habit — a twenty-five-minute phone-free focus block before each break.,Encourage a daily classroom habit — a twenty-five-minute phone-free focus block before each break.,0.706,focus_attention,focus_attention,parent,teacher
stakeholder,false,Help your child build a daily habit — a twenty-five-minute phone-free focus block before each break.,Anchor a daily habit with your client — a twenty-five-minute phone-free focus block before each break.,0.706,focus_attention,focus_attention,parent,counselor
stakeholder,false,Help your child build a daily habit — a twenty-five-minute phone-free focus block before each break.,Build a daily workday habit — a twenty-five-minute phone-free focus block before each break.,0.813,focus_attention,focus_attention,parent,professional
stakeholder,false,Encourage a daily classroom habit — a twenty-five-minute phone-free focus block before each break.,Anchor a daily habit with your client — a twenty-five-minute phone-free focus block before each break.,0.75,focus_attention,focus_attention,teacher,counselor
stakeholder,false,Encourage a daily classroom habit — a twenty-five-minute phone-free focus block before each break.,Build a daily workday habit — a twenty-five-minute phone-free focus block before each break.,0.75,focus_attention,focus_attention,teacher,professional
stakeholder,false,Anchor a daily habit with your client — a twenty-five-minute phone-free focus block before each break.,Build a daily workday habit — a twenty-five-minute phone-free focus block before each break.,0.75,focus_attention,focus_attention,counselor,professional
stakeholder,false,Practise this skill each week — clearing distractions and working in timed focus sprints.,Practise this skill each week at work — clearing distractions and working in timed focus sprints.,0.909,focus_attention,focus_attention,student,professional
stakeholder,false,Give your child weekly practice — clearing distractions and working in timed focus sprints.,Set weekly practice for the student — clearing distractions and working in timed focus sprints.,0.667,focus_attention,focus_attention,parent,teacher
stakeholder,false,Give your child weekly practice — clearing distractions and working in timed focus sprints.,Assign your client weekly practice — clearing distractions and working in timed focus sprints.,0.667,focus_attention,focus_attention,parent,counselor
stakeholder,false,Set weekly practice for the student — clearing distractions and working in timed focus sprints.,Assign your client weekly practice — clearing distractions and working in timed focus sprints.,0.667,focus_attention,focus_attention,teacher,counselor
stakeholder,false,"Today, write down three things that truly matter and why.","Today, help your child write down three things that truly matter and why.",0.778,identity_self_awareness,identity_self_awareness,student,parent
stakeholder,false,"Today, write down three things that truly matter and why.","In class today, have the student write down three things that truly matter and why.",0.778,identity_self_awareness,identity_self_awareness,student,teacher
stakeholder,false,"Today, write down three things that truly matter and why.","In today’s session, guide your client to write down three things that truly matter and why.",0.7,identity_self_awareness,identity_self_awareness,student,counselor
stakeholder,false,"Today, write down three things that truly matter and why.","Before the workday ends, write down three things that truly matter and why.",0.6,identity_self_awareness,identity_self_awareness,student,professional
stakeholder,false,"Today, help your child write down three things that truly matter and why.","In class today, have the student write down three things that truly matter and why.",0.636,identity_self_awareness,identity_self_awareness,parent,teacher
stakeholder,false,"Each day this week, note one choice that fit personal values and one that did not.","Each day this week, help your child note one choice that fit personal values and one that did not.",0.818,identity_self_awareness,identity_self_awareness,student,parent
stakeholder,false,"Each day this week, note one choice that fit personal values and one that did not.","Each day this week, have the student note one choice that fit personal values and one that did not.",0.9,identity_self_awareness,identity_self_awareness,student,teacher
stakeholder,false,"Each day this week, note one choice that fit personal values and one that did not.","Each workday this week, note one choice that fit personal values and one that did not.",0.8,identity_self_awareness,identity_self_awareness,student,professional
stakeholder,false,"Each day this week, help your child note one choice that fit personal values and one that did not.","Each day this week, have the student note one choice that fit personal values and one that did not.",0.75,identity_self_awareness,identity_self_awareness,parent,teacher
stakeholder,false,"Each day this week, help your child note one choice that fit personal values and one that did not.","Each workday this week, note one choice that fit personal values and one that did not.",0.667,identity_self_awareness,identity_self_awareness,parent,professional
stakeholder,false,"Each day this week, have the student note one choice that fit personal values and one that did not.","Each workday this week, note one choice that fit personal values and one that did not.",0.727,identity_self_awareness,identity_self_awareness,teacher,professional
stakeholder,false,"Over the next 30 days, shape a clearer sense of direction by acting on what matters most each week.","Over the next 30 days, help your child shape a clearer sense of direction by acting on what matters most each week.",0.867,identity_self_awareness,identity_self_awareness,student,parent
stakeholder,false,"Over the next 30 days, shape a clearer sense of direction by acting on what matters most each week.","Over the next month, coach the student to shape a clearer sense of direction by acting on what matters most each week.",0.75,identity_self_awareness,identity_self_awareness,student,teacher
stakeholder,false,"Over the next 30 days, shape a clearer sense of direction by acting on what matters most each week.","Over the next 30 days at work, shape a clearer sense of direction by acting on what matters most each week.",0.929,identity_self_awareness,identity_self_awareness,student,professional
stakeholder,false,"Over the next 30 days, help your child shape a clearer sense of direction by acting on what matters most each week.","Over the next month, coach the student to shape a clearer sense of direction by acting on what matters most each week.",0.667,identity_self_awareness,identity_self_awareness,parent,teacher
stakeholder,false,"Over the next 30 days, help your child shape a clearer sense of direction by acting on what matters most each week.","Over the next 30 days at work, shape a clearer sense of direction by acting on what matters most each week.",0.813,identity_self_awareness,identity_self_awareness,parent,professional
stakeholder,false,"Over the next month, coach the student to shape a clearer sense of direction by acting on what matters most each week.","Over the next 30 days at work, shape a clearer sense of direction by acting on what matters most each week.",0.706,identity_self_awareness,identity_self_awareness,teacher,professional
stakeholder,false,"Across a 30-day plan, work with your client to shape a clearer sense of direction by acting on what matters most each week.","Over the next 30 days at work, shape a clearer sense of direction by acting on what matters most each week.",0.647,identity_self_awareness,identity_self_awareness,counselor,professional
stakeholder,false,"Over the next 90 days, build a steady sense of self and what to stand for over the term.","Across this term, help your child build a steady sense of self and what to stand for over the term.",0.667,identity_self_awareness,identity_self_awareness,student,parent
stakeholder,false,"Over the next 90 days, build a steady sense of self and what to stand for over the term.","Across the term, support the student to build a steady sense of self and what to stand for over the term.",0.667,identity_self_awareness,identity_self_awareness,student,teacher
stakeholder,false,"Over the next 90 days, build a steady sense of self and what to stand for over the term.","Over the next quarter at work, build a steady sense of self and what to stand for over the term.",0.75,identity_self_awareness,identity_self_awareness,student,professional
stakeholder,false,"Across this term, help your child build a steady sense of self and what to stand for over the term.","Across the term, support the student to build a steady sense of self and what to stand for over the term.",0.667,identity_self_awareness,identity_self_awareness,parent,teacher
stakeholder,false,"Across this term, help your child build a steady sense of self and what to stand for over the term.","Over the next quarter at work, build a steady sense of self and what to stand for over the term.",0.615,identity_self_awareness,identity_self_awareness,parent,professional
stakeholder,false,"Across the term, support the student to build a steady sense of self and what to stand for over the term.","Over the next quarter at work, build a steady sense of self and what to stand for over the term.",0.615,identity_self_awareness,identity_self_awareness,teacher,professional
stakeholder,false,Build a daily habit — a weekly check of whether actions matched real values.,Help your child build a daily habit — a weekly check of whether actions matched real values.,0.833,identity_self_awareness,identity_self_awareness,student,parent
stakeholder,false,Build a daily habit — a weekly check of whether actions matched real values.,Encourage a daily classroom habit — a weekly check of whether actions matched real values.,0.75,identity_self_awareness,identity_self_awareness,student,teacher
stakeholder,false,Build a daily habit — a weekly check of whether actions matched real values.,Anchor a daily habit with your client — a weekly check of whether actions matched real values.,0.75,identity_self_awareness,identity_self_awareness,student,counselor
stakeholder,false,Build a daily habit — a weekly check of whether actions matched real values.,Build a daily workday habit — a weekly check of whether actions matched real values.,0.909,identity_self_awareness,identity_self_awareness,student,professional
stakeholder,false,Help your child build a daily habit — a weekly check of whether actions matched real values.,Encourage a daily classroom habit — a weekly check of whether actions matched real values.,0.643,identity_self_awareness,identity_self_awareness,parent,teacher
stakeholder,false,Help your child build a daily habit — a weekly check of whether actions matched real values.,Anchor a daily habit with your client — a weekly check of whether actions matched real values.,0.643,identity_self_awareness,identity_self_awareness,parent,counselor
stakeholder,false,Help your child build a daily habit — a weekly check of whether actions matched real values.,Build a daily workday habit — a weekly check of whether actions matched real values.,0.769,identity_self_awareness,identity_self_awareness,parent,professional
stakeholder,false,Encourage a daily classroom habit — a weekly check of whether actions matched real values.,Anchor a daily habit with your client — a weekly check of whether actions matched real values.,0.692,identity_self_awareness,identity_self_awareness,teacher,counselor
stakeholder,false,Encourage a daily classroom habit — a weekly check of whether actions matched real values.,Build a daily workday habit — a weekly check of whether actions matched real values.,0.692,identity_self_awareness,identity_self_awareness,teacher,professional
stakeholder,false,Anchor a daily habit with your client — a weekly check of whether actions matched real values.,Build a daily workday habit — a weekly check of whether actions matched real values.,0.692,identity_self_awareness,identity_self_awareness,counselor,professional
stakeholder,false,Practise this skill each week — naming personal values and using them to guide a real decision.,Practise this skill each week at work — naming personal values and using them to guide a real decision.,0.917,identity_self_awareness,identity_self_awareness,student,professional
stakeholder,false,Give your child weekly practice — naming personal values and using them to guide a real decision.,Set weekly practice for the student — naming personal values and using them to guide a real decision.,0.692,identity_self_awareness,identity_self_awareness,parent,teacher
stakeholder,false,Give your child weekly practice — naming personal values and using them to guide a real decision.,Assign your client weekly practice — naming personal values and using them to guide a real decision.,0.692,identity_self_awareness,identity_self_awareness,parent,counselor
stakeholder,false,Set weekly practice for the student — naming personal values and using them to guide a real decision.,Assign your client weekly practice — naming personal values and using them to guide a real decision.,0.692,identity_self_awareness,identity_self_awareness,teacher,counselor
stakeholder,false,"Today, volunteer to lead one small task or group decision.","Today, help your child volunteer to lead one small task or group decision.",0.8,leadership_influence,leadership_influence,student,parent
stakeholder,false,"Today, volunteer to lead one small task or group decision.","In class today, have the student volunteer to lead one small task or group decision.",0.8,leadership_influence,leadership_influence,student,teacher
stakeholder,false,"Today, volunteer to lead one small task or group decision.","In today’s session, guide your client to volunteer to lead one small task or group decision.",0.727,leadership_influence,leadership_influence,student,counselor
stakeholder,false,"Today, volunteer to lead one small task or group decision.","Before the workday ends, volunteer to lead one small task or group decision.",0.636,leadership_influence,leadership_influence,student,professional
stakeholder,false,"Today, help your child volunteer to lead one small task or group decision.","In class today, have the student volunteer to lead one small task or group decision.",0.667,leadership_influence,leadership_influence,parent,teacher
stakeholder,false,"Today, help your child volunteer to lead one small task or group decision.","In today’s session, guide your client to volunteer to lead one small task or group decision.",0.615,leadership_influence,leadership_influence,parent,counselor
stakeholder,false,"In class today, have the student volunteer to lead one small task or group decision.","In today’s session, guide your client to volunteer to lead one small task or group decision.",0.615,leadership_influence,leadership_influence,teacher,counselor
stakeholder,false,"Each day this week, note one moment of guiding the team and one task to delegate.","Each day this week, help your child note one moment of guiding the team and one task to delegate.",0.833,leadership_influence,leadership_influence,student,parent
stakeholder,false,"Each day this week, note one moment of guiding the team and one task to delegate.","Each day this week, have the student note one moment of guiding the team and one task to delegate.",0.909,leadership_influence,leadership_influence,student,teacher
stakeholder,false,"Each day this week, note one moment of guiding the team and one task to delegate.",Set a one-week task for your client to note one moment of guiding the team and one task to delegate.,0.667,leadership_influence,leadership_influence,student,counselor
stakeholder,false,"Each day this week, note one moment of guiding the team and one task to delegate.","Each workday this week, note one moment of guiding the team and one task to delegate.",0.818,leadership_influence,leadership_influence,student,professional
stakeholder,false,"Each day this week, help your child note one moment of guiding the team and one task to delegate.","Each day this week, have the student note one moment of guiding the team and one task to delegate.",0.769,leadership_influence,leadership_influence,parent,teacher
stakeholder,false,"Each day this week, help your child note one moment of guiding the team and one task to delegate.","Each workday this week, note one moment of guiding the team and one task to delegate.",0.692,leadership_influence,leadership_influence,parent,professional
stakeholder,false,"Each day this week, have the student note one moment of guiding the team and one task to delegate.",Set a one-week task for your client to note one moment of guiding the team and one task to delegate.,0.615,leadership_influence,leadership_influence,teacher,counselor
stakeholder,false,"Each day this week, have the student note one moment of guiding the team and one task to delegate.","Each workday this week, note one moment of guiding the team and one task to delegate.",0.75,leadership_influence,leadership_influence,teacher,professional
stakeholder,false,Set a one-week task for your client to note one moment of guiding the team and one task to delegate.,"Each workday this week, note one moment of guiding the team and one task to delegate.",0.667,leadership_influence,leadership_influence,counselor,professional
stakeholder,false,"Over the next 30 days, take charge of a small group project from start to finish.","Over the next 30 days, help your child take charge of a small group project from start to finish.",0.846,leadership_influence,leadership_influence,student,parent
stakeholder,false,"Over the next 30 days, take charge of a small group project from start to finish.","Over the next month, coach the student to take charge of a small group project from start to finish.",0.714,leadership_influence,leadership_influence,student,teacher
stakeholder,false,"Over the next 30 days, take charge of a small group project from start to finish.","Over the next 30 days at work, take charge of a small group project from start to finish.",0.917,leadership_influence,leadership_influence,student,professional
stakeholder,false,"Over the next 30 days, help your child take charge of a small group project from start to finish.","Over the next month, coach the student to take charge of a small group project from start to finish.",0.625,leadership_influence,leadership_influence,parent,teacher
stakeholder,false,"Over the next 30 days, help your child take charge of a small group project from start to finish.","Over the next 30 days at work, take charge of a small group project from start to finish.",0.786,leadership_influence,leadership_influence,parent,professional
stakeholder,false,"Over the next month, coach the student to take charge of a small group project from start to finish.","Over the next 30 days at work, take charge of a small group project from start to finish.",0.667,leadership_influence,leadership_influence,teacher,professional
stakeholder,false,"Across a 30-day plan, work with your client to take charge of a small group project from start to finish.","Over the next 30 days at work, take charge of a small group project from start to finish.",0.6,leadership_influence,leadership_influence,counselor,professional
stakeholder,false,"Over the next 90 days, grow into a confident team leader through steady project responsibility.","Across this term, help your child grow into a confident team leader through steady project responsibility.",0.6,leadership_influence,leadership_influence,student,parent
stakeholder,false,"Over the next 90 days, grow into a confident team leader through steady project responsibility.","Across the term, support the student to grow into a confident team leader through steady project responsibility.",0.6,leadership_influence,leadership_influence,student,teacher
stakeholder,false,"Over the next 90 days, grow into a confident team leader through steady project responsibility.","Over the next quarter at work, grow into a confident team leader through steady project responsibility.",0.786,leadership_influence,leadership_influence,student,professional
stakeholder,false,"Across this term, help your child grow into a confident team leader through steady project responsibility.","Across the term, support the student to grow into a confident team leader through steady project responsibility.",0.714,leadership_influence,leadership_influence,parent,teacher
stakeholder,false,Build a daily habit — a weekly check-in to give each teammate clear direction.,Help your child build a daily habit — a weekly check-in to give each teammate clear direction.,0.833,leadership_influence,leadership_influence,student,parent
stakeholder,false,Build a daily habit — a weekly check-in to give each teammate clear direction.,Encourage a daily classroom habit — a weekly check-in to give each teammate clear direction.,0.75,leadership_influence,leadership_influence,student,teacher
stakeholder,false,Build a daily habit — a weekly check-in to give each teammate clear direction.,Anchor a daily habit with your client — a weekly check-in to give each teammate clear direction.,0.75,leadership_influence,leadership_influence,student,counselor
stakeholder,false,Build a daily habit — a weekly check-in to give each teammate clear direction.,Build a daily workday habit — a weekly check-in to give each teammate clear direction.,0.909,leadership_influence,leadership_influence,student,professional
stakeholder,false,Help your child build a daily habit — a weekly check-in to give each teammate clear direction.,Encourage a daily classroom habit — a weekly check-in to give each teammate clear direction.,0.643,leadership_influence,leadership_influence,parent,teacher
stakeholder,false,Help your child build a daily habit — a weekly check-in to give each teammate clear direction.,Anchor a daily habit with your client — a weekly check-in to give each teammate clear direction.,0.643,leadership_influence,leadership_influence,parent,counselor
stakeholder,false,Help your child build a daily habit — a weekly check-in to give each teammate clear direction.,Build a daily workday habit — a weekly check-in to give each teammate clear direction.,0.769,leadership_influence,leadership_influence,parent,professional
stakeholder,false,Encourage a daily classroom habit — a weekly check-in to give each teammate clear direction.,Anchor a daily habit with your client — a weekly check-in to give each teammate clear direction.,0.692,leadership_influence,leadership_influence,teacher,counselor
stakeholder,false,Encourage a daily classroom habit — a weekly check-in to give each teammate clear direction.,Build a daily workday habit — a weekly check-in to give each teammate clear direction.,0.692,leadership_influence,leadership_influence,teacher,professional
stakeholder,false,Anchor a daily habit with your client — a weekly check-in to give each teammate clear direction.,Build a daily workday habit — a weekly check-in to give each teammate clear direction.,0.692,leadership_influence,leadership_influence,counselor,professional
stakeholder,false,Practise this skill each week — delegating tasks and following up so the group stays on track.,Practise this skill each week at work — delegating tasks and following up so the group stays on track.,0.909,leadership_influence,leadership_influence,student,professional
stakeholder,false,Give your child weekly practice — delegating tasks and following up so the group stays on track.,Set weekly practice for the student — delegating tasks and following up so the group stays on track.,0.667,leadership_influence,leadership_influence,parent,teacher
stakeholder,false,Give your child weekly practice — delegating tasks and following up so the group stays on track.,Assign your client weekly practice — delegating tasks and following up so the group stays on track.,0.667,leadership_influence,leadership_influence,parent,counselor
stakeholder,false,Set weekly practice for the student — delegating tasks and following up so the group stays on track.,Assign your client weekly practice — delegating tasks and following up so the group stays on track.,0.667,leadership_influence,leadership_influence,teacher,counselor
stakeholder,false,"Today, pick one tricky concept and explain it out loud in simple, everyday words.","Today, help your child pick one tricky concept and explain it out loud in simple, everyday words.",0.833,learning_comprehension,learning_comprehension,student,parent
stakeholder,false,"Today, pick one tricky concept and explain it out loud in simple, everyday words.","In class today, have the student pick one tricky concept and explain it out loud in simple, everyday words.",0.833,learning_comprehension,learning_comprehension,student,teacher
stakeholder,false,"Today, pick one tricky concept and explain it out loud in simple, everyday words.","In today’s session, guide your client to pick one tricky concept and explain it out loud in simple, everyday words.",0.769,learning_comprehension,learning_comprehension,student,counselor
stakeholder,false,"Today, pick one tricky concept and explain it out loud in simple, everyday words.","Before the workday ends, pick one tricky concept and explain it out loud in simple, everyday words.",0.692,learning_comprehension,learning_comprehension,student,professional
stakeholder,false,"Today, help your child pick one tricky concept and explain it out loud in simple, everyday words.","In class today, have the student pick one tricky concept and explain it out loud in simple, everyday words.",0.714,learning_comprehension,learning_comprehension,parent,teacher
stakeholder,false,"Today, help your child pick one tricky concept and explain it out loud in simple, everyday words.","In today’s session, guide your client to pick one tricky concept and explain it out loud in simple, everyday words.",0.667,learning_comprehension,learning_comprehension,parent,counselor
stakeholder,false,"Today, help your child pick one tricky concept and explain it out loud in simple, everyday words.","Before the workday ends, pick one tricky concept and explain it out loud in simple, everyday words.",0.6,learning_comprehension,learning_comprehension,parent,professional
