concern_id,concern,domain,persona,severity,priority,bridge_tag,resolves_to,route
CONCERN_BEH_1634,distinguish effort from effectiveness,Productivity Reflection,Performance Reflection,Medium,P2,PRODUCTIVITY_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_EMO_1638,ownership for personal performance,Accountability Reflection,Performance Reflection,Medium,P2,ACCOUNTABILITY_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_SOC_1640,adapting after poor performance outcomes,Adaptive Reflection,Performance Reflection,High,P2,ADAPTIVE_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_INT_1642,understanding of personal learning style,Learning Reflection,Performance Reflection,Medium,P2,LEARNING_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_LEA_1643,motivation during slow progress,Growth Persistence,Performance Reflection,Medium,P2,GROWTH_PERSISTENCE,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_REF_1646,connect personal growth with future goals,Purpose Reflection,Performance Reflection,High,P2,PURPOSE_REFLECTION,remapped:THINKING_QUALITY,keyword
CONCERN_ACA_1664,Revising Effectively,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_ACA_1707,Tracking Academic Progress,Academic Performance,Student,Medium,P2,ACADEMIC_PERFORMANCE,remapped:ACADEMIC_COGNITIVE,override
CONCERN_COM_1712,Interpreting Graphs and Data,Analytical Development,Student,Medium,P2,ANALYTICAL_DEVELOPMENT,remapped:THINKING_QUALITY,keyword
CONCERN_EXA_1715,Academic Endurance,Academic Performance,Student,Medium,P2,ACADEMIC_PERFORMANCE,remapped:ACADEMIC_COGNITIVE,override
CONCERN_ANA_1719,Verbal Reasoning Skills,Analytical Development,Student,Medium,P2,ANALYTICAL_DEVELOPMENT,remapped:THINKING_QUALITY,keyword
CONCERN_ACA_1722,Linking Concepts Across Subjects,Interdisciplinary Learning,Student,Medium,P2,INTERDISCIPLINARY_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_COM_1961,Exam Strategy,Examination Readiness,Parent,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_LEA_1987,Preparedness for Surprise Tests,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_DIS_2011,Revising Without Guidance,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_ACA_2014,Exam Writing Speed,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_SEL_2019,Revision Consistency,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_ACA_2031,Attention During Revision,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_SEL_2036,Concept Transfer Across Subjects,Interdisciplinary Learning,Student,Medium,P2,INTERDISCIPLINARY_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_ACA_2045,Structuring Revision Priorities,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_LEA_2048,Learning Ownership During Group Tasks,Collaboration & Ownership,Student,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_MOT_2056,Academic Prioritization During Exams,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_EXA_2061,Consistency Across Subjects,Academic Performance,Student,Medium,P2,ACADEMIC_PERFORMANCE,remapped:ACADEMIC_COGNITIVE,override
CONCERN_ACA_2067,Understanding Examination Patterns,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_EXA_2070,Strategic Guessing Ability in MCQs,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_LEA_2096,Understanding Interdisciplinary Concepts,Interdisciplinary Learning,Student,Medium,P2,INTERDISCIPLINARY_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_EXA_2112,Subject Integration Across Curriculum,Interdisciplinary Learning,Student,Medium,P2,INTERDISCIPLINARY_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_CON_2140,Supporting Students with Weak Exam Strategy,Examination Readiness,Teacher,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_ACA_2147,Building Collaborative Learning Culture,Collaboration & Ownership,Teacher,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_ACA_2156,Students with Poor Revision Habits,Examination Readiness,Teacher,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_EXA_2157,Supporting Students with Weak Conceptual Integration,Interdisciplinary Learning,Teacher,Medium,P2,INTERDISCIPLINARY_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_MOT_2181,Students with Weak Writing Speed,Examination Readiness,Teacher,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_DIS_2194,Handling Students with Weak Exam Writing Structure,Examination Readiness,Teacher,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_COM_2197,Students Who Avoid Group Work,Collaboration & Ownership,Teacher,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_CON_2204,Managing Students with Weak Collaborative Communication,Collaboration & Ownership,Teacher,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_DIS_2208,Managing Students with Weak Focus During Revision Sessions,Examination Readiness,Teacher,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_ADJ_2216,Supporting Students with Weak Subject Integration Skills,Interdisciplinary Learning,Teacher,Medium,P2,INTERDISCIPLINARY_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_EXA_2278,Managing Students with Weak Conceptual Recall During Viva,Examination Readiness,Teacher,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_CON_2234,Handling Students with Weak Concept Revision Methods,Examination Readiness,Teacher,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_ACA_2240,Handling Students with Weak Subject Prioritization During Exams,Examination Readiness,Teacher,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_EXA_2241,Supporting Students with Weak Peer Collaboration,Collaboration & Ownership,Teacher,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_DIS_2252,Handling Students with Weak Concept Transfer Skills,Interdisciplinary Learning,Teacher,Medium,P2,INTERDISCIPLINARY_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_EXA_2258,Handling Students with Weak Academic Ownership During Projects,Collaboration & Ownership,Teacher,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_SEL_2272,Managing Students with Weak Collaborative Problem-Solving Skills,Collaboration & Ownership,Teacher,Medium,P2,COLLABORATION_OWNERSHIP,remapped:LEADERSHIP_OWNERSHIP,override
CONCERN_LEA_2285,Helping Students Sustain Revision Momentum,Examination Readiness,Teacher,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_COM_2290,Managing Students with Weak Interdisciplinary Thinking Skills,Interdisciplinary Learning,Teacher,Medium,P2,INTERDISCIPLINARY_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_HOL_2302,Students Realizing Errors Too Late During Exams,Metacognition & Self-Regulation,Parent,Medium,P2,METACOGNITION_SELF,remapped:SELF_PERCEPTION,keyword
CONCERN_HEL_2304,Child Avoiding Teacher Guidance Due to Fear,Help-Seeking & Support Utilization,Parent,Medium,P2,HELP_SEEKING,remapped:ADJUSTMENT_COPING,override
CONCERN_HEL_2305,Response to Corrective Feedback,Help-Seeking & Support Utilization,Parent,Medium,P2,HELP_SEEKING,remapped:ADJUSTMENT_COPING,override
CONCERN_ACA_2311,Adapting to Academic Changes,Transition & Change Adaptability,Parent,Medium,P2,TRANSITION_CHANGE,remapped:TRANSITION_READINESS,keyword
CONCERN_TRA_2312,Child Unable to Handle Sudden Routine Changes,Transition & Change Adaptability,Parent,Medium,P2,TRANSITION_CHANGE,remapped:TRANSITION_READINESS,keyword
CONCERN_TRA_2313,Slow Adaptation After School or Coaching Transition,Transition & Change Adaptability,Parent,Medium,P2,TRANSITION_CHANGE,remapped:TRANSITION_READINESS,keyword
CONCERN_ACA_2324,Academic Recovery After Long Vacations,Academic Planning & Recovery Intelligence,Parent,Medium,P2,ACADEMIC_PLANNING,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_MOT_2464,Managing Students with Weak Understanding of Exam Expectations,Examination Readiness,Teacher,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_LEA_2475,Preparedness for Surprise Tests,Examination Readiness,Student,Medium,P2,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_DOM_1,Adapting to College Academic Structure,College Adaptation,Campus Student,High,P1,COLLEGE_ADAPTATION,GENERAL_CONCERN (generic catch-all),general
CONCERN_COL_2,Self-Directed Learning Skills,Employability & Academic Readiness,Campus Student,High,P1,EMPLOYABILITY_ACADEMIC,remapped:EMPLOYABILITY,keyword
CONCERN_SOC_118,Time Allocation During Competitive Exams,Examination Readiness,Competitive Aspirant,Critical,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_CON_138,Test-Taking Strategy in Competitive Exams,Examination Readiness,Competitive Aspirant,Critical,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_EXA_166,Attempt Strategy Decisions,Examination Readiness,Competitive Aspirant,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_EXA_196,Revision Completion Before Exams,Examination Readiness,Competitive Aspirant,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_CON_261,Identifying Core Skill Gaps,Skill Development,Skill Development Learner,High,P1,SKILL_DEVELOPMENT,remapped:COMPETENCY_DEVELOPMENT,keyword
CONCERN_COM_370,Technical Assessments,Examination Readiness,Early Career Learner,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_COM_463,Explaining Career Gaps Professionally,Career Transition,Job Seeker,High,P1,CAREER_TRANSITION,remapped:CAREER_GROWTH,override
CONCERN_CAR_465,Transitioning Into New Industries,Career Transition,Job Seeker,High,P1,CAREER_TRANSITION,remapped:CAREER_GROWTH,override
CONCERN_THI_476,Switching Careers Midway,Career Transition,Job Seeker,High,P1,CAREER_TRANSITION,remapped:CAREER_GROWTH,override
CONCERN_DIS_488,Handle Technical Assessments Under Pressure,Examination Readiness,Job Seeker,High,P1,EXAMINATION_READINESS,remapped:EXAMINATION_STRESS,override
CONCERN_MOT_496,Rejoining Workforce After Career Breaks,Career Transition,Job Seeker,High,P1,CAREER_TRANSITION,remapped:CAREER_GROWTH,override
CONCERN_LIF_538,Returning After Maternity or Caregiving Breaks,Career Transition,Job Seeker,High,P1,CAREER_TRANSITION,remapped:CAREER_GROWTH,override
CONCERN_LEA_553,Balancing Pragmatic Choices with Career Aspirations,Career Planning,Job Seeker,High,P1,CAREER_PLANNING,remapped:CAREER_READINESS,keyword
CONCERN_HOL_561,Consistent Workplace Performance,Workplace Performance,Working Professional,High,P1,WORKPLACE_PERFORMANCE,remapped:WORKPLACE_ADAPTATION,override
CONCERN_HOL_621,Sustaining High Performance Without Burnout,Workplace Performance,Working Professional,High,P1,WORKPLACE_PERFORMANCE,remapped:WORKPLACE_ADAPTATION,override
CONCERN_MOT_639,Pressure from Unrealistic Workplace Timelines,Workplace Performance,Working Professional,High,P1,WORKPLACE_PERFORMANCE,remapped:WORKPLACE_ADAPTATION,override
CONCERN_HOL_861,Transitioning from Functional Expert to Strategic Leader,Strategic Leadership,Leadership Track Professional,High,P1,STRATEGIC_LEADERSHIP,remapped:ADAPTIVE_LEADERSHIP,override
CONCERN_LEA_865,Balancing Strategic Vision with Operational Execution,Strategic Leadership,Leadership Track Professional,High,P1,STRATEGIC_LEADERSHIP,remapped:ADAPTIVE_LEADERSHIP,override
CONCERN_HOL_921,Enterprise Leadership Confidence During Market Volatility,Strategic Leadership,Leadership Track Professional,High,P1,STRATEGIC_LEADERSHIP,remapped:ADAPTIVE_LEADERSHIP,override
CONCERN_COM_943,Balancing Investor Expectations with Employee Stability,Strategic Leadership,Leadership Track Professional,High,P1,STRATEGIC_LEADERSHIP,remapped:ADAPTIVE_LEADERSHIP,override
CONCERN_LEA_957,Strategic Anxiety During Economic Instability,Strategic Leadership,Leadership Track Professional,High,P1,STRATEGIC_LEADERSHIP,remapped:ADAPTIVE_LEADERSHIP,override
CONCERN_COM_1163,Teacher Impact on Student Growth,Teaching Quality,Principal / Leadership,High,P1,TEACHING_QUALITY,remapped:INSTRUCTIONAL_QUALITY,keyword
CONCERN_MOT_1165,Building School-Wide Competency Culture,Organizational Development,Principal / Leadership,High,P1,ORGANIZATIONAL_DEVELOPMENT,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_INQ_1171,Detecting Hidden High-Potential Students,Talent Identification,Principal / Leadership,High,P1,TALENT_IDENTIFICATION,remapped:COMPETENCY_DEVELOPMENT,keyword
CONCERN_TAL_1172,Measure Future Readiness Institutionally,Employability & Future Skills,Principal / Leadership,High,P1,EMPLOYABILITY_FUTURE,remapped:EMPLOYABILITY,keyword
CONCERN_HOL_1177,Identifying Students at Risk of Academic Decline,Academic Risk Intelligence,Principal / Leadership,High,P1,ACADEMIC_RISK,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_ACA_1178,Measure Institutional Learning Effectiveness,Organizational Effectiveness,Principal / Leadership,High,P1,ORGANIZATIONAL_EFFECTIVENESS,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_FAC_1183,Aligning Institutional Vision with Classroom Execution,Organizational Development,Principal / Leadership,High,P1,ORGANIZATIONAL_DEVELOPMENT,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_WOR_1187,Identifying Silent Academic Underperformance,Academic Risk Intelligence,Principal / Leadership,High,P1,ACADEMIC_RISK,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_EMO_1193,Identifying Institutional Learning Inequality Across Sections,Academic Equity,Principal / Leadership,High,P1,ACADEMIC_EQUITY,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_ACA_1194,Visibility into Future Career Readiness Across Students,Employability & Future Skills,Principal / Leadership,High,P1,EMPLOYABILITY_FUTURE,remapped:EMPLOYABILITY,keyword
CONCERN_COL_1203,Aligning Parent Expectations with Institutional Competency Goals,Organizational Development,Principal / Leadership,High,P1,ORGANIZATIONAL_DEVELOPMENT,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_ACA_1211,Holistic School Effectiveness Beyond Academic Results,Organizational Effectiveness,Principal / Leadership,Critical,P1,ORGANIZATIONAL_EFFECTIVENESS,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_EMO_1213,Identifying Institutional Skill Readiness Gaps,Employability & Future Skills,Principal / Leadership,High,P1,EMPLOYABILITY_FUTURE,remapped:EMPLOYABILITY,keyword
CONCERN_SOC_1338,Visibility into Student Learning Agility for Future Careers,Adaptive Learning,Placement & Career Cell,High,P1,ADAPTIVE_LEARNING,remapped:LEARNING_ADAPTABILITY,override
CONCERN_LEA_1237,Institutional Readiness for Future Careers,Employability & Future Skills,Principal / Leadership,High,P1,EMPLOYABILITY_FUTURE,remapped:EMPLOYABILITY,keyword
CONCERN_HOL_1261,Consistent Learning Quality Across Classrooms,Academic Operations,Academic Operations Leadership,Critical,P1,ACADEMIC_OPERATIONS,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_FAC_1268,Detect Learning Gaps Early in Academic Cycles,Academic Risk Intelligence,Academic Operations Leadership,High,P1,ACADEMIC_RISK,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_ACA_1271,Aligning Assessment Practices with Actual Learning,Assessment Intelligence,Academic Operations Leadership,High,P1,ASSESSMENT_INTELLIGENCE,GENERAL_CONCERN (generic catch-all),general
CONCERN_ACA_1275,Balancing Academic Rigor with Learning Absorption,Learning Sustainability,Academic Operations Leadership,High,P1,LEARNING_SUSTAINABILITY,remapped:LEARNING_ADAPTABILITY,keyword
CONCERN_ORG_1279,Long-Term Learning Progression,Academic Growth,Academic Operations Leadership,High,P1,ACADEMIC_GROWTH,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_HOL_1281,Detecting Learning Delivery Delays Across Academic Cycles,Academic Operations,Academic Operations Leadership,High,P1,ACADEMIC_OPERATIONS,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_EMO_1290,Identify High-Risk Students for Timely Intervention,Student Risk Intelligence,Student Success Office,Critical,P1,STUDENT_RISK,remapped:STUDENT_SUCCESS,keyword
CONCERN_EMO_1301,Longitudinal Student Growth Consistency,Academic Growth,Student Success Office,High,P1,ACADEMIC_GROWTH,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_CAR_1362,Excessive parental pressure affecting learning,Parent-School Dynamics,Academic Counsellor,High,P1,PARENT_SCHOOL,remapped:SOCIAL_EMOTIONAL,keyword
CONCERN_INT_1312,Detect Future Readiness Gaps Across Students,Employability & Future Skills,Student Success Office,High,P1,EMPLOYABILITY_FUTURE,remapped:EMPLOYABILITY,keyword
CONCERN_HOL_1317,Real Employability Readiness Across Students,Employability & Future Skills,Placement & Career Cell,Critical,P1,EMPLOYABILITY_FUTURE,remapped:EMPLOYABILITY,keyword
CONCERN_PER_1359,Fear of mathematics and science,Subject Anxiety,Academic Counsellor,High,P1,SUBJECT_ANXIETY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_THI_1323,Aligning Student Skills with Market Demand Trends,Employability & Future Skills,Placement & Career Cell,High,P1,EMPLOYABILITY_FUTURE,remapped:EMPLOYABILITY,keyword
CONCERN_EMP_1324,Detect Students at Risk of Placement Failure,Placement Risk Intelligence,Placement & Career Cell,High,P1,PLACEMENT_RISK,remapped:WORKPLACE_ADAPTATION,keyword
CONCERN_CAR_1333,Tracking Longitudinal Employability Growth,Employability Development,Placement & Career Cell,High,P1,EMPLOYABILITY_DEVELOPMENT,remapped:EMPLOYABILITY,keyword
CONCERN_TAL_1336,Measure Real Workplace Readiness Beyond Academics,Workplace Readiness,Placement & Career Cell,High,P1,WORKPLACE_READINESS,remapped:WORKPLACE_ADAPTATION,keyword
CONCERN_THI_1343,Detecting Institutional Employability Gaps Across Departments,Organizational Intelligence,Placement & Career Cell,High,P1,ORGANIZATIONAL_INTELLIGENCE,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_HOL_1347,Declining academic performance despite effort,Academic Counselling,Academic Counsellor,High,P1,ACADEMIC_COUNSELLING,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_LEA_1349,Exam anxiety impacting outcomes,Student Wellbeing,Academic Counsellor,High,P1,STUDENT_WELLBEING,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_ACA_1351,conceptual clarity in STEM subjects,Subject Intervention,Academic Counsellor,High,P1,SUBJECT_INTERVENTION,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_SUB_1352,Student burnout from excessive academic load,Student Wellness,Academic Counsellor,High,P1,STUDENT_WELLNESS,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_ACA_1366,Digital addiction reducing study efficiency,Student Behaviour,Academic Counsellor,High,P1,STUDENT_BEHAVIOUR,remapped:STUDENT_SUCCESS,keyword
CONCERN_STU_1369,problem-solving ability,Cognitive Skills,Academic Counsellor,High,P1,COGNITIVE_SKILLS,remapped:COMPETENCY_DEVELOPMENT,keyword
CONCERN_EXA_1372,Emotional breakdown after poor results,Student Recovery,Academic Counsellor,High,P1,STUDENT_RECOVERY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_INN_1375,decision-making regarding subject streams,Academic Decision Support,Academic Counsellor,High,P1,ACADEMIC_DECISION,remapped:THINKING_QUALITY,keyword
CONCERN_ACA_1376,Fear of failure leading to academic avoidance,Academic Risk Behaviour,Academic Counsellor,High,P1,ACADEMIC_RISK,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_ACA_1377,career clarity after Class 10/12,Career Guidance,Career Counsellor,High,P1,CAREER_GUIDANCE,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1378,Choosing streams based on parental pressure,Career Decision Support,Career Counsellor,High,P1,CAREER_DECISION,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1383,awareness about skill requirements,Career Preparedness,Career Counsellor,High,P1,CAREER_PREPAREDNESS,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1384,Fear of choosing the wrong career,Decision Anxiety,Career Counsellor,High,P1,DECISION_ANXIETY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_CAR_1389,aptitude-career alignment,Career Suitability,Career Counsellor,High,P1,CAREER_SUITABILITY,remapped:CAREER_READINESS,keyword
CONCERN_EMP_1393,Fear of competitive exams and failure,Career Competition Readiness,Career Counsellor,High,P1,CAREER_COMPETITION,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1395,Students unable to identify strengths and interests,Self-Discovery,Career Counsellor,High,P1,SELF_DISCOVERY,remapped:SELF_PERCEPTION,keyword
CONCERN_PER_1401,Uncertainty about future-proof careers,Future Workforce Readiness,Career Counsellor,High,P1,FUTURE_WORKFORCE,remapped:WORKPLACE_ADAPTATION,keyword
CONCERN_TRA_1407,self-discipline in daily routines,Student Development,Student Mentor,High,P1,STUDENT_DEVELOPMENT,remapped:STUDENT_SUCCESS,keyword
CONCERN_PER_1409,motivation to pursue long-term goals,Growth Mentoring,Student Mentor,High,P1,GROWTH_MENTORING,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_PER_1411,resilience after setbacks,Emotional Development,Student Mentor,High,P1,EMOTIONAL_DEVELOPMENT,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_SOC_1413,consistency in effort and execution,Personal Effectiveness,Student Mentor,High,P1,PERSONAL_EFFECTIVENESS,GENERAL_CONCERN (generic catch-all),general
CONCERN_SEL_1416,distractions,Productivity Coaching,Student Mentor,High,P1,PRODUCTIVITY_COACHING,remapped:DISCIPLINE_HABITS,keyword
CONCERN_GRO_1425,persistence in difficult situations,Perseverance Coaching,Student Mentor,High,P1,PERSEVERANCE_COACHING,remapped:MOTIVATION_VALUES,keyword
CONCERN_LEA_1430,stress management under pressure,Performance Resilience,Student Mentor,High,P1,PERFORMANCE_RESILIENCE,GENERAL_CONCERN (generic catch-all),general
CONCERN_PER_1432,Excessive comparison with peers,Emotional Wellbeing,Student Mentor,High,P1,EMOTIONAL_WELLBEING,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_DEC_1436,ownership for personal growth,Growth Accountability,Student Mentor,High,P1,GROWTH_ACCOUNTABILITY,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_GRO_1437,classroom attention span,Learning Behavior,Behavioral Mentor,High,P1,LEARNING_BEHAVIOR,remapped:LEARNING_ADAPTABILITY,keyword
CONCERN_LEA_1438,study discipline,Academic Behavior,Behavioral Mentor,High,P1,ACADEMIC_BEHAVIOR,remapped:ACADEMIC_COGNITIVE,keyword
CONCERN_ACA_1439,Excessive procrastination before exams,Performance Behavior,Behavioral Mentor,High,P1,PERFORMANCE_BEHAVIOR,GENERAL_CONCERN (generic catch-all),general
CONCERN_ADA_1444,persistence in difficult subjects,Learning Persistence,Behavioral Mentor,High,P1,LEARNING_PERSISTENCE,remapped:LEARNING_ADAPTABILITY,keyword
CONCERN_STU_1446,recover from poor academic performance,Recovery Behavior,Behavioral Mentor,High,P1,RECOVERY_BEHAVIOR,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_RES_1448,Digital addiction affecting learning habits,Behavioral Regulation,Behavioral Mentor,High,P1,BEHAVIORAL_REGULATION,GENERAL_CONCERN (generic catch-all),general
CONCERN_IND_1458,resilience under competitive environments,Competitive Adaptation,Behavioral Mentor,High,P1,COMPETITIVE_ADAPTATION,GENERAL_CONCERN (generic catch-all),general
CONCERN_LON_1467,self-confidence during public speaking,Leadership Development,Leadership Coach,High,P1,LEADERSHIP_DEVELOPMENT,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_LEA_1477,emotional resilience under pressure,Leadership Endurance,Leadership Coach,High,P1,LEADERSHIP_ENDURANCE,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_LEA_1480,Excessive dependence on external validation,Self-Leadership,Leadership Coach,High,P1,SELF_LEADERSHIP,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_VAL_1496,Students lacking self-leadership discipline,Leadership Foundations,Leadership Coach,High,P1,LEADERSHIP_FOUNDATIONS,remapped:LEADERSHIP_OWNERSHIP,keyword
CONCERN_LEA_1497,awareness about personal strengths,Self Discovery,Self Discovery,High,P1,SELF_DISCOVERY,remapped:SELF_PERCEPTION,keyword
CONCERN_IDE_1500,self-confidence despite capability,Personal Development,Self Discovery,High,P1,PERSONAL_DEVELOPMENT,remapped:HOLISTIC_DEVELOPMENT,keyword
CONCERN_IDE_1504,clarity about long-term goals,Aspirational Development,Self Discovery,High,P1,ASPIRATIONAL_DEVELOPMENT,remapped:MOTIVATION_VALUES,keyword
CONCERN_TAL_1507,Internal conflict between personal desire and family expectations,Identity Conflict,Self Discovery,High,P1,IDENTITY_CONFLICT,remapped:SELF_PERCEPTION,keyword
CONCERN_SOC_1515,resilience after setbacks,Recovery Orientation,Self Discovery,High,P1,RECOVERY_ORIENTATION,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_IDE_1527,awareness about personal strengths,Self Exploration,Self Exploration User,High,P1,SELF_EXPLORATION,remapped:SELF_PERCEPTION,keyword
CONCERN_PER_1530,Dependence on external validation for confidence,Emotional Development,Self Exploration User,High,P1,EMOTIONAL_DEVELOPMENT,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_PER_1549,resilience after setbacks,Recovery Capability,Self Exploration User,High,P1,RECOVERY_CAPABILITY,remapped:EMOTIONAL_REGULATION,keyword
CONCERN_SEL_1551,Identity confusion during adolescence,Personal Identity Formation,Self Exploration User,High,P1,PERSONAL_IDENTITY,remapped:SELF_PERCEPTION,keyword
CONCERN_LON_1557,Uncertainty about long-term career direction,Career Reflection,Self Exploration User,High,P1,CAREER_REFLECTION,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1559,identifying personal strengths,Strength Discovery,Self Exploration User,High,P1,STRENGTH_DISCOVERY,remapped:COMPETENCY_DEVELOPMENT,keyword
CONCERN_CAR_1561,Fear of making irreversible career decisions,Decision Confidence,Self Exploration User,High,P1,DECISION_CONFIDENCE,remapped:THINKING_QUALITY,keyword
CONCERN_DEC_1562,alignment between interests and chosen stream,Career Alignment,Self Exploration User,High,P1,CAREER_ALIGNMENT,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1565,Feeling pressured to pursue conventional careers,Career Autonomy,Self Exploration User,High,P1,CAREER_AUTONOMY,remapped:CAREER_READINESS,keyword
CONCERN_PER_1568,Fear of failure influencing career choices,Career Risk Analysis,Self Exploration User,High,P1,CAREER_RISK,remapped:CAREER_READINESS,keyword
CONCERN_CAR_1571,Confusion after poor academic performance,Academic-Career Identity,Self Exploration User,High,P1,ACADEMIC_CAREER,remapped:CAREER_READINESS,keyword
