bridge_tag,signal_family,domain_name,similarity,atomic_signal_count,evidence_strength,sample_signals
ACADEMIC_COGNITIVE,"learning_processing_signals","Cognitive Intelligence",0.2932,40,good,"Applied Learning Effectiveness | Conceptual Processing Depth | Stable Comprehension Under Complexity | Continuous Learning Optimization | Processing Stability Under Pressure"
ASPIRATIONAL_DEVELOPMENT,"direction_signals","Career Intelligence",0.2498,40,good,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
ASPIRATIONAL_DEVELOPMENT,"aspiration_identity_signals","Identity Intelligence",0.2376,40,good,"Vision To Action Alignment | Aspirational Intrinsic Motivation | Aspirational Long Term Orientation | Aspiration Identity Actualization | Ambition Identity Alignment"
GROWTH_ORIENTATION,"growth_orientation_signals","Motivational Intelligence",0.2815,40,good,"Evolution Driven Motivation | Transformational Growth Orientation | Continuous Learning Orientation | Mastery Orientation Strength | Disciplined Self Improvement"
VALUES_EXPLORATION,"personal_values_signals","Identity Intelligence",0.3235,40,strong,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
BEHAVIORAL_REFLECTION,"self_awareness_signals","Identity Intelligence",0.2288,40,good,"Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity"
BEHAVIORAL_REFLECTION,"responsiveness_signals","Behavioral Intelligence",0.2268,40,good,"High Velocity Feedback Adaptation | Anticipatory Behavioral Response | Proactive Response Behavior | Adaptive Priority Shifting | Response Follow Through Reliability"
BEHAVIORAL_REFLECTION,"self_reflection_signals","Cognitive Intelligence",0.2149,40,good,"Meta Cognitive Self Monitoring | Reflective Cognitive Maturity | Self Perception Accuracy | Self Improvement Orientation | Self Assumption Questioning"
RECOVERY_ORIENTATION,"setback_response_signals","Resilience Intelligence",0.3293,40,strong,"Perseverance Under Repeated Failure | Long Term Resilience Consistency | Emotional Endurance Under Loss | Stress Resistant Execution | Persistence After Rejection"
RECOVERY_ORIENTATION,"resilience_recovery_signals","Wellbeing Intelligence",0.2536,40,good,"Resilient Recovery Architecture | Resilient Functionality Maintenance | Burnout Recovery Capacity | Recovery After Burnout Cycle | Resilience Reconstruction After Loss"
RECOVERY_ORIENTATION,"adaptability_recovery_signals","Resilience Intelligence",0.2402,40,good,"Resilience During Instability | Long Term Adaptation Endurance | Future Uncertainty Adaptation | Resilience Against Uncertainty Stress | Psychological Recovery Endurance"
IDENTITY_EXPRESSION,"self_expression_signals","Identity Intelligence",0.3063,40,strong,"Integrated Self Expression | Courageous Identity Expression | Emotional Identity Integration | Emotional Honesty Stability | Value Based Expression"
IDENTITY_EXPRESSION,"identity_stability_signals","Identity Intelligence",0.2555,40,good,"Integrated Self Identity | Self Authorship Strength | Identity Under Pressure | Value System Stability | Long Term Identity Coherence"
IDENTITY_EXPRESSION,"identity_clarity_signals","Identity Intelligence",0.2423,40,good,"Integrated Identity Coherence | Self Identity Continuity | Identity Anchor Strength | Self Concept Stability | Identity Stress Resistance"
PERSONAL_POSITIONING,"personal_values_signals","Identity Intelligence",0.2277,40,good,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
EMOTIONAL_IDENTITY,"emotional_suppression_signals","Emotional Intelligence",0.2216,40,good,"Hidden Hopelessness | Concealed Emotional Overload | Silent Distress | Concealed Burnout | Emotional Shutdown Response"
PURPOSE_DISCOVERY,"purpose_signals","Identity Intelligence",0.2696,40,good,"Identity Meaning Coherence | Meaning Centered Resilience | Purpose Linked Goal Endurance | Identity Mission Stability | Purpose Alignment Under Pressure"
PURPOSE_DISCOVERY,"purpose_alignment_signals","Motivational Intelligence",0.2140,40,good,"Purpose Reinforced Resilience | Meaningful Adversity Tolerance | Existential Resilience Strength | Alignment Under Pressure | Authentic Career Alignment"
IDENTITY_INTEGRATION,"individuality_signals","Identity Intelligence",0.3028,40,strong,"Autonomous Life Direction | Self Authorship Tendency | Self Defined Success Metrics | Individuality Visibility Resilience | Personal Principle Stability"
BEHAVIORAL_AWARENESS,"responsiveness_signals","Behavioral Intelligence",0.2329,40,good,"High Velocity Feedback Adaptation | Anticipatory Behavioral Response | Proactive Response Behavior | Adaptive Priority Shifting | Response Follow Through Reliability"
ADAPTIVE_GROWTH,"adaptability_recovery_signals","Resilience Intelligence",0.2339,40,good,"Resilience During Instability | Long Term Adaptation Endurance | Future Uncertainty Adaptation | Resilience Against Uncertainty Stress | Psychological Recovery Endurance"
SELF_MANAGEMENT,"motivational_volatility_signals","Motivational Intelligence",0.2185,40,good,"Burnout Recovery Cycle | Motivational Crash After Failure | Motivational Identity Confusion | Pressure Dependent Productivity | Emotional Burnout Demotivation"
PERSONAL_SUSTAINABILITY,"ambition_stability_signals","Motivational Intelligence",0.2622,40,good,"Ambition Execution Discipline | Aspiration Execution Alignment | Purpose Driven Persistence | Sustainable Future Orientation | Aspiration Resilience"
PERSONAL_SUSTAINABILITY,"wellness_balance_signals","Wellbeing Intelligence",0.2243,40,good,"Integrated Wellbeing Stability | Holistic Wellness Alignment | Holistic Energy Management | Burnout Prevention Awareness | Stress Load Regulation"
PERSONAL_SUSTAINABILITY,"emotional_balance_signals","Wellbeing Intelligence",0.2142,40,good,"Long Term Emotional Equilibrium | Psychological Equilibrium Stability | Calmness Under Pressure | Stress Emotion Regulation | Emotional Overload Resistance"
RECOVERY_CAPABILITY,"setback_response_signals","Resilience Intelligence",0.2932,40,good,"Perseverance Under Repeated Failure | Long Term Resilience Consistency | Emotional Endurance Under Loss | Stress Resistant Execution | Persistence After Rejection"
RECOVERY_CAPABILITY,"resilience_recovery_signals","Wellbeing Intelligence",0.2444,40,good,"Resilient Recovery Architecture | Resilient Functionality Maintenance | Burnout Recovery Capacity | Recovery After Burnout Cycle | Resilience Reconstruction After Loss"
RECOVERY_CAPABILITY,"motivational_resilience_signals","Motivational Intelligence",0.2364,40,good,"Resilience Against Hopelessness | Persistence After Failure | Adversity Driven Growth Motivation | Internal Drive Preservation | Motivational Resistance To Quitting"
SELF_GROWTH,"growth_orientation_signals","Motivational Intelligence",0.2359,40,good,"Evolution Driven Motivation | Transformational Growth Orientation | Continuous Learning Orientation | Mastery Orientation Strength | Disciplined Self Improvement"
SELF_GROWTH,"growth_leadership_signals","Leadership Intelligence",0.2352,40,good,"Multidimensional Growth Synchronization | Ultimate Growth Leadership Intelligence | Multidimensional Growth Execution | Ultimate Growth Synchronization Intelligence | Transformational Self Improvement"
PERSONAL_IDENTITY,"identity_confusion_signals","Identity Intelligence",0.3106,40,strong,"External Validation Dependency | Identity Projection Conflict | Internal External Self Conflict | Identity Masking Dependence | Identity Performance Dependency"
GOAL_ALIGNMENT,"execution_alignment_signals","Decision Intelligence",0.2579,40,good,"Transformational Execution Alignment | Strategic Execution Alignment | Execution Ethics Consistency | Execution Resilience Under Complexity | Decision Execution Consistency"
COGNITIVE_EMOTIONAL,"overthinking_signals","Cognitive Intelligence",0.2460,40,good,"Chronic Cognitive Looping | Chronic Mental Overprocessing | Mental Exhaustion from Overanalysis | Cognitive Catastrophizing | Decision Looping"
COGNITIVE_EMOTIONAL,"overthinking_decision_signals","Decision Intelligence",0.2295,40,good,"Chronic Analysis Paralysis | Chronic Indecisiveness Pattern | Paralysis From Perfectionism | Perfectionistic Decision Delay | Mental Deadlock Decisioning"
COGNITIVE_EMOTIONAL,"personal_values_signals","Identity Intelligence",0.2147,40,good,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
FUTURE_SELF,"identity_clarity_signals","Identity Intelligence",0.2837,40,good,"Integrated Identity Coherence | Self Identity Continuity | Identity Anchor Strength | Self Concept Stability | Identity Stress Resistance"
FUTURE_SELF,"personal_values_signals","Identity Intelligence",0.2477,40,good,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
FUTURE_SELF,"self_awareness_signals","Identity Intelligence",0.2286,40,good,"Self Growth Orientation | Self Meaning Construction | Self Identity Stability | Introspective Depth | Emotional Honesty Capacity"
CAREER_REFLECTION,"career_clarity_signals","Career Intelligence",0.3734,20,strong,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
CAREER_REFLECTION,"direction_signals","Career Intelligence",0.3649,40,strong,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
CAREER_REFLECTION,"career_decision_signals","Career Intelligence",0.2958,40,good,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
CAREER_STABILITY,"career_exploration_signals","Career Intelligence",0.3523,40,strong,"Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity"
CAREER_STABILITY,"career_execution_signals","Career Intelligence",0.2707,40,good,"Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior"
CAREER_STABILITY,"career_resilience_signals","Career Intelligence",0.2561,40,good,"Emotional Endurance Under Pressure | Long Term Career Commitment | Prolonged Search Endurance | Persistence Under Delayed Success | Resilient Skill Reinvestment"
DECISION_CONFIDENCE,"career_decision_signals","Career Intelligence",0.2454,40,good,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
DECISION_CONFIDENCE,"career_clarity_signals","Career Intelligence",0.2240,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
DECISION_CONFIDENCE,"direction_signals","Career Intelligence",0.2227,40,good,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
CAREER_AUTONOMY,"career_execution_signals","Career Intelligence",0.2244,40,good,"Execution Momentum Sustainability | Career Execution Resilience | Disciplined Career Execution | Goal Execution Alignment | Proactive Career Behavior"
CAREER_AUTONOMY,"career_clarity_signals","Career Intelligence",0.2193,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
CAREER_AUTONOMY,"career_decision_signals","Career Intelligence",0.2143,40,good,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
CAREER_EXPLORATION,"career_exploration_signals","Career Intelligence",0.3201,40,strong,"Experimentation With Roles | Exploratory Project Participation | Exploratory Side Project Creation | Self Driven Career Research | Future Of Work Curiosity"
CAREER_EXPLORATION,"direction_signals","Career Intelligence",0.3063,40,strong,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
CAREER_EXPLORATION,"career_clarity_signals","Career Intelligence",0.2573,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
PERSONALITY_ALIGNMENT,"role_fit_signals","Career Intelligence",0.3127,40,strong,"Long Term Role Sustainability | Technical Depth Role Fit | Authentic Role Alignment | Strengths Role Matching | Analytical Role Fit"
CAREER_RISK,"career_decision_signals","Career Intelligence",0.2873,40,good,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
CAREER_RISK,"direction_signals","Career Intelligence",0.2239,40,good,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
CAREER_RISK,"fear_signals","Emotional Intelligence",0.2218,40,good,"Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear"
CAREER_PRIORITIZATION,"personal_values_signals","Identity Intelligence",0.3048,40,strong,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
ASPIRATIONAL_CLARITY,"career_clarity_signals","Career Intelligence",0.2463,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
IDENTITY_REFLECTION,"learning_resilience_signals","Learning Intelligence",0.2670,40,good,"Repeated Failure Endurance | Sustained Learning Grit | Growth After Academic Adversity | Long Term Learning Commitment | Academic Persistence Strength"
CAREER_TIMELINE,"career_decision_signals","Career Intelligence",0.2774,40,good,"Long-Term Career Vision | Career Execution Consistency | Long Term Professional Commitment | Strategic Career Alignment | Career Decision Resilience"
CAREER_TIMELINE,"fear_signals","Emotional Intelligence",0.2498,40,good,"Placement Fear | Fear of Failure | Inadequacy Fear | Future Failure Visualization | Interview Fear"
CAREER_TIMELINE,"career_clarity_signals","Career Intelligence",0.2448,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
WORKPLACE_FIT,"role_fit_signals","Career Intelligence",0.2261,40,good,"Long Term Role Sustainability | Technical Depth Role Fit | Authentic Role Alignment | Strengths Role Matching | Analytical Role Fit"
PURPOSE_ALIGNMENT,"career_clarity_signals","Career Intelligence",0.2236,20,good,"Career Direction Confusion | Fear Based Career Selection | Career Decision Avoidance | Career Identity Fragmentation | Future Role Uncertainty"
LIFESTYLE_CAREER,"work_life_balance_signals","Wellbeing Intelligence",0.2896,40,good,"Holistic Balance Breakdown | Emotional Exhaustion Accumulation | Emotional Burnout Cycling | Burnout Normalization Behavior | Burnout Denial Behavior"
LIFESTYLE_CAREER,"lifestyle_stability_signals","Wellbeing Intelligence",0.2149,40,good,"Holistic Lifestyle Synchronization | Sustainable Daily Rhythm | Sustainable High Performance Lifestyle | Recovery Routine Consistency | Work Rest Boundary Stability"
STUDY_STRATEGY,"adaptive_learning_signals","Learning Intelligence",0.2492,40,good,"Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching"
SELF_DIAGNOSTIC,"direction_signals","Career Intelligence",0.2187,40,good,"Chronic Career Ambiguity | Lack Of Career Vision | Lack Of Professional Alignment | Fragmented Professional Identity | Lack Of Career Structure"
COGNITIVE_WELLNESS,"wellness_balance_signals","Wellbeing Intelligence",0.2919,40,good,"Integrated Wellbeing Stability | Holistic Wellness Alignment | Holistic Energy Management | Burnout Prevention Awareness | Stress Load Regulation"
COGNITIVE_WELLNESS,"wellness_consistency_signals","Wellbeing Intelligence",0.2385,40,good,"Lifelong Wellness Sustainability | Holistic Wellness Integration | Integrated Recovery Planning | Wellness Identity Integration | Sustainable Productivity Routine"
LEARNING_PSYCHOLOGY,"approval_seeking_signals","Social Intelligence",0.2170,40,good,"Fear Of Social Disapproval | Approval Reactive Emotionality | Emotional Dependence On Acceptance | Approval Sensitive Identity Shift | Rejection Sensitivity Dependence"
LEARNING_OPTIMIZATION,"adaptive_learning_signals","Learning Intelligence",0.2964,40,good,"Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching"
EXPLORATORY_LEARNING,"curiosity_driven_learning_signals","Learning Intelligence",0.3176,40,strong,"Self Initiated Learning Behavior | Self Directed Skill Acquisition | Intrinsic Learning Reward Orientation | Curiosity Fueled Mastery Drive | Long Term Intellectual Engagement"
EXPLORATORY_LEARNING,"self_learning_signals","Learning Intelligence",0.2758,40,good,"Intrinsic Learning Motivation | Autonomous Skill Mastery | Lifelong Learning Orientation | Autonomous Mastery Orientation | Lifelong Autonomous Learning Identity"
EXPLORATORY_LEARNING,"learning_drive_signals","Motivational Intelligence",0.2754,40,good,"Transformational Learning Orientation | Learning Persistence Drive | Mastery Oriented Learning | Lifelong Learning Commitment | Learning Energy Sustainability"
GROWTH_REFLECTION,"setback_response_signals","Resilience Intelligence",0.2286,40,good,"Perseverance Under Repeated Failure | Long Term Resilience Consistency | Emotional Endurance Under Loss | Stress Resistant Execution | Persistence After Rejection"
FUTURE_LEARNING,"professional_competency_signals","Employability Intelligence",0.2785,40,good,"Elite Execution Reliability | Applied Technical Competence | Precision Oriented Work Behavior | Technical Execution Accuracy | Technical Tool Mastery"
TEAM_LEARNING,"adaptive_learning_signals","Learning Intelligence",0.2649,40,good,"Meta Learning Adaptability | Cognitive Flexibility Under Pressure | Adaptive Learning Evolution | Adaptive Exam Preparation | Cognitive Strategy Switching"
TEAM_LEARNING,"skill_gap_signals","Learning Intelligence",0.2155,40,good,"Employability Readiness Gap | Technical Skill Deficiency | Industry Alignment Gap | Analytical Reasoning Gap | Problem Solving Gap"
GROWTH_TRACKING,"growth_orientation_signals","Motivational Intelligence",0.2498,40,good,"Evolution Driven Motivation | Transformational Growth Orientation | Continuous Learning Orientation | Mastery Orientation Strength | Disciplined Self Improvement"
SELF_EVALUATION,"personal_values_signals","Identity Intelligence",0.2428,40,good,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
MOTIVATION_PSYCHOLOGY,"approval_seeking_signals","Social Intelligence",0.2437,40,good,"Fear Of Social Disapproval | Approval Reactive Emotionality | Emotional Dependence On Acceptance | Approval Sensitive Identity Shift | Rejection Sensitivity Dependence"
MOTIVATION_PSYCHOLOGY,"reward_dependency_signals","Motivational Intelligence",0.2303,40,good,"Intrinsic Motivation Deficiency | Reward Based Identity Validation | Intrinsic Drive Suppression | Motivational Instability Without Rewards | Motivational Drop After Reward Removal"
GOAL_REFLECTION,"personal_values_signals","Identity Intelligence",0.2206,40,good,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
PERSONAL_VISION,"personal_values_signals","Identity Intelligence",0.2344,40,good,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
BEHAVIORAL_GROWTH,"growth_orientation_signals","Motivational Intelligence",0.2342,40,good,"Evolution Driven Motivation | Transformational Growth Orientation | Continuous Learning Orientation | Mastery Orientation Strength | Disciplined Self Improvement"
INTEGRITY_REFLECTION,"personal_values_signals","Identity Intelligence",0.2180,40,good,"Integrity Under Pressure | Ethical Courage | Value Based Identity Stability | Truth Orientation | Ethical Identity Integration"
GROWTH_PERSISTENCE,"endurance_signals","Resilience Intelligence",0.2800,40,good,"Adversity Tolerance | Psychological Pressure Resistance | Cognitive Endurance Capacity | Repeated Failure Resilience | Prolonged Focus Resilience"
GROWTH_PERSISTENCE,"persistence_after_failure_signals","Resilience Intelligence",0.2604,40,good,"Long Term Grit Consistency | Repeated Failure Tolerance | Resilience Against Hopelessness | Long Horizon Recovery Commitment | Failure Learning Conversion"
GROWTH_PERSISTENCE,"effort_stability_signals","Motivational Intelligence",0.2558,40,good,"Long Term Goal Persistence | Persistence Through Slow Progress | Consistency Under Low Motivation | Stable Work Ethic Pattern | Long Cycle Effort Endurance"
DIGITAL_LEARNING,"digital_communication_signals","Communication Intelligence",0.2149,40,good,"Transformational Digital Communication | Online Information Verification | Digital Confidentiality Awareness | Digital Instruction Precision | Digital Collaboration Clarity"
