tier,bridge_tag,concern_count,cluster_count,remap_target,remap_route,modal_persona,modal_cluster,domains,root_cause_categories,behavioral_intent,estimated_question_inventory,sample_concerns
3,INTERVENTION_INTELLIGENCE,1,1,STUDENT_SUCCESS,override,Student Success Office,Difficulty Tracking Institutional Effectiveness of Student Interventions,Intervention Intelligence,Weak Feedback Loops,"Surface and stabilise ""Difficulty Tracking Institutional Effectiveness of Student Interventions"" within the Intervention Intelligence domain",8,Tracking Institutional Effectiveness of Student Interventions
3,LANGUAGE_DEVELOPMENT,1,1,HOLISTIC_DEVELOPMENT,keyword,Academic Counsellor,Weak reading comprehension skills,Language Development,Language processing gaps,"Surface and stabilise ""Weak reading comprehension skills"" within the Language Development domain",8,reading comprehension skills
3,LEADERSHIP_ACCOUNTABILITY,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Students lacking ownership and accountability,Leadership Accountability,Learned helplessness,"Surface and stabilise ""Students lacking ownership and accountability"" within the Leadership Accountability domain",8,Students lacking ownership and accountability
3,LEADERSHIP_DYNAMICS,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Poor conflict management among student leaders,Leadership Dynamics,Low emotional regulation,"Surface and stabilise ""Poor conflict management among student leaders"" within the Leadership Dynamics domain",8,conflict management among student leaders
3,LEADERSHIP_ENDURANCE,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Lack of emotional resilience under pressure,Leadership Endurance,Weak coping systems,"Surface and stabilise ""Lack of emotional resilience under pressure"" within the Leadership Endurance domain",8,emotional resilience under pressure
3,LEADERSHIP_FOUNDATIONS,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Students lacking self-leadership discipline,Leadership Foundations,Weak self-regulation,"Surface and stabilise ""Students lacking self-leadership discipline"" within the Leadership Foundations domain",8,Students lacking self-leadership discipline
3,LEADERSHIP_MATURITY,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Difficulty handling authority and responsibility together,Leadership Maturity,Lack of role clarity,"Surface and stabilise ""Difficulty handling authority and responsibility together"" within the Leadership Maturity domain",8,authority and responsibility together
3,LEADERSHIP_RECOVERY,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Weak adaptability during failures or setbacks,Leadership Recovery,Low frustration tolerance,"Surface and stabilise ""Weak adaptability during failures or setbacks"" within the Leadership Recovery domain",8,adaptability during failures or setbacks
3,LEARNING_BEHAVIOR,1,1,LEARNING_ADAPTABILITY,keyword,Behavioral Mentor,Poor classroom attention span,Learning Behavior,Screen dependency,"Surface and stabilise ""Poor classroom attention span"" within the Learning Behavior domain",8,classroom attention span
3,LEARNING_EFFECTIVENESS,1,1,LEARNING_ADAPTABILITY,keyword,Learner,Confusion between hard work and smart learning,Learning Effectiveness,Ineffective strategies,"Surface and stabilise ""Confusion between hard work and smart learning"" within the Learning Effectiveness domain",8,Confusion between hard work and smart learning
3,LEARNING_INTERVENTION,1,1,LEARNING_ADAPTABILITY,keyword,Academic Counsellor,Poor concentration during classes,Learning Intervention,Attention fatigue,"Surface and stabilise ""Poor concentration during classes"" within the Learning Intervention domain",8,concentration during classes
3,LEARNING_MINDSET,1,1,LEARNING_ADAPTABILITY,keyword,Behavioral Mentor,Low curiosity-driven engagement,Learning Mindset,Extrinsic learning conditioning,"Surface and stabilise ""Low curiosity-driven engagement"" within the Learning Mindset domain",8,curiosity-driven engagement
3,LEARNING_OPTIMIZATION,1,1,LEARNING_ADAPTABILITY,keyword,Learner,Difficulty identifying preferred learning environments,Learning Optimization,Lack of experimentation,"Surface and stabilise ""Difficulty identifying preferred learning environments"" within the Learning Optimization domain",8,identifying preferred learning environments
3,LEARNING_PERSISTENCE,1,1,LEARNING_ADAPTABILITY,keyword,Behavioral Mentor,Low persistence in difficult subjects,Learning Persistence,Low frustration tolerance,"Surface and stabilise ""Low persistence in difficult subjects"" within the Learning Persistence domain",8,persistence in difficult subjects
3,LEARNING_PSYCHOLOGY,1,1,LEARNING_ADAPTABILITY,keyword,Learner,Dependence on external validation for learning confidence,Learning Psychology,External approval dependency,"Surface and stabilise ""Dependence on external validation for learning confidence"" within the Learning Psychology domain",8,Dependence on external validation for learning confidence
3,LEARNING_SKILLS,1,1,LEARNING_ADAPTABILITY,keyword,Academic Counsellor,Poor note-taking and study methods,Learning Skills,Weak learning systems,"Surface and stabilise ""Poor note-taking and study methods"" within the Learning Skills domain",8,note-taking and study methods
3,LEARNING_SUSTAINABILITY,1,1,LEARNING_ADAPTABILITY,keyword,Academic Operations Leadership,Difficulty Balancing Academic Rigor with Learning Absorption,Learning Sustainability,Excessive Curriculum Compression,"Surface and stabilise ""Difficulty Balancing Academic Rigor with Learning Absorption"" within the Learning Sustainability domain",8,Balancing Academic Rigor with Learning Absorption
3,LIFE_READINESS,1,1,TRANSITION_READINESS,override,Student Mentor,Difficulty transitioning into adulthood responsibilities,Life Readiness,Limited life exposure,"Surface and stabilise ""Difficulty transitioning into adulthood responsibilities"" within the Life Readiness domain",8,transitioning into adulthood responsibilities
3,LIFESTYLE_ADAPTATION,1,1,LIFESTYLE_PRESSURE,keyword,Behavioral Mentor,Difficulty balancing academics and personal routines,Lifestyle Adaptation,Poor habit regulation,"Surface and stabilise ""Difficulty balancing academics and personal routines"" within the Lifestyle Adaptation domain",8,balancing academics and personal routines
3,LIFESTYLE_ADJUSTMENT,1,1,ADJUSTMENT_COPING,keyword,Campus Student,Difficulty Managing Financial Independence in College,Lifestyle & Adjustment,Lack of Financial Awareness,"Surface and stabilise ""Difficulty Managing Financial Independence in College"" within the Lifestyle & Adjustment domain",8,Financial Independence in College
3,LIFESTYLE_CAREER,1,1,CAREER_READINESS,keyword,Self Exploration User,Uncertainty about balancing work-life priorities,Lifestyle-Career Reflection,Work-life uncertainty,"Surface and stabilise ""Uncertainty about balancing work-life priorities"" within the Lifestyle-Career Reflection domain",8,Uncertainty about balancing work-life priorities
3,MATURITY_DEVELOPMENT,1,1,EMOTIONAL_REGULATION,keyword,Student Mentor,Fear of taking responsibility,Maturity Development,Fear of accountability,"Surface and stabilise ""Fear of taking responsibility"" within the Maturity Development domain",8,Fear of taking responsibility
3,METACOGNITION_SELF,1,1,SELF_PERCEPTION,keyword,Parent,Students Realizing Errors Too Late During Exams,Metacognition & Self-Regulation,Weak Review Habits,"Surface and stabilise ""Students Realizing Errors Too Late During Exams"" within the Metacognition & Self-Regulation domain",8,Students Realizing Errors Too Late During Exams
3,METACOGNITIVE_DEVELOPMENT,1,1,HOLISTIC_DEVELOPMENT,keyword,Learner,Inability to reflect on learning mistakes,Metacognitive Development,Lack of reflective habits,"Surface and stabilise ""Inability to reflect on learning mistakes"" within the Metacognitive Development domain",8,reflect on learning mistakes
3,MOTIVATION_DEVELOPMENT,1,1,MOTIVATION_VALUES,keyword,Behavioral Mentor,Dependency on constant external motivation,Motivation Development,External validation dependence,"Surface and stabilise ""Dependency on constant external motivation"" within the Motivation Development domain",8,Dependency on constant external motivation
3,MOTIVATION_PSYCHOLOGY,1,1,MOTIVATION_VALUES,keyword,Performance Reflection,Dependence on external validation for motivation,Motivation Psychology,External reward conditioning,"Surface and stabilise ""Dependence on external validation for motivation"" within the Motivation Psychology domain",8,Dependence on external validation for motivation
3,ORGANIZATIONAL_INTELLIGENCE,1,1,LEADERSHIP_OWNERSHIP,keyword,Placement & Career Cell,Difficulty Detecting Institutional Employability Gaps Across Departments,Organizational Intelligence,Uneven Academic Quality,"Surface and stabilise ""Difficulty Detecting Institutional Employability Gaps Across Departments"" within the Organizational Intelligence domain",8,Detecting Institutional Employability Gaps Across Departments
3,OWNERSHIP_ACCOUNTABILITY,1,1,LEADERSHIP_OWNERSHIP,override,Early Career Learner,Weak Ability to Manage Workplace Priorities Without Supervision,Ownership & Accountability,Low Self-Management Skills,"Surface and stabilise ""Weak Ability to Manage Workplace Priorities Without Supervision"" within the Ownership & Accountability domain",8,Manage Workplace Priorities Without Supervision
3,PARENT_SCHOOL,1,1,SOCIAL_EMOTIONAL,keyword,Academic Counsellor,Excessive parental pressure affecting learning,Parent-School Dynamics,External pressure overload,"Surface and stabilise ""Excessive parental pressure affecting learning"" within the Parent-School Dynamics domain",8,Excessive parental pressure affecting learning
3,PERFORMANCE_ANALYSIS,1,1,PERFORMANCE_REFLECTION,override,Academic Counsellor,Inconsistent performance across subjects,Performance Analysis,Uneven aptitude,"Surface and stabilise ""Inconsistent performance across subjects"" within the Performance Analysis domain",8,Inconsistent performance across subjects
3,PERFORMANCE_BEHAVIOR,1,1,DISCIPLINE_HABITS,override,Behavioral Mentor,Excessive procrastination before exams,Performance Behavior,Fear-driven avoidance,"Surface and stabilise ""Excessive procrastination before exams"" within the Performance Behavior domain",8,Excessive procrastination before exams
3,PERFORMANCE_COACHING,1,1,PERFORMANCE_REFLECTION,override,Student Mentor,Poor accountability toward academic commitments,Performance Coaching,Lack of accountability culture,"Surface and stabilise ""Poor accountability toward academic commitments"" within the Performance Coaching domain",8,accountability toward academic commitments
3,PERFORMANCE_RESILIENCE,1,1,EMOTIONAL_REGULATION,override,Student Mentor,Poor stress management under pressure,Performance Resilience,Weak coping systems,"Surface and stabilise ""Poor stress management under pressure"" within the Performance Resilience domain",8,stress management under pressure
3,PERSEVERANCE_COACHING,1,1,MOTIVATION_VALUES,keyword,Student Mentor,Low persistence in difficult situations,Perseverance Coaching,Low frustration tolerance,"Surface and stabilise ""Low persistence in difficult situations"" within the Perseverance Coaching domain",8,persistence in difficult situations
3,PERSISTENCE_DEVELOPMENT,1,1,HOLISTIC_DEVELOPMENT,keyword,Behavioral Mentor,Low patience for long-term goals,Persistence Development,Instant reward conditioning,"Surface and stabilise ""Low patience for long-term goals"" within the Persistence Development domain",8,patience for long-term goals
3,PERSONAL_BRANDING,1,1,CAREER_IDENTITY,override,Leadership Coach,Difficulty balancing humility and confidence,Personal Branding,Identity imbalance,"Surface and stabilise ""Difficulty balancing humility and confidence"" within the Personal Branding domain",8,balancing humility and confidence
3,PERSONAL_DECISION,1,1,THINKING_QUALITY,keyword,Self Discovery,Weak decision-making confidence,Personal Decision Making,Lack of autonomy practice,"Surface and stabilise ""Weak decision-making confidence"" within the Personal Decision Making domain",8,decision-making confidence
3,PERSONAL_EXPANSION,1,1,HOLISTIC_DEVELOPMENT,override,Self Exploration User,Fear of stepping outside comfort zone,Personal Expansion,Fear conditioning,"Surface and stabilise ""Fear of stepping outside comfort zone"" within the Personal Expansion domain",8,Fear of stepping outside comfort zone
3,PERSONAL_GROWTH,1,1,HOLISTIC_DEVELOPMENT,keyword,Student Mentor,Excessive dependence on parents for decisions,Personal Growth,Learned dependency,"Surface and stabilise ""Excessive dependence on parents for decisions"" within the Personal Growth domain",8,Excessive dependence on parents for decisions
3,PERSONAL_IDENTITY,1,1,SELF_PERCEPTION,keyword,Self Exploration User,Identity confusion during adolescence,Personal Identity Formation,External influence overload,"Surface and stabilise ""Identity confusion during adolescence"" within the Personal Identity Formation domain",8,Identity confusion during adolescence
3,PERSONAL_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Lack of assertiveness in academic and social settings,Personal Leadership,Fear of conflict,"Surface and stabilise ""Lack of assertiveness in academic and social settings"" within the Personal Leadership domain",8,assertiveness in academic and social settings
3,PERSONAL_POSITIONING,1,1,SELF_PERCEPTION,override,Self Discovery,Confusion between skill and identity,Personal Positioning,Performance dependency,"Surface and stabilise ""Confusion between skill and identity"" within the Personal Positioning domain",8,Confusion between skill and identity
3,PERSONAL_SUSTAINABILITY,1,1,LIFESTYLE_PRESSURE,keyword,Self Exploration User,Difficulty balancing ambition and wellbeing,Personal Sustainability,Overachievement pressure,"Surface and stabilise ""Difficulty balancing ambition and wellbeing"" within the Personal Sustainability domain",8,balancing ambition and wellbeing
3,PERSONALITY_ALIGNMENT,1,1,SELF_PERCEPTION,keyword,Self Exploration User,Difficulty connecting personality with career fit,Personality Alignment,Poor self-understanding,"Surface and stabilise ""Difficulty connecting personality with career fit"" within the Personality Alignment domain",8,connecting personality with career fit
3,PERSONALITY_CAREER,1,1,CAREER_READINESS,keyword,Career Counsellor,Students pursuing careers misaligned with personality,Personality-Career Fit,Poor fit assessment,"Surface and stabilise ""Students pursuing careers misaligned with personality"" within the Personality-Career Fit domain",8,Students pursuing careers misaligned with personality
3,PERSONALITY_EXPLORATION,1,1,SELF_PERCEPTION,keyword,Self Discovery,Difficulty understanding personality traits,Personality Exploration,Lack of guided exploration,"Surface and stabilise ""Difficulty understanding personality traits"" within the Personality Exploration domain",8,understanding personality traits
3,PLACEMENT_OPERATIONS,1,1,WORKPLACE_ADAPTATION,keyword,Placement & Career Cell,Difficulty Measuring Placement Preparation Effectiveness Institutionally,Placement Operations,Generic Placement Training,"Surface and stabilise ""Difficulty Measuring Placement Preparation Effectiveness Institutionally"" within the Placement Operations domain",8,Placement Preparation Effectiveness Institutionally
3,PLACEMENT_RISK,1,1,WORKPLACE_ADAPTATION,keyword,Placement & Career Cell,Weak Ability to Detect Students at Risk of Placement Failure,Placement Risk Intelligence,Late Intervention Systems,"Surface and stabilise ""Weak Ability to Detect Students at Risk of Placement Failure"" within the Placement Risk Intelligence domain",8,Detect Students at Risk of Placement Failure
3,POTENTIAL_DISCOVERY,1,1,COMPETENCY_DEVELOPMENT,keyword,Self Exploration User,Lack of awareness about hidden potential,Potential Discovery,Limited exploration opportunities,"Surface and stabilise ""Lack of awareness about hidden potential"" within the Potential Discovery domain",8,awareness about hidden potential
3,PRODUCTIVITY_COACHING,1,1,DISCIPLINE_HABITS,keyword,Student Mentor,Difficulty managing distractions,Productivity Coaching,Dopamine dependency,"Surface and stabilise ""Difficulty managing distractions"" within the Productivity Coaching domain",8,distractions
3,PROFESSIONAL_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Students struggling with networking confidence,Professional Leadership,Fear of rejection,"Surface and stabilise ""Students struggling with networking confidence"" within the Professional Leadership domain",8,Students struggling with networking confidence
3,PSYCHOLOGICAL_ADAPTATION,1,1,ADJUSTMENT_COPING,override,Behavioral Mentor,Difficulty handling academic uncertainty,Psychological Adaptation,Fear of unpredictability,"Surface and stabilise ""Difficulty handling academic uncertainty"" within the Psychological Adaptation domain",8,academic uncertainty
3,PURPOSE_ALIGNMENT,1,1,MOTIVATION_VALUES,keyword,Self Exploration User,Difficulty aligning career with personal purpose,Purpose Alignment,Lack of guided reflection,"Surface and stabilise ""Difficulty aligning career with personal purpose"" within the Purpose Alignment domain",8,aligning career with personal purpose
3,PURPOSE_DISCOVERY,1,1,MOTIVATION_VALUES,keyword,Self Discovery,Lack of personal mission or purpose,Purpose Discovery,Surface-level goal pursuit,"Surface and stabilise ""Lack of personal mission or purpose"" within the Purpose Discovery domain",8,personal mission or purpose
3,PURPOSE_REFLECTION,1,1,THINKING_QUALITY,keyword,Performance Reflection,Inability to connect personal growth with future goals,Purpose Reflection,Lack of future vision,"Surface and stabilise ""Inability to connect personal growth with future goals"" within the Purpose Reflection domain",8,connect personal growth with future goals
3,RECOVERY_BEHAVIOR,1,1,EMOTIONAL_REGULATION,keyword,Behavioral Mentor,Inability to recover from poor academic performance,Recovery Behavior,Failure intolerance,"Surface and stabilise ""Inability to recover from poor academic performance"" within the Recovery Behavior domain",8,recover from poor academic performance
3,RECOVERY_CAPABILITY,1,1,EMOTIONAL_REGULATION,keyword,Self Exploration User,Weak resilience after setbacks,Recovery Capability,Failure intolerance,"Surface and stabilise ""Weak resilience after setbacks"" within the Recovery Capability domain",8,resilience after setbacks
3,RECOVERY_ORIENTATION,1,1,EMOTIONAL_REGULATION,keyword,Self Discovery,Lack of resilience after setbacks,Recovery Orientation,Low emotional endurance,"Surface and stabilise ""Lack of resilience after setbacks"" within the Recovery Orientation domain",8,resilience after setbacks
3,REFLECTIVE_LEARNING,1,1,THINKING_QUALITY,keyword,Performance Reflection,Failure to learn from past mistakes,Reflective Learning,Poor reflection habits,"Surface and stabilise ""Failure to learn from past mistakes"" within the Reflective Learning domain",8,Failure to learn from past mistakes
3,REFLECTIVE_SYSTEMS,1,1,THINKING_QUALITY,keyword,Performance Reflection,Lack of structured self-review mechanisms,Reflective Systems,No structured processes,"Surface and stabilise ""Lack of structured self-review mechanisms"" within the Reflective Systems domain",8,structured self-review mechanisms
3,RESPONSIBILITY_DEVELOPMENT,1,1,HOLISTIC_DEVELOPMENT,keyword,Behavioral Mentor,Lack of ownership toward learning,Responsibility Development,External blame conditioning,"Surface and stabilise ""Lack of ownership toward learning"" within the Responsibility Development domain",8,ownership toward learning
3,SELF_ACCEPTANCE,1,1,SELF_PERCEPTION,keyword,Performance Reflection,Difficulty accepting weaknesses constructively,Self-Acceptance,Ego protection,"Surface and stabilise ""Difficulty accepting weaknesses constructively"" within the Self-Acceptance domain",8,accepting weaknesses constructively
3,SELF_AWARENESS,1,1,SELF_PERCEPTION,keyword,Behavioral Mentor,Poor self-reflection and introspection habits,Self-Awareness Development,Low introspection,"Surface and stabilise ""Poor self-reflection and introspection habits"" within the Self-Awareness Development domain",8,self-reflection and introspection habits
3,SELF_DEVELOPMENT,1,1,SELF_PERCEPTION,keyword,Student Mentor,Lack of confidence in personal abilities,Self-Development,External validation dependency,"Surface and stabilise ""Lack of confidence in personal abilities"" within the Self-Development domain",8,confidence in personal abilities
3,SELF_DIAGNOSTIC,1,1,SELF_PERCEPTION,keyword,Learner,Lack of awareness about learning blockers,Self-Diagnostic Reflection,Lack of introspection,"Surface and stabilise ""Lack of awareness about learning blockers"" within the Self-Diagnostic Reflection domain",8,awareness about learning blockers
3,SELF_EVALUATION,1,1,SELF_PERCEPTION,keyword,Performance Reflection,Overestimating personal performance,Self-Evaluation,Lack of benchmarking,"Surface and stabilise ""Overestimating personal performance"" within the Self-Evaluation domain",8,Overestimating personal performance
3,SELF_EXPRESSION,1,1,COMMUNICATION_EXPRESSION,keyword,Self Exploration User,Difficulty articulating strengths confidently,Self-Expression,Lack of self-awareness vocabulary,"Surface and stabilise ""Difficulty articulating strengths confidently"" within the Self-Expression domain",8,articulating strengths confidently
3,SELF_GROWTH,1,1,SELF_PERCEPTION,keyword,Self Exploration User,Lack of curiosity about self-development,Self-Growth Engagement,Limited exposure to reflective culture,"Surface and stabilise ""Lack of curiosity about self-development"" within the Self-Growth Engagement domain",8,curiosity about self-development
3,SELF_MANAGEMENT,1,1,LEADERSHIP_OWNERSHIP,keyword,Self Exploration User,Inconsistent self-discipline affecting growth,Self-Management,Weak structure systems,"Surface and stabilise ""Inconsistent self-discipline affecting growth"" within the Self-Management domain",8,Inconsistent self-discipline affecting growth
3,SELF_MOTIVATION,1,1,MOTIVATION_VALUES,keyword,Learner,Difficulty understanding personal motivation triggers,Self Motivation Awareness,Dependency on external validation,"Surface and stabilise ""Difficulty understanding personal motivation triggers"" within the Self Motivation Awareness domain",8,understanding personal motivation triggers
3,SELF_OBSERVATION,1,1,SELF_PERCEPTION,keyword,Performance Reflection,Inability to recognize behavioral patterns,Self-Observation,Weak self-monitoring,"Surface and stabilise ""Inability to recognize behavioral patterns"" within the Self-Observation domain",8,recognize behavioral patterns
3,SELF_PROGRESS,1,1,SELF_PERCEPTION,keyword,Learner,Inability to track personal improvement trends,Self Progress Awareness,Lack of reflection systems,"Surface and stabilise ""Inability to track personal improvement trends"" within the Self Progress Awareness domain",8,track personal improvement trends
3,SELF_REGULATION,1,1,SELF_PERCEPTION,keyword,Performance Reflection,Emotional breakdown after negative feedback,Self-Regulation,Fragile self-esteem,"Surface and stabilise ""Emotional breakdown after negative feedback"" within the Self-Regulation domain",8,Emotional breakdown after negative feedback
3,SELF_WORTH,1,1,SELF_PERCEPTION,keyword,Self Exploration User,Underestimating capabilities due to comparison,Self-Worth Development,Chronic comparison,"Surface and stabilise ""Underestimating capabilities due to comparison"" within the Self-Worth Development domain",8,Underestimating capabilities due to comparison
3,SKILL_DEVELOPMENT,1,1,COMPETENCY_DEVELOPMENT,keyword,Skill Development Learner,Difficulty Identifying Core Skill Gaps,Skill Development,Lack of Structured Assessment,"Surface and stabilise ""Difficulty Identifying Core Skill Gaps"" within the Skill Development domain",8,Identifying Core Skill Gaps
3,SOCIAL_CAPABILITY,1,1,COMPETENCY_DEVELOPMENT,keyword,Student Mentor,Weak communication and interpersonal behaviour,Social Capability,Low interaction confidence,"Surface and stabilise ""Weak communication and interpersonal behaviour"" within the Social Capability domain",8,communication and interpersonal behaviour
3,SOCIAL_DEVELOPMENT,1,1,SOCIAL_EMOTIONAL,keyword,Student Mentor,Poor peer influence management,Social Development,Weak self-identity,"Surface and stabilise ""Poor peer influence management"" within the Social Development domain",8,peer influence management
3,SOCIAL_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Lack of confidence in peer interactions,Social Leadership,Low self-esteem,"Surface and stabilise ""Lack of confidence in peer interactions"" within the Social Leadership domain",8,confidence in peer interactions
3,SOCIAL_LEARNING,1,1,LEARNING_ADAPTABILITY,keyword,Behavioral Mentor,Poor collaboration in group activities,Social Learning,Poor interpersonal skills,"Surface and stabilise ""Poor collaboration in group activities"" within the Social Learning domain",8,collaboration in group activities
3,SOCIAL_REFLECTION,1,1,THINKING_QUALITY,keyword,Performance Reflection,Weak reflection on communication and relationships,Social Reflection,Weak empathy,"Surface and stabilise ""Weak reflection on communication and relationships"" within the Social Reflection domain",8,reflection on communication and relationships
3,STAKEHOLDER_ALIGNMENT,1,1,LEADERSHIP_OWNERSHIP,keyword,Student Success Office,Weak Visibility into Parent Engagement Effectiveness,Stakeholder Alignment,Transactional Parent Communication,"Surface and stabilise ""Weak Visibility into Parent Engagement Effectiveness"" within the Stakeholder Alignment domain",8,Visibility into Parent Engagement Effectiveness
3,STRENGTH_DISCOVERY,1,1,COMPETENCY_DEVELOPMENT,keyword,Self Exploration User,Difficulty identifying personal strengths,Strength Discovery,Lack of introspection,"Surface and stabilise ""Difficulty identifying personal strengths"" within the Strength Discovery domain",8,identifying personal strengths
3,STUDENT_BALANCE,1,1,STUDENT_SUCCESS,keyword,Academic Counsellor,Difficulty balancing academics and extracurriculars,Student Balance,Overcommitment,"Surface and stabilise ""Difficulty balancing academics and extracurriculars"" within the Student Balance domain",8,balancing academics and extracurriculars
3,STUDENT_DEVELOPMENT,1,1,STUDENT_SUCCESS,keyword,Student Mentor,Lack of self-discipline in daily routines,Student Development,Weak self-regulation,"Surface and stabilise ""Lack of self-discipline in daily routines"" within the Student Development domain",8,self-discipline in daily routines
3,STUDENT_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Fear of taking leadership responsibilities,Student Leadership,Fear of accountability,"Surface and stabilise ""Fear of taking leadership responsibilities"" within the Student Leadership domain",8,Fear of taking leadership responsibilities
3,STUDENT_RECOVERY,1,1,EMOTIONAL_REGULATION,keyword,Academic Counsellor,Emotional breakdown after poor results,Student Recovery,Failure intolerance,"Surface and stabilise ""Emotional breakdown after poor results"" within the Student Recovery domain",8,Emotional breakdown after poor results
3,STUDENT_REGULATION,1,1,STUDENT_SUCCESS,keyword,Behavioral Mentor,Emotional outbursts during academic stress,Student Regulation,Stress intolerance,"Surface and stabilise ""Emotional outbursts during academic stress"" within the Student Regulation domain",8,Emotional outbursts during academic stress
3,STUDENT_SUPPORT,1,1,STUDENT_SUCCESS,keyword,Student Success Office,Weak Ability to Personalize Student Intervention Pathways,Student Support,Generic Student Support Systems,"Surface and stabilise ""Weak Ability to Personalize Student Intervention Pathways"" within the Student Support domain",8,Personalize Student Intervention Pathways
3,STUDENT_WELLBEING,1,1,EMOTIONAL_REGULATION,keyword,Academic Counsellor,Exam anxiety impacting outcomes,Student Wellbeing,Anxiety overload,"Surface and stabilise ""Exam anxiety impacting outcomes"" within the Student Wellbeing domain",8,Exam anxiety impacting outcomes
3,STUDY_STRATEGY,1,1,ACADEMIC_COGNITIVE,keyword,Learner,Lack of awareness about effective revision methods,Study Strategy Reflection,Poor revision systems,"Surface and stabilise ""Lack of awareness about effective revision methods"" within the Study Strategy Reflection domain",8,awareness about effective revision methods
3,SUBJECT_ANXIETY,1,1,EMOTIONAL_REGULATION,keyword,Academic Counsellor,Fear of mathematics and science,Subject Anxiety,Confidence collapse,"Surface and stabilise ""Fear of mathematics and science"" within the Subject Anxiety domain",8,Fear of mathematics and science
3,SUBJECT_INTERVENTION,1,1,ACADEMIC_COGNITIVE,keyword,Academic Counsellor,Weak conceptual clarity in STEM subjects,Subject Intervention,Surface learning,"Surface and stabilise ""Weak conceptual clarity in STEM subjects"" within the Subject Intervention domain",8,conceptual clarity in STEM subjects
3,TALENT_DISCOVERY,1,1,COMPETENCY_DEVELOPMENT,keyword,Self Discovery,Difficulty identifying natural talents,Talent Discovery,Narrow success definitions,"Surface and stabilise ""Difficulty identifying natural talents"" within the Talent Discovery domain",8,identifying natural talents
3,TEAM_LEADERSHIP,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Difficulty influencing or motivating peers,Team Leadership,Weak communication impact,"Surface and stabilise ""Difficulty influencing or motivating peers"" within the Team Leadership domain",8,influencing or motivating peers
3,TEAM_LEARNING,1,1,LEADERSHIP_OWNERSHIP,keyword,Learner,Difficulty reflecting on collaborative learning skills,Team Learning Reflection,Individualistic learning mindset,"Surface and stabilise ""Difficulty reflecting on collaborative learning skills"" within the Team Learning Reflection domain",8,reflecting on collaborative learning skills
3,TEAM_MANAGEMENT,1,1,LEADERSHIP_OWNERSHIP,keyword,Leadership Coach,Difficulty managing teams during projects,Team Management,Poor coordination practices,"Surface and stabilise ""Difficulty managing teams during projects"" within the Team Management domain",8,teams during projects
3,TRANSITION_ADAPTATION,1,1,TRANSITION_READINESS,keyword,Behavioral Mentor,Difficulty transitioning between academic stages,Transition Adaptation,Sudden environmental shifts,"Surface and stabilise ""Difficulty transitioning between academic stages"" within the Transition Adaptation domain",8,transitioning between academic stages
3,VALUES_BASED,1,1,MOTIVATION_VALUES,override,Leadership Coach,Lack of ethical leadership orientation,Values-Based Leadership,Outcome obsession,"Surface and stabilise ""Lack of ethical leadership orientation"" within the Values-Based Leadership domain",8,ethical leadership orientation
3,VALUES_EXPLORATION,1,1,MOTIVATION_VALUES,override,Self Discovery,Difficulty understanding personal values,Values Exploration,Lack of introspection,"Surface and stabilise ""Difficulty understanding personal values"" within the Values Exploration domain",8,understanding personal values
3,VOCATIONAL_GUIDANCE,1,1,CAREER_READINESS,keyword,Career Counsellor,Lack of awareness about vocational careers,Vocational Guidance,Social stigma,"Surface and stabilise ""Lack of awareness about vocational careers"" within the Vocational Guidance domain",8,awareness about vocational careers
3,WORKFORCE_TRENDS,1,1,WORKPLACE_ADAPTATION,keyword,Career Counsellor,Students preparing for oversaturated career paths,Workforce Trends,Herd-based planning,"Surface and stabilise ""Students preparing for oversaturated career paths"" within the Workforce Trends domain",8,Students preparing for oversaturated career paths
3,WORKPLACE_READINESS,1,1,WORKPLACE_ADAPTATION,keyword,Placement & Career Cell,Weak Ability to Measure Real Workplace Readiness Beyond Academics,Workplace Readiness,Academic-Only Preparation,"Surface and stabilise ""Weak Ability to Measure Real Workplace Readiness Beyond Academics"" within the Workplace Readiness domain",8,Measure Real Workplace Readiness Beyond Academics
