Item
1184
Search item…
Add Item
Code	Subdomain	Question	Type	Diff.	Actions
SDI_BEH_SOCIAL_038	SDI_BEH_SOCIAL	Do you pick up your phone because you feel awkward in a social silence?	standard	3	


SDI_BEH_SOCIAL_039	SDI_BEH_SOCIAL	If everyone in the room is on their phone, do you feel weird if you aren't?	standard	3	


SDI_BEH_SOCIAL_040	SDI_BEH_SOCIAL	Do you notice you feel "rejected" if someone doesn't reply within 2 mins?	standard	3	


SDI_BEH_SOCIAL_041	SDI_BEH_SOCIAL	Do you turn off your phone when you are with your parents/children?	standard	3	


SDI_BEH_SOCIAL_042	SDI_BEH_SOCIAL	Do you post for your own memory rather than for others' approval?	standard	3	


SDI_BEH_SOCIAL_043	SDI_BEH_SOCIAL	Do you wait 10 minutes before replying to a heated comment?	standard	3	


SDI_BEH_SOCIAL_044	SDI_BEH_SOCIAL	Presence inspires others to put their phones away?	standard	3	


SDI_BEH_SOCIAL_045	SDI_BEH_SOCIAL	Are you completely indifferent to how many "likes" your posts receive?	standard	3	


SDI_BEH_SOCIAL_046	SDI_BEH_SOCIAL	Do you check your phone just to see if someone replied to a comment?	standard	3	


SDI_BEH_SOCIAL_047	SDI_BEH_SOCIAL	Go week without checking "who viewed your story"?	standard	3	


SDI_BEH_SOCIAL_048	SDI_BEH_SOCIAL	Do you check if someone has "read" your message every few minutes?	standard	3	


SDI_BEH_SOCIAL_049	SDI_BEH_SOCIAL	Do you feel bad if you don't reply to a group chat immediately?	standard	3	


SDI_BEH_SOCIAL_050	SDI_BEH_SOCIAL	Is your dining table a strictly "No Phone Zone" for everyone?	standard	3	


SDI_BEH_SOCIAL_051	SDI_BEH_SOCIAL	Tell superior "I'll respond during email block"?	standard	3	


SDI_BEH_SOCIAL_052	SDI_BEH_SOCIAL	Do you feel like you are "missing something important" if you are offline?	standard	3	


SDI_BEH_SOCIAL_053	SDI_BEH_SOCIAL	Do you notice you keep checking if your message was "seen"?	standard	3	


SDI_BEH_SOCIAL_054	SDI_BEH_SOCIAL	Do you notice that checking social media makes you feel "less than" others?	standard	3	


SDI_BEH_SOCIAL_055	SDI_BEH_SOCIAL	Do you notice you check your phone more if you are "tagged" in a post?	standard	3	


SDI_BEH_SOCIAL_056	SDI_BEH_SOCIAL	Do you notice you care more about your "online self" than your "real self"?	standard	3	


SDI_BEH_SOCIAL_057	SDI_BEH_SOCIAL	Zero pressure to follow Digital Trends?	standard	3	


SDI_BEH_SOCIAL_058	SDI_BEH_SOCIAL	Focus better if friends are also studying?	standard	3	


SDI_BEH_SOCIAL_059	SDI_BEH_SOCIAL	Do you feel "anxious" until you see the "typing..." bubbles from a friend?	standard	3	


SDI_BEH_SOCIAL_060	SDI_BEH_SOCIAL	Reply to messages mid-task "to get them out of way"?	standard	3	


SDI_BEH_SOCIAL_061	SDI_BEH_SOCIAL	Do you keep checking a post to see if people have seen it yet?	standard	3	


SDI_BEH_SOCIAL_062	SDI_BEH_SOCIAL	Can you wait until the end of the day to check your social media notifications?	standard	3	


SDI_BEH_SOCIAL_063	SDI_BEH_SOCIAL	Self-worth disconnected from digital likes/engagement?	standard	3	


SDI_BEH_SOCIAL_064	SDI_BEH_SOCIAL	When someone speaks, can you give 100% eye contact for 5+ mins?	standard	3	


SDI_BEH_SOCIAL_065	SDI_BEH_SOCIAL	When with someone, is phone a "paperweight"?	standard	3	


SDI_BEH_SOCIAL_066	SDI_BEH_SOCIAL	Do you check your phone the second you hear a "tag" or "mention" sound?	standard	3	


SDI_BEH_SOCIAL_067	SDI_BEH_SOCIAL	Delete message thread mid-convo for person?	standard	3	


SDI_BEH_SOCIAL_068	SDI_BEH_SOCIAL	Check your phone just because someone next to you did?	standard	3	


SDI_BEH_SOCIAL_069	SDI_BEH_SOCIAL	Does someone walking past your desk break your concentration?	standard	3	


SDI_BEH_SOCIAL_070	SDI_BEH_SOCIAL	Does your presence inspire people around you to put their own phones away?	standard	3	


SDI_BEH_SOCIAL_071	SDI_BEH_SOCIAL	Do you recognize that "FOMO" is just a feeling, but you still check?	standard	3	


SDI_BEH_SOCIAL_072	SDI_BEH_SOCIAL	Do you follow people who inspire you rather than people who make you envious?	standard	3	


SDI_BEH_SOCIAL_073	SDI_BEH_SOCIAL	Do you prefer calling someone for 2 mins over texting for 20 mins?	standard	3	


SDI_BEH_SOCIAL_074	SDI_BEH_SOCIAL	Are you indifferent to how many "likes" your posts receive?	standard	3	


SDI_BEH_SOCIAL_075	SDI_BEH_SOCIAL	Feel you "must" watch viral video to stay in loop?	standard	3	


SDI_BEH_SOCIAL_076	SDI_BEH_SOCIAL	Decide reaction to post before feeling emotion?	standard	3	


SDI_BEH_SOCIAL_077	SDI_BEH_SOCIAL	Do you send "one more text" just to avoid starting your homework?	standard	3	


SDI_BEH_SOCIAL_078	SDI_BEH_SOCIAL	Do you look at your tablet while playing a board game with friends/family?	standard	3	


SDI_BEH_SOCIAL_079	SDI_BEH_SOCIAL	Do you feel like your phone buzzed in your pocket even when it didn't?	standard	3	


SDI_BEH_SOCIAL_EXT_001	SDI_BEH_SOCIAL_EXT	Stop working if you don't get a "Great job" often?	standard	3	


SDI_BEH_UI_UX_001	SDI_BEH_UI_UX	Could you switch to a 10-yr-old phone without losing productivity?	standard	3	


SDI_BEH_UI_UX_002	SDI_BEH_UI_UX	Have you turned off non-essential notifications (likes, news, alerts)?	standard	3	


SDI_BEH_UI_UX_003	SDI_BEH_UI_UX	Find file in 5-year archive in <30 seconds?	standard	3	


SDI_BEH_UI_UX_004	SDI_BEH_UI_UX	Do you switch browser tabs as soon as a page takes 2 seconds to load?	standard	3	


SDI_BEH_UI_UX_005	SDI_BEH_UI_UX	Do you keep your home screen free of social media icons to avoid "accidental" opening?	standard	3	


SDI_BEH_UI_UX_006	SDI_BEH_UI_UX	Do you notice your heart rate goes up when you hear your ringtone?	standard	3	


SDI_BEH_UI_UX_007	SDI_BEH_UI_UX	Have you moved your most distracting apps to the 3rd or 4th screen page?	standard	3	


SDI_BEH_UI_UX_008	SDI_BEH_UI_UX	Do you feel "itchy" if you see an unread notification bubble?	standard	3	


SDI_BEH_UI_UX_009	SDI_BEH_UI_UX	Complete work using only Text-only interface?	standard	3	


SDI_BEH_UI_UX_010	SDI_BEH_UI_UX	Are you easily distracted by colorful icons or red notification dots?	standard	3	


SDI_BEH_UI_UX_011	SDI_BEH_UI_UX	Do you notice that the more you scroll, the less you actually care?	standard	3	


SDI_BEH_UI_UX_012	SDI_BEH_UI_UX	Use keyboard shortcuts for 90% of movements?	standard	3	


SDI_BEH_UI_UX_013	SDI_BEH_UI_UX	Easily distracted by colorful icons or red notification dots?	standard	3	


SDI_BEH_UI_UX_014	SDI_BEH_UI_UX	Do you disable "images" or "autoplay" in your browser to save mental energy?	standard	3	


SDI_BEH_UI_UX_015	SDI_BEH_UI_UX	UI designed for utility with zero dopamine hooks?	standard	3	


SDI_BEH_UI_UX_016	SDI_BEH_UI_UX	Do you keep scrolling even when you no longer find the content interesting?	standard	3	


SDI_BEH_UI_UX_017	SDI_BEH_UI_UX	Do you use "advanced search" to find what you need in under 1 minute?	standard	3	


SDI_BEH_UI_UX_018	SDI_BEH_UI_UX	Do you jump between 3 apps without finishing a task in any of them?	anchor	3	


SDI_BEH_UI_UX_019	SDI_BEH_UI_UX	Do you notice you feel a physical "need" to clear unread badges?	standard	3	


SDI_BEH_UI_UX_020	SDI_BEH_UI_UX	Look at red notification and not clear it for a week?	standard	3	


SDI_BEH_UI_UX_021	SDI_BEH_UI_UX	Do you turn your phone to black-and-white mode when you need to focus?	standard	3	


SDI_BEH_UI_UX_022	SDI_BEH_UI_UX	Do you notice you feel rude if you don't reply to a text in 10 seconds?	standard	3	


SDI_BEH_UI_UX_023	SDI_BEH_UI_UX	Do you notice you click ads that have nothing to do with your work?	standard	3	


SDI_BEH_UI_UX_024	SDI_BEH_UI_UX	Do you click on "recommended for you" shopping ads while working?	standard	3	


SDI_BEH_UI_UX_025	SDI_BEH_UI_UX	Do you view your phone strictly as a "hammer" (tool) rather than a "toy"?	standard	3	


SDI_BEH_UI_UX_026	SDI_BEH_UI_UX	Navigate main apps with eyes closed?	standard	3	


SDI_BEH_UI_UX_027	SDI_BEH_UI_UX	Do you feel a "rush" when you see a notification, even if it's just an ad?	standard	3	


SDI_BEH_UI_UX_028	SDI_BEH_UI_UX	Do you unlock your phone and forget which app you were looking for?	standard	3	


SDI_BEH_UI_UX_029	SDI_BEH_UI_UX	Do you delete your browser history weekly to keep a "fresh start"?	standard	3	


SDI_BEH_UI_UX_030	SDI_BEH_UI_UX	Do you unlock your phone as soon as you see a red notification?	anchor	3	


SDI_BEH_UI_UX_031	SDI_BEH_UI_UX	Is your phone wallpaper a plain color or a calming nature scene?	standard	3	


SDI_BEH_UI_UX_032	SDI_BEH_UI_UX	Do you swipe between home screen pages with no specific app in mind?	standard	3	


SDI_BEH_UI_UX_033	SDI_BEH_UI_UX	Do you notice you keep checking your phone even when you expect no news?	standard	3	


SDI_BEH_UI_UX_034	SDI_BEH_UI_UX	Do you get "lost" in Wikipedia or YouTube links for over an hour?	standard	3	


SDI_BEH_UI_UX_035	SDI_BEH_UI_UX	Do you feel a "need" to clear all unread badges on your home screen?	anchor	3	


SDI_BEH_UI_UX_036	SDI_BEH_UI_UX	Only have apps contributing to health/wealth?	standard	3	


SDI_BEH_UI_UX_037	SDI_BEH_UI_UX	Know exactly where photos from 3 yrs ago are?	standard	3	


SDI_BEH_UI_UX_038	SDI_BEH_UI_UX	Do you swipe down to refresh a page even if it just updated?	standard	3	


SDI_BEH_UI_UX_039	SDI_BEH_UI_UX	Have you deleted "infinite scroll" apps to use them only on a desktop?	standard	3	


SDI_BEH_UI_UX_040	SDI_BEH_UI_UX	Do you view your phone strictly as a tool rather than a toy?	standard	3	


SDI_BEH_UI_UX_041	SDI_BEH_UI_UX	Do you find yourself scrolling through social media without knowing why?	standard	3	


SDI_BEH_UI_UX_042	SDI_BEH_UI_UX	Do you notice you open Instagram immediately after closing Gmail?	standard	3	


SDI_BEH_UI_UX_043	SDI_BEH_UI_UX	Do you feel like you are in a "trance" when moving through your feed?	standard	3	


SDI_BEH_UI_UX_044	SDI_BEH_UI_UX	Do you scroll through your photo gallery when you have nothing else to do?	standard	3	


SDI_BEH_UI_UX_045	SDI_BEH_UI_UX	Do you notice the "red dots" make you feel like you're missing out?	standard	3	


SDI_BEH_UI_UX_046	SDI_BEH_UI_UX	Do you feel "itchy" or bothered if you see an unread email count on your screen?	standard	3	


SDI_BEH_UI_UX_047	SDI_BEH_UI_UX	Do you have so many tabs open that you can't see the icons anymore?	standard	3	


SDI_BEH_UI_UX_048	SDI_BEH_UI_UX	Do you recognize that the "infinite scroll" is designed to keep you from stopping?	standard	3	


SDI_BEH_UI_UX_049	SDI_BEH_UI_UX	Is your phone's UI designed for utility only, with zero "dopamine hooks"?	standard	3	


SDI_BEH_UI_UX_050	SDI_BEH_UI_UX	Do you use "News Feed Eradicator" or similar tools to stay focused?	standard	3	


SDI_BEH_UI_UX_051	SDI_BEH_UI_UX	Do you notice you check your phone when you hear a random ding?	standard	3	


SDI_BEH_UI_UX_052	SDI_BEH_UI_UX	Could you switch to a "boring" 10-year-old phone without losing productivity?	standard	3	


SDI_BEH_UI_UX_053	SDI_BEH_UI_UX	Do you find "recommended" content boring compared to your own goals?	standard	3	


SDI_BEH_UI_UX_054	SDI_BEH_UI_UX	When you open a browser, do you type the URL instead of clicking bookmarks?	standard	3	


SDI_BEH_UI_UX_055	SDI_BEH_UI_UX	Do you unlock your phone as soon as you see a red notification bubble?	anchor	3	


SDI_BEH_UI_UX_056	SDI_BEH_UI_UX	Do you feel physically uncomfortable when looking at a cluttered screen?	standard	3	


SDI_BEH_UI_UX_057	SDI_BEH_UI_UX	Have you removed all non-essential widgets from your home screen?	standard	3	


SDI_BEH_UI_UX_058	SDI_BEH_UI_UX	Do you recognize that "scrolling" has no natural stopping point?	standard	3	


SDI_BEH_UI_UX_059	SDI_BEH_UI_UX	Do you notice the unread numbers on your apps make you feel stressed?	standard	3	


SDI_BEH_UI_UX_060	SDI_BEH_UI_UX	Get "lost" in Wikipedia or YouTube links for over an hour?	standard	3	


SDI_BEH_UI_UX_061	SDI_BEH_UI_UX	Do you keep scrolling until there is "nothing left to see"?	standard	3	


SDI_BEH_UI_UX_062	SDI_BEH_UI_UX	Do you "refresh" your feed even if you just checked it 30 seconds ago?	standard	3	


SDI_BEH_UI_UX_063	SDI_BEH_UI_UX	Do you notice you refresh your feed even when nothing has changed?	standard	3	


SDI_BEH_VISUAL_GATING_001	SDI_BEH_VISUAL_GATING	Does a messy desk make it impossible for you to start working?	standard	3	


SDI_COG_ADAPTABILITY_001	SDI_COG_ADAPTABILITY	If one study method fails, do you instantly try a new one?	anchor	3	


SDI_COG_AGENCY_001	SDI_COG_AGENCY	Can you feel a "distraction coming" and choose to ignore it?	anchor	3	


SDI_COG_AGENCY_002	SDI_COG_AGENCY	Can you feel a "need to check phone" and wait 10 mins instead?	anchor	3	


SDI_COG_AUDIO_GATING_001	SDI_COG_AUDIO_GATING	Do you jump or look up every time a door opens?	anchor	3	


SDI_COG_AUDITORY_001	SDI_COG_AUDITORY	Does the sound of someone else's phone make you check yours?	standard	3	


SDI_COG_AUDITORY_002	SDI_COG_AUDITORY	Can you focus if people are talking in a language you understand?	standard	3	


SDI_COG_AUTONOMY_001	SDI_COG_AUTONOMY	Are you the absolute master of your own attention span?	anchor	3	


SDI_COG_AUTONOMY_002	SDI_COG_AUTONOMY	Do you feel like you control the screen, rather than the screen controlling you?	anchor	3	


SDI_COG_AUTONOMY_003	SDI_COG_AUTONOMY	Do you feel like you are the absolute master of your own attention?	anchor	3	


SDI_COG_AUTONOMY_004	SDI_COG_AUTONOMY	Do you feel like you are the focus, with zero "self" remaining?	anchor	3	


SDI_COG_AWARE_001	SDI_COG_AWARE	Feel "Untouchable" by attention economy?	anchor	3	


SDI_COG_AWARE_002	SDI_COG_AWARE	Decide what to think before opening eyes?	anchor	3	


SDI_COG_AWARE_003	SDI_COG_AWARE	Are you the sole "Emperor" of your internal world?	anchor	3	


SDI_COG_AWARE_004	SDI_COG_AWARE	Start a task but end up doing something else online?	anchor	3	


SDI_COG_AWARE_005	SDI_COG_AWARE	Feel like you "own" 24 hours every single day?	anchor	3	


SDI_COG_AWARE_006	SDI_COG_AWARE	Unplug from stressful digital event in <30s?	anchor	3	


SDI_COG_AWARE_007	SDI_COG_AWARE	Digital self aligned with ideal self?	anchor	3	


SDI_COG_AWARE_008	SDI_COG_AWARE	Open your phone and immediately forget why you did it?	anchor	3	


SDI_COG_AWARE_009	SDI_COG_AWARE	Use phone for fun and stop moment fun ends?	anchor	3	


SDI_COG_AWARE_010	SDI_COG_AWARE	Master of time rather than a victim of schedules?	anchor	3	


SDI_COG_AWARE_011	SDI_COG_AWARE	Feel like a "God" of your own attention?	anchor	3	


SDI_COG_AWARE_012	SDI_COG_AWARE	Catch distraction-reflex before hand even moves?	anchor	3	


SDI_COG_AWARE_013	SDI_COG_AWARE	Surprised by how much time passed while browsing?	anchor	3	


SDI_COG_AWARE_014	SDI_COG_AWARE	Feel more Alive when devices are turned off?	anchor	3	


SDI_COG_AWARE_015	SDI_COG_AWARE	Feel whole without devices for 48 hours?	anchor	3	


SDI_COG_AWARE_016	SDI_COG_AWARE	Realize you've been "daydreaming" while reading?	anchor	3	


SDI_COG_AWARE_017	SDI_COG_AWARE	Programmer of your life, not the Program?	anchor	3	


SDI_COG_AWARE_018	SDI_COG_AWARE	How quickly get back to work after a digital distraction?	anchor	3	


SDI_COG_AWARE_019	SDI_COG_AWARE	Lost phone today, happiness stays same?	anchor	3	


SDI_COG_AWARE_020	SDI_COG_AWARE	Look through distractions without stopping current work?	anchor	3	


SDI_COG_AWARE_021	SDI_COG_AWARE	Feel like your "brain is in two places" when using screen?	anchor	3	


SDI_COG_AWARE_022	SDI_COG_AWARE	Feel like your phone is "in charge" of your focus?	anchor	3	


SDI_COG_AWARE_023	SDI_COG_AWARE	Replaced all Digital Habits with Intentions?	anchor	3	


SDI_COG_AWARE_024	SDI_COG_AWARE	Is every click you make backed by a conscious "why"?	anchor	3	


SDI_COG_AWARE_025	SDI_COG_AWARE	Delete social profile if it stops serving growth?	anchor	3	


SDI_COG_AWARENESS_001	SDI_COG_AWARENESS	Do you notice when your "focus" is leaving and try to pull it back?	anchor	3	


SDI_COG_AWARENESS_002	SDI_COG_AWARENESS	Can you sense the "algorithm's intent" and ignore it without effort?	anchor	3	


SDI_COG_AWARENESS_003	SDI_COG_AWARENESS	Do you recognize the feeling of being "trapped" in an app?	anchor	3	


SDI_COG_AWARENESS_004	SDI_COG_AWARENESS	Do you feel like your "day disappeared" because you were on screens?	anchor	3	


SDI_COG_AWARENESS_005	SDI_COG_AWARENESS	Do you feel like you can't think clearly until you've checked your phone?	anchor	3	


SDI_COG_AWARENESS_006	SDI_COG_AWARENESS	How quickly do you get back to work after a digital distraction?	anchor	3	


SDI_COG_AWARENESS_007	SDI_COG_AWARENESS	Do you notice your brain feels "fried" by the end of a long digital day?	anchor	3	


SDI_COG_AWARENESS_008	SDI_COG_AWARENESS	Do you realize your hand moved to your phone before your brain "decided" to?	anchor	3	


SDI_COG_AWARENESS_009	SDI_COG_AWARENESS	Do you feel like you "saved" your attention for what matters today?	anchor	3	


SDI_COG_AWARENESS_010	SDI_COG_AWARENESS	Do you feel like your "brain is in two places" when using a screen?	anchor	3	


SDI_COG_AWARENESS_011	SDI_COG_AWARENESS	Can you go to the grocery store without taking your phone with you?	anchor	3	


SDI_COG_AWARENESS_012	SDI_COG_AWARENESS	Do you feel like your phone is "winning" against your willpower?	anchor	3	


SDI_COG_AWARENESS_013	SDI_COG_AWARENESS	Do you feel like you "invite" technology into your life, rather than it "intruding"?	anchor	3	


SDI_COG_AWARENESS_014	SDI_COG_AWARENESS	How often do you feel like YOU own your phone, rather than IT owning you?	anchor	3	


SDI_COG_AWARENESS_015	SDI_COG_AWARENESS	Do you feel like your "Digital Self" is perfectly aligned with your "Ideal Self"?	anchor	3	


SDI_COG_AWARENESS_016	SDI_COG_AWARENESS	Do you notice you can't sit through a whole movie without a screen?	anchor	3	


SDI_COG_AWARENESS_017	SDI_COG_AWARENESS	Do you notice yourself trying to hide your phone to stay focused?	anchor	3	


SDI_COG_AWARENESS_018	SDI_COG_AWARENESS	Before unlocking your phone, do you state out loud what you need to do?	anchor	3	


SDI_COG_AWARENESS_019	SDI_COG_AWARENESS	Do you recognize that "internet time" feels faster than "real time"?	anchor	3	


SDI_COG_AWARENESS_020	SDI_COG_AWARENESS	Can you tell exactly when your focus starts to "leak" or fade?	anchor	3	


SDI_COG_AWARENESS_021	SDI_COG_AWARENESS	Can you accurately predict when you are about to get distracted?	anchor	3	


SDI_COG_AWARENESS_022	SDI_COG_AWARENESS	Do you find yourself on a social app without remembering opening it?	anchor	3	


SDI_COG_AWARENESS_023	SDI_COG_AWARENESS	Do you go "dark" (no screens) for a full 24 hours once a month?	anchor	3	


SDI_COG_AWARENESS_024	SDI_COG_AWARENESS	Can you see the "habit loop" starting before you even touch the device?	anchor	3	


SDI_COG_AWARENESS_025	SDI_COG_AWARENESS	Do you feel like you are the "King/Queen" of your digital kingdom?	anchor	3	


SDI_COG_AWARENESS_026	SDI_COG_AWARENESS	Do you feel you are the "Architect" of every hour you spend online?	anchor	3	


SDI_COG_AWARENESS_027	SDI_COG_AWARENESS	Do you find yourself on social media without remembering opening the app?	anchor	3	


SDI_COG_AWARENESS_028	SDI_COG_AWARENESS	Can you feel a "physical urge" in your chest to check your phone right now?	anchor	3	


SDI_COG_AWARENESS_029	SDI_COG_AWARENESS	Do you "invite" technology in, rather than it "intruding"?	anchor	3	


SDI_COG_AWARENESS_030	SDI_COG_AWARENESS	Do you stop using a device when you feel "done" rather than "tired"?	anchor	3	


SDI_COG_AWARENESS_031	SDI_COG_AWARENESS	When you feel the urge to check a text, can you wait 5 minutes intentionally?	anchor	3	


SDI_COG_AWARENESS_032	SDI_COG_AWARENESS	Do you only realize you were distracted when someone calls your name?	anchor	3	


SDI_COG_AWARENESS_033	SDI_COG_AWARENESS	Is every click you make backed by a conscious "why"?	anchor	3	


SDI_COG_AWARENESS_034	SDI_COG_AWARENESS	Do you find it "fun" to see how long you can go without your device?	anchor	3	


SDI_COG_AWARENESS_035	SDI_COG_AWARENESS	When you notice a distraction, do you write down why it happened?	anchor	3	


SDI_COG_AWARENESS_036	SDI_COG_AWARENESS	When a distraction appears, do you simply "look through it" without stopping?	anchor	3	


SDI_COG_AWARENESS_037	SDI_COG_AWARENESS	Do you feel a sense of "protectiveness" over your focus?	anchor	3	


SDI_COG_AWARENESS_038	SDI_COG_AWARENESS	Do you feel the same level of "presence" online as you do offline?	anchor	3	


SDI_COG_AWARENESS_039	SDI_COG_AWARENESS	Do you ask "Why am I opening this?" before you tap a social media icon?	anchor	3	


SDI_COG_AWARENESS_040	SDI_COG_AWARENESS	Do you feel like your phone is "telling you" what to do with your time?	anchor	3	


SDI_COG_AWARENESS_041	SDI_COG_AWARENESS	Do you feel like your phone is a "part of your body" you can't lose?	anchor	3	


SDI_COG_AWARENESS_042	SDI_COG_AWARENESS	Do you feel like the phone is "making" you check it, even when you're busy?	anchor	3	


SDI_COG_AWARENESS_043	SDI_COG_AWARENESS	Do you set a hard "stop time" for your digital activities every evening?	anchor	3	


SDI_COG_AWARENESS_044	SDI_COG_AWARENESS	Do you finish a 30-min scroll and feel like you learned absolutely nothing?	anchor	3	


SDI_COG_AWARENESS_045	SDI_COG_AWARENESS	Do you notice you check your phone the second a problem gets "hard"?	anchor	3	


SDI_COG_AWARENESS_046	SDI_COG_AWARENESS	Do you feel "dull" or "sleepy" after being on your phone for 15 minutes?	anchor	3	


SDI_COG_AWARENESS_047	SDI_COG_AWARENESS	How often do you start a task but end up doing something else online?	anchor	3	


SDI_COG_AWARENESS_048	SDI_COG_AWARENESS	Does "5 minutes of screen time" usually turn into 30 minutes?	anchor	3	


SDI_COG_AWARENESS_049	SDI_COG_AWARENESS	Do you notice that "scrolling" feels like it only took a minute?	anchor	3	


SDI_COG_AWARENESS_050	SDI_COG_AWARENESS	Do you notice when an app is trying to trick you into staying longer?	anchor	3	


SDI_COG_AWARENESS_051	SDI_COG_AWARENESS	Do you think you've been on your phone for 1 min, but it was actually 20?	anchor	3	


SDI_COG_AWARENESS_052	SDI_COG_AWARENESS	Can you feel the "distraction itch" and choose to breathe through it?	anchor	3	


SDI_COG_AWARENESS_053	SDI_COG_AWARENESS	Do you delete apps that you notice are causing "zombie scrolling"?	anchor	3	


SDI_COG_AWARENESS_054	SDI_COG_AWARENESS	Do you feel a sense of "power" when you choose to turn your phone off?	anchor	3	


SDI_COG_AWARENESS_055	SDI_COG_AWARENESS	Do you notice you can't tell if you've been on your phone for 5 or 50 mins?	anchor	3	


SDI_COG_AWARENESS_056	SDI_COG_AWARENESS	Do you use long passwords (instead of FaceID) to make unlocking harder?	anchor	3	


SDI_COG_AWARENESS_057	SDI_COG_AWARENESS	Do you instinctively know exactly when a digital session has lost value?	anchor	3	


SDI_COG_AWARENESS_058	SDI_COG_AWARENESS	Do you feel like your ability to focus is "weaker" than it was a year ago?	anchor	3	


SDI_COG_AWARENESS_059	SDI_COG_AWARENESS	Do you notice that your "good ideas" stop when you open social media?	anchor	3	


SDI_COG_AWARENESS_060	SDI_COG_AWARENESS	If you get distracted, how quickly can you forgive yourself and restart?	anchor	3	


SDI_COG_AWARENESS_061	SDI_COG_AWARENESS	Do you feel "full" and satisfied after a short, intentional use of tech?	anchor	3	


SDI_COG_AWARENESS_062	SDI_COG_AWARENESS	If an app isn't adding value to your life, do you delete it immediately?	anchor	3	


SDI_COG_AWARENESS_063	SDI_COG_AWARENESS	Do you judge your screen time by "value created" rather than "hours spent"?	anchor	3	


SDI_COG_AWARENESS_064	SDI_COG_AWARENESS	How often do you realize you've been "daydreaming" while reading?	anchor	3	


SDI_COG_AWARENESS_065	SDI_COG_AWARENESS	Are you surprised by how high your "Screen Time" report is each week?	anchor	3	


SDI_COG_AWARENESS_066	SDI_COG_AWARENESS	Do you feel your focus is "unbreakable" even when notifications are visible?	anchor	3	


SDI_COG_AWARENESS_067	SDI_COG_AWARENESS	Do you notice you are distracted only when someone calls your name?	anchor	3	


SDI_COG_AWARENESS_068	SDI_COG_AWARENESS	Do you finish your day feeling like you were in control of your time?	anchor	3	


SDI_COG_AWARENESS_069	SDI_COG_AWARENESS	Do you notice the exact moment you chose to be distracted?	anchor	3	


SDI_COG_AWARENESS_070	SDI_COG_AWARENESS	Do you notice yourself doing what the phone wants, not what you want?	anchor	3	


SDI_COG_AWARENESS_071	SDI_COG_AWARENESS	Do you feel like you have "more time" in a day than those around you?	anchor	3	


SDI_COG_AWARENESS_072	SDI_COG_AWARENESS	Do you feel like you are the "master of time" rather than a "victim of schedules"?	anchor	3	


SDI_COG_AWARENESS_073	SDI_COG_AWARENESS	Do you notice you've been distracted only 10 mins after it happens?	anchor	3	


SDI_COG_AWARENESS_074	SDI_COG_AWARENESS	Do you notice you have less "brain power" for reading after scrolling?	anchor	3	


SDI_COG_CALIBRATION_001	SDI_COG_CALIBRATION	Do you skip "checking your work" because you're bored of it?	anchor	3	


SDI_COG_CALIBRATION_002	SDI_COG_CALIBRATION	Do you usually think things will be "easy" and then find them "too hard"?	anchor	3	


SDI_COG_CALIBRATION_003	SDI_COG_CALIBRATION	Do you consistently think a task will take "5 mins" when it takes 50?	anchor	3	


SDI_COG_COMPLEXITY_001	SDI_COG_COMPLEXITY	Do you get distracted more when the task feels "too hard"?	anchor	3	


SDI_COG_DRIFT_001	SDI_COG_DRIFT	Value "doing nothing" as a vital part of productive day?	standard	3	


SDI_COG_DRIFT_002	SDI_COG_DRIFT	When bored, reach for your phone without thinking?	standard	3	


SDI_COG_ENDURANCE_001	SDI_COG_ENDURANCE	Does high-stakes competition make your focus "sharper"?	standard	3	


SDI_COG_ENDURANCE_002	SDI_COG_ENDURANCE	Can you write for 20 minutes without pausing for a word?	standard	3	


SDI_COG_ENDURANCE_003	SDI_COG_ENDURANCE	Can you read 20 pages of non-fiction in one sitting?	standard	3	


SDI_COG_ENDURANCE_004	SDI_COG_ENDURANCE	Can you handle 3 hours of testing without a total crash?	standard	3	


SDI_COG_ENDURANCE_005	SDI_COG_ENDURANCE	Do you feel "mentally drained" by lunchtime?	standard	3	


SDI_COG_ENDURANCE_006	SDI_COG_ENDURANCE	Can you focus intensely for 5 mins but then "crash"?	standard	3	


SDI_COG_ENDURANCE_007	SDI_COG_ENDURANCE	Can you focus for 4+ hours on a breakthrough without fatigue?	standard	3	


SDI_COG_ENDURANCE_008	SDI_COG_ENDURANCE	Can you study for 90 minutes with zero digital breaks?	standard	3	


