Assessment name	Stage	Anchor	Domain	Sub-Domain	Dimension	Focus Area	Layer (1-12)	Dimension	Question (Self-Assessment)	Response	A (1pt)	B (2pt)	C (3pt)	D (4pt)	E (5pt)	Polarity	Wt	Logic	Age Band	Stage 	Age
Easily distracted	Mastery	No	Emotional	Resilience	Stoic Focus	Indistractable	11: Meta	Emotional Gating	Can you stay 100% focused on a task even when you are very upset?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Behavioral	Exec Function	Complexity	Indistractable	10: Exec	Parallel Streams	Can you manage 3 complex projects without any mental crossover or error?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	19+	Mastery	D
Easily distracted	Curiosity	No	Cognitive Development	Memory	Visual Decay	Deficit Search	7: Memory	Object Perman.	Do you frequently forget where you put your school bag or keys?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.3	Inverted	5-10	Curiosity	A
Easily distracted	Curiosity	No	Behavioral	Social	Peer Sync	Deficit Search	5: Sensory	Social Drift	Do you find it hard to stay in a conversation without your mind wandering?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	11-18	Curiosity	B, C
Easily distracted	Curiosity	No	Digital	Logic	App Fatigue	Deficit Search	10: Exec	Context Drift	Do you feel exhausted after switching between 5 different apps?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	19+	Curiosity	D
Easily distracted	Insight	Yes	Metacog	Calibration	Effort Accuracy	Mechanism	12: Core	Timing Bias	Do you usually think things will be "easy" and then find them "too hard"?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	11-18	Insight	B, C
Easily distracted	Insight	No	Sensory	Visual	Movement Bias	Mechanism	5: Sensory	Peripheral Gating	Does a bird flying past the window always make you stop working?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	5-10	Insight	A
Easily distracted	Growth	No	Emotional	Resilience	Grit	Shield Build	11: Meta	Friction Tol.	When you get "stuck" on a problem, do you stay with it for 10 more minutes?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	11-18	Growth	B, C
Easily distracted	Growth	No	Physiology	Recovery	Active Rest	Shield Build	2: Physical	Reboot Move	Do you take "movement breaks" specifically to help your brain focus?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	15-18	Growth	C
Easily distracted	Mastery	Yes	Metacog	Autonomy	Sovereign Mind	Indistractable	12: Core	Final Agency	Do you feel like you are the absolute master of your own attention?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Cognitive Development	Endurance	Longevity	Indistractable	1: Duration	Flow Horizon	Can you work on a "boring" but vital task for 4 hours without a gap?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Cognitive Development	Synthesis	Cross-Domain	Deep Cognitive Development	9: Synthesis	Strategic Link	Can you apply a concept from Biology to solve a Business problem?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Behavioral	Exec Function	Load Mgt.	High-Impact	10: Exec	Dynamic Scaling	Can you track 5+ complex work threads without losing the "big picture"?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Emotional	Resilience	Stoic Focus	Anxiety/Reg	11: Meta	External Neut.	If a major crisis occurs at work, do you stay calm and focused?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Cognitive Development	Metacog	Fluidity	Deep Cognitive Development	12: Core	State Induction	Can you enter "Deep Work" within 2 minutes of sitting down?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	15-18	Mastery	C
Easily distracted	Mastery	Yes	Cognitive Development	Metacog	Resource All.	Deep Cognitive Development	12: Core	Neural Economy	Do you instinctively know exactly how much mental energy a task needs?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Cognitive Development	Processing	Multi-Threading	Deep Cognitive Development	8: Precision	Parallel Logic	Can you solve a hard math problem while listening to a podcast?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Behavioral	Inhibition	Body Control	High-Impact	3: Impulse	Motor Agency	Can you sit perfectly still for 60 minutes while doing hard work?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	11-14	Mastery	B
Easily distracted	Mastery	No	Cognitive Development	Memory	Retrieval	Deep Cognitive Development	7: Memory	Random Access	Can you recall a specific name from a book you read 2 years ago?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Emotional	Motivation	Visionary	Anxiety/Reg	11: Meta	Purpose Sync	Does your daily learning feel like a step toward a 10-year goal?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Physiology	Optimization	Bio-Hacking	High-Impact	2: Physical	Peak State Mgt	Do you adjust your sleep/food to hit "Peak Focus" on command?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Cognitive Development	Synthesis	Mentorship	Deep Cognitive Development	9: Synthesis	Knowledge Trans.	Can you simplify a complex topic so a 5-year-old understands?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Easily distracted	Mastery	Yes	Behavioral	Exec Function	Complexity	High-Impact	10: Exec	Chaos Tolerance	Can you perform high-quality work in a very noisy airport?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Cognitive Development	Processing	Speed/Depth	Deep Cognitive Development	8: Precision	High-Res Thinking	Can you spot a hidden logical flaw in a report instantly?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Emotional	Self-Concept	Mastery Bias	Anxiety/Reg	12: Core	Cognitive Development Agency	I feel that my focus is a skill I have fully mastered.	Disagr to Agree	Disagree	Incline	Neutral	Disinc	Agree	(+)	1.8	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Cognitive Development	Metacog	Self-Evolution	Deep Cognitive Development	12: Core	Iterative Growth	Do you regularly invent new ways to study or work better?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Behavioral	Inhibition	Social Influence	High-Impact	3: Impulse	Narrative Ctrl	Can you stay focused on your goal even if the crowd disagrees?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Diagnostic	Efficiency	Max Velocity	High-Impact	6: Diagnostic	Output Density	Do you finish your work in half the time it takes your peers?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Cognitive Development	Sensory	Integrated Focus	Deep Cognitive Development	5: Sensory	Env. Sync	Can you use loud music as "fuel" for focus instead of a distraction?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.3	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Cognitive Development	Endurance	Longevity	Deep Cognitive Development	1: Duration	Infinite Stamina	Can you focus for 6+ hours on a breakthrough without fatigue?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	19+	Mastery	D
Easily distracted	Mastery	Yes	Cognitive Development	Metacog	Unity	Deep Cognitive Development	12: Core	Focus Oneness	Do you feel that "You" and "The Task" become one during work?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Behavioral	Inhibition	Wait Turn	High-Impact	3: Impulse	Impulse Gating	Can you wait 2 days to buy something you "really want" now?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.4	Linear	5-10	Mastery	A
Easily distracted	Mastery	No	Cognitive Development	Memory	Structuring	Deep Cognitive Development	7: Memory	Hierarchy Logic	Can you build a complex mental map of 20 new facts instantly?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Emotional	Resilience	Grit	Anxiety/Reg	11: Meta	Post-Failure Acc.	After a public mistake, do you refocus on the next task instantly?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Behavioral	Exec Function	Complexity	High-Impact	10: Exec	Parallelizing	Can you finish your own work while helping a friend with theirs?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	5-10	Mastery	A
Easily distracted	Mastery	Yes	Behavioral	Inhibition	Focus Shield	High-Impact	3: Impulse	Env. Agency	Can you study in a room where a TV is on and ignore it?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	5-10	Mastery	A
Easily distracted	Mastery	No	Cognitive Development	Synthesis	Analogy	Deep Cognitive Development	9: Synthesis	Abstract Build	Can you explain AI using the story of a library and robots?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	5-10	Mastery	A
Easily distracted	Mastery	No	Behavioral	Environment	Ergonomics	High-Impact	5: Sensory	Focus Context	Do you have a "Focus Seat" where you feel smart as soon as you sit?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.3	Linear	5-10	Mastery	A
Easily distracted	Mastery	No	Emotional	Self-Concept	Growth	Anxiety/Reg	12: Core	Plasticity Agency	I believe I can make my brain stronger by focusing hard.	Agree to Disagree	Agree	Incline	Neutral	Disinc	Disagree	(+)	1.7	Linear	5-10	Mastery	A
Easily distracted	Mastery	No	Cognitive Development	Metacog	Reflection	Deep Cognitive Development	12: Core	Strategy Audit	Do you check your "Focus Score" to see how you are doing?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	11-14	Mastery	B
Easily distracted	Mastery	No	Physiology	Sleep	Circadian	High-Impact	2: Physical	Wake-Up Sharp	Can you wake up and solve a puzzle in under 5 minutes?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	11-14	Mastery	B
Easily distracted	Mastery	No	Cognitive Development	Endurance	Stress	Deep Cognitive Development	1: Duration	Pressure Flow	Do you like hard tests because they make you focus more?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	11-14	Mastery	B
Easily distracted	Mastery	No	Behavioral	Exec Function	Complexity	High-Impact	10: Exec	Dynamic Plan	Can you rewrite your whole plan in 2 mins if a teacher changes a task?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	11-14	Mastery	B
Easily distracted	Mastery	No	Emotional	Motivation	Values	Anxiety/Reg	11: Meta	Mission Align.	I focus because I want to help people with what I learn.	Agree to Disagree	Agree	Incline	Neutral	Disinc	Disagree	(+)	1.9	Linear	11-14	Mastery	B
Easily distracted	Mastery	No	Cognitive Development	Processing	Speed	Deep Cognitive Development	8: Precision	High-Speed Read	Can you read a whole book and tell someone every main part?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	11-14	Mastery	B
Easily distracted	Mastery	Yes	Cognitive Development	Metacog	Master Review	Deep Cognitive Development	12: Core	Self-Coach	Do you "talk to yourself" to stay on track when things get hard?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	5-10	Mastery	A
Easily distracted	Mastery	No	Behavioral	Inhibition	Social Imp.	High-Impact	3: Impulse	Silence Agency	Can you work in a room full of playing kids and not join them?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	5-10	Mastery	A
Easily distracted	Mastery	No	Cognitive Development	Memory	Retrieval	Deep Cognitive Development	7: Memory	Random Access	Can you remember what you ate for lunch 5 days ago?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	5-10	Mastery	A
Easily distracted	Mastery	No	Behavioral	Environment	Distraction	High-Impact	5: Sensory	Chaos Immunity	Can you read a book while people are talking loudly around you?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	5-10	Mastery	A
Easily distracted	Mastery	No	Emotional	Anxiety	Resilience	Anxiety/Reg	11: Meta	Post-Cry Rec.	After a sad moment, can you start your work again in 10 mins?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	5-10	Mastery	A
Easily distracted	Mastery	Yes	Cognitive Development	Metacog	Mastery	Deep Cognitive Development	12: Core	Flow Control	Can you make yourself "Flow" whenever you want to?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Cognitive Development	Synthesis	Linkage	Deep Cognitive Development	9: Synthesis	Strategic Bridge	Can you use a lesson from History to understand a News story?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	11-14	Mastery	B
Easily distracted	Mastery	No	Behavioral	Exec Function	Planning	High-Impact	10: Exec	Future Logic	Do you plan your whole week before Monday morning starts?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Mastery	C
Easily distracted	Mastery	Yes	Cognitive Development	Metacog	Agency	Deep Cognitive Development	12: Core	Sovereign Mind	I feel like I am the "CEO" of my own brain.	Disagr to Agree	Disagree	Incline	Neutral	Disinc	Agree	(+)	2	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Emotional	Resilience	Stoic Logic	Anxiety/Reg	11: Meta	Calm Action	Can you finish a test even if you think you missed the first 5?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Behavioral	Inhibition	Delay Grat.	High-Impact	3: Impulse	Silicon Agency	Can you leave your phone in another room for 4 hours easily?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Cognitive Development	Processing	Accuracy	Deep Cognitive Development	8: Precision	Fault Finding	Can you find 5 typos in a page in under 30 seconds?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Cognitive Development	Synthesis	Innovation	Deep Cognitive Development	9: Synthesis	Pattern Master	Do you see a solution before the teacher finishes the question?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	11-14	Mastery	B
Easily distracted	Mastery	No	Emotional	Motivation	Ambition	Anxiety/Reg	11: Meta	Legacy Drive	I focus because my work will make the world safer.	Agree to Disagree	Agree	Incline	Neutral	Disinc	Disagree	(+)	1.9	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Cognitive Development	Endurance	Longevity	Deep Cognitive Development	1: Duration	Infinite Deep	Can you solve 100 hard problems in a row without a break?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Easily distracted	Mastery	Yes	Cognitive Development	Metacog	Monitoring	Deep Cognitive Development	12: Core	Brain Audit	Do you notice a tiny drop in your focus as soon as it happens?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Behavioral	Exec Function	Complexity	High-Impact	10: Exec	Parallelizing	Can you listen to a lecture and write a full plan at once?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Cognitive Development	Synthesis	Analogy	Deep Cognitive Development	9: Synthesis	Universal Logic	Can you explain Chemistry using a story about a party?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Emotional	Resilience	Post-Crisis	Anxiety/Reg	11: Meta	Recovery Speed	Can you get back to work 5 mins after a big argument?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Cognitive Development	Processing	Precision	Deep Cognitive Development	8: Precision	Bias Detect	Do you spot "fake news" as soon as you start reading it?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	15-18	Mastery	C
Easily distracted	Mastery	Yes	Cognitive Development	Metacog	Agency	Deep Cognitive Development	12: Core	Neural Master	Do you feel like you are building your brain daily?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Behavioral	Environment	Distraction	High-Impact	5: Sensory	Chaos Flow	Can you lead a team in a room with 5 other loud groups?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Cognitive Development	Synthesis	Linkage	Deep Cognitive Development	9: Synthesis	Abstract Build	Can you use Art logic to solve a Tech problem?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Emotional	Motivation	Purpose	Anxiety/Reg	11: Meta	Global Impact	I focus because my work saves lives.	Agree to Disagree	Agree	Incline	Neutral	Disinc	Disagree	(+)	1.9	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Cognitive Development	Endurance	Longevity	Deep Cognitive Development	1: Duration	Infinite Loop	Can you stay in a "Flow State" for 12 hours if you had to?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Easily distracted	Mastery	Yes	Cognitive Development	Metacog	Self-Analysis	Deep Cognitive Development	12: Core	Brain Audit	Do you know your focus "breaking point" exactly?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Behavioral	Exec Function	Complexity	High-Impact	10: Exec	Dynamic Shift	Can you change your whole strategy in 5 minutes?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Cognitive Development	Synthesis	Linkage	Deep Cognitive Development	9: Synthesis	Universal Logic	Can you apply Chess logic to a real-life problem?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Emotional	Resilience	Calm Action	Anxiety/Reg	11: Meta	Crisis Mastery	Can you lead a team while the project is failing publicly?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Cognitive Development	Processing	Detail	Deep Cognitive Development	8: Precision	Pattern Match	Can you find a specific red dot in a field of 1000 dots fast?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.3	Linear	5-10	Mastery	A
Easily distracted	Mastery	Yes	Cognitive Development	Metacog	Agency	Deep Cognitive Development	12: Core	Neural Unity	I feel that I am focus, not just doing it.	Disagr to Agree	Disagree	Incline	Neutral	Disinc	Agree	(+)	2	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Behavioral	Inhibition	Body Control	High-Impact	3: Impulse	Silence Agency	Can you be quiet for 5 hours without needing to talk?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	11-18	Mastery	B, C
Easily distracted	Mastery	No	Cognitive Development	Memory	Retrieval	Deep Cognitive Development	7: Memory	Random Access	Can you remember a phone number from 10 years ago?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	19+	Mastery	D
Easily distracted	Mastery	No	Behavioral	Environment	Distraction	High-Impact	5: Sensory	Chaos Flow	Can you study effectively on a moving, loud train?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	15-18	Mastery	C
Easily distracted	Mastery	No	Emotional	Resilience	Recovery	Anxiety/Reg	11: Meta	Post-Crisis Flow	After a major shock, are you back at your desk in 2 hours?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Easily distracted	Mastery	Yes	Cognitive Development	Metacog	Final Mastery	Deep Cognitive Development	12: Core	Flow Sovereignty	Can you stay in Flow as long as the task requires?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Mastery	D
Digital Distraction	Curiosity	Yes	Digital	UI/UX	Notification Pull	Screen Reflex	3: Impulse	Red Dot Bias	Do you unlock your phone as soon as you see a red notification?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	11-18	Curiosity	B, C
Digital Distraction	Curiosity	No	Digital	Habit	App Hopping	Screen Reflex	10: Exec	Context Drift	Do you close one app and immediately open another without thinking?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	19+	Curiosity	D
Digital Distraction	Curiosity	No	Digital	Satiety	Infinite Scroll	Screen Reflex	3: Impulse	Loop Reflex	Do you realize you’ve been scrolling for an hour when you meant to take 5 mins?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.9	Inverted	15-18	Curiosity	C
Digital Distraction	Curiosity	No	Digital	Social	Ghost Vibrations	Screen Reflex	5: Sensory	Phantom Alert	Do you feel like your phone buzzed in your pocket even when it didn't?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	19+	Curiosity	D
Digital Distraction	Curiosity	Yes	Digital	Media	Autoplay Bias	Screen Reflex	3: Impulse	Flow Hijack	Do you watch "one more video" because the next one starts automatically?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	5-10	Curiosity	A
Digital Distraction	Insight	Yes	Metacog	Awareness	Screen Time	Mechanism	12: Core	Data Shock	Are you surprised by how high your "Screen Time" report is each week?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.9	Inverted	15-18	Insight	C
Digital Distraction	Insight	No	Behavioral	Exec Function	Digital Friction	Mechanism	10: Exec	Task Inertia	Do you find it physically painful to put your phone in another room?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	11-14	Insight	B
Digital Distraction	Insight	No	Emotional	Motivation	Dopamine Seek	Mechanism	11: Meta	Mood Gating	Do you check your tablet because you are bored or sad, not for info?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	5-10	Insight	A
Digital Distraction	Insight	No	Cognitive Development	Working Mem	Buffer Loss	Mechanism	7: Memory	Mental Wipe	Do you forget what you were doing the moment a text pops up?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	19+	Insight	D
Digital Distraction	Insight	Yes	Metacog	Self-Analysis	Digital Exhaust	Mechanism	12: Core	Cognitive Development Fog	Do you notice your brain feels "tired" after 20 mins of scrolling?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Insight	D
Digital Distraction	Growth	Yes	Behavioral	Environment	Greyscale Mode	Shield Build	5: Sensory	Visual Pruning	Do you use "Do Not Disturb" or "Focus Mode" while working?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.7	Linear	15-18	Growth	C
Digital Distraction	Growth	No	Digital	Literacy	Batching	Shield Build	10: Exec	Notification Gating	Do you check all your messages at set times instead of as they arrive?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.6	Linear	19+	Growth	D
Digital Distraction	Growth	No	Behavioral	Inhibition	Tablet Boundary	Shield Build	3: Impulse	Physical Moat	Can you leave your tablet in the living room while you go to sleep?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.5	Linear	5-10	Growth	A
Digital Distraction	Growth	No	Cognitive Development	Metacog	Intentionality	Shield Build	12: Core	Logic Pause	Do you ask yourself "Why am I opening this app?" before you click it?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	11-18	Growth	B, C
Digital Distraction	Growth	Yes	Emotional	Resilience	Boredom Tol.	Shield Build	11: Meta	Silence Agency	Can you wait in a line for 5 minutes without reaching for your phone?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Growth	D
Digital Distraction	Mastery	Yes	Metacog	Flow	Silicon Agency	Indistractable	12: Core	Tech Mastery	Can you use your phone as a tool without it ever distracting you?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Mastery	D
Digital Distraction	Mastery	No	Behavioral	Inhibition	Extreme Gating	Indistractable	3: Impulse	Deep Work Shield	Can you work for 4 hours with your phone on the desk and never touch it?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	15-18	Mastery	C
Digital Distraction	Mastery	No	Cognitive Development	Endurance	Digital Detox	Indistractable	1: Duration	Deep Duration	Can you spend a whole weekend without any screens and feel focused?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.8	Linear	11-18	Mastery	B, C
Digital Distraction	Mastery	No	Emotional	Motivation	High-Purpose	Indistractable	11: Meta	Legacy Focus	Is your work so interesting that you forget your phone exists?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	1.9	Linear	19+	Mastery	D
Digital Distraction	Mastery	Yes	Metacog	Autonomy	Sovereign Mind	Indistractable	12: Core	Neural Freedom	Do you feel like you control the screen, rather than the screen controlling you?	Never to Always	Never	Rarely	Somet.	Often	Always	(+)	2	Linear	19+	Mastery	D
Screen Distraction	Curiosity	Yes	Digital	UI/UX	Notification Pull	Screen Reflex	3: Impulse	Red Dot Bias	Do you unlock your phone as soon as you see a red notification bubble?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	11-18	Curiosity	B, C
Screen Distraction	Curiosity	No	Digital	Habit	App Hopping	Screen Reflex	10: Exec	Context Drift	Do you close one app and immediately open another without thinking?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	Satiety	Infinite Scroll	Screen Reflex	3: Impulse	Loop Reflex	Do you realize you’ve been scrolling for an hour when you meant to take 5 mins?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.9	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Digital	Sensory	Phantom Alert	Screen Reflex	5: Sensory	Ghost Vibration	Do you feel like your phone buzzed in your pocket even when it didn't?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	Yes	Digital	Media	Autoplay Bias	Screen Reflex	3: Impulse	Flow Hijack	Do you watch "one more video" because the next one starts automatically?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.6	Inverted	5-10	Curiosity	A
Screen Distraction	Curiosity	No	Behavioral	Habit	Mealtime Scroll	Screen Reflex	3: Impulse	Hand-to-Phone	Do you reach for your phone the moment you sit down to eat?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.5	Inverted	11-18	Curiosity	B, C
Screen Distraction	Curiosity	No	Digital	Social	Peer Sync	Screen Reflex	11: Meta	Group Mirroring	If your friend looks at their phone, do you immediately check yours too?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.4	Inverted	15-18	Curiosity	C
Screen Distraction	Curiosity	No	Cognitive Development	Internal Drift	Mind Wandering	Screen Reflex	12: Core	Digital Escape	Do you check your phone the moment a task feels slightly "boring"?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.8	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	No	Digital	UI/UX	Search Loop	Screen Reflex	10: Exec	App Search	Do you unlock your phone and forget which app you were looking for?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.7	Inverted	19+	Curiosity	D
Screen Distraction	Curiosity	Yes	Digital	Sensory	Visual Pull	Screen Reflex	5: Sensory	Brightness Pull	Do you find it hard to look away from a screen even when your eyes feel dry?	Never to Always	Always	Often	Somet.	Rarely	Never	(-)	1.3	Inverted	5-10	Curiosity	A
