concern_id,concern_name,concern_category,classification,confidence,label_polarity,verdict,reason
CONCERN_LEA_811,Emotional Exhaustion from Continuous Decision-Making,Decision Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_DIS_1985,Study Motivation,Motivation Fatigue,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_CAR_1041,Emotional Recovery After Failed Career Transitions,Failed Transition Trauma,Outcome,0.92,neutral,Questionable,no explicit result term
CONCERN_LEA_1031,Emotional Spillover from Professional Instability,Transition Stress Spillover,Outcome,0.92,negative,Questionable,no explicit result term
CONCERN_ADA_319,Emotional Fatigue from Continuous Improvement Pressure,Improvement Pressure Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_COL_583,Emotional Exhaustion from Continuous Targets,Target-Driven Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_HOL_801,Leadership Fatigue During Organizational Scaling,Scaling Leadership Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_STR_977,Motivation During Slow Transition Progress,Career Transition Motivation Decline,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_EXA_185,Building Emotional Stability During Multiple Attempts,Multi-Attempt Emotional Fatigue,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_ACA_1019,Emotional Burnout During Multi-Year Transitions,Long-Term Transition Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_EXA_197,Rational Thinking During Panic States,Panic-State Cognitive Collapse,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_LEA_853,Emotional Fatigue from Continuous Strategic Pressure,Strategic Pressure Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_LEA_645,Emotional Spillover Between Work and Home,Work-Home Emotional Spillover,Outcome,0.92,neutral,Questionable,no explicit result term
CONCERN_THI_2017,Learning Fatigue,Cognitive Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_WOR_745,Work Motivation During Routine Tasks,Routine Work Motivation Decline,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_DIS_1157,Emotional Burnout During Long-Term Career Pressure,Long-Term Career Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_EMO_605,Work-Life Boundaries,Boundary Management Failure,Outcome,0.92,neutral,Questionable,no explicit result term
CONCERN_LEA_647,Optimism During Workplace Uncertainty,Workplace Optimism Decline,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_LIF_187,Staying Focused in Long Coaching Sessions,Coaching Attention Fatigue,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_EMP_615,Productivity During Emotional Stress,Stress-Induced Productivity Decline,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_SOC_559,Sustaining Emotional Stability Through Career Reinvention,Career Reinvention Emotional Fatigue,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_EMO_638,Maintain Curiosity in Mature Career Stages,Mid-Career Curiosity Decline,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_THI_73,Focus During Long Placement Preparation Cycles,Placement Attention Fatigue,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_CON_508,Balance Job Search with Current Employment,Employed Job Search Fatigue,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_COM_1321,Student Confidence During Placement Cycles,Placement Confidence Decline,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_HOL_1161,Identifying School-Wide Learning Gaps Early,Hidden Learning Gap Detection Failure,Outcome,0.92,negative,Questionable,no explicit result term
CONCERN_LEA_1039,Emotional Optimism During Reinvention,Reinvention Optimism Decline,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_HOL_981,Emotional Fatigue from Continuous Upskilling,Upskilling Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_CON_348,Sustain Curiosity During Repetitive Practice,Repetitive Practice Engagement Decline,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_FOU_2072,Academic Confidence After Comparison,Comparison-Based Confidence Loss,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_STE_2038,Academic Initiative After Failure,Post-Failure Passivity,Outcome,0.55,neutral,Questionable,no explicit result term
CONCERN_COL_425,Emotional Fatigue During Job Hunting,Job Search Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_LIF_136,Recall Under Pressure Despite Preparation,Stress-Based Recall Failure,Outcome,0.92,negative,Questionable,no explicit result term
CONCERN_LEA_1149,Emotional Exhaustion from Constant Problem-Solving,Problem-Solving Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_COM_839,Long-Term Leadership Motivation,Leadership Motivation Decline,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_LEA_815,Sustaining Curiosity and Innovation Mid-Career,Mid-Career Innovation Fatigue,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_MOT_1870,Emotional Breakdown During Exams,Exam Emotional Collapse,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_CAR_551,Recovering from Toxic Workplace Experiences,Toxic Workplace Trauma,Outcome,0.92,neutral,Questionable,no explicit result term
CONCERN_EMO_1621,Failure to learn from past mistakes,Reflection Failure,Outcome,0.92,neutral,Questionable,no explicit result term
CONCERN_CAR_1005,Emotional Fatigue from Continuous Rejections,Reinvention Rejection Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_EMP_935,Emotional Spillover from Leadership Stress into Family Life,Leadership Stress Spillover,Outcome,0.92,negative,Questionable,no explicit result term
CONCERN_SOC_856,Sustain Strategic Learning Mid-Career,Strategic Learning Decline,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_CAR_466,Confidence After Multiple Job Rejections,Rejection-Induced Confidence Collapse,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_ADJ_1815,Emotional Effects of Divorce,Divorce Trauma,Outcome,0.92,neutral,Questionable,no explicit result term
CONCERN_CON_741,Emotional Fatigue from Workplace Learning Expectations,Workplace Learning Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_STR_831,Emotional Exhaustion from Constant Escalations,Escalation Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_COL_923,Emotional Exhaustion from Leadership Visibility,Leadership Visibility Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_HOL_901,Sustaining Strategic Focus During Rapid Business Expansion,Expansion Strategy Fatigue,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_COM_547,Long-Term Career Optimism,Career Optimism Decline,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_EXA_161,Confidence During Low Mock Rank Phases,Mock Rank Confidence Collapse,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_CAR_1406,Students graduating without clear career action plans,Career Transition Failure,Outcome,0.92,neutral,Questionable,no explicit result term
CONCERN_ACA_1911,Child Feeling Mentally Exhausted After School,Mental Fatigue,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_LEA_619,Emotional Exhaustion from Workplace Ambiguity,Ambiguity Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_EMO_1193,Identifying Institutional Learning Inequality Across Sections,Learning Inequality Detection Failure,Outcome,0.92,neutral,Questionable,no explicit result term
CONCERN_SOC_473,Emotional Exhaustion During Long Job Searches,Job Search Burnout,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_COM_685,Emotional Fatigue from Continuous Learning,Learning Fatigue,Outcome,0.92,negative,Correct,result/outcome term present
CONCERN_LEA_947,Long-Term Emotional Sustainability in Leadership Roles,Long-Term Leadership Burnout,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_ACA_289,Building Learning Confidence After Repeated Failures,Skill Failure Confidence Collapse,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_LIF_407,Motivation After Repeated Placement Delays,Placement Delay Motivation Collapse,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_CAR_617,Continuous Performance Comparisons,Workplace Comparison Burnout,Outcome,0.92,neutral,Correct,result/outcome term present
CONCERN_EXA_119,Staying Motivated After Repeated Attempts,Reattempt Motivation Collapse,Outcome,0.92,positive,Correct,result/outcome term present
CONCERN_OVE_2317,Child Suppressing Negative Emotions to Avoid Conflict,Emotional Suppression Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_BEH_1457,Excessive dependency on parental supervision,Dependency Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_HOL_621,Sustaining High Performance Without Burnout,High-Performance Burnout Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_EMO_1412,peer influence management,Peer Pressure Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_ADJ_2371,Students Becoming Emotionally Withdrawn,Emotional Withdrawal Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_FUT_1380,Students blindly following peer career trends,Herd Mentality Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_CON_1754,Burnout Symptoms,Burnout Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_LIF_1772,Online Stranger Interactions,Online Safety Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_CHA_1427,recover from social rejection,Social Sensitivity Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_MOT_1874,Emotional Boundaries Online,Boundary Vulnerability,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_SOC_2379,Emotional Resilience During Peer Competition,Competitive Emotional Fragility,Risk,0.92,positive,Correct,risk/vulnerability term present
CONCERN_PER_1549,resilience after setbacks,Recovery Fragility,Risk,0.92,positive,Correct,risk/vulnerability term present
CONCERN_INN_1375,decision-making regarding subject streams,Stream Selection Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_STR_135,Emotional Exhaustion During Revision Months,Revision Burnout Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_EMO_1433,digital behaviour and online discipline,Digital Behaviour Risk,Risk,0.92,positive,Correct,risk/vulnerability term present
CONCERN_LEA_1477,emotional resilience under pressure,Stress Vulnerability,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_IDE_1542,identifying personal blind spots,Blind Spot Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_COG_1355,Frequent absenteeism linked to academics,Attendance Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_PER_1600,awareness of cognitive fatigue,Cognitive Exhaustion Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_SEL_1618,identifying improvement areas,Blind Spot Risk,Risk,0.92,positive,Correct,risk/vulnerability term present
CONCERN_EXA_1893,Child Feeling Emotionally Unsafe at School,Emotional Safety Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_COG_1554,emotional resilience in social situations,Social Fragility,Risk,0.92,positive,Correct,risk/vulnerability term present
CONCERN_CAR_1397,resilience after career setbacks,Setback Recovery Risk,Risk,0.92,positive,Correct,risk/vulnerability term present
CONCERN_PER_1426,ethical judgment and integrity awareness,Integrity Risk,Risk,0.92,positive,Correct,risk/vulnerability term present
CONCERN_SUB_1352,Student burnout from excessive academic load,Burnout Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_LIF_1875,Child Sharing Personal Data Online,Online Privacy Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_CAR_1390,Students preparing for oversaturated career paths,Market Saturation Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_EXA_2168,Student Burnout During Competitive Preparation,Competitive Burnout Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_DIS_2044,Cognitive Endurance During Long Study Sessions,Cognitive Fatigue Vulnerability,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_THI_304,Emotional Stability During Intensive Upskilling Periods,Upskilling Burnout Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_GRO_1410,Excessive dependence on parents for decisions,Dependency Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_CAR_1378,Choosing streams based on parental pressure,External Influence Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_HOL_1177,Identifying Students at Risk of Academic Decline,Academic Risk Detection Delay,Risk,0.7,negative,Correct,risk/vulnerability term present
CONCERN_SEL_1548,balancing ambition and wellbeing,Growth Sustainability Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_LEA_1430,stress management under pressure,Stress Vulnerability,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_SOC_1771,Cyberbullying Exposure,Cyberbullying Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_DIS_115,Burnout During Long Preparation Phases,Competitive Burnout Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_CAR_1405,Excessive dependency on marks for self-worth,Identity Fragility,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_SEL_1416,distractions,Distraction Vulnerability,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_CON_1490,adaptability during failures or setbacks,Recovery Fragility,Risk,0.92,positive,Correct,risk/vulnerability term present
CONCERN_TRA_2315,Child Becoming Over-Compliant Under Pressure,Over-Compliance Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_CAR_1362,Excessive parental pressure affecting learning,Pressure Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_EXA_2356,Emotional Breakdown Affecting Academic Performance,Emotional Breakdown Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_EMP_49,Emotional Burnout During Placements,Placement Burnout Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_LIF_1830,Suicidal Thought Indicators,Self-Harm Risk,Risk,0.92,neutral,Correct,risk/vulnerability term present
CONCERN_LEA_1349,Exam anxiety impacting outcomes,Emotional-Academic Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_SEL_1607,understanding of multitasking limitations,Cognitive Overload Risk,Risk,0.92,positive,Correct,risk/vulnerability term present
CONCERN_LIF_2410,Students Showing Burnout Symptoms During Competitive Preparation,Competitive Burnout Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
CONCERN_STR_399,Emotional Burnout During Placement Season,Placement Burnout Risk,Risk,0.92,negative,Correct,risk/vulnerability term present
