id,question_id,concern,master_bridge_tag,reasons,original,rewritten,rule,confidence,classification
8560,Q_PERF_001_016,Weak Ability to Handle Sudden Performance Drops,PERFORMANCE_REFLECTION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When your performance drops suddenly, how effectively do you calm yourself and think logically?","When your performance drops suddenly, how effectively do you calm yourself and think logically?",no_change_engine_handles_reflexive,0.95,auto-approve
8562,Q_PERF_001_018,Weak Ability to Handle Sudden Performance Drops,PERFORMANCE_REFLECTION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When performance drops, how often do you blame yourself completely instead of analyzing reasons?","When performance drops, how often do you blame yourself completely instead of analyzing reasons?",no_change_engine_handles_reflexive,0.95,auto-approve
8599,Q_BURN_001_005,Weak Emotional Awareness During Burnout Phases,EMOTIONAL_REGULATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When burnout starts building, how early can you recognize it in yourself?","When burnout starts building, how early can you recognize it in yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
8654,Q_DISCIPLINE_001_010,Weak Ability to Sustain Competitive Discipline Without Motivation,DISCIPLINE_HABITS,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to maintain consistency in preparation without motivation?",,missing_anchor_needs_authoring,0.2,manual-review
8674,Q_MOT_001_005_v6,Difficulty Maintaining Consistency After Motivational Crashes,MOTIVATION_VALUES,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you feel disappointed in yourself after losing consistency post-motivation?,How often do you feel disappointed in yourself after losing consistency post-motivation?,no_change_engine_handles_reflexive,0.95,auto-approve
8781,Q_SLOWPROG_001_017,Difficulty Maintaining Confidence During Slow Progress,LEARNING_ADAPTABILITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself that progress takes time and consistency matters more than speed?,How often do you remind yourself that progress takes time and consistency matters more than speed?,no_change_engine_handles_reflexive,0.95,auto-approve
8826,Q_PPS_001_012,Weak Confidence in Personal Problem-Solving Ability,PERSONAL_VISION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you depend on others to solve your personal problems instead of trying yourself?,How often do you depend on others to solve your personal problems instead of trying yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
8842,Q_COACH_001_003,Difficulty Managing Emotional Pressure from Coaching Investments,SOCIAL_EMOTIONAL,no 2nd-person pronoun (nothing to reframe to 3rd person),How often do family expectations increase because of coaching expenses?,,missing_anchor_needs_authoring,0.2,manual-review
8844,Q_COACH_001_005,Difficulty Managing Emotional Pressure from Coaching Investments,SOCIAL_EMOTIONAL,no 2nd-person pronoun (nothing to reframe to 3rd person),How much does coaching investment increase fear of failing exams?,,missing_anchor_needs_authoring,0.2,manual-review
8879,Q_REV_001_015_v5,Weak Confidence in Revision Completion Before Exams,STRATEGIC_PREPARATION,no 2nd-person pronoun (nothing to reframe to 3rd person),Do exams feel like a race against time due to incomplete revision?,,missing_anchor_needs_authoring,0.2,manual-review
8899,Q_PANIC_001_010_v2,Difficulty Maintaining Rational Thinking During Panic States,EMOTIONAL_REGULATION,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to think rationally under pressure?",,missing_anchor_needs_authoring,0.2,manual-review
8920,Q_CAREER_STRENGTH_001_006,Difficulty Understanding Personal Strengths for Career Choice,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you discover new strengths about yourself while doing academic or real-world tasks?,How often do you discover new strengths about yourself while doing academic or real-world tasks?,no_change_engine_handles_reflexive,0.95,auto-approve
8936,Q_CAREER_STRENGTH_001_022,Difficulty Understanding Personal Strengths for Career Choice,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you compare your strengths with others to understand yourself better?,How often do you compare your strengths with others to understand yourself better?,no_change_engine_handles_reflexive,0.95,auto-approve
8944,Q_LTV_001_005,Weak Long-Term Career Vision,LONG_TERM,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","If you imagine yourself 10 years from now, how clear is your career path?","If you imagine yourself 10 years from now, how clear is your career path?",no_change_engine_handles_reflexive,0.95,auto-approve
9019,Q_DECISION_001_005_v3,Weak Career Decision-Making Confidence,THINKING_QUALITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Even with uncertainty in the job market, how confident are you in choosing the right career path for yourself?","Even with uncertainty in the job market, how confident are you in choosing the right career path for yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
9020,Q_DECISION_001_006_v3,Weak Career Decision-Making Confidence,THINKING_QUALITY,no 2nd-person pronoun (nothing to reframe to 3rd person),How mentally exhausting does it feel to make career decisions without clear guidance?,,missing_anchor_needs_authoring,0.2,manual-review
9119,Q_CAREER_002_005_v4,Difficulty Handling Career Uncertainty After Board Exams,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How clearly can you imagine yourself one year from now in terms of studies or career?,How clearly can you imagine yourself one year from now in terms of studies or career?,no_change_engine_handles_reflexive,0.95,auto-approve
9130,Q_CAREER_002_016_v4,Difficulty Handling Career Uncertainty After Board Exams,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you feel uncertain, how effectively can you calm yourself and think clearly?","When you feel uncertain, how effectively can you calm yourself and think clearly?",no_change_engine_handles_reflexive,0.95,auto-approve
9175,Q_REC_001_011,Weak Emotional Recovery After Career-Related Rejections,EMOTIONAL_RECOVERY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How strongly do you compare yourself negatively with others after rejection?,How strongly do you compare yourself negatively with others after rejection?,no_change_engine_handles_reflexive,0.95,auto-approve
9168,Q_REC_001_004,Weak Emotional Recovery After Career-Related Rejections,EMOTIONAL_RECOVERY,no 2nd-person pronoun (nothing to reframe to 3rd person),How emotionally heavy does rejection feel even after a few days?,,missing_anchor_needs_authoring,0.2,manual-review
9174,Q_REC_001_010,Weak Emotional Recovery After Career-Related Rejections,EMOTIONAL_RECOVERY,no 2nd-person pronoun (nothing to reframe to 3rd person),"After rejection, how hard is it to focus on other tasks?",,missing_anchor_needs_authoring,0.2,manual-review
9176,Q_REC_001_012,Weak Emotional Recovery After Career-Related Rejections,EMOTIONAL_RECOVERY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How effectively do you emotionally calm yourself after rejection?,How effectively do you emotionally calm yourself after rejection?,no_change_engine_handles_reflexive,0.95,auto-approve
9182,Q_REC_001_018,Weak Emotional Recovery After Career-Related Rejections,EMOTIONAL_RECOVERY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","After rejection, how often do you isolate yourself?","After rejection, how often do you isolate yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
9211,Q_CAR_001_022,Weak Confidence in Making Independent Career Decisions,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","If guidance is available but not required, how willing are you to still make final decisions yourself?","If guidance is available but not required, how willing are you to still make final decisions yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
9274,Q_STREAM_001_010_v3,Difficulty Managing Emotional Pressure During Stream Changes,THINKING_QUALITY,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to emotionally stay calm when thinking about stream changes?",,missing_anchor_needs_authoring,0.2,manual-review
9306,Q_DECISION_001_017_v4,Difficulty Building Confidence After Career Decision Mistakes,THINKING_QUALITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How effectively are you able to learn from a wrong decision instead of blaming yourself?,How effectively are you able to learn from a wrong decision instead of blaming yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
9320,Q_FIN_001_006_v2,Difficulty Handling Uncertainty About Future Income Stability,ADJUSTMENT_COPING,no 2nd-person pronoun (nothing to reframe to 3rd person),How stressful does it feel to think about unstable or uncertain future income?,,missing_anchor_needs_authoring,0.2,manual-review
9399,Q_SOCIAL_001_010_v2,Difficulty Managing Fear of Social Judgment in Career Choices,SOCIAL_EMOTIONAL,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to ignore others opinions while making career decisions?",,missing_anchor_needs_authoring,0.2,manual-review
9416,Q_NAV_001_002,Weak Confidence in Navigating Career Uncertainty Independently,THINKING_QUALITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you face confusion about your future, how often do you immediately look for others' opinions instead of thinking yourself first?","When you face confusion about your future, how often do you immediately look for others' opinions instead of thinking yourself first?",no_change_engine_handles_reflexive,0.95,auto-approve
9431,Q_NAV_001_017,Weak Confidence in Navigating Career Uncertainty Independently,THINKING_QUALITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you face uncertainty, how effectively can you break down the situation yourself?","When you face uncertainty, how effectively can you break down the situation yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
9465,Q_COMP_001_001_v5,Weak Confidence in Competing with Highly Skilled Peers,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How confident are you when you compare yourself with highly skilled classmates?,How confident are you when you compare yourself with highly skilled classmates?,no_change_engine_handles_reflexive,0.95,auto-approve
9478,Q_COMP_001_014_v6,Weak Confidence in Competing with Highly Skilled Peers,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you compare yourself and feel discouraged during preparation?,How often do you compare yourself and feel discouraged during preparation?,no_change_engine_handles_reflexive,0.95,auto-approve
9479,Q_COMP_001_015_v6,Weak Confidence in Competing with Highly Skilled Peers,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","After seeing others perform well, how often do you lose confidence in yourself?","After seeing others perform well, how often do you lose confidence in yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
9497,Q_FRUST_001_008,Difficulty Managing Frustration During Skill Mastery,EMOTIONAL_REGULATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How effectively can you calm yourself when you feel frustrated while learning?,How effectively can you calm yourself when you feel frustrated while learning?,no_change_engine_handles_reflexive,0.95,auto-approve
9498,Q_FRUST_001_009,Difficulty Managing Frustration During Skill Mastery,EMOTIONAL_REGULATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",Do you feel frustrated more with yourself than the task when you fail?,Do you feel frustrated more with yourself than the task when you fail?,no_change_engine_handles_reflexive,0.95,auto-approve
9503,Q_FRUST_001_014,Difficulty Managing Frustration During Skill Mastery,EMOTIONAL_REGULATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When learning feels slow, how often do you compare yourself negatively with others?","When learning feels slow, how often do you compare yourself negatively with others?",no_change_engine_handles_reflexive,0.95,auto-approve
9545,Q_MASTERY_001_006,Weak Long-Term Commitment to Competency Mastery,COMPETENCY_DEVELOPMENT,no 2nd-person pronoun (nothing to reframe to 3rd person),How emotionally tiring does it feel to stay committed to one skill for a long period?,,missing_anchor_needs_authoring,0.2,manual-review
9549,Q_MASTERY_001_010,Weak Long-Term Commitment to Competency Mastery,COMPETENCY_DEVELOPMENT,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to stay committed to long-term skill development?",,missing_anchor_needs_authoring,0.2,manual-review
9673,Q_PRACTICE_001_009,Difficulty Prioritizing Practice Over Passive Consumption,ACADEMIC_COGNITIVE,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How strongly do you compare yourself with others who appear to learn faster by consuming more content?,How strongly do you compare yourself with others who appear to learn faster by consuming more content?,no_change_engine_handles_reflexive,0.95,auto-approve
9675,Q_PRACTICE_001_011,Difficulty Prioritizing Practice Over Passive Consumption,ACADEMIC_COGNITIVE,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you delay practice by telling yourself you will start after learning more?,How often do you delay practice by telling yourself you will start after learning more?,no_change_engine_handles_reflexive,0.95,auto-approve
9680,Q_PRACTICE_001_016,Difficulty Prioritizing Practice Over Passive Consumption,ACADEMIC_COGNITIVE,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you notice yourself over-consuming content, how effectively can you redirect yourself toward practice?","When you notice yourself over-consuming content, how effectively can you redirect yourself toward practice?",no_change_engine_handles_reflexive,0.95,auto-approve
9690,Q_CONFENV_001_001,Difficulty Building Confidence in Competitive Skill Environments,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How confident do you feel about your abilities when you compare yourself in competitive skill-based environments?,How confident do you feel about your abilities when you compare yourself in competitive skill-based environments?,no_change_engine_handles_reflexive,0.95,auto-approve
9717,Q_LTP_001_003,Weak Long-Term Ownership of Personal Development,LONG_TERM,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",Do you feel overwhelmed when thinking about improving yourself consistently over many years?,Do you feel overwhelmed when thinking about improving yourself consistently over many years?,no_change_engine_handles_reflexive,0.95,auto-approve
9719,Q_LTP_001_005,Weak Long-Term Ownership of Personal Development,LONG_TERM,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","If you look 23 years ahead, how confident are you that you will actively continue improving yourself?","If you look 23 years ahead, how confident are you that you will actively continue improving yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
9725,Q_LTP_001_011,Weak Long-Term Ownership of Personal Development,LONG_TERM,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you delay improving yourself because you are waiting for the right time?,How often do you delay improving yourself because you are waiting for the right time?,no_change_engine_handles_reflexive,0.95,auto-approve
9736,Q_LTP_001_022,Weak Long-Term Ownership of Personal Development,LONG_TERM,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","If no external pressure existed, how likely would you still work on improving yourself?","If no external pressure existed, how likely would you still work on improving yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
9745,Q_EMO_001_006_v5,Weak Emotional Stability During Intensive Upskilling Periods,EMOTIONAL_REGULATION,no 2nd-person pronoun (nothing to reframe to 3rd person),How often does learning pressure lead to anxiety or stress reactions?,,missing_anchor_needs_authoring,0.2,manual-review
9790,Q_COMPARE_001_001_v6,Difficulty Building Learning Confidence After Comparison with Experts,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","After comparing yourself with experts, how confident do you feel about your own learning progress?","After comparing yourself with experts, how confident do you feel about your own learning progress?",no_change_engine_handles_reflexive,0.95,auto-approve
9794,Q_COMPARE_001_005_v6,Difficulty Building Learning Confidence After Comparison with Experts,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Even after comparing yourself with experts, how hopeful are you about improving your own learning abilities?","Even after comparing yourself with experts, how hopeful are you about improving your own learning abilities?",no_change_engine_handles_reflexive,0.95,auto-approve
9806,Q_COMPARE_001_017_v6,Difficulty Building Learning Confidence After Comparison with Experts,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you remind yourself that learning is a personal journey rather than a comparison?,How often do you remind yourself that learning is a personal journey rather than a comparison?,no_change_engine_handles_reflexive,0.95,auto-approve
9809,Q_COMPARE_001_020_v6,Difficulty Building Learning Confidence After Comparison with Experts,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Even after comparing yourself with experts, how confident are you that you can steadily improve your learning skills over time?","Even after comparing yourself with experts, how confident are you that you can steadily improve your learning skills over time?",no_change_engine_handles_reflexive,0.95,auto-approve
9814,Q_COMPARE_001_025_v6,Difficulty Building Learning Confidence After Comparison with Experts,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Even if you often compare yourself with experts, how hopeful are you that you can still build strong learning confidence over time?","Even if you often compare yourself with experts, how hopeful are you that you can still build strong learning confidence over time?",no_change_engine_handles_reflexive,0.95,auto-approve
9821,Q_SELFRELIANCE_001_007,Weak Confidence in Solving Problems Without Tutorials,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you immediately search for tutorials instead of trying to solve a problem yourself first?,How often do you immediately search for tutorials instead of trying to solve a problem yourself first?,no_change_engine_handles_reflexive,0.95,auto-approve
9840,Q_EFP_001_001,Difficulty Managing Emotional Fatigue from Continuous Improvement Pressure,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you feel emotionally drained due to constant pressure to improve yourself?,How often do you feel emotionally drained due to constant pressure to improve yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
9843,Q_EFP_001_004,Difficulty Managing Emotional Fatigue from Continuous Improvement Pressure,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Compared to your peers, how pressured do you feel to constantly improve yourself?","Compared to your peers, how pressured do you feel to constantly improve yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
9845,Q_EFP_001_006,Difficulty Managing Emotional Fatigue from Continuous Improvement Pressure,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How stressful is it for you to constantly evaluate and upgrade yourself?,How stressful is it for you to constantly evaluate and upgrade yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
9849,Q_EFP_001_010,Difficulty Managing Emotional Fatigue from Continuous Improvement Pressure,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Compared to last year, how much more pressure do you feel to constantly upgrade yourself?","Compared to last year, how much more pressure do you feel to constantly upgrade yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
9850,Q_EFP_001_011,Difficulty Managing Emotional Fatigue from Continuous Improvement Pressure,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you push yourself to improve even when you feel mentally exhausted?,How often do you push yourself to improve even when you feel mentally exhausted?,no_change_engine_handles_reflexive,0.95,auto-approve
9873,Q_LEARN_001_009_v3,Weak Ability to Sustain Learning Energy Across Long Durations,LEARNING_ADAPTABILITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",Do you feel comparing yourself with others reduces your study stamina?,Do you feel comparing yourself with others reduces your study stamina?,no_change_engine_handles_reflexive,0.95,auto-approve
9905,Q_SELFDOUBT_001_016_v2,Difficulty Managing Self-Doubt During Slow Competency Growth,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you feel you are not improving, how effectively can you remind yourself of past progress and stay motivated?","When you feel you are not improving, how effectively can you remind yourself of past progress and stay motivated?",no_change_engine_handles_reflexive,0.95,auto-approve
9918,Q_INTERVIEW_001_004_v4,Difficulty Building Confidence in Advanced Skill Interviews,EMPLOYABILITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When comparing yourself with others in interviews, how pressured do you feel about your performance?","When comparing yourself with others in interviews, how pressured do you feel about your performance?",no_change_engine_handles_reflexive,0.95,auto-approve
9924,Q_INTERVIEW_001_010_v4,Difficulty Building Confidence in Advanced Skill Interviews,EMPLOYABILITY,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier attempts, how difficult has it become to feel confident in advanced interviews?",,missing_anchor_needs_authoring,0.2,manual-review
9956,Q_COMP_PRESS_001_017,Difficulty Handling Competitive Pressure in Skill Ecosystems,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you actively remind yourself that learning pace differs from person to person?,How often do you actively remind yourself that learning pace differs from person to person?,no_change_engine_handles_reflexive,0.95,auto-approve
9982,Q_EEX_001_018,Difficulty Managing Emotional Exhaustion During Intensive Practice,SOCIAL_EMOTIONAL,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you push yourself beyond your emotional limits during practice sessions?,How often do you push yourself beyond your emotional limits during practice sessions?,no_change_engine_handles_reflexive,0.95,auto-approve
10040,Q_COMP_CONF_001_001,Difficulty Building Competency Confidence Without Comparisons,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How confident do you feel in your abilities when you are not comparing yourself with others?,How confident do you feel in your abilities when you are not comparing yourself with others?,no_change_engine_handles_reflexive,0.95,auto-approve
10044,Q_COMP_CONF_001_005,Difficulty Building Competency Confidence Without Comparisons,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Even without comparing yourself to others, how confident are you that your skills will continue to grow over time?","Even without comparing yourself to others, how confident are you that your skills will continue to grow over time?",no_change_engine_handles_reflexive,0.95,auto-approve
10059,Q_COMP_CONF_001_020,Difficulty Building Competency Confidence Without Comparisons,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Even without comparing yourself to others, how confident are you that you can build strong and stable competencies over time?","Even without comparing yourself to others, how confident are you that you can build strong and stable competencies over time?",no_change_engine_handles_reflexive,0.95,auto-approve
10064,Q_COMP_CONF_001_025,Difficulty Building Competency Confidence Without Comparisons,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Even if you stop comparing yourself with others, how hopeful are you that you can still build strong confidence in your own abilities?","Even if you stop comparing yourself with others, how hopeful are you that you can still build strong confidence in your own abilities?",no_change_engine_handles_reflexive,0.95,auto-approve
10078,Q_COMPIND_001_014,Weak Ability to Build Practical Competence Independently,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How likely are you to wait for someone to guide you instead of experimenting yourself?,How likely are you to wait for someone to guide you instead of experimenting yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
10106,Q_CSI_001_017,Difficulty Sustaining Self-Driven Competency Improvement,SELF_PERCEPTION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you set clear personal learning goals for yourself without external pressure?,How often do you set clear personal learning goals for yourself without external pressure?,no_change_engine_handles_reflexive,0.95,auto-approve
10166,Q_INT_001_002_v4,Difficulty Maintaining Confidence After Poor Interview Performance,EMPLOYABILITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you lose confidence in yourself after a rejected interview?,How often do you lose confidence in yourself after a rejected interview?,no_change_engine_handles_reflexive,0.95,auto-approve
10173,Q_INT_001_009_v4,Difficulty Maintaining Confidence After Poor Interview Performance,EMPLOYABILITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How strongly do you feel pressure to prove yourself again after a failed interview?,How strongly do you feel pressure to prove yourself again after a failed interview?,no_change_engine_handles_reflexive,0.95,auto-approve
10176,Q_INT_001_012_v4,Difficulty Maintaining Confidence After Poor Interview Performance,EMPLOYABILITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you blame yourself excessively after interview mistakes?,How often do you blame yourself excessively after interview mistakes?,no_change_engine_handles_reflexive,0.95,auto-approve
10229,Q_INTERVIEW_001_015_v5,Weak Ability to Present Skills During Interviews,EMPLOYABILITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do interview situations make you feel mentally blocked when speaking about yourself?,How often do interview situations make you feel mentally blocked when speaking about yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
10249,Q_PLACEMENT_001_010_v2,Difficulty Managing Placement Preparation Alongside Academic Pressure,EMPLOYABILITY,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to manage both academics and placement preparation together?",,missing_anchor_needs_authoring,0.2,manual-review
10353,Q_JOBDELAY_001_014,Weak Emotional Stability During Job Search Delays,EMPLOYABILITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How likely are you to lose confidence in yourself when job responses take longer than expected?,How likely are you to lose confidence in yourself when job responses take longer than expected?,no_change_engine_handles_reflexive,0.95,auto-approve
10359,Q_JOBDELAY_001_020,Weak Emotional Stability During Job Search Delays,EMPLOYABILITY,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","Even if job search delays continue, how confident are you that you can maintain emotional stability and keep improving yourself?","Even if job search delays continue, how confident are you that you can maintain emotional stability and keep improving yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
10374,Q_PLACEMENT_001_010_v3,Difficulty Managing Emotional Burnout During Placement Season,EMPLOYABILITY,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier stages, how difficult has it become to emotionally handle placement preparation?",,missing_anchor_needs_authoring,0.2,manual-review
10430,Q_HR_001_016_v3,Difficulty Managing Anxiety During HR Rounds,CAREER_READINESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you feel anxious in HR rounds, how effectively can you calm yourself and respond clearly?","When you feel anxious in HR rounds, how effectively can you calm yourself and respond clearly?",no_change_engine_handles_reflexive,0.95,auto-approve
10520,Q_PROBCONF_001_006,Difficulty Maintaining Confidence During Probation Periods,CONFIDENCE_SELF,no 2nd-person pronoun (nothing to reframe to 3rd person),How emotionally stressful does the idea of being constantly evaluated during probation feel?,,missing_anchor_needs_authoring,0.2,manual-review
10522,Q_PROBCONF_001_008,Difficulty Maintaining Confidence During Probation Periods,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How emotionally draining is it for you to think about proving yourself in a new job setting?,How emotionally draining is it for you to think about proving yourself in a new job setting?,no_change_engine_handles_reflexive,0.95,auto-approve
10576,Q_STRESS_001_012_v4,Weak Ability to Manage Workplace Stress Independently,EXAMINATION_STRESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you rely on others to solve problems you could attempt yourself?,How often do you rely on others to solve problems you could attempt yourself?,no_change_engine_handles_reflexive,0.95,auto-approve
10580,Q_STRESS_001_016_v4,Weak Ability to Manage Workplace Stress Independently,EXAMINATION_STRESS,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When stressed, how effectively can you calm yourself without external reassurance?","When stressed, how effectively can you calm yourself without external reassurance?",no_change_engine_handles_reflexive,0.95,auto-approve
10618,Q_COMPETITION_001_004,Weak Confidence in Handling Workplace Competition,COMPETENCY_DEVELOPMENT,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When working in a highly competitive team, how pressured do you feel to constantly prove yourself?","When working in a highly competitive team, how pressured do you feel to constantly prove yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
10624,Q_COMPETITION_001_010,Weak Confidence in Handling Workplace Competition,COMPETENCY_DEVELOPMENT,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to stay confident in competitive environments?",,missing_anchor_needs_authoring,0.2,manual-review
10681,Q_SELF_001_017_v3,Difficulty Managing Self-Doubt During Early Career Learning Curves,CONFIDENCE_SELF,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How often do you actively remind yourself that learning takes time and practice?,How often do you actively remind yourself that learning takes time and practice?,no_change_engine_handles_reflexive,0.95,auto-approve
10705,Q_EMO_001_016_v6,Difficulty Maintaining Emotional Balance During Career Uncertainty,EMOTIONAL_REGULATION,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive","When you feel anxious about your career, how effectively can you calm yourself?","When you feel anxious about your career, how effectively can you calm yourself?",no_change_engine_handles_reflexive,0.95,auto-approve
10723,Q_CAREERREBOUND_001_009,Difficulty Building Career Confidence After Layoffs or Offer Revocations,CAREER_GROWTH,"reflexive ""yourself"" — proxy reframe leaves dangling reflexive",How strongly do you compare yourself with others who have not faced similar career setbacks?,How strongly do you compare yourself with others who have not faced similar career setbacks?,no_change_engine_handles_reflexive,0.95,auto-approve
10749,Q_EARLYFAIL_001_010,Weak Emotional Resilience During Early Career Failures,EMOTIONAL_RECOVERY,no 2nd-person pronoun (nothing to reframe to 3rd person),"Compared to earlier, how difficult has it become to emotionally recover after early career failures?",,missing_anchor_needs_authoring,0.2,manual-review
