concern_id,domain,concern_cluster,display_label,Concern Search,relevance_in_india,parent_anxiety_level,growth_trend,severity,capadex_priority,common_indian_context,primary_persona,contextual_modifier,concern_category,intelligence_layer,signal_cluster,assessment_dimension,root_cause_group,intervention_lens,capability_mapping,relational_bridge_tag,age_min,age_max,source_row_index
CONCERN_CAR_1346,Holistic Development,"Weak Holistic Integration of Employability, Emotional Stability, Career Direction, and Workplace Readiness","Holistic Integration of Employability, Emotional Stability, Career Direction, and Workplace Readiness",Career readiness ecosystem,Very High,Critical,Rising,Critical,P1,Placement systems operating without unified student intelligence ecosystems,Placement & Career Cell,Whole-Career Intelligence,Career Readiness Ecosystem Fragmentation,Systems Intelligence,Fragmented Employability Signals,Holistic Career Readiness,Disconnected Placement Support Systems,Holistic Employability Framework,Unified Career Readiness Analytics,HOLISTIC_DEVELOPMENT,15,30,1346
CONCERN_HOL_1347,Academic Counselling,Declining academic performance despite effort,Declining academic performance despite effort,Working hard but marks not improving,Very High,Very High,Increasing,High,P1,Students studying long hours but scoring poorly,Academic Counsellor,Board exam pressure,Learning Effectiveness,Cognitive Intelligence,Performance inconsistency,Conceptual understanding,Weak foundations,Remedial planning,Academic resilience,ACADEMIC_COUNSELLING,12,22,1347
CONCERN_ACA_1348,Learning Intervention,Poor concentration during classes,concentration during classes,Cannot focus in class,Very High,High,Increasing,High,P2,Mobile distraction and low focus span,Academic Counsellor,Digital exposure,Attention Management,Behavioral Intelligence,Sustained attention drop,Focus stability,Attention fatigue,Focus training,Cognitive discipline,LEARNING_INTERVENTION,12,22,1348
CONCERN_LEA_1349,Student Wellbeing,Exam anxiety impacting outcomes,Exam anxiety impacting outcomes,Exam anxiety,Very High,Very High,Increasing,High,P1,Fear of marks and comparison culture,Academic Counsellor,Competitive ecosystem,Emotional-Academic Risk,Emotional Intelligence,Stress spikes,Exam temperament,Anxiety overload,Exam conditioning,Stress management,STUDENT_WELLBEING,12,22,1349
CONCERN_STU_1350,Academic Planning,Inability to complete syllabus on time,complete syllabus on time,Unable to complete syllabus,High,High,Increasing,Medium,P2,Heavy curriculum and coaching burden,Academic Counsellor,Multiple tuition systems,Academic Delay,Execution Intelligence,Backlog accumulation,Time management,Poor planning habits,Structured scheduling,Execution capability,ACADEMIC_PLANNING,12,22,1350
CONCERN_ACA_1351,Subject Intervention,Weak conceptual clarity in STEM subjects,conceptual clarity in STEM subjects,Weak concepts in maths and science,Very High,High,Increasing,High,P1,Rote learning dependency,Academic Counsellor,Coaching-centric learning,Conceptual Weakness,Cognitive Intelligence,Repeated mistakes,Analytical reasoning,Surface learning,Concept strengthening,Problem-solving ability,SUBJECT_INTERVENTION,12,22,1351
CONCERN_SUB_1352,Student Wellness,Student burnout from excessive academic load,Student burnout from excessive academic load,Study burnout,High,Very High,Increasing,High,P1,School + tuition overload,Academic Counsellor,Metro city competition,Burnout Risk,Behavioral Intelligence,Fatigue patterns,Energy regulation,Over-scheduling,Recovery balancing,Emotional endurance,STUDENT_WELLNESS,12,22,1352
CONCERN_STU_1353,Engagement Management,Lack of interest in studies,interest in studies,Lack of interest in studies,High,High,Increasing,Medium,P2,Students disengaged after pandemic learning,Academic Counsellor,Hybrid learning effects,Motivation Decline,Motivational Intelligence,Participation drop,Learning engagement,Low intrinsic motivation,Motivation coaching,Self-driven learning,ENGAGEMENT_MANAGEMENT,12,22,1353
CONCERN_ENG_1354,Cognitive Development,Difficulty retaining learned concepts,retaining learned concepts,Forgetting what I study,High,Medium,Increasing,Medium,P3,High memorization pressure,Academic Counsellor,Exam-centric preparation,Memory Challenges,Cognitive Intelligence,Forgetting patterns,Working memory,Weak retention systems,Recall training,Retrieval capability,COGNITIVE_DEVELOPMENT,12,22,1354
CONCERN_COG_1355,Student Risk Monitoring,Frequent absenteeism linked to academics,Frequent absenteeism linked to academics,Missing classes frequently,High,High,Increasing,High,P2,Avoidance due to fear of failure,Academic Counsellor,Academic fear cycles,Attendance Risk,Predictive Intelligence,Attendance decline,Academic confidence,Fear avoidance,Reintegration support,Accountability skills,STUDENT_RISK,12,22,1355
CONCERN_STU_1356,Academic Readiness,Poor time management before exams,time management before exams,Exam time management,Very High,High,Increasing,Medium,P2,Last-minute preparation culture,Academic Counsellor,Board preparation stress,Preparation Gaps,Execution Intelligence,Procrastination signals,Study discipline,Weak routines,Time structuring,Planning capability,ACADEMIC_READINESS,12,22,1356
CONCERN_ACA_1357,Learning Dependency,Overdependence on tuition centers,Overdependence on tuition centers,Dependence on tuition,High,Medium,Increasing,Medium,P3,Students unable to self-study,Academic Counsellor,Coaching dependency,Academic Dependency,Learning Intelligence,Self-study weakness,Independent learning,Low self-efficacy,Guided autonomy,Self-learning capability,LEARNING_DEPENDENCY,12,22,1357
CONCERN_LEA_1358,Performance Analysis,Inconsistent performance across subjects,Inconsistent performance across subjects,Uneven marks across subjects,High,High,Stable,Medium,P2,Strong in one subject but failing another,Academic Counsellor,Stream pressure,Performance Variability,Diagnostic Intelligence,Subject imbalance,Multi-domain competency,Uneven aptitude,Targeted intervention,Adaptive learning,PERFORMANCE_ANALYSIS,12,22,1358
CONCERN_PER_1359,Subject Anxiety,Fear of mathematics and science,Fear of mathematics and science,Fear of maths and science,Very High,Very High,Increasing,High,P1,STEM fear among middle school students,Academic Counsellor,Competitive STEM culture,Subject Phobia,Emotional Intelligence,Avoidance behaviors,Numerical reasoning,Confidence collapse,Confidence rebuilding,Quantitative ability,SUBJECT_ANXIETY,12,22,1359
CONCERN_SUB_1360,Language Development,Weak reading comprehension skills,reading comprehension skills,Poor reading comprehension,High,Medium,Increasing,Medium,P2,Students memorizing without understanding,Academic Counsellor,Multilingual education gaps,Comprehension Gap,Cognitive Intelligence,Slow comprehension,Reading interpretation,Language processing gaps,Reading interventions,Verbal reasoning,LANGUAGE_DEVELOPMENT,12,22,1360
CONCERN_LAN_1361,Career-Academic Alignment,Lack of academic goal clarity,academic goal clarity,Academic goal clarity,High,High,Increasing,Medium,P2,Students studying without direction,Academic Counsellor,Family-driven choices,Goal Ambiguity,Aspirational Intelligence,Direction confusion,Academic orientation,Poor self-awareness,Goal setting,Academic planning,CAREER_ACADEMIC,12,22,1361
CONCERN_CAR_1362,Parent-School Dynamics,Excessive parental pressure affecting learning,Excessive parental pressure affecting learning,Parent pressure on studies,Very High,Very High,Increasing,High,P1,Comparison with peers and relatives,Academic Counsellor,Social comparison culture,Pressure Risk,Emotional Intelligence,Emotional withdrawal,Coping capacity,External pressure overload,Parent counselling,Emotional resilience,PARENT_SCHOOL,12,22,1362
CONCERN_PAR_1363,Classroom Engagement,Low classroom participation,classroom participation,Hesitant to participate in class,Medium,Medium,Increasing,Medium,P3,Fear of speaking or embarrassment,Academic Counsellor,Teacher-centered classrooms,Participation Deficit,Behavioral Intelligence,Silent classroom behavior,Confidence expression,Fear of judgment,Participation coaching,Communication confidence,CLASSROOM_ENGAGEMENT,6,18,1363
CONCERN_CLA_1364,Learning Skills,Poor note-taking and study methods,note-taking and study methods,Better study techniques,High,Medium,Stable,Medium,P3,Students unaware of study strategies,Academic Counsellor,Memorization-based learning,Study Skill Gaps,Learning Intelligence,Disorganized learning,Study effectiveness,Weak learning systems,Study-skills training,Structured learning,LEARNING_SKILLS,12,22,1364
CONCERN_LEA_1365,Academic Transition,Difficulty adapting to higher grades,adapting to higher grades,Adjusting to higher classes,High,High,Increasing,High,P2,Grade 10 to 11 transition struggles,Academic Counsellor,Sudden syllabus complexity,Transition Stress,Adaptive Intelligence,Performance drop after transition,Adaptability,Academic shock,Transition mentoring,Adaptation capability,ACADEMIC_TRANSITION,12,22,1365
CONCERN_ACA_1366,Student Behaviour,Digital addiction reducing study efficiency,Digital addiction reducing study efficiency,Mobile addiction affecting studies,Very High,Very High,Increasing Rapidly,High,P1,Excessive gaming and social media usage,Academic Counsellor,Smartphone penetration,Digital Distraction,Behavioral Intelligence,Screen dependency,Self-regulation,Dopamine-driven distraction,Digital discipline,Self-control capability,STUDENT_BEHAVIOUR,12,22,1366
CONCERN_STU_1367,Communication Development,Lack of confidence during viva and presentations,confidence during viva and presentations,Viva and presentation confidence,Medium,Medium,Increasing,Medium,P3,Students avoiding public speaking,Academic Counsellor,English communication anxiety,Confidence Barrier,Social Intelligence,Hesitation patterns,Verbal expression,Fear conditioning,Confidence training,Presentation skills,COMMUNICATION_DEVELOPMENT,12,22,1367
CONCERN_COM_1368,Student Psychology,Peer comparison affecting motivation,Peer comparison affecting motivation,Comparing with classmates,High,High,Increasing,Medium,P2,Rank-based identity issues,Academic Counsellor,Marks-oriented culture,Comparison Stress,Emotional Intelligence,Self-esteem decline,Emotional regulation,Inferiority perception,Self-worth reinforcement,Confidence stability,STUDENT_PSYCHOLOGY,12,22,1368
CONCERN_STU_1369,Cognitive Skills,Weak problem-solving ability,problem-solving ability,Problem-solving skills,Very High,High,Increasing,High,P1,Students unable to apply concepts,Academic Counsellor,Formula memorization trend,Applied Learning Gap,Cognitive Intelligence,Application failure,Critical thinking,Limited analytical exposure,Application-based learning,Analytical reasoning,COGNITIVE_SKILLS,12,22,1369
CONCERN_COG_1370,Learning Adaptability,Poor adaptation to online or blended learning,adaptation to online or blended learning,Adjusting to online learning,Medium,Medium,Stable,Medium,P3,Students struggling with self-paced learning,Academic Counsellor,Post-pandemic learning shifts,Adaptability Challenge,Adaptive Intelligence,Engagement inconsistency,Learning adaptability,Weak self-management,Adaptive learning support,Learning flexibility,LEARNING_ADAPTABILITY,12,22,1370
CONCERN_LEA_1371,Exam Readiness,Low academic stamina during long exams,academic stamina during long exams,Focus during long exams,High,Medium,Increasing,Medium,P2,Fatigue during lengthy exams,Academic Counsellor,Entrance exam preparation,Endurance Limitation,Cognitive Intelligence,Attention decline over time,Sustained cognition,Mental fatigue,Cognitive endurance training,Mental stamina,EXAM_READINESS,12,22,1371
CONCERN_EXA_1372,Student Recovery,Emotional breakdown after poor results,Emotional breakdown after poor results,Stress after poor marks,Very High,Very High,Increasing,High,P1,Marks linked to self-worth,Academic Counsellor,High expectations ecosystem,Academic Emotional Crisis,Emotional Intelligence,Withdrawal symptoms,Emotional recovery,Failure intolerance,Recovery counselling,Emotional adaptability,STUDENT_RECOVERY,12,22,1372
CONCERN_STU_1373,Student Balance,Difficulty balancing academics and extracurriculars,balancing academics and extracurriculars,Balance studies and activities,Medium,Medium,Increasing,Medium,P3,Overscheduling in holistic schools,Academic Counsellor,Multi-achievement expectations,Balance Management,Behavioral Intelligence,Burnout indicators,Priority management,Overcommitment,Balance coaching,Self-management,STUDENT_BALANCE,12,22,1373
CONCERN_STU_1374,Innovation Readiness,Lack of curiosity-driven learning,curiosity-driven learning,Learning with curiosity,Medium,Medium,Increasing,Medium,P3,Students learning only for exams,Academic Counsellor,Marks-centric ecosystem,Curiosity Deficit,Learning Intelligence,Passive learning behavior,Exploratory thinking,Extrinsic learning dependence,Inquiry-based learning,Curiosity capability,INNOVATION_READINESS,12,22,1374
CONCERN_INN_1375,Academic Decision Support,Poor decision-making regarding subject streams,decision-making regarding subject streams,Choosing the right stream,Very High,Very High,Increasing,High,P1,Wrong MPC/BiPC/Commerce choices,Academic Counsellor,Family influence on streams,Stream Selection Risk,Decision Intelligence,Regret signals,Career alignment,Lack of self-awareness,Aptitude-guided counselling,Decision quality,ACADEMIC_DECISION,12,22,1375
CONCERN_ACA_1376,Academic Risk Behaviour,Fear of failure leading to academic avoidance,Fear of failure leading to academic avoidance,Fear of failure in studies,Very High,Very High,Increasing,High,P1,Students avoiding tests and evaluations,Academic Counsellor,Social stigma around failure,Failure Avoidance,Emotional Intelligence,Avoidance patterns,Resilience assessment,Fear conditioning,Resilience coaching,Adaptive persistence,ACADEMIC_RISK,12,22,1376
CONCERN_ACA_1377,Career Guidance,Lack of career clarity after Class 10/12,career clarity after Class 10/12,Career guidance after 10th/12th,Very High,Very High,Increasing,High,P1,"Students confused between engineering, medicine, commerce, arts",Career Counsellor,Board transition stage,Career Ambiguity,Aspirational Intelligence,Direction confusion,Career awareness,Limited exposure,Structured career mapping,Career decision capability,CAREER_GUIDANCE,15,30,1377
CONCERN_CAR_1378,Career Decision Support,Choosing streams based on parental pressure,Choosing streams based on parental pressure,Parent pressure for stream selection,Very High,Very High,Increasing,High,P1,MPC/BiPC chosen without student interest,Career Counsellor,Family dominance in decisions,External Influence Risk,Emotional Intelligence,Motivation mismatch,Interest alignment,Family-driven choices,Parent-student counselling,Self-awareness capability,CAREER_DECISION,12,22,1378
CONCERN_CAR_1379,Future Career Readiness,Poor understanding of emerging careers,understanding of emerging careers,Future career options,High,High,Increasing Rapidly,Medium,P2,"Lack of awareness about AI, data science, design, sustainability careers",Career Counsellor,Rapid industry evolution,Career Exposure Gap,Market Intelligence,Outdated aspirations,Future readiness,Limited market awareness,Career exploration programs,Opportunity awareness,FUTURE_CAREER,15,30,1379
CONCERN_FUT_1380,Career Psychology,Students blindly following peer career trends,Students blindly following peer career trends,Following friends' career choices,High,High,Increasing,Medium,P2,Everyone preparing for IIT/NEET without fit analysis,Career Counsellor,Social comparison culture,Herd Mentality Risk,Behavioral Intelligence,Copycat career patterns,Independent thinking,Peer influence,Individualized guidance,Decision independence,CAREER_PSYCHOLOGY,15,30,1380
CONCERN_CAR_1381,Career Alignment,Confusion between passion and employability,Confusion between passion and employability,Passion vs career opportunities,High,Medium,Increasing,Medium,P2,Students uncertain whether to prioritize interest or salary,Career Counsellor,Economic insecurity,Career Tradeoff Conflict,Strategic Intelligence,Goal inconsistency,Career prioritization,Unrealistic expectations,Balanced career planning,Strategic thinking,CAREER_ALIGNMENT,15,30,1381
CONCERN_CAR_1382,Career Expectations,Unrealistic salary expectations from careers,Unrealistic salary expectations from careers,Salary expectations confusion,Medium,High,Increasing,Medium,P3,Expectation mismatch due to social media influence,Career Counsellor,Startup and influencer culture,Expectation Distortion,Market Intelligence,Compensation obsession,Market realism,Limited industry understanding,Industry exposure,Financial realism,CAREER_EXPECTATIONS,15,30,1382
CONCERN_CAR_1383,Career Preparedness,Lack of awareness about skill requirements,awareness about skill requirements,Skills needed for careers,Very High,High,Increasing,High,P1,Students unaware of practical industry competencies,Career Counsellor,Degree-centric mindset,Employability Gap,Competency Intelligence,Skill deficiencies,Job readiness,Weak practical exposure,Skill-gap assessment,Workforce readiness,CAREER_PREPAREDNESS,12,22,1383
CONCERN_CAR_1384,Decision Anxiety,Fear of choosing the wrong career,Fear of choosing the wrong career,Fear of choosing wrong career,Very High,Very High,Increasing,High,P1,Students afraid career choice is irreversible,Career Counsellor,High-stakes career culture,Career Decision Anxiety,Emotional Intelligence,Overthinking patterns,Decision confidence,Fear conditioning,Guided decision frameworks,Confidence in choices,DECISION_ANXIETY,15,30,1384
CONCERN_DEC_1385,Alternative Career Guidance,Low confidence in non-traditional careers,confidence in non-traditional careers,Confidence in unconventional careers,High,Very High,Increasing,Medium,P2,"Resistance to arts, sports, media, design careers",Career Counsellor,Conventional family expectations,Alternative Career Resistance,Cultural Intelligence,Career rejection patterns,Social acceptance,Cultural bias,Family sensitization,Career adaptability,ALTERNATIVE_CAREER,15,30,1385
CONCERN_ALT_1386,Career Exposure,Lack of internship and exposure opportunities,internship and exposure opportunities,Internship opportunities,High,Medium,Increasing,Medium,P2,Students graduating without industry experience,Career Counsellor,Academic-only focus,Exposure Deficit,Experiential Intelligence,Resume weakness,Practical exposure,Institutional limitations,Internship facilitation,Industry readiness,CAREER_EXPOSURE,15,30,1386
CONCERN_CAR_1387,Higher Education Guidance,Students unaware of global education pathways,Students unaware of global education pathways,Study abroad opportunities,High,High,Increasing,Medium,P2,Limited understanding of overseas opportunities,Career Counsellor,Rising international aspirations,Global Awareness Gap,Aspirational Intelligence,Narrow career horizons,Global preparedness,Information gaps,International guidance,Global orientation,HIGHER_EDUCATION,12,22,1387
CONCERN_HIG_1388,Career Execution,Poor career planning timeline management,career planning timeline management,Career planning roadmap,High,Medium,Increasing,Medium,P2,"Missing entrance exams, applications, deadlines",Career Counsellor,Complex admission ecosystem,Planning Failure,Execution Intelligence,Missed milestones,Planning discipline,Lack of structure,Career roadmap planning,Organizational ability,CAREER_EXECUTION,15,30,1388
CONCERN_CAR_1389,Career Suitability,Lack of aptitude-career alignment,aptitude-career alignment,Career based on aptitude,Very High,High,Increasing,High,P1,Students pursuing careers misaligned to strengths,Career Counsellor,Marks-based career choices,Aptitude Mismatch,Cognitive Intelligence,Repeated frustration,Strength alignment,Poor self-assessment,Psychometric mapping,Aptitude awareness,CAREER_SUITABILITY,15,30,1389
CONCERN_CAR_1390,Workforce Trends,Students preparing for oversaturated career paths,Students preparing for oversaturated career paths,Highly competitive career choices,High,Medium,Increasing,Medium,P2,Excessive competition in limited domains,Career Counsellor,Engineering saturation,Market Saturation Risk,Market Intelligence,Placement struggles,Career diversification,Herd-based planning,Alternative career pathways,Opportunity diversification,WORKFORCE_TRENDS,15,30,1390
CONCERN_WOR_1391,Career Development,Lack of clarity about career progression ladders,clarity about career progression ladders,Career growth path clarity,Medium,Medium,Increasing,Medium,P3,Students unaware of long-term growth pathways,Career Counsellor,Short-term thinking,Progression Blindness,Strategic Intelligence,Career stagnation risk,Long-term planning,Limited mentoring,Career trajectory coaching,Growth planning,CAREER_DEVELOPMENT,15,30,1391
CONCERN_CAR_1392,Employability Development,Weak communication impacting career opportunities,communication impacting career opportunities,Communication skills for careers,Very High,High,Increasing,High,P2,Strong academics but poor interviews,Career Counsellor,English communication barriers,Employability Communication Gap,Social Intelligence,Interview failures,Professional communication,Confidence gaps,Communication coaching,Professional presence,EMPLOYABILITY_DEVELOPMENT,15,30,1392
CONCERN_EMP_1393,Career Competition Readiness,Fear of competitive exams and failure,Fear of competitive exams and failure,Competitive exam fear,Very High,Very High,Increasing,High,P1,UPSC/JEE/NEET fear and burnout,Career Counsellor,Competitive exam culture,Competitive Anxiety,Emotional Intelligence,Stress escalation,Competitive resilience,Fear of failure,Stress management support,Emotional endurance,CAREER_COMPETITION,12,22,1393
CONCERN_CAR_1394,Career Ecosystem Support,Lack of networking and mentorship access,networking and mentorship access,Finding mentors,Medium,Medium,Increasing,Medium,P3,Students unaware of networking importance,Career Counsellor,Limited industry exposure,Mentorship Deficit,Social Intelligence,Isolation patterns,Relationship building,Access limitations,Mentorship enablement,Networking capability,CAREER_ECOSYSTEM,12,22,1394
CONCERN_CAR_1395,Self-Discovery,Students unable to identify strengths and interests,Students unable to identify strengths and interests,Identifying strengths and interests,Very High,High,Increasing,High,P1,Students defining identity only through marks,Career Counsellor,Marks-centric upbringing,Identity Confusion,Self Intelligence,Low self-awareness,Strength discovery,Lack of introspection,Guided reflection,Personal insight,SELF_DISCOVERY,12,22,1395
CONCERN_SEL_1396,Career Mapping,Confusion between degree and career outcomes,Confusion between degree and career outcomes,Degree vs career confusion,High,Medium,Increasing,Medium,P2,Belief that degree alone guarantees jobs,Career Counsellor,Degree-oriented mindset,Qualification Misalignment,Market Intelligence,Unrealistic assumptions,Career pathway understanding,Weak career literacy,Career education,Career literacy,CAREER_MAPPING,15,30,1396
CONCERN_CAR_1397,Career Recovery,Low resilience after career setbacks,resilience after career setbacks,Recovering from career setbacks,High,High,Increasing,High,P2,Failure in entrance exams leading to hopelessness,Career Counsellor,Social stigma around failure,Setback Recovery Risk,Emotional Intelligence,Withdrawal patterns,Recovery resilience,Failure intolerance,Recovery mentoring,Adaptive resilience,CAREER_RECOVERY,15,30,1397
CONCERN_CAR_1398,Career Sustainability,Difficulty balancing passion and financial stability,balancing passion and financial stability,Passion vs financial security,High,High,Increasing,Medium,P2,Conflict between creativity and earnings,Career Counsellor,Economic pressure,Career Sustainability Conflict,Strategic Intelligence,Career indecision,Financial planning,Economic insecurity,Balanced pathway design,Strategic career planning,CAREER_SUSTAINABILITY,12,22,1398
CONCERN_CAR_1399,Vocational Guidance,Lack of awareness about vocational careers,awareness about vocational careers,Vocational career options,Medium,Medium,Increasing,Medium,P3,Vocational careers perceived as inferior,Career Counsellor,Degree prestige culture,Vocational Bias,Cultural Intelligence,Low vocational enrollment,Career dignity perception,Social stigma,Vocational sensitization,Skill-based career acceptance,VOCATIONAL_GUIDANCE,15,30,1399
CONCERN_VOC_1400,Personality-Career Fit,Students pursuing careers misaligned with personality,Students pursuing careers misaligned with personality,Career not matching personality,High,Medium,Increasing,Medium,P2,Introverts forced into sales-oriented careers,Career Counsellor,Generic career advice,Personality Mismatch,Behavioral Intelligence,Dissatisfaction patterns,Personality alignment,Poor fit assessment,Personality profiling,Behavioral compatibility,PERSONALITY_CAREER,15,30,1400
CONCERN_PER_1401,Future Workforce Readiness,Uncertainty about future-proof careers,Uncertainty about future-proof careers,Future-proof careers,Very High,High,Increasing Rapidly,High,P1,Fear of AI replacing jobs,Career Counsellor,Automation concerns,Future Uncertainty,Strategic Intelligence,Career insecurity,Adaptability readiness,Technology disruption fears,Future-skills orientation,Adaptability capability,FUTURE_WORKFORCE,15,30,1401
CONCERN_FUT_1402,Career Branding,Students lacking portfolio and profile development,Students lacking portfolio and profile development,Portfolio building,High,Medium,Increasing,Medium,P2,"No projects, portfolios, LinkedIn profiles",Career Counsellor,Resume-only preparation,Profile Weakness,Professional Intelligence,Weak visibility,Personal branding,Limited guidance,Portfolio development,Professional positioning,CAREER_BRANDING,12,22,1402
CONCERN_CAR_1403,Entrepreneurship Guidance,Poor understanding of entrepreneurship pathways,understanding of entrepreneurship pathways,Entrepreneurship career path,Medium,Medium,Increasing,Medium,P3,Students unaware of startup ecosystems,Career Counsellor,Startup ecosystem growth,Entrepreneurship Blind Spot,Entrepreneurial Intelligence,Risk aversion,Innovation mindset,Lack of entrepreneurial exposure,Startup mentoring,Entrepreneurial capability,ENTREPRENEURSHIP_GUIDANCE,18,30,1403
CONCERN_ENT_1404,Career Flexibility,Lack of career adaptability during market shifts,career adaptability during market shifts,Adapting to changing job markets,High,Medium,Increasing,High,P2,Students unable to pivot during layoffs,Career Counsellor,Economic volatility,Career Rigidity,Adaptive Intelligence,Resistance to change,Flexibility assessment,Fixed career mindset,Career agility coaching,Adaptive career capability,CAREER_FLEXIBILITY,15,30,1404
CONCERN_CAR_1405,Career Identity,Excessive dependency on marks for self-worth,Excessive dependency on marks for self-worth,Self-worth linked to marks,Very High,Very High,Increasing,High,P1,Career identity entirely linked to academic marks,Career Counsellor,Rank-oriented society,Identity Fragility,Emotional Intelligence,Emotional breakdowns,Self-worth regulation,External validation dependency,Identity rebuilding,Emotional stability,CAREER_IDENTITY,12,22,1405
CONCERN_CAR_1406,Transition Readiness,Students graduating without clear career action plans,Students graduating without clear career action plans,No career plan after graduation,Very High,High,Increasing,High,P1,Final-year students unsure about next steps,Career Counsellor,Weak placement readiness,Career Transition Failure,Execution Intelligence,Delayed decisions,Career preparedness,Lack of structured guidance,Transition coaching,Career execution capability,TRANSITION_READINESS,15,30,1406
CONCERN_TRA_1407,Student Development,Lack of self-discipline in daily routines,self-discipline in daily routines,Self-discipline,Very High,Very High,Increasing,High,P1,Students unable to maintain study schedules consistently,Student Mentor,Digital distraction environment,Discipline Breakdown,Behavioral Intelligence,Inconsistent habits,Routine adherence,Weak self-regulation,Habit coaching,Self-discipline capability,STUDENT_DEVELOPMENT,12,22,1407
CONCERN_STU_1408,Performance Coaching,Poor accountability toward academic commitments,accountability toward academic commitments,Academic accountability,High,High,Increasing,High,P2,Students missing assignments and deadlines repeatedly,Student Mentor,Low supervision environments,Accountability Gaps,Execution Intelligence,Missed deliverables,Responsibility ownership,Lack of accountability culture,Accountability mentoring,Ownership capability,PERFORMANCE_COACHING,12,22,1408
CONCERN_PER_1409,Growth Mentoring,Low motivation to pursue long-term goals,motivation to pursue long-term goals,Long-term motivation,Very High,High,Increasing,High,P1,Students losing consistency midway through preparation,Student Mentor,Instant gratification culture,Motivation Decline,Motivational Intelligence,Goal abandonment,Persistence levels,Weak intrinsic drive,Goal reinforcement,Long-term commitment,GROWTH_MENTORING,12,22,1409
CONCERN_GRO_1410,Personal Growth,Excessive dependence on parents for decisions,Excessive dependence on parents for decisions,Dependence on parents,High,High,Increasing,Medium,P2,Students unable to make independent choices,Student Mentor,Overprotective parenting,Dependency Risk,Emotional Intelligence,Decision hesitation,Independence maturity,Learned dependency,Independence building,Decision ownership,PERSONAL_GROWTH,12,22,1410
CONCERN_PER_1411,Emotional Development,Lack of resilience after setbacks,resilience after setbacks,Recovering from setbacks,Very High,Very High,Increasing,High,P1,Students emotionally collapsing after failures,Student Mentor,Fear-of-failure culture,Resilience Deficit,Emotional Intelligence,Emotional withdrawal,Recovery capacity,Failure intolerance,Resilience coaching,Adaptive recovery,EMOTIONAL_DEVELOPMENT,12,22,1411
CONCERN_EMO_1412,Social Development,Poor peer influence management,peer influence management,Managing peer pressure,High,High,Increasing,Medium,P2,Students easily influenced into distractions,Student Mentor,Peer validation culture,Peer Pressure Risk,Social Intelligence,Behavioral drift,Influence resistance,Weak self-identity,Boundary mentoring,Social judgment capability,SOCIAL_DEVELOPMENT,12,22,1412
CONCERN_SOC_1413,Personal Effectiveness,Lack of consistency in effort and execution,consistency in effort and execution,Consistency in efforts,Very High,High,Increasing,High,P1,Strong initial enthusiasm but poor follow-through,Student Mentor,Short attention spans,Execution Instability,Behavioral Intelligence,Irregular effort patterns,Sustained execution,Weak persistence systems,Consistency coaching,Execution endurance,PERSONAL_EFFECTIVENESS,12,22,1413
CONCERN_PER_1414,Student Behaviour,Poor emotional regulation during conflicts,emotional regulation during conflicts,Managing emotions during conflicts,High,Medium,Increasing,Medium,P2,Students reacting impulsively under stress,Student Mentor,Social media-triggered impulsivity,Emotional Instability,Emotional Intelligence,Anger/frustration spikes,Emotional control,Low coping maturity,Emotional coaching,Emotional regulation,STUDENT_BEHAVIOUR,12,22,1414
CONCERN_STU_1415,Self-Development,Lack of confidence in personal abilities,confidence in personal abilities,Self-confidence,Very High,High,Increasing,High,P2,Students doubting capability despite competence,Student Mentor,Comparison culture,Self-Belief Deficit,Self Intelligence,Hesitation patterns,Confidence stability,External validation dependency,Confidence building,Self-efficacy,SELF_DEVELOPMENT,12,22,1415
CONCERN_SEL_1416,Productivity Coaching,Difficulty managing distractions,distractions,Easily distracted,Very High,Very High,Increasing Rapidly,High,P1,Excessive smartphone and entertainment dependency,Student Mentor,Digital ecosystem overload,Distraction Vulnerability,Behavioral Intelligence,Attention fragmentation,Focus discipline,Dopamine dependency,Attention management,Cognitive control,PRODUCTIVITY_COACHING,12,22,1416
CONCERN_PRO_1417,Social Capability,Weak communication and interpersonal behaviour,communication and interpersonal behaviour,Communication skills,High,Medium,Increasing,Medium,P3,Students struggling in teamwork and interactions,Student Mentor,Limited real-world interaction,Communication Deficit,Social Intelligence,Social hesitation,Relationship management,Low interaction confidence,Communication mentoring,Interpersonal capability,SOCIAL_CAPABILITY,12,22,1417
CONCERN_SOC_1418,Leadership Development,Lack of initiative and proactive behaviour,initiative and proactive behaviour,Taking initiative,Medium,Medium,Increasing,Medium,P3,Students waiting for instructions constantly,Student Mentor,Passive learning culture,Initiative Deficiency,Leadership Intelligence,Low participation,Initiative assessment,Fear of mistakes,Leadership mentoring,Proactive capability,LEADERSHIP_DEVELOPMENT,12,22,1418
CONCERN_LEA_1419,Adaptability Coaching,Poor adaptability to changing expectations,adaptability to changing expectations,Adaptability,High,Medium,Increasing,Medium,P2,Students struggling with changing academic demands,Student Mentor,Rapid educational shifts,Adaptability Challenges,Adaptive Intelligence,Resistance patterns,Flexibility readiness,Fixed behavioral habits,Adaptability training,Flexible thinking,ADAPTABILITY_COACHING,12,22,1419
