intent,target_id,target_label,target_tag,resolved_id,resolved_label,resolved_tag,matched,nTok,score,tie
i keep struggling with workplace feedback emotionally,CONCERN_STR_667,Workplace Feedback Emotionally,EMOTIONAL_RECOVERY,CONCERN_ACA_1062,Handling Workplace Criticism Constructively,EMOTIONAL_REGULATION,3,5,60,8
i need help with workplace feedback emotionally,CONCERN_STR_667,Workplace Feedback Emotionally,EMOTIONAL_RECOVERY,CONCERN_ACA_1062,Handling Workplace Criticism Constructively,EMOTIONAL_REGULATION,3,5,60,8
difficulty managing emotional anxiety during job insecurity,CONCERN_COM_1091,Emotional Anxiety During Job Insecurity,EMPLOYABILITY,CONCERN_CAR_713,Workplace Uncertainty During Organizational Changes,EMOTIONAL_REGULATION,6,6,100,7
difficulty managing emotional anxiety during career stagnation,CONCERN_COM_1109,Emotional Anxiety During Career Stagnation,CAREER_GROWTH,CONCERN_CAR_713,Workplace Uncertainty During Organizational Changes,EMOTIONAL_REGULATION,6,6,100,7
difficulty handling academic pressure,CONCERN_EXA_1667,Academic Pressure,EXAMINATION_STRESS,CONCERN_CLA_2243,Helping Students Handle Academic Competition Positively,CONFIDENCE_SELF,4,4,100,7
weak decision-making confidence,CONCERN_EXP_1513,decision-making confidence,PERSONAL_DECISION,CONCERN_ACA_2439,Decision-Making Confidence During Career Planning,ACADEMIC_IDENTITY,3,3,100,7
unrealistic career expectations,CONCERN_LIF_1835,Unrealistic Career Expectations,ACADEMIC_IDENTITY,CONCERN_CAR_1382,Unrealistic salary expectations from careers,CAREER_EXPECTATIONS,3,3,100,7
weak leadership initiative,CONCERN_SOC_1670,Leadership Initiative,LEADERSHIP_OWNERSHIP,CONCERN_EMO_1472,initiative-taking behavior,LEADERSHIP_READINESS,3,3,100,7
difficulty managing learning fatigue,CONCERN_THI_2017,Learning Fatigue,EXAMINATION_STRESS,CONCERN_COM_1127,Emotional Fatigue from Continuous Learning Pressure,COMPETENCY_DEVELOPMENT,4,4,100,7
i struggle with emotional stability during career uncertainty,CONCERN_DIS_36,Emotional Stability During Career Uncertainty,EXAMINATION_STRESS,CONCERN_CAR_420,Emotional Stability During Job Market Uncertainty,EMOTIONAL_REGULATION,5,6,83,7
i have trouble with emotional stability during career uncertainty,CONCERN_DIS_36,Emotional Stability During Career Uncertainty,EXAMINATION_STRESS,CONCERN_CAR_420,Emotional Stability During Job Market Uncertainty,EMOTIONAL_REGULATION,5,6,83,7
i struggle with emotional stability during career uncertainty,CONCERN_SEL_220,Emotional Stability During Career Uncertainty,EXAMINATION_STRESS,CONCERN_CAR_420,Emotional Stability During Job Market Uncertainty,EMOTIONAL_REGULATION,5,6,83,7
i have trouble with emotional stability during career uncertainty,CONCERN_SEL_220,Emotional Stability During Career Uncertainty,EXAMINATION_STRESS,CONCERN_CAR_420,Emotional Stability During Job Market Uncertainty,EMOTIONAL_REGULATION,5,6,83,7
i struggle with awareness about personal strengths,CONCERN_IDE_1527,awareness about personal strengths,SELF_EXPLORATION,CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,3,4,75,7
i have trouble with awareness about personal strengths,CONCERN_IDE_1527,awareness about personal strengths,SELF_EXPLORATION,CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,3,4,75,7
i struggle with awareness about personal strengths,CONCERN_LEA_1497,awareness about personal strengths,SELF_DISCOVERY,CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,3,4,75,7
i have trouble with awareness about personal strengths,CONCERN_LEA_1497,awareness about personal strengths,SELF_DISCOVERY,CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,3,4,75,7
i struggle with unrealistic career expectations,CONCERN_LIF_1835,Unrealistic Career Expectations,ACADEMIC_IDENTITY,CONCERN_CAR_1382,Unrealistic salary expectations from careers,CAREER_EXPECTATIONS,3,4,75,7
i have trouble with unrealistic career expectations,CONCERN_LIF_1835,Unrealistic Career Expectations,ACADEMIC_IDENTITY,CONCERN_CAR_1382,Unrealistic salary expectations from careers,CAREER_EXPECTATIONS,3,4,75,7
i have trouble with adaptability to academic changes,CONCERN_MOT_1986,Adaptability to Academic Changes,LEARNING_ADAPTABILITY,CONCERN_ACA_2311,Adapting to Academic Changes,TRANSITION_CHANGE,3,4,75,7
i have trouble with adaptability to academic changes,CONCERN_MOT_2474,Adaptability to Academic Changes,LEARNING_ADAPTABILITY,CONCERN_ACA_2311,Adapting to Academic Changes,TRANSITION_CHANGE,3,4,75,7
i have trouble with workplace feedback emotionally,CONCERN_STR_667,Workplace Feedback Emotionally,EMOTIONAL_RECOVERY,CONCERN_ACA_1062,Handling Workplace Criticism Constructively,EMOTIONAL_REGULATION,3,4,75,7
i struggle with writing skills,CONCERN_ACA_1657,Writing Skills,COMMUNICATION_EXPRESSION,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,7
i have trouble with revising effectively,CONCERN_ACA_1664,Revising Effectively,EXAMINATION_READINESS,CONCERN_ACA_146,Focus During Long Revision Sessions,ACADEMIC_COGNITIVE,2,3,67,7
i struggle with writing skills,CONCERN_ACA_1953,Writing Skills,COMMUNICATION_EXPRESSION,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,7
i cannot manage visibility into student attention stability during classes,CONCERN_ADA_1274,Visibility into Student Attention Stability During Classes,ACADEMIC_COGNITIVE,CONCERN_ACA_1174,Visibility into Classroom Engagement Patterns,STUDENT_ENGAGEMENT,4,6,67,7
i cannot manage handling students with weak learning ownership,CONCERN_ADJ_2222,Handling Students with Weak Learning Ownership,MOTIVATION_VALUES,CONCERN_ACA_2246,Handling Students with Weak Learning Confidence in New Topics,CONFIDENCE_SELF,4,6,67,7
i need help with handling students with weak learning ownership,CONCERN_ADJ_2222,Handling Students with Weak Learning Ownership,MOTIVATION_VALUES,CONCERN_ACA_2246,Handling Students with Weak Learning Confidence in New Topics,CONFIDENCE_SELF,4,6,67,7
i cannot manage supporting students with weak concept mapping skills,CONCERN_COL_2259,Supporting Students with Weak Concept Mapping Skills,FOUNDATIONAL_LEARNING,CONCERN_ADJ_2216,Supporting Students with Weak Subject Integration Skills,INTERDISCIPLINARY_LEARNING,4,6,67,7
i struggle with presentation skills,CONCERN_COM_1954,Presentation Skills,COMMUNICATION_EXPRESSION,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,7
i need help with visibility into student career direction clarity,CONCERN_EMP_1318,Visibility into Student Career Direction Clarity,CAREER_GROWTH,CONCERN_ACA_1194,Visibility into Future Career Readiness Across Students,EMPLOYABILITY_FUTURE,4,6,67,7
i keep struggling with difficulty maintaining focus during long study hours,CONCERN_EXA_111,Difficulty Maintaining Focus During Long Study Hours,ACADEMIC_COGNITIVE,CONCERN_ACA_2031,Attention During Revision,EXAMINATION_READINESS,4,6,67,7
i cannot manage difficulty maintaining focus during long study hours,CONCERN_EXA_111,Difficulty Maintaining Focus During Long Study Hours,ACADEMIC_COGNITIVE,CONCERN_ACA_2031,Attention During Revision,EXAMINATION_READINESS,4,6,67,7
i struggle with presentation skills,CONCERN_EXA_1683,Presentation Skills,COMMUNICATION_EXPRESSION,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,7
i need help with supporting students with weak reading fluency,CONCERN_EXA_2182,Supporting Students with Weak Reading Fluency,COMMUNICATION_EXPRESSION,CONCERN_CON_2140,Supporting Students with Weak Exam Strategy,EXAMINATION_READINESS,4,6,67,7
i cannot manage visibility into student attention fatigue institutionally,CONCERN_FAC_1210,Visibility into Student Attention Fatigue Institutionally,ACADEMIC_COGNITIVE,CONCERN_ACA_1174,Visibility into Classroom Engagement Patterns,STUDENT_ENGAGEMENT,4,6,67,7
i cannot manage visibility into student stress distribution across grades,CONCERN_FAC_1218,Visibility into Student Stress Distribution Across Grades,EMOTIONAL_REGULATION,CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,THINKING_QUALITY,4,6,67,7
i cannot manage visibility into student learning pace differences,CONCERN_FAC_1286,Visibility into Student Learning Pace Differences,ADAPTIVE_DIAGNOSTICS,CONCERN_EMP_1238,Visibility into Student Self-Learning Capability,COMPETENCY_DEVELOPMENT,4,6,67,7
i keep struggling with stress management under pressure,CONCERN_LEA_1430,stress management under pressure,PERFORMANCE_RESILIENCE,CONCERN_CAR_770,Decision-Making Under Leadership Pressure,THINKING_QUALITY,4,6,67,7
i keep struggling with supporting students with weak emotional expression,CONCERN_LEA_2175,Supporting Students with Weak Emotional Expression,COMMUNICATION_EXPRESSION,CONCERN_COM_2268,Supporting Students with Weak Emotional Stability During Assessments,EXAMINATION_STRESS,4,6,67,7
i need help with supporting students with weak emotional expression,CONCERN_LEA_2175,Supporting Students with Weak Emotional Expression,COMMUNICATION_EXPRESSION,CONCERN_COM_2268,Supporting Students with Weak Emotional Stability During Assessments,EXAMINATION_STRESS,4,6,67,7
i have trouble with workplace decision-making,CONCERN_LIF_388,Workplace Decision-Making,THINKING_QUALITY,CONCERN_ACA_2439,Decision-Making Confidence During Career Planning,ACADEMIC_IDENTITY,2,3,67,7
i keep struggling with adapting to rapid workplace changes,CONCERN_LIF_569,Adapting to Rapid Workplace Changes,ADAPTIVE_LEARNING,CONCERN_DIS_1186,Visibility into Student Adaptability and Change Readiness,WORKPLACE_ADAPTATION,4,6,67,7
i cannot manage supporting students with weak cognitive flexibility,CONCERN_MOT_2223,Supporting Students with Weak Cognitive Flexibility,LEARNING_ADAPTABILITY,CONCERN_ACA_2210,Supporting Students with Weak Information Processing Speed,ACADEMIC_COGNITIVE,4,6,67,7
i cannot manage visibility into student learning agility for future careers,CONCERN_SOC_1338,Visibility into Student Learning Agility for Future Careers,ADAPTIVE_LEARNING,CONCERN_EMP_1238,Visibility into Student Self-Learning Capability,COMPETENCY_DEVELOPMENT,4,6,67,7
i keep struggling with supporting students with weak emotional expression in classroom,CONCERN_THI_2289,Supporting Students with Weak Emotional Expression in Classroom,COMMUNICATION_EXPRESSION,CONCERN_COM_2268,Supporting Students with Weak Emotional Stability During Assessments,EXAMINATION_STRESS,4,6,67,7
i need help with supporting students with weak emotional expression in classroom,CONCERN_THI_2289,Supporting Students with Weak Emotional Expression in Classroom,COMMUNICATION_EXPRESSION,CONCERN_COM_2268,Supporting Students with Weak Emotional Stability During Assessments,EXAMINATION_STRESS,4,6,67,7
i cannot manage career transition uncertainty,CONCERN_CAR_493,Career Transition Uncertainty,EMOTIONAL_REGULATION,CONCERN_ACA_2440,Transitioning from Academic Identity to Professional Identity,ACADEMIC_IDENTITY,3,5,60,7
i cannot manage confidence in non-traditional careers,CONCERN_DEC_1385,confidence in non-traditional careers,ALTERNATIVE_CAREER,CONCERN_ACA_1062,Handling Workplace Criticism Constructively,EMOTIONAL_REGULATION,3,5,60,7
i have trouble with emotional pressure from team dependencies,CONCERN_EMO_1137,Emotional Pressure from Team Dependencies,COLLABORATION_OWNERSHIP,CONCERN_COM_469,Financial Anxiety During Job Search,EMOTIONAL_REGULATION,3,5,60,7
i need help with fear of competitive exams,CONCERN_EXA_1832,Fear of Competitive Exams,EXAMINATION_STRESS,CONCERN_EMP_1393,Fear of competitive exams and failure,CAREER_COMPETITION,3,5,60,7
i keep struggling with awareness about personal strengths,CONCERN_IDE_1527,awareness about personal strengths,SELF_EXPLORATION,CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,3,5,60,7
i cannot manage awareness about personal strengths,CONCERN_IDE_1527,awareness about personal strengths,SELF_EXPLORATION,CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,3,5,60,7
i need help with awareness about personal strengths,CONCERN_IDE_1527,awareness about personal strengths,SELF_EXPLORATION,CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,3,5,60,7
i keep struggling with awareness about personal strengths,CONCERN_LEA_1497,awareness about personal strengths,SELF_DISCOVERY,CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,3,5,60,7
i cannot manage awareness about personal strengths,CONCERN_LEA_1497,awareness about personal strengths,SELF_DISCOVERY,CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,3,5,60,7
i need help with awareness about personal strengths,CONCERN_LEA_1497,awareness about personal strengths,SELF_DISCOVERY,CONCERN_ACA_203,Understanding Personal Strengths for Career Choice,SELF_REFLECTION,3,5,60,7
i need help with unrealistic career expectations,CONCERN_LIF_1835,Unrealistic Career Expectations,ACADEMIC_IDENTITY,CONCERN_CAR_1382,Unrealistic salary expectations from careers,CAREER_EXPECTATIONS,3,5,60,7
i keep struggling with real-world problem solving,CONCERN_MOT_1837,Real-World Problem Solving,THINKING_QUALITY,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,3,5,60,7
i cannot manage adaptability to academic changes,CONCERN_MOT_1986,Adaptability to Academic Changes,LEARNING_ADAPTABILITY,CONCERN_ACA_2311,Adapting to Academic Changes,TRANSITION_CHANGE,3,5,60,7
i need help with adaptability to academic changes,CONCERN_MOT_1986,Adaptability to Academic Changes,LEARNING_ADAPTABILITY,CONCERN_ACA_2311,Adapting to Academic Changes,TRANSITION_CHANGE,3,5,60,7
i cannot manage adaptability to academic changes,CONCERN_MOT_2474,Adaptability to Academic Changes,LEARNING_ADAPTABILITY,CONCERN_ACA_2311,Adapting to Academic Changes,TRANSITION_CHANGE,3,5,60,7
i need help with adaptability to academic changes,CONCERN_MOT_2474,Adaptability to Academic Changes,LEARNING_ADAPTABILITY,CONCERN_ACA_2311,Adapting to Academic Changes,TRANSITION_CHANGE,3,5,60,7
i struggle with adaptability to new learning technologies,CONCERN_STR_318,Adaptability to New Learning Technologies,ADAPTIVE_LEARNING,CONCERN_ADJ_2110,Adaptability to New Teachers,LEARNING_ADAPTABILITY,3,5,60,7
i have trouble with adaptability to new learning technologies,CONCERN_STR_318,Adaptability to New Learning Technologies,ADAPTIVE_LEARNING,CONCERN_ADJ_2110,Adaptability to New Teachers,LEARNING_ADAPTABILITY,3,5,60,7
i cannot manage adapting to organizational restructuring,CONCERN_THI_771,Adapting to Organizational Restructuring,WORKPLACE_ADAPTATION,CONCERN_CAR_713,Workplace Uncertainty During Organizational Changes,EMOTIONAL_REGULATION,3,5,60,7
tuition dependency,CONCERN_DIS_1762,Tuition Dependency,ACADEMIC_COGNITIVE,CONCERN_ACA_1357,Overdependence on tuition centers,LEARNING_DEPENDENCY,2,2,100,6
screen addiction,CONCERN_EXA_1732,Screen Addiction,LIFESTYLE_PRESSURE,CONCERN_ACA_1366,Digital addiction reducing study efficiency,STUDENT_BEHAVIOUR,2,2,100,6
fear of judgement,CONCERN_EXA_1781,Fear of Judgement,CONFIDENCE_SELF,CONCERN_ACA_2211,Students Who Avoid Clarifying Doubts,CLASSROOM_ENGAGEMENT,2,2,100,6
fear of competitive exams,CONCERN_EXA_1832,Fear of Competitive Exams,EXAMINATION_STRESS,CONCERN_EMP_1393,Fear of competitive exams and failure,CAREER_COMPETITION,3,3,100,6
lack of study discipline,CONCERN_LEA_1438,study discipline,ACADEMIC_BEHAVIOR,CONCERN_ACA_2436,Students Losing Motivation Due to Lack of Purpose,ACADEMIC_IDENTITY,3,3,100,6
gaming addiction,CONCERN_LIF_1738,Gaming Addiction,LIFESTYLE_PRESSURE,CONCERN_ACA_1366,Digital addiction reducing study efficiency,STUDENT_BEHAVIOUR,2,2,100,6
procrastination,CONCERN_MOT_1744,Procrastination,DISCIPLINE_HABITS,CONCERN_ACA_1439,Excessive procrastination before exams,PERFORMANCE_BEHAVIOR,1,1,100,6
weak academic ownership,CONCERN_MOT_1992,Academic Ownership,MOTIVATION_VALUES,CONCERN_ACA_2424,Ownership of Long-Term Academic Direction,ACADEMIC_IDENTITY,3,3,100,6
weak academic ownership,CONCERN_MOT_2480,Academic Ownership,MOTIVATION_VALUES,CONCERN_ACA_2424,Ownership of Long-Term Academic Direction,ACADEMIC_IDENTITY,3,3,100,6
i struggle with career decision-making confidence,CONCERN_CAR_212,Career Decision-Making Confidence,THINKING_QUALITY,CONCERN_ACA_2439,Decision-Making Confidence During Career Planning,ACADEMIC_IDENTITY,3,4,75,6
i struggle with career transition uncertainty,CONCERN_CAR_493,Career Transition Uncertainty,EMOTIONAL_REGULATION,CONCERN_ACA_2440,Transitioning from Academic Identity to Professional Identity,ACADEMIC_IDENTITY,3,4,75,6
i struggle with workplace politics emotionally,CONCERN_COM_567,Workplace Politics Emotionally,WORKPLACE_ADAPTATION,CONCERN_CAR_443,Workplace Politics Emotionally,EMOTIONAL_REGULATION,3,4,75,6
weak awareness of industry-relevant competencies,CONCERN_EMO_274,Awareness of Industry-Relevant Competencies,CAREER_READINESS,CONCERN_COM_1320,Measure Industry-Relevant Competencies,COMPETENCY_DEVELOPMENT,3,4,75,6
i struggle with fear of competitive exams,CONCERN_EXA_1832,Fear of Competitive Exams,EXAMINATION_STRESS,CONCERN_EMP_1393,Fear of competitive exams and failure,CAREER_COMPETITION,3,4,75,6
i have trouble with fear of competitive exams,CONCERN_EXA_1832,Fear of Competitive Exams,EXAMINATION_STRESS,CONCERN_EMP_1393,Fear of competitive exams and failure,CAREER_COMPETITION,3,4,75,6
i struggle with leadership and team collaboration,CONCERN_INT_1429,leadership and team collaboration,LEADERSHIP_READINESS,CONCERN_CAR_1329,Leadership and Teamwork Readiness,LEADERSHIP_OWNERSHIP,3,4,75,6
i have trouble with leadership and team collaboration,CONCERN_INT_1429,leadership and team collaboration,LEADERSHIP_READINESS,CONCERN_CAR_1329,Leadership and Teamwork Readiness,LEADERSHIP_OWNERSHIP,3,4,75,6
i struggle with academic goal clarity,CONCERN_LAN_1361,academic goal clarity,CAREER_ACADEMIC,CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,3,4,75,6
i have trouble with academic goal clarity,CONCERN_LAN_1361,academic goal clarity,CAREER_ACADEMIC,CONCERN_CON_2244,Supporting Students with Weak Academic Goal Clarity,ACADEMIC_IDENTITY,3,4,75,6
weak awareness of industry-relevant competencies,CONCERN_LIF_372,Awareness of Industry-Relevant Competencies,EMPLOYABILITY,CONCERN_COM_1320,Measure Industry-Relevant Competencies,COMPETENCY_DEVELOPMENT,3,4,75,6
i struggle with learning persistence,CONCERN_ADJ_1991,Learning Persistence,MOTIVATION_VALUES,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,6
i keep struggling with supporting students with weak concept mapping skills,CONCERN_COL_2259,Supporting Students with Weak Concept Mapping Skills,FOUNDATIONAL_LEARNING,CONCERN_ADJ_2216,Supporting Students with Weak Subject Integration Skills,INTERDISCIPLINARY_LEARNING,4,6,67,6
i need help with supporting students with weak concept mapping skills,CONCERN_COL_2259,Supporting Students with Weak Concept Mapping Skills,FOUNDATIONAL_LEARNING,CONCERN_ADJ_2216,Supporting Students with Weak Subject Integration Skills,INTERDISCIPLINARY_LEARNING,4,6,67,6
i cannot manage emotional fatigue during job hunting,CONCERN_COL_425,Emotional Fatigue During Job Hunting,LIFESTYLE_PRESSURE,CONCERN_CAR_713,Workplace Uncertainty During Organizational Changes,EMOTIONAL_REGULATION,4,6,67,6
i struggle with listening skills,CONCERN_CON_1864,Listening Skills,COMMUNICATION_EXPRESSION,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,6
i need help with handling students with weak concept revision methods,CONCERN_CON_2234,Handling Students with Weak Concept Revision Methods,EXAMINATION_READINESS,CONCERN_ACA_2246,Handling Students with Weak Learning Confidence in New Topics,CONFIDENCE_SELF,4,6,67,6
i struggle with tuition dependency,CONCERN_DIS_1762,Tuition Dependency,ACADEMIC_COGNITIVE,CONCERN_ACA_1357,Overdependence on tuition centers,LEARNING_DEPENDENCY,2,3,67,6
i have trouble with tuition dependency,CONCERN_DIS_1762,Tuition Dependency,ACADEMIC_COGNITIVE,CONCERN_ACA_1357,Overdependence on tuition centers,LEARNING_DEPENDENCY,2,3,67,6
i need help with handling students with weak concept transfer skills,CONCERN_DIS_2252,Handling Students with Weak Concept Transfer Skills,INTERDISCIPLINARY_LEARNING,CONCERN_ACA_2246,Handling Students with Weak Learning Confidence in New Topics,CONFIDENCE_SELF,4,6,67,6
i need help with sustaining motivation over long academic cycles,CONCERN_ENG_1466,sustaining motivation over long academic cycles,LONG_TERM,CONCERN_CON_1054,Sustain Reinvention Discipline Over Long Periods,DISCIPLINE_HABITS,4,6,67,6
i struggle with screen addiction,CONCERN_EXA_1732,Screen Addiction,LIFESTYLE_PRESSURE,CONCERN_ACA_1366,Digital addiction reducing study efficiency,STUDENT_BEHAVIOUR,2,3,67,6
i have trouble with screen addiction,CONCERN_EXA_1732,Screen Addiction,LIFESTYLE_PRESSURE,CONCERN_ACA_1366,Digital addiction reducing study efficiency,STUDENT_BEHAVIOUR,2,3,67,6
i struggle with fear of judgement,CONCERN_EXA_1781,Fear of Judgement,CONFIDENCE_SELF,CONCERN_ACA_2211,Students Who Avoid Clarifying Doubts,CLASSROOM_ENGAGEMENT,2,3,67,6
i have trouble with fear of judgement,CONCERN_EXA_1781,Fear of Judgement,CONFIDENCE_SELF,CONCERN_ACA_2211,Students Who Avoid Clarifying Doubts,CLASSROOM_ENGAGEMENT,2,3,67,6
i struggle with decision-making skills,CONCERN_EXA_1813,Decision-Making Skills,THINKING_QUALITY,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,6
i struggle with decision-making skills,CONCERN_EXA_1965,Decision-Making Skills,THINKING_QUALITY,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,6
i keep struggling with academic recovery after poor scores,CONCERN_EXA_2000,Academic Recovery After Poor Scores,CONFIDENCE_SELF,CONCERN_ACA_2324,Academic Recovery After Long Vacations,ACADEMIC_PLANNING,4,6,67,6
i struggle with learning accountability,CONCERN_EXA_2098,Learning Accountability,MOTIVATION_VALUES,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,6
i cannot manage supporting students with weak applied reasoning skills,CONCERN_EXA_2283,Supporting Students with Weak Applied Reasoning Skills,COMPETENCY_DEVELOPMENT,CONCERN_ACA_1302,Personalize Student Intervention Pathways,STUDENT_SUPPORT,4,6,67,6
i keep struggling with academic recovery after poor scores,CONCERN_EXA_2488,Academic Recovery After Poor Scores,EXAMINATION_STRESS,CONCERN_ACA_2324,Academic Recovery After Long Vacations,ACADEMIC_PLANNING,4,6,67,6
i need help with visibility into student stress distribution across grades,CONCERN_FAC_1218,Visibility into Student Stress Distribution Across Grades,EMOTIONAL_REGULATION,CONCERN_CON_1234,Visibility into Institutional Decision-Making Competency Growth,THINKING_QUALITY,4,6,67,6
i need help with visibility into student learning pace differences,CONCERN_FAC_1286,Visibility into Student Learning Pace Differences,ADAPTIVE_DIAGNOSTICS,CONCERN_EMP_1238,Visibility into Student Self-Learning Capability,COMPETENCY_DEVELOPMENT,4,6,67,6
i struggle with learning persistence,CONCERN_HOL_2479,Learning Persistence,MOTIVATION_VALUES,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,6
i struggle with decision-making skills,CONCERN_LEA_1671,Decision-Making Skills,THINKING_QUALITY,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,6
i struggle with continuous assessments,CONCERN_LEA_2111,Continuous Assessments,EXAMINATION_READINESS,CONCERN_EXA_2360,Students Unable to Cope with Continuous Assessments,EXAMINATION_STRESS,2,3,67,6
i need help with managing students with weak emotional stability during results & rankings,CONCERN_LEA_2296,Managing Students with Weak Emotional Stability During Results & Rankings,EXAMINATION_STRESS,CONCERN_ACA_2293,Students with Weak Peer Interaction Skills,SOCIAL_EMOTIONAL,4,6,67,6
i struggle with gaming addiction,CONCERN_LIF_1738,Gaming Addiction,LIFESTYLE_PRESSURE,CONCERN_ACA_1366,Digital addiction reducing study efficiency,STUDENT_BEHAVIOUR,2,3,67,6
i have trouble with gaming addiction,CONCERN_LIF_1738,Gaming Addiction,LIFESTYLE_PRESSURE,CONCERN_ACA_1366,Digital addiction reducing study efficiency,STUDENT_BEHAVIOUR,2,3,67,6
i keep struggling with supporting students with weak cognitive flexibility,CONCERN_MOT_2223,Supporting Students with Weak Cognitive Flexibility,LEARNING_ADAPTABILITY,CONCERN_ACA_2210,Supporting Students with Weak Information Processing Speed,ACADEMIC_COGNITIVE,4,6,67,6
i need help with supporting students with weak cognitive flexibility,CONCERN_MOT_2223,Supporting Students with Weak Cognitive Flexibility,LEARNING_ADAPTABILITY,CONCERN_ACA_2210,Supporting Students with Weak Information Processing Speed,ACADEMIC_COGNITIVE,4,6,67,6
i cannot manage dependence on external validation for confidence,CONCERN_PER_1530,Dependence on external validation for confidence,EMOTIONAL_DEVELOPMENT,CONCERN_ACA_451,Building Professional Confidence Without Constant Validation,CONFIDENCE_SELF,4,6,67,6
i need help with dependence on external validation for confidence,CONCERN_PER_1530,Dependence on external validation for confidence,EMOTIONAL_DEVELOPMENT,CONCERN_COG_1601,Dependence on external validation for learning confidence,LEARNING_PSYCHOLOGY,4,6,67,6
i struggle with revision consistency,CONCERN_SEL_2019,Revision Consistency,EXAMINATION_READINESS,CONCERN_CON_162,Sustain Revision Across Multiple Cycles,DISCIPLINE_HABITS,2,3,67,6
i have trouble with revision consistency,CONCERN_SEL_2019,Revision Consistency,EXAMINATION_READINESS,CONCERN_CON_162,Sustain Revision Across Multiple Cycles,DISCIPLINE_HABITS,2,3,67,6
i need help with visibility into student learning agility for future careers,CONCERN_SOC_1338,Visibility into Student Learning Agility for Future Careers,ADAPTIVE_LEARNING,CONCERN_EMP_1238,Visibility into Student Self-Learning Capability,COMPETENCY_DEVELOPMENT,4,6,67,6
i struggle with learning agility,CONCERN_STE_1724,Learning Agility,LEARNING_ADAPTABILITY,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,6
i struggle with learning agility,CONCERN_THI_1935,Learning Agility,LEARNING_ADAPTABILITY,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,2,3,67,6
i keep struggling with career transition uncertainty,CONCERN_CAR_493,Career Transition Uncertainty,EMOTIONAL_REGULATION,CONCERN_ACA_2440,Transitioning from Academic Identity to Professional Identity,ACADEMIC_IDENTITY,3,5,60,6
i keep struggling with workplace politics emotionally,CONCERN_COM_567,Workplace Politics Emotionally,WORKPLACE_ADAPTATION,CONCERN_CAR_443,Workplace Politics Emotionally,EMOTIONAL_REGULATION,3,5,60,6
i cannot manage career stagnation emotionally,CONCERN_COM_575,Career Stagnation Emotionally,CAREER_GROWTH,CONCERN_ACA_1062,Handling Workplace Criticism Constructively,EMOTIONAL_REGULATION,3,5,60,6
i cannot manage fear of making mistakes,CONCERN_CON_1818,Fear of Making Mistakes,CONFIDENCE_SELF,CONCERN_CAR_770,Decision-Making Under Leadership Pressure,THINKING_QUALITY,3,5,60,6
i keep struggling with academic expectations from parents,CONCERN_CON_2087,Academic Expectations from Parents,EXAMINATION_STRESS,CONCERN_CLA_1443,adaptation to changing academic expectations,ADAPTABILITY_GUIDANCE,3,5,60,6
i keep struggling with confidence in non-traditional careers,CONCERN_DEC_1385,confidence in non-traditional careers,ALTERNATIVE_CAREER,CONCERN_ADJ_210,Non-Traditional Career Paths,CONFIDENCE_SELF,3,5,60,6
i keep struggling with solving unfamiliar problems,CONCERN_DIS_286,Solving Unfamiliar Problems,THINKING_QUALITY,CONCERN_ACA_1650,Problem-Solving Skills,ACADEMIC_COGNITIVE,3,5,60,6
